ticker,PXRB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-11-01,130.608
2016-11-02,172.7273
2016-11-03,-50.0
2016-11-04,-4.0
2016-11-07,5.9028
2016-11-08,-6.5574
2016-11-09,1.7544
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,-0.069
2016-11-16,-1.6562999999999999
2016-11-17,-29.8246
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,0.5
2016-11-23,-18.408
2016-11-25,-2.439
2016-11-28,-15.0
2016-11-29,-5.8824
2016-11-30,-3.125
2016-12-01,-6.4516
2016-12-02,-5.1724
2016-12-05,0.0
2016-12-06,2.7273
2016-12-07,-2.6549
2016-12-08,2.7273
2016-12-09,2.6549
2016-12-12,-1.7241
2016-12-13,-2.807
2016-12-14,4.5126
2016-12-15,3.4542
2016-12-16,-1.6694
2016-12-19,-10.017
2016-12-20,-0.9434
2016-12-21,-6.8571
2016-12-22,-16.9734
2016-12-23,18.2266
2016-12-27,-6.25
2016-12-28,-2.2222
2016-12-29,2.2727
2016-12-30,2.0
2017-01-03,-8.9325
2017-01-04,-0.9569
2017-01-05,3.6231999999999998
2017-01-06,-6.7599
2017-01-09,1.5
2017-01-10,0.0
2017-01-11,-2.7094
2017-01-12,3.7975
2017-01-17,-9.6738
2017-01-18,-14.9425
2017-01-19,3.1746
2017-01-20,-10.7692
2017-04-25,-0.3448
2017-04-28,-94.8097
2017-05-02,46.6667
2017-05-23,59.0909
2017-07-21,-25.7143
2017-07-26,11.538499999999999
2017-08-03,-6.8966
2017-08-04,0.0
2017-08-24,-7.4074
2017-09-07,4.0
2017-09-18,0.0
2017-09-29,0.0
2017-10-12,0.0
2017-10-31,57.6923
2017-11-16,24.3902
2017-12-12,-1.9607999999999999
2017-12-15,-60.0
2017-12-19,25.0
2017-12-29,0.0
2018-01-11,-96.0
2018-02-06,3400.0
2018-02-20,-97.1429
2018-02-23,2400.0
2018-02-27,140.0
2018-03-05,25.0
2018-03-07,0.0
2018-04-13,33.3333
2018-04-24,-74.0
2018-05-14,-76.9231
2018-06-11,0.0
2018-07-31,16.6667
2018-08-14,-14.2857
2018-08-17,16.6667
2018-08-22,-98.5714
2018-08-27,5900.0
2018-11-30,0.0
2018-12-12,-66.6667
2018-12-13,-50.0
2018-12-21,0.0
2019-01-31,100.0
2019-02-05,-50.0
2019-04-15,0.0
2019-08-08,-99.99
2020-02-03,9900.0
2020-02-04,0.0
2020-02-27,0.0
