ticker,LOGX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-11,0.0
2015-06-15,12.0
2015-06-18,-7.1429
2015-07-31,15.3846
2015-08-13,33.3333
2015-08-17,22.5
2015-08-28,-46.9388
2015-09-11,0.0
2015-09-15,0.0
2015-09-17,58.4923
2015-09-18,17.647100000000002
2015-09-21,-16.6667
2015-09-23,20.0
2015-09-25,-13.3333
2015-09-28,-21.1538
2015-09-29,2.439
2015-09-30,11.9048
2015-10-01,8.5106
2015-10-02,-0.9804
2015-10-05,-2.9703
2015-10-06,-8.1633
2015-10-07,8.8889
2015-10-08,2.0408
2015-10-09,4.0
2015-10-12,-1.9231
2015-10-14,0.0
2015-10-15,1.9607999999999999
2015-10-16,3.8462
2015-10-20,1.8519
2015-10-21,-7.2727
2015-10-22,19.6078
2015-10-23,31.1475
2015-10-26,-12.5156
2015-10-29,1.4466999999999999
2015-11-02,-7.0423
2015-11-03,-9.2424
2015-11-04,-24.8748
2015-11-05,8.8889
2015-11-06,2.0408
2015-11-09,0.0
2015-11-10,-2.0
2015-11-11,6.1224
2015-11-12,1.9231
2015-11-16,3.7736
2015-11-17,-12.7273
2015-11-18,4.1667
2015-11-19,3.975
2015-11-20,-10.5554
2015-11-23,-10.9677
2015-11-24,13.4813
2015-11-25,-12.7311
2015-11-30,-2.439
2015-12-03,-25.0
2015-12-04,0.0
2015-12-07,0.0
2015-12-08,40.0
2015-12-09,7.1429
2015-12-10,4.4444
2015-12-11,-6.383
2015-12-14,0.0
2015-12-15,4.5455
2015-12-16,13.0435
2015-12-17,-3.8462
2015-12-18,-9.4
2015-12-22,-0.6623
2015-12-28,-2.1806
2016-01-05,-5.1825
2016-01-07,10.1827
2016-01-13,-23.8924
2016-01-14,-14.2857
2016-01-15,-16.6667
2016-01-19,-2.0
2016-01-20,-38.7755
2016-01-21,33.3333
2016-01-22,0.0
2016-01-26,-5.0
2016-01-27,-7.8947
2016-01-28,2.8571
2016-01-29,-9.2361
2016-02-01,-2.0658
2016-02-03,0.0
2016-02-04,-8.125
2016-02-09,-4.7619
2016-02-12,-14.2857
2016-02-16,-7.5
2016-02-19,89.1892
2016-02-26,-2.3810000000000002
2016-03-09,-95.122
2016-03-11,1400.0
2016-03-14,0.0
2016-03-17,0.0
2016-03-28,-84.6667
2016-03-29,813.0435
2016-04-01,-47.619
2016-04-04,-9.0909
2016-04-05,0.0
2016-04-08,10.0
2016-04-13,-9.0909
2016-04-14,0.0
2016-05-19,-77.0
