ticker,VUZI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-04-06,35.4541
2010-04-29,-36.7424
2010-05-13,3.4731
2010-05-19,38.8889
2010-05-20,-16.6667
2010-05-28,12.0
2010-06-01,-7.8571
2010-06-02,-1.1628
2010-06-03,-5.8824
2010-06-04,-8.3333
2010-06-09,3.1818
2010-06-10,-3.0837
2010-06-14,0.0
2010-06-16,0.0
2010-06-28,-18.1818
2010-07-07,11.1111
2010-07-08,-16.5
2010-07-26,10.1796
2010-07-27,-0.1359
2010-08-03,19.727899999999998
2010-08-17,172.7273
2010-08-18,-72.4375
2010-08-23,-4.4596
2010-08-25,-1.2658
2010-08-30,-8.8141
2010-09-08,54.6573
2010-09-09,-29.2614
2010-09-15,15.6627
2010-09-22,7.7778
2010-09-23,14.433
2010-09-24,12.6126
2010-09-27,12.0
2010-09-28,-7.1429
2010-09-29,-3.8462
2010-09-30,8.0
2010-10-01,-3.7037
2010-10-04,0.0
2010-10-05,-15.3846
2010-10-06,18.1818
2010-10-07,-15.3846
2010-10-08,0.0
2010-10-12,-9.0909
2010-10-14,10.0
2010-10-18,0.0
2010-10-19,-27.2727
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-26,0.0
2010-10-27,-12.5
2010-10-28,0.0
2010-10-29,28.5714
2010-11-01,11.1111
2010-11-02,-5.0
2010-11-03,5.2632
2010-11-04,0.0
2010-11-05,0.0
2010-11-08,0.0
2010-11-09,10.0
2010-11-10,-9.0909
2010-11-11,0.0
2010-11-12,0.0
2010-11-15,0.0
2010-11-17,-10.0
2010-11-18,-21.1111
2010-11-19,40.8451
2010-11-26,-5.0
2010-11-29,-26.3158
2010-12-01,14.2857
2010-12-02,12.5
2010-12-03,-11.1111
2010-12-07,0.0
2010-12-08,0.0
2010-12-09,-12.5
2010-12-10,0.0
2010-12-13,0.0
2010-12-14,14.2857
2010-12-17,-6.25
2010-12-20,0.0
2010-12-21,13.3333
2010-12-22,-5.8824
2010-12-23,-12.5
2010-12-27,14.2857
2010-12-29,-12.5
2010-12-30,-7.1429
2011-01-04,7.6923
2011-01-05,-14.2857
2011-01-06,0.0
2011-01-07,33.3333
2011-01-10,0.0
2011-01-11,6.25
2011-01-12,17.647100000000002
2011-01-13,-20.0
2011-01-14,12.5
2011-01-18,-11.1111
2011-01-19,62.5
2011-01-20,-14.6154
2011-01-21,-14.4144
2011-01-24,19.4737
2011-01-25,-11.8943
2011-01-26,6.0
2011-01-27,-0.1769
