ticker,LMND US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-07-02,139.3448
2020-07-06,16.9716
2020-07-07,-2.956
2020-07-08,-13.0473
2020-07-09,12.4069
2020-07-10,9.9338
2020-07-13,-7.2762
2020-07-14,-3.0064
2020-07-15,-2.5873
2020-07-16,6.9031
2020-07-17,8.3239
2020-07-20,-1.9211
2020-07-21,-4.0242
2020-07-22,-2.9066
2020-07-23,4.6624
2020-07-24,-5.0998
2020-07-27,-6.3742
2020-07-28,-9.0
2020-07-29,3.944
2020-07-30,-5.7205
2020-07-31,-10.6298
