ticker,GYGC US Equity
2005-08-22,8.8235
2005-08-23,-8.1081
2005-08-24,16.1765
2005-08-25,-6.3291
2005-08-26,8.1081
2005-08-29,-12.5
2005-08-30,10.0
2005-08-31,10.3896
2005-09-01,-2.3529
2005-09-02,1.2048
2005-09-06,-7.1429
2005-09-07,5.1282
2005-09-08,2.439
2005-09-09,-4.1667
2005-09-12,-3.1056
2005-09-13,2.5641
2005-09-14,0.0
2005-09-15,-1.25
2005-09-16,1.2658
2005-09-19,31.25
2005-09-20,-16.1905
2005-09-21,4.5455
2005-09-22,-1.087
2005-09-23,-3.2967
2005-09-26,-3.4091
2005-09-27,-5.8824
2005-09-28,2.5
2005-09-29,3.6585
2005-09-30,-5.8824
2005-10-03,2.5
2005-10-04,1.2195
2005-10-05,-3.6145
2005-10-06,-2.5
2005-10-07,-6.4103
2005-10-10,6.8493
2005-10-11,-1.2821
2005-10-12,-6.4935
2005-10-13,-8.3333
2005-10-14,-6.0606
2005-10-17,-3.2258
2005-10-18,-16.6667
2005-10-19,-10.0
2005-10-20,11.1111
2005-10-21,-0.6
2005-10-24,-19.5171
2005-10-25,7.5
2005-10-26,-12.7907
2005-10-27,36.0
2005-10-28,11.7647
2005-10-31,-19.2982
2005-11-01,19.5652
2005-11-02,-23.6364
2005-11-03,-17.8571
2005-11-04,15.942
2005-11-07,12.5
2005-11-08,-11.1111
2005-11-09,5.0
2005-11-10,-4.7619
2005-11-11,12.5
2005-11-14,-11.1111
2005-11-15,5.0
2005-11-16,-19.0476
2005-11-17,2.9412000000000003
2005-11-18,14.2857
2005-11-21,-7.5
2005-11-22,-18.9189
2005-11-23,20.0
2005-11-25,2.7778
2005-11-28,-5.4054
2005-11-29,-2.8571
2005-11-30,-9.4118
2005-12-01,10.3896
2005-12-02,-2.9412000000000003
2005-12-05,-10.6061
2005-12-06,-1.6949
2005-12-07,3.4483
2005-12-08,0.0
2005-12-09,-3.3333
2005-12-12,6.8966
2005-12-13,-6.4516
2005-12-14,6.8966
2005-12-15,3.2258
2005-12-16,-14.0625
2005-12-19,9.0909
2005-12-20,30.0
2005-12-21,-5.1282
2005-12-22,-13.5135
2005-12-23,0.0
2005-12-27,-3.125
2005-12-28,-19.3548
2005-12-29,20.0
2005-12-30,0.0
2006-01-03,-3.3333
2006-01-04,-10.3448
2006-01-05,-4.8077
2006-01-06,3.0303
2006-01-09,-9.8039
2006-01-10,6.5217
2006-01-11,-18.3673
2006-01-12,10.0
2006-01-13,-9.0909
2006-01-17,-10.0
2006-01-18,0.0
2006-01-19,-11.1111
2006-01-20,6.25
2006-01-23,17.647100000000002
2006-01-24,-10.0
2006-01-25,0.0
2006-01-26,-16.6667
2006-01-27,13.3333
2006-01-30,-5.8824
2006-01-31,0.0
2006-02-01,37.5
2006-02-02,9.0909
2006-02-03,-12.5
2006-02-06,14.2857
2006-02-07,4.1667
2006-02-08,0.0
2006-02-09,20.0
2006-02-10,0.0
2006-02-13,-13.3333
2006-02-14,-19.2308
2006-02-15,28.5714
2006-02-16,-14.8148
2006-02-17,17.3913
2006-02-21,-14.8148
2006-02-22,4.3478
2006-02-23,-16.6667
2006-02-24,0.0
2006-02-27,0.0
2006-02-28,0.5
2006-03-01,1.4925
2006-03-02,2.9412000000000003
2006-03-03,-14.2857
2006-03-06,0.0
2006-03-07,5.5556
2006-03-08,-7.8947
2006-03-09,-5.7143
2006-03-10,-9.0909
2006-03-13,6.6667
2006-03-14,-5.0
2006-03-15,-1.3158
2006-03-16,73.3333
2006-03-17,11.538499999999999
2006-03-20,3.4483
2006-03-21,-3.3333
2006-03-22,17.2414
2006-03-23,35.2941
2006-03-24,-6.5217
2006-03-27,11.6279
2006-03-28,-15.625
2006-03-29,11.1111
2006-03-30,-17.7778
2006-03-31,-5.4054
2006-04-03,25.7143
2006-04-04,-20.4545
2006-04-05,-11.7143
2006-04-06,-2.9126
2006-04-07,15.0
2006-04-10,-7.2464
2006-04-11,21.875
2006-04-12,-2.5641
2006-04-13,-7.8947
2006-04-17,-5.7143
2006-04-18,-3.0303
2006-04-19,-6.25
2006-04-20,-16.6667
2006-04-21,-4.0
2006-04-24,-8.3333
2006-04-25,27.2727
2006-04-26,7.1429
2006-04-27,-11.6667
2006-04-28,13.2075
2006-05-01,-30.0
2006-05-02,4.7619
2006-05-03,2.2727
2006-05-04,-20.0
2006-05-05,16.6667
2006-05-08,-14.2857
2006-05-09,11.1111
2006-05-10,5.0
2006-05-11,4.7619
2006-05-12,-4.0057
2006-05-15,-10.0326
2006-05-16,-5.2632
2006-05-17,5.5556
2006-05-18,-10.526299999999999
2006-05-19,-5.8824
2006-05-22,0.0
2006-05-23,12.5
2006-05-24,11.1111
2006-05-25,0.0
2006-05-26,-13.5938
2006-05-30,-13.2007
2006-05-31,16.6667
2006-06-01,-8.5714
2006-06-02,-6.25
2006-06-05,0.0
2006-06-06,6.6667
2006-06-07,-6.25
2006-06-08,-6.6667
2006-06-09,7.1429
2006-06-12,0.0
2006-06-13,-6.6667
2006-06-14,-12.857099999999999
2006-06-15,-1.6393
2006-06-16,0.0
2006-06-19,0.0
2006-06-20,4.1667
2006-06-21,-12.0
2006-06-23,18.1818
2006-06-26,-7.6923
2006-06-27,-12.5
2006-06-28,-23.8095
2006-06-29,25.0
2006-06-30,20.0
2006-07-03,-16.6667
2006-07-05,-20.0
2006-07-06,-50.0
2006-07-07,100.0
2006-07-10,25.0
2006-07-11,-25.0
2006-07-12,0.0
2006-07-13,0.0
2006-07-14,13.3333
2006-07-17,-11.7647
2006-07-18,0.0
2006-07-19,-6.6667
2006-07-20,-14.2857
2006-07-21,33.3333
2006-07-24,-12.5
2006-07-26,0.0
2006-07-27,14.2857
2006-07-28,-12.5
2006-08-01,28.5714
2006-08-02,33.3333
2006-08-07,-25.0
2006-08-08,-22.2222
2006-08-09,-14.2857
2006-08-10,0.0
2006-08-11,-8.3333
2006-08-14,27.2727
2006-08-16,0.0
2006-08-17,-14.2857
2006-08-18,-16.6667
2006-08-21,100.0
2006-08-22,-50.0
2006-08-23,-10.0
2006-08-24,-11.1111
2006-08-29,0.0
2006-08-30,0.0
2006-08-31,25.0
2006-09-01,-10.0
2006-09-05,-40.0
2006-09-06,48.1481
2006-09-07,0.0
2006-09-08,-37.5
2006-09-11,20.0
2006-09-12,-13.3333
2006-09-13,15.3846
2006-09-14,-16.6667
2006-09-15,0.0
2006-09-19,0.0
2006-09-20,0.0
2006-09-21,0.0
2006-09-22,0.0
2006-09-25,0.0
2006-09-26,0.0
2006-09-27,-20.0
2006-09-28,0.0
2006-09-29,5.0
2006-10-02,-4.7619
2006-10-03,-10.0
2006-10-04,-11.1111
2006-10-06,-6.25
2006-10-09,0.0
2006-10-10,-25.4167
2006-10-11,-10.6145
2006-10-12,100.0
2006-10-13,-45.0
2006-10-16,-9.0909
2006-10-17,0.0
2006-10-18,0.0
2006-10-19,100.0
2006-10-24,0.0
2006-10-30,5.0
2006-10-31,80.9524
2006-11-01,-47.3684
2006-11-02,50.0
2006-11-03,0.0
2006-11-06,-33.3333
2006-11-07,300.0
2006-11-14,-75.0
2006-11-21,-35.0
2006-11-27,130.7692
2006-11-28,33.3333
2006-11-29,0.0
2006-11-30,25.0
2006-12-01,-4.0
2006-12-05,-79.1667
2006-12-06,10.0
2006-12-07,354.5455
2006-12-08,0.0
2006-12-11,-10.0
2006-12-12,-33.3333
2006-12-13,0.0
2006-12-14,33.3333
2006-12-15,0.0
2006-12-18,12.5
2006-12-19,-22.2222
2006-12-20,14.2857
2006-12-21,-50.0
2006-12-26,50.0
2006-12-27,0.0
2006-12-28,-33.3333
2006-12-29,75.0
2007-01-03,14.2857
2007-01-04,-12.5
2007-01-05,14.2857
2007-01-09,0.0
2007-01-10,-25.0
2007-01-16,0.0
2007-01-17,0.0
2007-01-18,16.6667
2007-01-19,-2.8571
2007-01-22,-11.7647
2007-01-23,0.0
2007-01-25,66.6667
2007-01-26,-60.0
2007-01-31,25.0
2007-02-01,-4.0
2007-02-07,33.3333
2007-02-09,-62.5
2007-02-12,75.0
2007-02-22,-4.7619
2007-02-26,-40.0
2007-03-02,25.0
2007-03-12,6.6667
2007-03-13,0.0
2007-03-16,-25.0
2007-03-19,25.0
2007-03-22,-13.3333
2007-03-23,0.0
2007-03-27,38.4615
2007-03-28,11.1111
2007-04-03,-35.0
2007-04-05,0.0
2007-04-09,92.3077
2007-04-10,-48.0
2007-04-12,0.0
2007-04-17,0.0
2007-04-19,15.3846
2007-04-27,66.6667
2007-05-15,-48.0
2007-05-18,0.0
2007-05-22,100.0
2007-05-24,0.0
2007-05-25,30.7692
2007-05-29,2.9412000000000003
2007-06-06,-62.8571
2007-06-07,53.8462
2007-06-11,-35.0
2007-06-20,0.0
2007-06-26,15.3846
2007-06-28,-13.3333
2007-07-02,15.3846
2007-07-11,0.0
2007-07-27,-46.6667
2007-08-02,0.0
2007-08-03,0.0
2007-08-28,0.0
2007-09-12,1.5625
2007-09-27,-1.5385
2007-10-01,0.0
2007-10-08,0.0
2007-10-10,0.0
2007-10-16,0.0
2007-10-22,-98.4375
2007-10-25,0.0
2007-10-30,0.0
2007-11-06,0.0
2007-11-07,11900.0
2007-11-19,-99.1667
2007-11-29,0.0
2007-12-07,0.0
2007-12-11,50.0
2007-12-12,-33.3333
2007-12-13,50.0
2007-12-14,-33.3333
2007-12-18,50.0
2007-12-19,-33.3333
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,0.0
2007-12-26,50.0
2007-12-27,-33.3333
2007-12-28,0.0
2007-12-31,0.0
2008-01-03,15900.0
2008-01-14,-98.4375
2008-01-18,9500.0
2008-01-22,-98.3333
2008-02-06,0.0
2008-03-06,104.0
2008-03-07,-1.9607999999999999
2008-03-14,-4.0
2008-03-19,4.1667
2008-03-20,-1.0
2008-03-25,-39.3939
2008-03-28,16.6667
2008-03-31,28.5714
2008-04-04,8.8889
2008-04-07,-8.1633
2008-04-08,8.8889
2008-04-09,-4.0816
2008-04-10,2.1277
2008-04-11,2.0833
2008-04-14,-2.0408
2008-04-15,-8.3333
2008-04-16,7.9545
2008-04-17,1.0526
2008-04-18,2.0833
2008-04-21,42.8827
2008-04-22,-1.4462
2008-04-23,0.0
2008-04-24,-5.7971
2008-04-25,-3.0769
2008-04-28,7.9365
2008-04-29,-5.8824
2008-04-30,-6.25
2008-05-01,0.0
2008-05-02,8.3333
2008-05-05,-3.0769
2008-05-06,3.1746
2008-05-07,-0.6154
2008-05-08,-5.5728
2008-05-09,8.1967
2008-05-12,-12.1212
2008-05-13,-5.1724
2008-05-14,-18.1818
2008-05-15,11.1111
2008-05-16,-18.0
2008-05-19,-26.3415
2008-05-20,-0.6623
2008-05-21,16.6667
2008-05-22,-14.2857
2008-05-23,-3.3333
2008-05-27,20.6897
2008-05-28,-15.7143
2008-05-29,18.6441
2008-05-30,13.1429
2008-06-02,13.6364
2008-06-03,-13.3333
2008-06-04,-7.6923
2008-06-05,16.3889
2008-06-06,-4.5346
2008-06-09,-10.0
2008-06-10,25.0
2008-06-11,-6.6667
2008-06-12,2.3810000000000002
2008-06-13,4.6512
2008-06-16,-6.6667
2008-06-17,0.0
2008-06-18,0.0
2008-06-19,-2.3810000000000002
2008-06-20,4.878
2008-06-23,2.3256
2008-06-24,-17.0455
2008-06-25,-1.3699
2008-06-26,-30.5556
2008-06-27,-8.0
2008-06-30,8.6957
2008-07-01,-40.0
2008-07-02,0.0
2008-07-03,26.6667
2008-07-07,-1.0526
2008-07-08,-25.5319
2008-07-09,0.0
2008-07-10,3.5714
2008-07-11,3.4483
2008-07-14,-13.3333
2008-07-15,-30.7692
2008-07-16,11.1111
2008-07-17,5.0
2008-07-18,4.7619
2008-07-21,-22.7273
2008-07-22,5.8824
2008-07-23,11.1111
2008-07-24,10.0
2008-07-25,-9.0909
2008-07-28,-5.0
2008-07-29,0.0
2008-07-30,-36.8421
2008-07-31,66.6667
2008-08-01,-15.0
2008-08-04,-4.7059
2008-08-05,-13.5802
2008-08-06,0.0
2008-08-07,-20.0
2008-08-08,7.1429
2008-08-11,0.0
2008-08-12,0.0
2008-08-13,41.6667
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,-17.647100000000002
2008-08-19,-14.2857
2008-08-20,33.3333
2008-08-21,-12.5
2008-08-22,0.0
2008-08-25,0.0
2008-08-26,-28.5714
2008-08-27,20.0
2008-08-28,-8.3333
2008-08-29,-9.0909
2008-09-03,40.0
2008-09-04,-14.2857
2008-09-05,-8.3333
2008-09-08,0.0
2008-09-09,-9.0909
2008-09-10,0.0
2008-09-11,-20.0
2008-09-12,100.0
2008-09-15,0.0
2008-09-16,-25.0
2008-09-17,-25.0
2008-09-18,-11.1111
2008-09-19,25.0
2008-09-22,-20.0
2008-09-23,-12.5
2008-09-24,14.2857
2008-09-25,0.0
2008-09-26,-25.0
2008-09-29,16.6667
2008-09-30,-14.2857
2008-10-01,0.0
2008-10-02,3.3333
2008-10-03,-35.4839
2008-10-06,0.0
2008-10-07,40.0
2008-10-08,-28.5714
2008-10-09,0.0
2008-10-10,25.0
2008-10-13,-20.0
2008-10-15,50.0
2008-10-16,16.6667
2008-10-17,-57.1429
2008-10-20,33.3333
2008-10-21,100.0
2008-10-22,-57.5
2008-10-23,-11.7647
2008-10-24,166.6667
2008-10-27,-62.5
2008-10-28,100.0
2008-10-29,0.0
2008-10-30,33.3333
2008-10-31,-62.5
2008-11-03,166.6667
2008-11-04,0.0
2008-11-05,-5.0
2008-11-06,-73.6842
2008-11-07,500.0
2008-11-10,-16.6667
2008-11-11,-40.0
2008-11-12,-66.6667
2008-11-13,100.0
2008-11-14,-47.5
2008-11-17,0.0
2008-11-18,90.4762
2008-11-19,-25.0
2008-11-20,-33.3333
2008-11-21,0.0
2008-11-24,0.0
2008-11-25,0.0
2008-11-26,0.0
2008-12-01,200.0
2008-12-03,-66.6667
2008-12-04,200.0
2008-12-08,-66.6667
2008-12-15,100.0
2008-12-16,-75.0
2008-12-17,100.0
2008-12-18,50.0
2008-12-19,0.0
2008-12-22,-33.3333
2008-12-23,0.0
2008-12-24,-80.0
2008-12-26,400.0
2008-12-29,0.0
2008-12-30,-50.0
2008-12-31,100.0
2009-01-05,0.0
2009-01-06,50.0
2009-01-07,-33.3333
2009-01-09,-98.125
2009-01-12,0.0
2009-01-14,0.0
2009-01-23,966.6667
2009-01-26,50.0
2009-01-27,66.6667
2009-01-28,200.0
2009-01-29,-33.3333
2009-02-02,0.0
2009-02-03,100.0
2009-02-04,-50.0
2009-02-05,0.0
2009-02-06,0.0
2009-02-09,0.0
2009-02-12,0.0
2009-02-13,0.0
2009-02-18,100.0
2009-02-24,-50.0
2009-02-25,0.0
2009-02-26,0.0
2009-03-02,-80.0
2009-03-03,0.0
2009-03-05,400.0
2009-03-10,-96.25
2009-03-13,0.0
2009-03-20,0.0
2009-03-31,-16.6667
2009-04-13,1500.0
2009-04-14,240.0
2009-04-16,-52.9412
2009-04-27,0.0
2009-05-04,0.0
2009-05-08,0.0
2009-05-20,0.0
2009-05-21,25.0
2009-05-26,-20.0
2009-05-28,25.0
2009-06-01,-50.0
2009-06-02,0.0
2009-06-04,200.0
2009-06-10,-33.3333
2009-06-15,0.0
2009-06-16,0.0
2009-06-18,-50.0
2009-06-19,0.0
2009-06-22,0.0
2009-06-23,0.0
2009-06-24,0.0
2009-06-25,0.0
2009-06-26,0.0
2009-06-30,0.0
2009-07-01,0.0
2009-07-02,0.0
2009-07-06,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-09,0.0
2009-07-10,0.0
2009-07-13,0.0
2009-07-15,-90.0
2009-07-21,-75.0
2009-07-22,-20.0
2009-08-17,900.0
2009-08-20,400.0
2009-08-21,0.0
2009-08-24,0.0
2009-08-25,0.0
2009-09-09,-96.25
2009-09-23,0.0
2009-10-05,2566.6667
2009-10-06,-96.25
2009-10-07,13233.3333
2009-10-08,-20.0
2009-10-22,-35.0
2009-11-02,-97.1154
2009-11-05,166.6667
2009-11-06,800.0
2009-11-09,-66.6667
2009-11-10,33.3333
2009-11-16,12.5
2009-11-17,33.3333
2009-12-01,0.0
2009-12-04,-16.6667
2009-12-18,0.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,-20.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-07,-84.375
2010-01-08,60.0
2010-01-12,300.0
2010-02-01,25.0
2010-06-07,-92.5
2010-07-08,433.3333
2010-07-12,100.0
2010-08-27,0.0
2011-02-17,-12.5
2011-02-28,-80.3571
2011-11-04,-45.4545
2011-12-28,0.0
2012-07-18,0.0
2012-09-17,0.0
2012-12-11,-66.6667
2012-12-26,0.0
2013-06-13,0.0
2013-07-31,0.0
2014-04-10,-20.0
2014-05-09,25.0
2014-09-15,0.0
2015-10-28,700.0
2015-10-29,0.0
2015-11-09,0.0
2015-12-15,-87.5
2015-12-16,700.0
2016-01-05,0.0
2016-01-14,0.0
2016-03-17,-99.9
2016-04-11,99900.0
2016-11-29,0.0
2017-03-30,-87.5
2017-06-06,-20.0
2017-06-12,0.0
2017-06-22,0.0
2017-07-05,900.0
2017-07-18,-90.0
2017-08-03,-90.0
2017-08-04,9900.0
2018-01-09,-99.9
2018-01-11,19900.0
2018-01-19,-95.0
2018-01-26,-90.0
2018-01-29,9900.0
2018-03-14,0.0
2018-03-21,0.0
2018-04-03,0.0
2018-04-10,0.0
2018-04-12,0.0
2018-06-18,0.0
2018-07-02,0.0
2018-07-10,0.0
2018-07-16,0.0
2018-07-30,0.0
2018-08-30,0.0
2018-09-24,0.0
2018-10-25,0.0
2018-10-31,-90.0
2018-12-03,-90.0
2019-01-14,900.0
2019-03-15,-90.0
2019-03-25,0.0
2019-04-29,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-21,0.0
2019-06-13,9900.0
2019-07-23,0.0
2019-07-26,9900.0
2019-08-19,-99.99
2019-08-21,0.0
2019-10-17,9900.0
2019-11-12,-99.0
2019-12-31,0.0
2020-01-03,9900.0
2020-03-11,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-04-01,0.0
2020-04-20,0.0
2020-04-29,0.0
2020-05-01,0.0
2020-05-04,5600.0
2020-05-05,73.6842
2020-05-06,-66.6667
2020-05-07,3.0303
2020-05-08,-11.7647
2020-05-11,-60.0
2020-05-12,233.3333
2020-05-13,-50.0
2020-05-14,25.0
2020-05-15,-44.0
2020-05-18,14.2857
2020-05-19,131.25
2020-05-20,8.1081
2020-05-21,-2.5
2020-05-26,-2.5641
2020-05-27,105.2632
2020-05-29,-23.0769
2020-06-01,16.6667
2020-06-02,-15.7143
2020-06-03,0.0
2020-06-05,-1.6949
2020-06-08,20.6897
2020-06-10,-42.8571
2020-06-11,0.0
2020-06-12,0.0
2020-06-15,-30.0
2020-06-16,107.1429
2020-06-17,3.4483
2020-06-19,-31.6667
2020-06-22,-19.5122
2020-06-24,78.7879
2020-06-25,-40.678
2020-06-26,42.8571
2020-06-30,-70.0
2020-07-01,226.6667
2020-07-02,0.0
2020-07-06,-36.7347
2020-07-07,58.0645
2020-07-08,20.4082
2020-07-09,18.6441
2020-07-10,4.2857
2020-07-14,36.9863
2020-07-15,-40.5
2020-07-16,17.647100000000002
2020-07-20,8.5714
2020-07-21,-31.5789
2020-07-22,-21.1538
2020-07-23,0.0
2020-07-24,102.439
2020-07-27,-48.1928
2020-07-28,106.9767
2020-07-29,-11.236
2020-07-30,-36.7089
2020-07-31,-30.0
