ticker,TWNE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-28,6.1224
2005-09-29,14.4231
2005-09-30,-2.521
2005-10-11,-10.3448
2005-10-12,-4.2308
2005-10-13,-0.2008
2005-10-14,2.6157
2005-10-19,-4.3137
2005-10-20,-0.2049
2005-10-21,1.6427
2005-10-26,-1.0101
2005-10-31,6.1224
2005-11-01,0.0
2005-11-08,-1.9231
2005-11-10,0.0
2005-11-11,0.9804
2005-11-14,-0.3883
2005-11-16,3.3138
2005-11-18,-1.3208
2005-11-21,0.1912
2005-11-22,0.0
2005-11-23,0.0
2005-11-25,0.0
2005-11-29,0.0
2005-11-30,0.9542
2005-12-01,-0.189
2005-12-02,0.0
2005-12-06,-0.1894
2005-12-07,0.0
2005-12-08,0.0
2005-12-09,0.0
2005-12-12,-0.3795
2005-12-13,0.381
2005-12-14,0.0
2005-12-15,0.0
2005-12-16,0.0
2005-12-19,0.0
2005-12-20,0.0
2005-12-21,0.0
2005-12-22,0.0
2005-12-23,0.0
2005-12-27,0.1898
2005-12-28,0.0
2005-12-29,3.2197
2005-12-30,0.367
2006-01-06,0.0
2006-01-09,-0.9141
2006-01-10,0.369
2006-01-11,2.9412000000000003
2006-01-13,0.0
2006-01-18,1.7856999999999998
2006-01-20,0.0
2006-01-27,-1.7544
2006-02-01,2.6786
2006-02-02,-0.8696
2006-02-03,1.5789
2006-02-10,0.1727
2006-02-13,0.0
2006-02-14,0.0
2006-02-17,3.4483
2006-02-22,13.3333
2006-02-23,-2.9412000000000003
2006-02-24,2.7273
2006-02-27,-1.0324
2006-02-28,1.1923
2006-03-01,1.62
2006-03-02,0.0
2006-03-06,-5.7971
2006-03-07,7.3846
2006-03-08,-0.2865
2006-03-09,0.2874
2006-03-13,0.0
2006-03-14,-0.4298
2006-03-15,0.0
2006-03-21,0.2878
2006-03-22,-0.1435
2006-03-23,0.1437
2006-03-24,0.1435
2006-03-27,-0.1433
2006-03-28,0.4304
2006-03-29,-0.4286
2006-03-31,-0.1435
2006-04-03,0.1437
2006-04-04,0.0
2006-04-05,1.7217
2006-04-07,0.0
2006-04-10,0.0
2006-04-11,0.0
2006-04-13,-0.2821
2006-04-18,0.7072
2006-04-20,-0.5618
2006-04-21,0.2825
2006-04-24,0.0
2006-04-25,0.0
2006-04-26,-0.1408
2006-04-28,0.141
2006-05-02,0.0
2006-05-03,0.0
2006-05-10,0.0
2006-05-11,-1.4085
2006-05-12,0.0
2006-05-18,0.0
2006-05-19,-0.5143
