ticker,MNSB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-08,-4.0
2005-09-20,-8.3333
2005-09-21,0.0
2005-09-23,0.4545
2005-09-29,-0.4525
2005-10-05,0.0
2005-10-14,-0.4545
2005-10-21,-2.2831
2005-11-01,3.7382999999999997
2005-11-02,-2.5225
2005-11-04,-0.1848
2005-11-07,1.8519
2005-11-11,0.0
2005-11-15,0.0
2005-11-16,0.0
2005-11-17,1.8182
2005-11-23,0.4464
2005-12-06,-2.2222
2005-12-07,1.8182
2005-12-12,0.0
2005-12-14,-1.7856999999999998
2005-12-15,2.2727
2005-12-16,-2.6667
2005-12-19,0.0
2005-12-21,0.4566
2005-12-23,-0.4545
2006-01-03,0.4566
2006-01-31,0.0
2006-02-17,0.0
2006-03-08,1.8182
2006-03-10,-0.8929
2006-03-14,3.6036
2006-03-21,0.0
2006-03-24,0.0
2006-03-29,4.3478
2006-03-31,0.0
2006-04-05,1.6667
2006-04-06,0.0
2006-04-25,-0.4098
2006-04-27,0.823
2006-04-28,0.0
2006-05-01,2.0408
2006-05-02,-2.0
2006-05-03,-0.8163
2006-05-05,4.9383
2006-05-09,-3.5294
2006-05-10,-0.4065
2006-05-17,-0.8163
2006-05-19,0.0
2006-05-22,0.0
2006-05-23,0.823
2006-05-31,-0.8163
2006-06-02,-3.2922000000000002
2006-06-05,0.0
2006-06-06,-5.9574
2006-06-12,4.0724
2006-06-14,-3.9130000000000003
2006-06-16,2.2624
2006-06-21,-1.7699
2006-06-29,-0.4505
2006-06-30,0.4525
2006-07-10,-0.9009
2006-07-14,0.4545
2006-08-01,4.9774
2006-08-02,-2.5862
2006-08-03,-1.7699
2006-08-07,0.0
2006-08-08,1.8018
2006-08-21,1.7699
2006-08-22,-1.3043
2006-08-23,0.0
2006-08-28,3.5242
2006-08-29,2.1277
2006-09-06,0.4167
2006-09-07,0.8299
2006-09-13,1.6461000000000001
2006-09-18,1.6194
2006-09-20,1.992
2006-09-26,1.5625
2006-10-04,0.0
2006-10-05,-0.7692
2006-10-06,-0.7752
2006-10-09,5.4688
2006-10-10,-2.5926
2006-10-16,1.1407
2006-10-19,1.5038
2006-10-23,1.4815
2006-10-25,0.0
2006-10-26,0.0
2006-10-31,2.1898
2006-11-02,0.3571
2006-11-06,-0.3559
2006-11-09,0.3571
2006-11-13,-3.9146
2006-11-22,-6.2963000000000005
2006-11-27,10.2767
2006-11-28,-0.7168
2006-11-30,-6.1372
2006-12-04,-0.3846
2006-12-05,0.3861
