ticker,AVCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-07,114.2857
2016-12-13,100.0
2016-12-14,-76.3333
2016-12-15,40.8451
2016-12-16,99.0
2016-12-19,25.6281
2016-12-20,0.0
2016-12-21,20.0
2016-12-27,-7.0
2017-01-03,-10.3943
2017-01-27,100.0
2017-01-30,-75.0
2017-02-13,14.4
2017-02-14,-9.0909
2017-02-16,12.7692
2017-02-23,2.3192
2017-02-24,-16.6667
2017-02-27,-20.0
2017-03-07,49.0
2017-04-07,-32.8859
2017-04-19,-25.0
2017-05-09,26.6667
2017-05-23,-46.3158
2017-07-27,0.0
2017-08-03,192.1569
2017-08-04,0.0
2017-08-07,0.6711
2017-08-17,-10.0
2017-08-18,0.0
2017-08-21,0.0
2017-08-23,0.7407
2017-08-25,4.4118
2017-08-28,5.6338
2017-08-31,66.6667
2017-09-01,2.8
2017-09-05,16.7315
2017-09-14,0.0
2017-09-18,16.6667
2017-09-25,-14.2857
2017-09-26,-16.6667
2017-09-27,0.0
2017-09-28,14.0
2017-10-02,5.2632
2017-10-03,0.0
2017-10-06,-1.6667
2017-10-09,-1.6949
2017-10-10,0.0
2017-10-13,-3.4483
2017-10-16,3.5714
2017-10-17,0.0
2017-10-18,3.4483
2017-10-19,0.0
2017-10-20,31.6667
2017-10-23,12.6582
2017-10-24,-3.5955
2017-10-25,6.0606
2017-10-26,1.0989
2017-10-27,-2.3913
2017-10-31,-13.1403
2017-11-01,-10.2564
2017-11-02,0.0
2017-11-06,-42.8571
2017-11-07,0.0
2017-11-10,0.0
2017-11-13,-0.005
2017-11-16,0.005
2017-11-20,0.0
2017-11-21,49.995
2017-11-22,0.0
2017-11-24,0.0033
2017-11-27,11.3333
2017-11-30,-2.6976
2017-12-01,-7.6895
2017-12-04,-16.6667
2017-12-05,0.0
2017-12-06,-17.2
2017-12-07,-3.8647
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,-4.5226
2017-12-13,-5.2632
2017-12-14,-0.0056
2017-12-18,0.0056
2017-12-19,0.0
2017-12-20,5.5556
2017-12-21,5.2632
2017-12-26,5.0
2017-12-27,11.9048
2017-12-29,6.383
2018-01-03,-3.996
2018-01-04,6.2456
2018-01-08,0.0
2018-01-16,1.9607999999999999
2018-01-17,-23.0769
2018-01-22,0.0
2018-01-25,-32.0
2018-01-26,4.4118
2018-01-29,174.6479
2018-01-30,-35.641
2018-01-31,5.8566
2018-02-01,-20.9635
2018-02-02,-5.2381
2018-02-05,-13.5678
