ticker,PGVI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-17,16.6667
2009-07-20,5.7143
2009-07-21,28.3784
2009-07-22,36.8421
2009-07-23,-26.1538
2009-07-24,27.0833
2009-07-27,22.9508
2009-07-28,9.3333
2009-07-29,-12.1951
2009-07-30,-1.3889
2009-07-31,7.0423
2009-08-03,-1.3158
2009-08-04,2.6667
2009-08-05,0.0
2009-08-06,3.8961
2009-08-07,13.75
2009-08-10,-10.989
2009-08-11,-9.8765
2009-08-12,9.589
2009-08-13,-6.25
2009-08-14,-8.0
2009-08-17,-21.087
2009-08-18,-8.3563
2009-08-19,4.2084
2009-08-20,-5.7692
2009-08-21,-12.2449
2009-08-24,-13.9535
2009-08-25,10.8108
2009-08-26,-2.439
2009-08-27,-5.75
2009-08-28,0.8289
2009-08-31,-13.1865
2009-09-01,18.1818
2009-09-02,28.3654
2009-09-03,69.7878
2009-09-04,-18.3088
2009-09-08,-27.9928
2009-09-09,2.0
2009-09-10,-6.8627
2009-09-11,-15.7895
2009-09-14,6.25
2009-09-15,0.0
2009-09-16,-11.7647
2009-09-17,13.3333
2009-09-18,-5.8824
2009-09-21,-7.5
2009-09-22,-12.1622
2009-09-23,7.6923
2009-09-24,0.0
2009-09-25,-7.1429
2009-09-28,0.0
2009-09-29,1.5385
2009-09-30,-9.0909
2009-10-01,35.0
2009-10-02,-9.8765
2009-10-05,9.589
2009-10-06,-6.25
2009-10-07,1.3333
2009-10-08,-7.8947
2009-10-09,0.0
2009-10-12,-5.7143
2009-10-13,10.6061
2009-10-14,-13.6986
2009-10-15,6.3492
2009-10-16,-2.9851
2009-10-19,-4.6154
2009-10-20,1.6129
2009-10-21,-0.2976
2009-10-22,-4.4776
2009-10-23,0.5208
2009-10-26,-8.8083
2009-10-27,0.0
2009-10-28,-9.0909
2009-10-29,20.0
2009-10-30,-16.6667
2009-11-02,0.0
2009-11-03,-14.0
2009-11-04,16.2791
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,-4.0
2009-11-10,-6.25
2009-11-11,2.6389
2009-11-12,19.0798
2009-11-13,-7.2727
2009-11-16,17.647100000000002
2009-11-17,-20.0
2009-11-18,-14.5833
2009-11-19,9.7561
2009-11-20,0.0
2009-11-23,-4.4444
2009-11-24,-4.6512
2009-11-25,-2.439
2009-11-27,0.0
2009-11-30,-12.5
2009-12-01,11.4286
2009-12-02,-17.9487
2009-12-03,0.0
2009-12-04,0.0
2009-12-07,-6.25
2009-12-08,16.6667
