ticker,TNTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,-30.0
2000-02-03,42.8571
2000-02-04,-50.0
2000-02-14,0.0
2000-03-07,-68.0
2000-03-09,400.0
2000-04-10,-96.0
2000-04-26,-50.0
2000-06-16,100.0
2000-06-20,3900.0
2000-06-21,0.0
2000-08-02,-97.5
2000-10-17,200.0
2000-11-29,-33.3333
2000-12-26,-50.0
2000-12-28,0.0
2000-12-29,0.0
2001-07-17,0.0
2001-08-20,100.0
2001-12-27,-50.0
2002-03-04,0.0
2002-06-24,0.0
2002-07-09,0.0
2002-08-12,0.0
2002-11-08,0.0
2002-12-26,-50.0
2003-01-02,0.0
2003-01-29,0.0
2003-03-21,0.0
2003-04-16,500.0
2003-06-27,-83.3333
2003-07-09,0.0
2003-10-28,0.0
2003-11-11,0.0
2004-01-06,0.0
2004-01-14,0.0
2004-01-20,0.0
2004-02-09,900.0
2004-03-05,20.0
2004-03-16,0.0
2004-03-22,0.0
2004-04-12,0.0
2004-04-29,0.0
2004-05-14,0.0
2004-06-04,0.0
2004-06-17,0.0
2004-07-09,33.3333
2004-08-20,-25.0
2004-08-24,0.0
2004-09-09,-16.6667
2004-10-26,-40.0
2004-11-26,0.0
2004-12-03,0.0
2004-12-29,66.6667
2005-01-04,40.0
2005-01-19,0.0
2005-01-25,-28.5714
2005-02-01,-40.0
2005-03-08,0.0
2005-05-17,166.6667
2005-06-01,-62.5
2005-10-31,0.0
2005-11-01,0.0
2005-12-22,-33.3333
2005-12-29,0.0
2005-12-30,0.0
2006-02-09,1150.0
2006-02-10,-28.0
2006-02-13,-16.6667
2006-02-14,0.0
2006-02-16,6.6667
2006-02-23,-12.5
2006-02-27,0.0
2006-03-20,0.0
2006-03-21,0.0
2006-03-22,0.0
2006-03-24,0.0
2006-05-11,-21.4286
2006-05-19,36.3636
2006-05-22,0.0
2006-06-06,0.0
2006-08-02,100.0
2006-09-11,-63.3333
2006-09-27,0.0
2006-10-09,36.3636
2006-10-10,-28.5714
2006-10-11,33.3333
2006-10-18,0.0
2006-10-23,-62.5
2006-10-24,66.6667
2006-10-26,20.0
2006-11-09,0.0
2006-12-08,-32.6667
2006-12-21,-25.7426
2007-01-03,0.0
2007-01-19,0.0
2007-01-24,0.0
2007-03-07,0.0
2007-03-19,0.0
2007-06-27,100.0
2007-06-28,16.6667
2007-06-29,71.4286
2007-07-05,16.6667
2007-07-20,28.5714
2007-07-25,0.0
2007-08-14,5.5556
2007-08-22,-20.0
2007-08-23,-21.0526
2007-08-27,33.3333
2007-10-05,-31.25
2007-10-23,18.1818
2007-10-31,15.3846
2007-11-28,-33.3333
2007-12-11,80.0
2007-12-19,0.0
2007-12-27,-36.6667
2007-12-28,75.4386
2008-01-09,-25.0
2008-01-11,0.0
2008-01-15,-6.6667
2008-01-25,-14.2857
2008-02-21,0.0
2008-02-22,-8.3333
2008-09-24,-27.2727
2008-10-09,37.5
2008-10-27,-45.4545
2008-12-31,-30.0
2009-01-06,-71.4286
2009-01-21,83.3333
2009-01-23,-45.4545
2009-02-20,-33.3333
2009-02-27,0.0
2009-03-13,0.0
2009-03-25,0.0
2009-03-26,75.0
2009-03-31,45.7143
2009-04-07,-60.7843
2009-09-08,0.0
2009-09-09,405.0
2009-09-11,-15.8416
2009-09-15,47.0588
2009-09-17,0.0
2009-10-14,20.0
2009-10-16,33.3333
2009-12-08,-68.0
2009-12-29,0.0
2010-01-19,-50.0
2010-05-04,118.75
2010-05-20,0.0
2010-05-26,0.0
2010-09-28,-85.7143
2010-11-01,0.0
2011-01-18,200.0
2011-01-28,116.6667
2011-05-20,-15.3846
2011-07-06,0.0
2011-10-03,-45.4545
2011-11-22,-50.0
2012-04-26,-66.6667
2012-07-02,-50.0
2013-01-24,100.0
2013-05-03,0.0
2013-11-06,-50.0
2014-09-09,500.0
2014-09-17,-33.3333
2014-09-19,100.0
2014-09-23,175.0
2014-09-26,81.8182
2014-10-09,-84.0
2014-10-15,-6.25
2014-11-12,0.0
2014-12-09,0.0
2015-01-13,0.0
2015-02-18,6.6667
2015-02-20,181.25
2015-02-24,-2.2222
2015-02-25,2.2727
2015-02-27,0.0
2015-03-04,-11.1111
2015-03-06,12.5
2015-03-11,11.1111
2015-03-17,20.0
2015-04-17,-8.3333
2015-06-25,0.0
2015-09-11,-36.3636
2015-09-14,-14.2857
2015-09-22,-16.6667
2016-03-17,-20.0
2016-04-29,-70.0
2016-09-06,233.3333
2017-02-06,-70.0
2017-06-07,233.3333
2017-07-27,0.0
2017-12-20,-53.9
2018-04-13,116.9197
2018-04-23,0.0
2018-05-02,-70.0
2019-03-28,133.3333
2019-03-29,-57.1429
2019-04-01,0.0
2019-04-05,0.0
2019-09-27,16.6667
2019-11-07,-28.5714
2019-11-22,-29.8
2019-12-27,-29.6296
2020-01-03,61.9433
2020-01-13,400.0
2020-01-17,55.0
2020-01-23,225.8065
2020-01-24,0.0
2020-02-03,-30.6931
2020-02-06,-7.1429
2020-02-07,-69.2308
2020-03-18,0.0
2020-03-30,0.0
2020-04-21,25.0
2020-04-28,0.0
2020-05-01,-20.0
2020-05-13,200.0
2020-05-22,0.0
2020-05-28,0.0
2020-06-01,0.0
2020-06-10,-50.0
2020-06-18,0.0
2020-06-19,100.0
2020-06-22,-50.0
2020-06-26,133.3333
2020-06-30,-62.5714
2020-07-01,14.5038
2020-07-06,33.3333
2020-07-07,-35.0
2020-07-10,0.0
2020-07-14,-22.3077
2020-07-15,-25.7426
