ticker,TBNK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-13,49.9
2009-07-14,-1.0674
2009-07-15,0.0
2009-07-16,-0.472
2009-07-17,-0.271
2009-07-20,0.2038
2009-07-21,1.1525
2009-07-22,-0.134
2009-07-23,0.2685
2009-07-24,0.0669
2009-07-27,-0.2676
2009-07-28,0.939
2009-07-29,-0.1993
2009-07-30,0.6658
2009-07-31,-0.463
2009-08-03,-0.6645
2009-08-04,0.8027
2009-08-05,-1.0617
2009-08-06,0.0671
2009-08-07,-0.134
2009-08-10,-0.3356
2009-08-11,-0.3367
2009-08-12,0.0
2009-08-13,0.473
2009-08-14,-0.6052
2009-08-17,1.6238000000000001
2009-08-18,0.8655
2009-08-19,2.9703
2009-08-20,2.4359
2009-08-21,0.8135
2009-08-24,-1.1173
2009-08-25,0.3139
2009-08-26,0.0626
2009-08-27,0.3752
2009-08-28,-0.3115
2009-08-31,-0.0625
2009-09-01,-0.1251
2009-09-02,0.3131
2009-09-03,0.4994
2009-09-04,-0.2484
2009-09-08,-0.0623
2009-09-09,-0.1869
2009-09-10,-0.1248
2009-09-11,0.0
2009-09-14,1.25
2009-09-15,-1.1728
2009-09-16,1.3740999999999999
2009-09-17,-1.3555
2009-09-18,-0.2498
2009-09-21,0.3757
2009-09-22,0.0624
2009-09-23,-0.6234
2009-09-24,0.0627
2009-09-25,0.1254
2009-09-28,0.1879
2009-09-29,0.5
2009-09-30,-2.4876
2009-10-01,0.3189
2009-10-02,0.1271
2009-10-05,-0.381
2009-10-06,1.0835
2009-10-07,0.1261
2009-10-08,-0.1889
2009-10-09,0.694
2009-10-12,-0.188
2009-10-13,0.1255
2009-10-14,3.0721
2009-10-15,-0.0608
2009-10-16,-0.6086
2009-10-19,1.8371
2009-10-20,0.0
2009-10-21,-2.0445
2009-10-22,0.2455
2009-10-23,-1.5309
2009-10-26,0.1244
2009-10-27,0.4969
2009-10-28,-0.0618
2009-10-29,2.2263
2009-10-30,-0.242
2009-11-02,1.8193000000000001
2009-11-03,0.8934
2009-11-04,-2.3022
2009-11-05,2.9003
2009-11-06,0.411
2009-11-09,0.2924
2009-11-10,-0.8163
2009-11-11,0.5879
2009-11-12,-3.0392
2009-11-13,0.6631
2009-11-16,2.515
2009-11-17,0.4673
2009-11-18,0.9302
2009-11-19,-0.8641
2009-11-20,-0.6973
2009-11-23,0.2926
2009-11-24,0.4084
2009-11-25,-1.3364
2009-11-27,-1.2367
2009-11-30,1.2522
2009-12-01,1.0012
