ticker,LFACU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-25,0.1
2018-06-26,0.0
2018-06-27,0.0999
2018-06-28,0.1996
2018-06-29,0.2988
2018-07-02,0.0993
2018-07-03,0.1984
2018-07-05,0.396
2018-07-09,0.0
2018-07-10,0.0986
2018-07-11,0.2956
2018-07-16,-0.2937
2018-07-17,0.2946
2018-07-19,-0.2947
2018-07-23,0.0
2018-07-24,0.0
2018-07-26,0.0
2018-07-27,0.197
2018-07-31,-0.4916
2018-08-01,0.0
2018-08-02,0.001
2018-08-03,-0.001
2018-08-06,0.2964
2018-08-07,-0.2956
2018-08-08,0.0
2018-08-09,-0.1976
2018-08-10,-0.198
2018-08-14,0.0992
2018-08-16,-0.2973
2018-08-20,0.0994
2018-08-21,-0.1986
2018-08-22,0.2985
2018-08-27,0.1984
2018-08-28,0.0
2018-08-30,-0.297
2018-08-31,0.2344
2018-09-04,-0.2338
2018-09-05,0.0
2018-09-06,0.0993
2018-09-07,0.3968
2018-09-11,-0.1976
2018-09-12,0.099
2018-09-13,-0.3956
2018-09-14,0.7944
2018-09-17,-0.3448
2018-09-20,-0.3391
2018-09-21,-0.3045
2018-09-24,0.0
2018-09-25,0.6468
2018-09-26,0.0504
2018-10-01,0.5188
2018-10-02,0.0727
2018-10-03,-0.2063
2018-10-04,-0.6792
2018-10-09,0.0981
2018-10-11,0.1
2018-10-12,0.0989
2018-10-15,0.1976
2018-10-16,-0.1972
2018-10-17,-0.1976
2018-10-18,-0.099
2018-10-23,-0.0991
2018-10-24,-0.0992
2018-10-25,0.0
2018-10-26,-0.0993
2018-10-30,-0.2982
2018-10-31,0.1007
2018-11-01,-0.001
2018-11-02,0.2988
2018-11-06,-0.4965
2018-11-07,0.0
2018-11-08,0.0998
2018-11-09,-0.0987
2018-11-14,0.1986
2018-11-15,0.0
2018-11-16,0.0996
2018-11-19,0.0995
2018-11-26,-0.0994
2018-11-28,-0.398
2018-11-29,0.3996
2018-11-30,-0.398
2018-12-04,0.5994
2018-12-06,0.1986
2018-12-07,0.0991
2018-12-10,-0.0099
2018-12-11,0.0
2018-12-19,-0.4852
2018-12-21,0.1005
2018-12-28,0.8936
2019-01-02,0.2956
2019-01-04,-0.2947
2019-01-07,-0.4926
2019-01-16,0.0
2019-01-18,0.0
2019-01-22,0.0
2019-01-23,0.5941
2019-01-25,0.3937
2019-01-28,0.0
2019-01-29,0.0
2019-01-31,0.098
2019-02-04,-0.0979
2019-02-05,0.098
2019-02-07,0.4897
2019-02-08,0.3899
2019-02-11,-0.3883
2019-02-14,0.3899
2019-02-20,-0.3883
2019-02-22,0.4873
2019-02-26,0.0
2019-03-01,0.0
2019-03-04,-0.421
2019-03-08,1.2993999999999999
2019-03-12,0.0
2019-03-15,-1.9231
2019-03-21,1.4706000000000001
2019-03-25,0.0
2019-03-28,0.1942
2019-03-29,0.0029
2019-04-01,0.7676
2019-04-08,-0.9569
2019-04-09,1.0628
2019-04-15,-1.0516
2019-04-22,0.0
2019-04-26,0.0
2019-04-29,-0.4831
2019-04-30,0.0
2019-05-01,0.7767
2019-05-07,-0.3854
2019-05-09,0.0967
2019-05-15,0.0
2019-05-31,1.256
2019-06-03,0.0
2019-06-19,-0.9542
2019-06-21,0.1927
2019-06-28,0.1923
2019-07-01,-0.5758
2019-07-02,0.5792
2019-07-03,-0.4798
2019-07-24,-0.0964
2019-07-25,0.0
2019-07-29,0.0
2019-08-06,0.0
2019-08-14,0.8687
2019-08-22,0.8612
2019-08-30,0.0
2019-09-16,-0.1528
2019-09-18,-0.2366
2019-09-26,0.4858
2019-09-30,0.3517
2019-10-10,-1.295
2019-10-11,5.1675
2019-10-14,-1.5469
2019-10-15,-1.11
2019-10-21,-2.1486
2019-10-23,0.9551
2019-10-31,1.6112
2019-11-01,-0.0698
2019-11-22,-1.2373
2019-11-29,4.5283
2019-12-20,-4.5126
2019-12-23,0.2004
2020-02-26,0.932
2020-02-27,-0.4673
2020-03-03,0.0
2020-03-05,0.0
2020-03-11,0.3756
2020-03-12,3.4752
2020-03-16,0.725
2020-03-19,-6.657
2020-03-23,-1.2394
2020-04-29,2.5022
2020-05-01,-0.2669
2020-06-10,6.9524
2020-06-17,9.2609
2020-06-18,-8.0685
2020-06-19,10.6383
2020-06-23,6.1699
2020-06-24,-3.0943
2020-07-01,1.2461
2020-07-06,-3.1669
2020-07-20,2.6731
2020-07-23,-2.1261
2020-07-27,-0.83
