ticker,AHAD US Equity
2018-07-03,40.9091
2018-07-05,-3.129
2018-07-06,-0.0999
2018-07-09,-28.71
2018-07-10,0.5284
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,4.8837
2018-07-16,-4.6563
2018-07-17,0.0
2018-07-18,32.5581
2018-07-19,-24.5614
2018-07-20,0.9302
2018-07-23,2.765
2018-07-24,0.0
2018-07-25,-5.8296
2018-07-26,28.5714
2018-07-27,-14.8148
2018-07-30,-8.6957
2018-07-31,16.1905
2018-08-01,-43.4426
2018-08-02,16.6667
2018-08-03,-13.6646
2018-08-06,55.7554
2018-08-07,10.8545
2018-08-09,-16.6667
2018-08-10,10.0
2018-08-13,-37.7273
2018-08-14,2.1898
2018-08-16,57.1429
2018-08-17,-34.5455
2018-08-20,11.1111
2018-08-21,16.625
2018-08-22,5.0375
2018-08-23,2.0408
2018-08-24,18.0
2018-08-27,-32.2034
2018-08-28,12.5
2018-08-29,-11.1111
2018-08-30,-6.5625
2018-08-31,-3.01
2018-09-05,-6.2069
2018-09-06,-2.2059
2018-09-07,-3.7594
2018-09-10,-0.1172
2018-09-11,-2.2292
2018-09-12,0.0
2018-09-13,-4.0
2018-09-14,-16.6667
2018-09-17,0.0
2018-09-18,35.55
2018-09-19,-7.4142
2018-09-20,15.5378
2018-09-21,0.0
2018-09-24,-28.4483
2018-09-26,-18.0723
2018-09-27,-1.1764999999999999
2018-09-28,0.0
2018-10-01,48.8095
2018-10-03,8.0
2018-10-04,-25.9259
2018-10-05,0.0
2018-10-08,-26.0
2018-10-09,28.3784
2018-10-10,-12.6842
2018-10-12,-2.3508
2018-10-15,10.4938
2018-10-16,-10.6145
2018-10-17,0.0
2018-10-18,-22.5
2018-10-19,0.0
2018-10-22,75.8065
2018-10-23,0.0
2018-10-30,-79.8165
2018-10-31,336.3636
2018-11-01,4.1667
2018-11-02,-3.0
2018-11-05,-17.5258
2018-11-06,0.0
2018-11-07,0.0
2018-11-08,1.1875
2018-11-09,-1.1736
2018-11-19,15.3125
2018-11-20,-29.5393
2018-11-23,53.8462
2018-11-26,0.0
2018-11-28,-47.0
2018-11-30,0.0
2018-12-03,0.0
2018-12-04,-3.7736
2018-12-10,0.0
2018-12-12,1.9607999999999999
2018-12-13,-30.7692
2018-12-14,27.7778
2018-12-17,0.0
2018-12-18,-21.7391
2018-12-20,-13.8889
2018-12-21,30.6452
2018-12-24,-23.4568
2018-12-26,-16.129
2018-12-27,-7.6923
2018-12-28,0.0
2018-12-31,5.2083
2019-01-04,44.5545
2019-01-08,-34.2466
2019-01-09,0.0
2019-01-15,8.3333
2019-01-17,54.8077
2019-01-24,-35.4037
2019-01-28,54.8077
2019-01-29,-11.8012
2019-02-01,-26.7606
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,-7.3077
2019-02-07,-4.5643
2019-02-12,95.6522
2019-02-19,-33.3333
2019-02-21,3.3333
2019-02-22,0.0
2019-02-27,0.0
2019-03-04,0.0
2019-03-06,61.2903
2019-03-07,0.0
2019-03-08,0.0
2019-03-12,422.0
2019-03-13,14.9425
2019-03-14,-33.3333
2019-03-15,19.5
2019-03-18,-20.2929
2019-03-19,-44.8819
2019-03-20,10.4762
2019-03-21,-39.3966
2019-03-26,-94.5235
2019-03-27,29.8701
2019-03-28,1816.0
2019-03-29,-71.2944
2019-04-01,263.6364
2019-04-02,0.0
2019-04-03,-63.0
2019-04-09,54.0541
2019-04-10,5.2632
2019-04-11,16.6667
2019-04-15,41.4286
2019-04-17,-2.7778
2019-04-18,-21.039
2019-04-22,-31.5789
2019-04-25,0.0
2019-04-29,5.7692
2019-05-01,49.0909
2019-05-02,21.9512
2019-05-03,0.0
2019-05-06,0.0
2019-05-08,-24.0
2019-05-09,0.0
2019-05-13,1.3158
2019-05-14,10.3896
2019-05-15,-31.7647
2019-05-16,-5.1724
2019-05-17,18.1818
2019-05-20,-4.6154
2019-05-21,17.7419
2019-05-22,-10.9589
2019-05-23,-1.5385
2019-05-24,17.1875
2019-05-28,-6.6667
2019-05-29,0.0
2019-05-30,1.4285999999999999
2019-05-31,-1.4085
2019-06-03,-4.2857
2019-06-04,11.9403
2019-06-05,6.6667
2019-06-06,-1.25
2019-06-07,1.2658
2019-06-10,0.0
2019-06-11,-3.75
2019-06-12,-6.4935
2019-06-13,2.7778
2019-06-14,-3.3784
2019-06-17,-9.0909
2019-06-18,14.6154
2019-06-19,14.094
2019-06-20,-1.0
2019-06-21,1.0101
2019-06-24,-5.8824
2019-06-25,-18.75
2019-06-26,15.3846
2019-06-27,2.4
2019-06-28,-4.9479
2019-07-01,-17.8082
2019-07-02,16.6667
2019-07-03,-14.2857
2019-07-05,8.3333
2019-07-08,-5.3846
2019-07-09,-28.4553
2019-07-10,-11.1364
2019-07-11,45.7801
2019-07-12,-12.2807
2019-07-15,-24.0
2019-07-16,-21.0526
2019-07-17,-6.6667
2019-07-18,-10.7857
2019-07-19,28.1025
2019-07-22,28.75
2019-07-24,-27.1845
2019-07-25,0.0
2019-07-26,36.6667
2019-07-29,29.2683
2019-07-30,-27.8302
2019-07-31,-1.9607999999999999
2019-08-01,-6.6667
2019-08-02,14.2857
2019-08-05,-6.25
2019-08-06,6.6667
2019-08-07,-12.5
2019-08-08,11.4286
2019-08-09,-2.5641
2019-08-12,0.0
2019-08-13,-50.0
2019-08-14,26.0526
2019-08-15,0.2088
2019-08-19,-8.3333
2019-08-20,-4.5455
2019-08-27,4.7619
2019-08-29,27.2727
2019-09-03,-7.1429
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,-9.6154
2019-09-09,12.766
2019-09-11,50.9434
2019-09-12,-25.0
2019-09-13,13.3333
2019-09-16,-20.5882
2019-09-17,-0.9259
2019-09-18,0.0
2019-09-20,-8.411200000000001
2019-09-23,-6.1224
2019-09-24,0.0
2019-09-25,13.0435
2019-09-26,13.461500000000001
2019-09-30,-18.6441
2019-10-03,0.0
2019-10-04,0.0
2019-10-08,-4.1667
2019-10-09,8.6957
2019-10-15,12.0
2019-10-16,-22.1429
2019-10-17,-1.3761
2019-10-18,0.0
2019-10-21,18.6047
2019-10-25,-15.6863
2019-10-29,0.0
2019-11-04,0.0
2019-11-06,-3.2558
2019-11-11,-1.4423
2019-11-13,-3.6585
2019-11-14,-8.8608
2019-11-15,-33.3333
2019-11-18,66.6667
2019-11-20,0.0
2019-11-21,-10.0
2019-11-22,22.2222
2019-11-25,-9.0909
2019-11-27,-25.0
2019-12-02,-15.3333
2019-12-03,-17.3228
2019-12-04,-28.5714
2019-12-06,60.0
2019-12-11,-33.3333
2019-12-13,56.875
2019-12-16,-28.2869
2019-12-17,-22.2222
2019-12-18,0.0
2019-12-19,33.2143
2019-12-20,34.5845
2019-12-23,-4.3825
2019-12-24,-22.7083
2019-12-26,-2.965
2019-12-30,-22.2222
2019-12-31,42.8571
2020-01-02,-25.0
2020-01-03,33.3333
2020-01-06,-34.4
2020-01-13,-23.7805
2020-01-14,-10.0
2020-01-16,16.6667
2020-01-17,21.9048
2020-01-21,-6.25
2020-01-22,-64.1667
2020-01-23,-53.4884
2020-01-24,20.0
2020-01-27,37.9167
2020-01-28,-3.3233
2020-01-29,6.0938
2020-01-30,-14.8748
2020-01-31,9.342600000000001
2020-02-03,-20.8861
2020-02-04,-15.2
2020-02-05,3.7736
2020-02-06,9.0909
2020-02-07,0.0
2020-02-10,14.5833
2020-02-11,12.7273
2020-02-12,-16.129
2020-02-13,-25.3846
2020-02-14,1.0309
2020-02-18,1.0204
2020-02-19,4.0404
2020-02-20,-5.0971
2020-02-21,0.7673
2020-02-24,-1.5228000000000002
2020-02-25,-7.2165
2020-02-26,4.4444
2020-02-27,-2.1277
2020-02-28,-3.2609
2020-03-02,12.3596
2020-03-03,50.0
2020-03-04,-36.6667
2020-03-05,-3.1579
2020-03-06,-21.7391
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,-16.6667
2020-03-12,-8.3333
2020-03-13,-7.2727
2020-03-16,5.6471
2020-03-17,-3.4892
2020-03-18,89.4231
2020-03-19,-47.2081
2020-03-20,44.2308
2020-03-24,1.8
2020-03-25,4.7806
2020-03-27,0.0
2020-04-01,-28.125
2020-04-02,-13.0435
2020-04-08,30.0
2020-04-09,-11.538499999999999
2020-04-13,-13.0435
2020-04-14,-18.0
2020-04-15,95.122
2020-04-16,-46.25
2020-04-20,62.7907
2020-04-21,-14.2857
2020-04-22,33.3333
2020-04-24,12.5
2020-04-27,11.1111
2020-04-29,0.0
2020-04-30,-20.0
2020-05-05,-6.25
2020-05-06,6.6667
2020-05-07,-6.25
2020-05-08,-2.6667
2020-05-14,-24.6575
2020-05-20,18.1818
2020-05-21,-11.538499999999999
2020-05-26,-13.0435
2020-05-27,-14.0
2020-05-28,0.0
2020-05-29,31.3953
2020-06-03,-0.885
2020-06-05,-19.6429
2020-06-08,-4.4444
2020-06-09,-2.3256
2020-06-16,90.4762
2020-06-17,1.25
2020-06-18,-3.7037
2020-06-19,2.5641
2020-06-22,7.5
2020-06-29,-30.2326
2020-06-30,8.3333
2020-07-01,23.0769
2020-07-07,-25.0
2020-07-08,16.6667
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,-40.0
2020-07-15,42.8571
2020-07-16,0.0
2020-07-20,33.3333
2020-07-21,-40.625
2020-07-22,-15.7895
2020-07-28,62.5
2020-07-29,40.0
2020-07-31,-37.0879
