ticker,DYNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.6923
2000-01-04,8.3333
2000-01-05,-7.6923
2000-01-06,4.1667
2000-01-07,-12.0
2000-01-10,13.6364
2000-01-11,-4.0
2000-01-12,12.5
2000-01-13,-11.1111
2000-01-14,20.8333
2000-01-18,13.7931
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,3.0303
2000-01-24,11.7647
2000-01-25,5.2632
2000-01-26,10.0
2000-01-27,-9.0909
2000-01-28,-12.5
2000-01-31,0.0
2000-02-01,2.8571
2000-02-02,-2.7778
2000-02-03,0.0
2000-02-04,-2.8571
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,-2.9412000000000003
2000-02-10,3.0303
2000-02-11,5.8824
2000-02-14,2.7778
2000-02-15,-13.5135
2000-02-16,9.375
2000-02-17,40.0
2000-02-18,-6.1224
2000-02-22,-4.3478
2000-02-23,-11.3636
2000-02-24,2.5641
2000-02-25,-12.5
2000-02-28,2.8571
2000-02-29,0.0
2000-03-01,5.5556
2000-03-02,2.6316
2000-03-03,-7.6923
2000-03-06,5.5556
2000-03-07,26.3158
2000-03-08,-6.25
2000-03-09,-4.4444
2000-03-10,2.3256
2000-03-13,0.0
2000-03-14,-6.8182
2000-03-15,0.0
2000-03-16,-7.3171
2000-03-17,10.526299999999999
2000-03-20,-9.5238
2000-03-21,-2.6316
2000-03-22,2.7027
2000-03-23,-2.6316
2000-03-24,2.7027
2000-03-27,-2.6316
2000-03-28,-5.4054
2000-03-29,2.8571
2000-03-30,-5.5556
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,-20.5882
2000-04-05,18.5185
2000-04-06,-6.25
2000-04-07,0.0
2000-04-10,-6.6667
2000-04-11,7.1429
2000-04-12,-6.6667
2000-04-13,25.0
2000-04-14,-17.1429
2000-04-17,6.8966
2000-04-18,-9.6774
2000-04-19,3.5714
2000-04-20,6.8966
2000-04-24,0.0
2000-04-25,3.2258
2000-04-26,0.0
2000-04-27,-12.5
2000-05-01,0.0
2000-05-02,-3.5714
2000-05-03,11.1111
2000-05-04,-10.0
2000-05-05,0.0
2000-05-08,-3.7037
2000-05-09,0.0
2000-05-10,-7.6923
2000-05-11,-4.1667
2000-05-12,13.0435
2000-05-15,7.6923
2000-05-16,0.0
2000-05-17,0.0
2000-05-18,-10.7143
2000-05-19,4.0
2000-05-22,0.0
2000-05-23,-3.8462
2000-05-24,0.0
2000-05-25,-8.0
2000-05-26,17.3913
2000-05-30,3.7037
