ticker,FLFG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-12-24,49.8
2018-12-26,0.0
2018-12-27,-26.4352
2018-12-28,2.4909
2019-01-02,8.4599
2019-01-03,-6.1224
2019-01-04,6.5217
2019-01-09,-7.9184
2019-01-10,-0.7092
2019-01-11,1.7856999999999998
2019-01-14,1.0526
2019-01-16,-2.3438
2019-01-18,6.6667
2019-01-22,5.0
2019-01-24,0.0
2019-01-25,-8.6508
2019-01-29,0.0
2019-01-31,1.6507
2019-02-01,0.8513
2019-02-04,-0.4204
2019-02-05,-3.3191
2019-02-07,2.993
2019-02-11,0.0
2019-02-13,2.1368
2019-02-15,0.0
2019-02-19,0.0
2019-02-20,0.5021
2019-02-21,7.3264
2019-02-22,-3.8798
2019-02-25,6.7015
2019-02-26,-2.7995
2019-02-28,5.9922
2019-03-01,-0.8811
2019-03-05,5.4815
2019-03-07,-5.1966
2019-03-08,0.0
2019-03-11,-16.2222
2019-03-12,4.7745
2019-03-13,1.7722
2019-03-14,-2.4876
2019-03-15,1.0204
2019-03-20,-3.1145
2019-03-22,-2.1189999999999998
2019-03-25,2.0761
2019-03-26,-0.6957
2019-03-28,2.4518
2019-03-29,0.0
2019-04-01,2.5641
2019-04-02,0.0
2019-04-03,-0.3092
2019-04-04,-0.9438
2019-04-09,-2.9536
2019-04-11,0.0
2019-04-12,0.0
2019-04-15,-6.3478
2019-04-16,0.0929
2019-04-17,0.0
2019-04-18,4.3599
2019-04-22,-4.1778
2019-04-24,0.1855
2019-04-26,1.8519
2019-04-29,0.4545
2019-04-30,1.81
2019-05-02,0.0
2019-05-03,1.3333
2019-05-07,3.0702
2019-05-08,0.0
2019-05-10,6.383
2019-05-20,-10.0
2019-05-22,8.8889
2019-06-06,-5.3061
2019-06-07,0.0
2019-06-14,-1.7241
2019-07-10,5.2632
2019-07-16,-6.1667
2019-07-22,-3.9964
2019-08-02,1.7576
2019-08-05,-0.9091
2019-08-14,1.3761
2019-09-17,1.81
2019-10-09,6.6667
2019-10-10,0.0
2019-11-25,-5.75
2019-11-26,14.9425
2020-01-06,-5.2308
2020-01-07,5.5195
2020-01-31,-5.2308
2020-02-03,5.5195
2020-02-11,1.9231
2020-03-04,-13.8113
2020-03-05,13.8354
2020-03-09,-12.1538
2020-03-10,13.8354
2020-03-13,-15.3846
2020-03-16,10.9091
2020-03-23,-11.6393
2020-03-30,-7.2356
2020-04-06,-20.0
2020-04-07,24.75
2020-05-27,-17.3347
2020-05-28,7.8788
2020-05-29,-7.8652
2020-06-01,21.9512
2020-06-02,0.0
2020-07-23,10.0
2020-07-31,-2.7273
