ticker,MBCI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-07,0.0
2007-12-10,0.0
2008-01-04,-0.9901
2008-01-18,25.0
2008-01-22,-28.0
2008-01-24,61.1111
2008-01-25,0.0
2008-01-28,0.0
2008-01-29,0.0
2008-01-30,0.0
2008-01-31,-3.4483
2008-02-01,7.1429
2008-02-14,0.0
2008-02-27,-3.3333
2008-02-28,-3.4483
2008-02-29,-27.8571
2008-04-08,43.5644
2008-05-05,-30.3448
2008-05-06,-0.9901
2008-05-07,3.0
2008-05-12,0.0
2008-08-12,1.9417
2008-09-04,4.7619
2008-09-09,0.0
2008-09-15,-4.5455
2008-10-07,-51.4286
2008-10-08,96.0784
2009-01-26,0.0
2009-03-06,-50.0
2009-04-29,0.0
2009-05-05,60.0
2009-05-07,-6.25
2009-06-15,8.6667
2009-06-17,-17.7914
2009-06-18,0.0
2009-06-22,14.9254
2009-06-23,16.8831
2009-07-06,7.7778
2009-07-09,-2.0619
2009-07-14,2.1053
2009-07-21,-10.3093
2009-07-27,0.0
2009-08-10,0.0
2009-08-11,6.8966
2009-08-12,-8.6022
2009-08-17,5.8824
2009-08-21,-13.3333
2009-08-24,-3.8462
2009-08-25,17.3333
2009-08-26,26.1364
2009-08-27,-1.8018
2009-08-28,0.9174
2009-08-31,-1.8182
2009-09-01,17.5926
2009-09-02,-4.7244
2009-09-03,-4.5455
2009-09-04,-3.8095
2009-09-08,-7.2907
2009-09-09,6.7961
2009-09-10,-6.3636
2009-09-11,1.9417
2009-09-14,2.8571
2009-09-15,16.6667
2009-09-16,7.9365
2009-09-17,10.2941
2009-09-18,0.0
2009-09-21,-12.0
2009-09-22,-15.1515
2009-09-23,20.5357
2009-09-24,-5.1852
2009-09-25,0.7813
2009-09-28,-2.3256
2009-09-29,3.1746
2009-09-30,6.9231
2009-10-01,-5.7554
2009-10-02,-5.3435
2009-10-05,-10.4839
2009-10-06,4.5045
2009-10-07,-3.4483
2009-10-08,5.3571
2009-10-09,-3.3898
2009-10-12,-2.6316
2009-10-13,0.9009
2009-10-14,4.4643
2009-10-15,1.7094
2009-10-16,-2.521
2009-10-19,-5.1724
2009-10-20,-3.6364
2009-10-21,8.0189
2009-10-22,-2.1834
2009-10-23,1.7856999999999998
2009-10-26,0.8772
2009-10-27,-2.6087
2009-10-28,-3.5714
2009-10-29,3.7037
2009-10-30,-4.4643
2009-11-02,6.5421
2009-11-03,0.0
2009-11-04,-1.7544
2009-11-05,2.6786
2009-11-06,-1.7391
