ticker,VERF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-02-04,50.0
2011-02-14,-2.7778
2011-04-05,-20.0
2011-05-12,-5.7143
2011-05-13,-1.5152
2011-06-02,0.0
2011-07-05,1.5385
2011-08-08,-1.5152
2011-09-19,-3.4615
2011-10-10,0.0
2011-10-19,-0.3984
2011-10-21,0.0
2011-11-07,0.0
2011-12-19,-18.0
2011-12-27,-0.4878
2012-06-06,22.549
2012-06-21,0.0
2012-12-17,-10.0
2013-01-02,4.9778
2013-01-11,-0.5927
2013-01-15,4.3441
2013-02-05,6.1224
2013-05-03,7.6923
2013-06-11,0.0
2013-06-14,0.0
2013-12-16,7.1429
2013-12-24,5.0667
2014-01-03,0.6345
2014-02-18,2.1438
2014-02-27,-0.6173
2014-02-28,0.0
2014-03-03,0.0
2014-03-14,0.9317
2014-04-11,0.0
2014-04-16,0.3077
2014-04-17,-1.8405
2014-05-15,7.75
2014-05-22,-11.5429
2014-05-28,0.0
2014-05-30,4.918
2014-06-03,0.0
2014-06-04,0.0
2014-06-09,3.125
2014-07-01,8.9697
2014-07-08,-0.0556
2014-07-09,-2.6155
2014-07-10,-8.2857
2014-07-16,5.9190000000000005
2014-07-17,-5.5294
2014-07-18,0.2491
2014-08-11,4.3478
2014-08-19,-2.3810000000000002
2014-08-29,2.439
2014-09-12,-0.2976
2014-10-07,-4.2985
2014-10-08,-0.1871
2014-10-16,-2.5
2014-11-28,1.3462
2014-12-03,0.0
2014-12-04,1.2018
2014-12-17,5.625
2015-01-12,-5.2663
2015-02-03,-1.624
2015-02-17,0.0
2015-03-05,4.7619
2015-03-13,3.0303
2015-03-20,4.1176
2015-03-25,-2.5423999999999998
2015-04-02,0.2899
2015-06-04,-4.6243
2015-06-12,0.0
2015-06-22,0.303
2015-07-23,2.719
2015-08-31,2.6471
2015-09-08,6.0172
2015-09-10,8.1081
2015-09-17,15.0
2015-09-28,-0.2174
2015-09-29,-4.1394
2015-10-05,-9.0909
2015-10-13,-4.85
2015-10-19,0.0525
2015-11-17,1.0504
2015-11-30,-4.5738
2015-12-04,-5.4466
2015-12-16,-1.2097
2015-12-17,-0.8746
2015-12-18,5.8235
2016-01-14,-5.5031
2016-01-26,-2.0588
2016-03-21,2.1021
2016-06-07,6.4706
2016-06-14,6.0773
2016-06-20,0.2083
2016-09-16,1.2993999999999999
2016-10-03,-3.0272
2016-10-10,0.3704
2016-10-31,0.1581
2016-11-10,5.2105
2016-11-15,1.3007
2017-01-05,1.2346
2017-01-10,7.8049
2017-09-11,13.1222
2017-09-27,-6.0
2017-09-28,0.0
2017-10-03,0.0
2017-10-31,0.0
2017-11-01,-1.0638
2017-11-16,-1.9355
2017-11-17,4.6053
2017-11-20,1.6771
2017-11-24,40.2062
2017-12-13,-29.4118
2018-02-05,-4.1667
2018-02-06,0.2174
2018-02-08,0.0
2018-04-20,6.2907
2018-04-25,-5.102
2018-05-01,0.0
2018-05-08,0.129
2018-05-21,0.4296
2018-06-05,3.7211
2018-07-17,0.0
2018-09-12,3.0928
2018-09-14,1.0
2018-09-20,42.5743
2019-01-04,-30.0699
2019-03-29,200.0
2019-04-30,-69.3333
2019-08-08,2.1739
2019-08-26,0.2128
2019-09-30,99.5754
2019-10-02,-25.5319
2019-10-15,-31.4286
2020-02-28,9.8723
2020-03-09,-0.0775
2020-03-17,0.0
2020-03-18,-0.1938
2020-03-19,-10.6796
2020-03-24,8.6957
2020-04-28,-8.0
2020-05-15,-2.1739
2020-06-08,2.2222
2020-06-17,-2.6087
2020-06-18,-1.3393
2020-07-10,-0.4525
2020-07-13,2.2727
2020-07-17,0.0
2020-07-22,-13.1111
2020-07-29,-1.2788
