ticker,KW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-04,-0.5525
2007-12-05,-0.3333
2007-12-06,0.0
2007-12-07,-0.1115
2007-12-10,-0.1116
2007-12-11,0.1117
2007-12-12,-0.1116
2007-12-13,0.1117
2007-12-14,1.0045
2007-12-17,-0.9945
2007-12-18,0.2232
2007-12-19,-0.2227
2007-12-20,0.0
2007-12-21,1.0045
2007-12-24,-0.3315
2007-12-26,-0.7761
2007-12-27,0.6704
2007-12-28,-1.1099
2007-12-31,2.1324
2008-01-02,-1.0989
2008-01-03,1.1111
2008-01-04,-1.4285999999999999
2008-01-07,1.0033
2008-01-08,0.7726
2008-01-09,0.1095
2008-01-10,-0.2188
2008-01-11,0.0
2008-01-14,0.0
2008-01-15,0.3289
2008-01-16,-0.3279
2008-01-17,-0.2193
2008-01-18,-0.4396
2008-01-22,0.1104
2008-01-23,-0.441
2008-01-24,-0.1107
2008-01-25,0.2217
2008-01-28,0.1106
2008-01-29,0.1105
2008-01-30,0.0
2008-01-31,-0.4415
2008-02-01,0.6652
2008-02-05,0.4405
2008-02-07,-0.6579
2008-02-08,0.0
2008-02-12,0.1104
2008-02-13,0.1103
2008-02-14,0.1101
2008-02-15,-0.5501
2008-02-19,0.0
2008-02-20,1.1062
2008-02-21,0.6565
2008-02-22,-0.248
2008-02-25,0.2486
2008-02-26,-0.4348
2008-02-27,0.1092
2008-02-28,-0.6543
2008-02-29,0.4391
2008-03-03,0.0
2008-03-04,-0.3279
2008-03-07,0.0
2008-03-10,-0.7675
2008-03-11,0.221
2008-03-13,0.5513
2008-03-14,-0.5482
2008-03-17,0.3308
2008-03-18,-0.5495
2008-03-19,0.0
2008-03-20,0.221
2008-03-25,0.1103
2008-03-26,0.0
2008-03-31,0.0
2008-04-02,0.2203
2008-04-03,-0.2198
2008-04-04,0.0
2008-04-07,0.4405
2008-04-09,-0.4386
2008-04-10,0.2203
2008-04-15,0.1099
2008-04-22,-0.1098
2008-04-25,0.0
2008-04-28,0.0
2008-04-29,0.0
2008-04-30,0.0
2008-05-01,-0.3297
2008-05-02,-0.1103
2008-05-05,0.0
2008-05-06,0.1104
2008-05-07,-0.1103
2008-05-09,0.0
2008-05-12,-0.1104
2008-05-13,0.221
2008-05-16,0.3308
2008-05-20,-0.5495
2008-05-21,0.442
2008-05-22,0.6601
2008-05-23,-0.5464
2008-05-27,-0.4396
2008-05-28,0.5519
2008-05-29,-0.1098
2008-05-30,1.0989
2008-06-02,0.0
2008-06-04,0.0
