ticker,RWGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-27,8.3333
2004-07-28,0.0
2004-07-29,0.0
2004-07-30,0.0
2004-08-02,0.0
2004-08-03,0.0
2004-08-04,0.0
2004-08-05,0.0
2004-08-06,0.0
2004-08-09,0.0
2004-08-10,1.5385
2004-08-11,0.0
2004-08-12,-1.5152
2004-08-13,0.0
2004-08-16,0.0
2004-08-17,1.5385
2004-08-18,0.0
2004-08-19,0.0
2004-08-20,0.0
2004-08-23,0.0
2004-08-24,0.0
2004-08-25,0.0
2004-08-26,0.0
2004-08-30,0.0
2004-09-01,0.0
2004-09-02,0.0
2004-09-03,-1.5152
2004-09-08,1.5385
2004-09-09,-1.5152
2004-09-10,0.0
2004-09-13,0.0
2004-09-14,0.0
2004-09-15,-4.6154
2004-09-16,4.8387
2004-09-17,0.0
2004-09-20,0.0
2004-09-21,0.0
2004-09-22,-7.6923
2004-09-23,8.3333
2004-09-24,-7.6923
2004-09-27,8.3333
2004-09-28,0.0
2004-09-29,0.0
2004-09-30,-7.6923
2004-10-05,8.3333
2004-10-06,0.0
2004-10-07,-4.6154
2004-10-11,-3.2258
2004-10-12,8.3333
2004-10-13,-7.6923
2004-10-14,8.3333
2004-10-15,0.0
2004-10-18,-7.6923
2004-10-19,8.3333
2004-10-21,0.0
2004-10-22,-7.6923
2004-10-25,8.3333
2004-10-26,0.0
2004-10-27,0.0
2004-10-28,0.0
2004-10-29,-7.6923
2004-11-03,8.3333
2004-11-04,0.0
2004-11-05,0.0
2004-11-08,-7.6923
2004-11-09,8.3333
2004-11-10,0.0
2004-11-11,0.0
2004-11-12,0.0
2004-11-15,0.0
2004-11-16,0.0
2004-11-17,0.0
2004-11-18,-6.1538
2004-11-19,6.5574
2004-11-22,-7.6923
2004-11-23,8.3333
2004-11-24,0.0
2004-11-26,0.0
2004-11-29,0.0
2004-12-01,0.0
2004-12-03,-6.1538
2004-12-06,8.1967
2004-12-07,0.0
2004-12-08,0.0
2004-12-10,0.0
2004-12-13,0.0
2004-12-14,0.0
2004-12-15,-4.5455
2004-12-16,-3.1746
2004-12-17,1.6393
2004-12-20,0.0
2004-12-21,1.6129
2004-12-22,11.746
2004-12-27,-9.0909
2004-12-28,0.0
2004-12-29,1.5625
2004-12-30,0.0
2004-12-31,-1.5385
2005-01-03,0.625
2005-01-04,0.9317
2005-01-06,-1.5385
2005-01-07,1.5625
2005-01-11,0.0
2005-01-12,0.0
2005-01-13,0.0
2005-01-14,-1.5385
