ticker,ESSC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,1.6042999999999998
2020-03-27,2.1053
2020-03-31,-0.5155
2020-04-01,-2.5907
2020-04-02,2.766
2020-04-06,-0.6211
2020-04-08,0.3125
2020-04-09,-0.1038
2020-04-14,1.3514
2020-04-16,0.0
2020-04-17,-0.5128
2020-04-23,0.7216
2020-04-27,-0.2047
2020-04-29,0.2051
2020-04-30,-0.4094
2020-05-01,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,-0.3083
2020-05-07,0.0
2020-05-12,0.7732
2020-05-14,-0.5627
2020-05-15,0.3086
2020-05-18,0.0
2020-05-19,-0.3077
2020-05-21,0.5144
2020-05-22,-0.2047
2020-05-27,0.3077
2020-06-01,0.0
2020-06-04,-0.3067
2020-06-08,0.2051
2020-06-09,0.1024
2020-06-10,0.0
2020-06-11,-0.2045
2020-06-12,0.4098
2020-06-15,-0.4082
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.5123
2020-06-19,0.3058
2020-06-22,-0.0366
2020-06-23,0.3416
2020-06-24,0.0
2020-06-26,-0.3029
2020-06-29,0.3039
2020-06-30,-0.1013
2020-07-01,0.4057
2020-07-02,0.0
2020-07-06,-0.404
2020-07-07,-0.3043
2020-07-08,0.1027
2020-07-09,0.1006
2020-07-10,0.4061
2020-07-13,0.2022
2020-07-14,0.3027
2020-07-15,-0.166
2020-07-16,-0.0353
2020-07-17,0.1008
2020-07-20,-0.2014
2020-07-21,0.2018
2020-07-22,0.2014
2020-07-23,0.3005
2020-07-24,-0.1994
2020-07-27,0.0994
2020-07-28,-0.0993
2020-07-29,0.1004
2020-07-30,-0.6018
2020-07-31,0.0
