ticker,SON US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.8462
2000-01-04,-3.4286
2000-01-05,4.142
2000-01-06,1.9886
2000-01-07,1.3928
2000-01-10,-0.8242
2000-01-11,-2.4931
2000-01-12,0.0
2000-01-13,0.2841
2000-01-14,-4.8159
2000-01-18,-1.1905000000000001
2000-01-19,0.0
2000-01-20,1.2048
2000-01-21,-0.5952
2000-01-24,-4.1916
2000-01-25,0.0
2000-01-26,3.125
2000-01-27,-1.5152
2000-01-28,-1.2308
2000-01-31,-0.3115
2000-02-01,2.5
2000-02-02,-3.9634
2000-02-03,1.5873
2000-02-04,0.3125
2000-02-07,-0.3115
2000-02-08,3.125
2000-02-09,-0.9091
2000-02-10,1.5291000000000001
2000-02-11,-0.9036
2000-02-14,0.0
2000-02-15,0.304
2000-02-16,-3.3212
2000-02-17,0.0
2000-02-18,-4.4304
2000-02-22,3.6424
2000-02-23,-1.5974
2000-02-24,-4.2208
2000-02-25,1.0169
2000-02-28,-0.6711
2000-02-29,-0.3378
2000-03-01,-3.0508
2000-03-02,-0.6993
2000-03-03,7.0423
2000-03-06,-4.9342
2000-03-07,-1.0381
2000-03-08,0.6993
2000-03-09,1.3889
2000-03-10,0.3425
2000-03-13,-1.0239
2000-03-14,-1.7241
2000-03-15,5.2632
2000-03-16,8.3333
2000-03-17,-1.5385
2000-03-20,-1.5625
2000-03-21,-0.9524
2000-03-22,-3.2051
2000-03-23,3.3113
2000-03-24,-2.5641
2000-03-27,-0.6579
2000-03-28,-0.9934
2000-03-29,4.0134
2000-03-30,7.3955
2000-03-31,10.1796
2000-04-03,-1.087
2000-04-04,0.5495
2000-04-05,-7.1038
2000-04-06,1.4706000000000001
2000-04-07,-0.8696
2000-04-10,-1.1696
2000-04-11,2.3669000000000002
2000-04-12,3.1792
2000-04-13,-4.2017
2000-04-14,-4.9708
2000-04-17,2.1538
2000-04-18,-2.1084
2000-04-19,2.1538
2000-04-20,-2.1084
2000-04-24,-2.7692
2000-04-25,2.2152
2000-04-26,0.6192
2000-04-27,0.6154
2000-04-28,2.1407
2000-05-01,0.2994
2000-05-02,1.4925
2000-05-03,0.0
2000-05-04,0.5882
2000-05-05,1.462
2000-05-08,0.5764
2000-05-09,0.8596
2000-05-10,0.0
2000-05-11,1.4205
2000-05-12,-0.5602
2000-05-15,2.5352
2000-05-16,0.0
2000-05-17,-2.4176
2000-05-18,-0.5682
2000-05-19,-1.4285999999999999
2000-05-22,1.7391
2000-05-23,-2.5641
