ticker,CUEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-11-17,33.3333
2008-12-18,-50.0
2009-01-26,0.0
2009-02-26,-50.0
2009-04-06,-50.0
2009-04-23,-40.0
2009-07-22,233.3333
2009-09-29,-66.6667
2010-01-27,405.0
2010-02-17,266.3366
2010-03-11,-11.8919
2010-06-02,-78.5276
2010-10-22,90.4762
2010-11-11,244.0
2010-11-29,-32.5581
2010-12-06,-31.0345
2010-12-07,0.0
2011-01-07,0.0
2011-04-26,-25.0
2011-04-28,0.0
2011-05-03,0.0
2011-05-04,0.0
2011-05-05,0.0
2011-05-10,0.0
2011-05-12,0.0
2011-05-20,0.0
2011-06-02,0.0
2011-06-07,0.0
2011-09-15,-33.3333
2011-09-20,-10.0
2011-09-22,11.1111
2011-09-23,30.0
2011-09-28,-7.6923
2011-09-29,-16.6667
2011-10-27,-40.0
2011-10-28,16.6667
2011-11-15,-14.2857
2011-11-17,66.6667
2011-11-18,0.0
2011-11-21,20.0
2011-12-05,-16.6667
2011-12-07,0.0
2011-12-09,0.0
2011-12-12,0.0
2011-12-19,0.0
2011-12-21,0.0
2011-12-22,0.0
2012-01-09,0.0
2012-01-17,0.0
2012-01-18,-40.0
2012-01-19,33.3333
2012-01-23,-6.25
2012-01-24,-6.6667
2012-01-25,-0.7143
2012-01-26,0.7194
2012-01-27,0.0
2012-02-02,14.2857
2012-02-03,31.25
2012-02-07,-9.5238
2012-02-08,-5.2632
2012-02-14,-11.1111
2012-02-16,-12.5
2012-02-28,42.8571
2012-02-29,20.0
2012-03-12,-16.6667
2012-03-13,0.0
2012-03-16,0.0
2012-05-16,0.0
2012-05-18,-25.0
2012-06-14,-46.6667
2012-06-15,75.0
2012-06-18,28.5714
2012-06-19,-22.2222
2012-06-20,7.1429
2012-06-21,-3.3333
2012-06-22,24.1379
2012-06-25,-22.2222
2012-06-26,0.0
2012-06-27,0.0
2012-06-28,0.0
2012-06-29,35.7143
2012-07-02,-31.5789
2012-07-03,0.0
2012-07-06,7.6923
2012-07-09,0.0
2012-07-10,-2.8571
2012-07-12,0.0
2012-07-13,-11.7647
2012-07-16,8.3333
2012-07-19,0.0
2012-07-20,-38.4615
2012-07-25,62.5
2012-07-26,-30.7692
2012-07-27,11.1111
2012-07-31,-40.0
2012-08-01,8.3333
2012-08-02,23.0769
2012-08-07,-15.0
2012-08-08,47.0588
2012-08-10,0.0
2012-08-15,0.0
2012-08-17,0.0
2012-08-27,0.0
2012-08-28,-30.0
