ticker,GEENQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-07-14,0.0
2011-07-26,0.1053
2011-08-04,-0.6309
2011-08-05,2.0106
2011-08-23,0.0
2011-08-25,-1.0892
2011-09-01,-0.1573
2011-09-12,0.105
2011-09-14,0.0
2011-09-15,0.2099
2011-09-26,-0.5236
2011-09-30,0.0
2011-10-03,0.4211
2011-10-04,0.1048
2011-10-05,0.0
2011-10-06,0.0
2011-10-10,-0.5236
2011-10-11,0.5263
2011-10-12,0.3141
2011-11-02,0.0
2011-11-07,0.4175
2012-01-04,-1.0395
2012-01-12,0.6303
2012-01-31,0.1044
2012-02-07,0.3128
2012-02-23,0.6237
2012-02-27,0.8264
2012-02-29,0.0
2012-03-05,-0.9209
2012-03-06,0.9294
2012-03-07,-0.4098
2012-03-13,0.3086
2012-03-15,0.0
2012-03-20,-0.2051
2012-03-21,-0.2055
2012-03-23,0.0
2012-03-28,0.103
2012-03-30,0.0
2012-04-03,0.1029
2012-04-10,0.0
2012-04-11,-0.1028
2012-04-13,-0.1029
2012-04-16,0.206
2012-04-17,0.1028
2012-04-30,0.1027
2012-05-01,-0.1026
2012-05-02,0.1027
2012-05-07,0.0
2012-05-09,0.0
2012-05-23,-0.4103
2012-05-25,-0.103
2012-05-29,0.8247
2012-05-30,-0.7157
2012-05-31,0.7209
2012-06-04,-0.7157
2012-06-05,0.0
2012-06-06,0.0
2012-06-07,0.5149
2012-06-08,-0.5123
2012-06-11,0.7209
2012-06-12,-0.6135
2012-06-13,0.1029
2012-06-18,0.1028
2012-06-20,-0.2053
2012-06-21,0.0
2012-06-25,0.4115
2012-06-26,0.0
2012-06-27,0.1025
2012-06-28,0.0
2012-07-05,0.1024
2012-07-06,0.1022
2012-07-09,-0.1021
2012-07-12,0.1022
2012-07-31,0.3064
2012-08-08,-0.2037
2012-08-10,4.7959
2012-08-20,-2.7264
2012-09-06,-0.2002
2012-09-20,-0.1003
2012-09-26,-0.1004
2012-10-18,-0.603
2012-10-22,0.1011
2012-10-23,-0.101
2012-10-26,0.0013
2012-11-05,0.0998
2012-11-08,0.5051
2012-11-09,-0.1005
2012-11-12,-0.2012
2012-11-13,0.0
2012-11-14,-0.3024
2012-11-15,0.0
2012-11-16,0.2022
2012-11-19,-0.2018
2012-11-20,0.1011
2012-11-21,0.101
2012-11-26,0.0
2012-11-27,0.0
2012-11-28,0.1009
2012-11-29,0.0
2012-11-30,0.1008
2012-12-03,0.0
2012-12-04,0.4028
2012-12-05,-0.1003
