ticker,OHPB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-11,2.2727
2006-10-16,0.0
2006-10-17,0.8889
2006-11-08,0.0
2006-11-13,0.0
2006-11-14,0.0
2006-12-14,2.6432
2006-12-21,6.0086
2007-01-04,2.0243
2007-01-09,-3.9683
2007-01-10,4.1322
2007-01-19,-3.1746
2007-01-29,0.0
2007-02-01,1.0656
2007-02-09,2.1898
2007-02-14,0.7937
2007-02-22,-1.9685000000000001
2007-02-26,1.6064
2007-02-28,-7.5099
2007-03-06,6.8376
2007-03-09,0.0
2007-03-13,-0.4
2007-03-14,-1.6064
2007-04-09,0.4082
2007-04-10,-0.4065
2007-04-20,0.4082
2007-04-23,0.0
2007-05-16,0.0
2007-06-05,0.0
2007-06-06,0.0
2007-07-02,0.0
2007-07-23,1.626
2007-08-14,0.0
2007-08-15,8.0
2007-09-07,3.7037
2007-10-22,-7.1429
2007-10-31,-7.6923
2007-12-07,-16.6667
2008-01-23,-7.5
2008-01-28,0.0
2008-02-20,24.3243
2008-04-18,-14.7826
2008-04-22,-6.1224
2008-04-24,-2.1739
2008-05-28,13.8889
2008-06-05,0.0
2008-06-20,-21.9512
2008-06-24,-12.5
2008-06-30,42.8571
2008-12-10,-48.0
2009-01-06,25.0
2009-01-07,0.0
2009-08-13,-83.0769
2009-08-18,345.4545
2009-09-24,0.0
2009-12-31,-63.2653
2010-01-14,66.6667
2010-05-11,-38.3333
2010-08-11,21.6216
2010-08-20,0.0
2010-12-29,-17.7778
2011-01-05,2.7027
2013-05-09,31.5789
2013-06-03,1.6
2013-09-16,57.4803
2014-02-13,0.0
2014-03-19,17.5
2014-07-09,-7.4468
2014-09-08,6.8966
2014-12-10,29.0323
2014-12-29,-4.1667
2015-03-05,6.0783
2015-05-26,-8.1892
2015-07-06,5.7143
2015-07-30,-5.4054
2015-08-24,0.0
2015-09-02,1.7856999999999998
2015-09-09,0.0
2015-09-21,-1.5789
2015-09-29,0.1783
2015-10-13,2.3132
2015-11-02,-1.2174
2015-11-18,2.993
2015-11-23,-3.9316
2015-11-30,4.0925
2015-12-02,0.0
2015-12-04,-1.7094
2015-12-17,0.0
2015-12-18,0.0
2016-02-25,-0.8696
2016-02-26,-0.8772
2016-03-30,4.4248
2016-04-11,0.0
2016-04-22,0.0
2016-04-29,-1.6949
2016-05-02,3.4483
2016-08-10,-1.6667
2016-11-01,-2.5423999999999998
2016-11-03,-0.8696
2016-11-18,-0.0022
2016-12-16,4.3883
2017-01-09,1.5105
2017-02-07,3.4624
2017-02-17,0.016
2017-03-01,0.0
2017-03-06,-5.2
2017-04-04,7.5949
2017-05-04,9.8039
2017-06-19,10.7143
2017-06-23,2.5806
2017-06-29,0.6289
2017-08-08,-6.25
2017-09-15,-1.6667
2017-10-06,-5.0847
2017-10-17,-7.1429
2017-10-23,-2.3077
2017-10-24,0.3937
2017-11-06,1.9607999999999999
2017-11-27,-7.6923
2017-12-12,3.75
2017-12-15,1.2048
2017-12-19,0.0
2018-01-03,0.0
2018-01-10,1.5873
2018-01-12,-1.5625
2018-01-17,1.5873
2018-01-22,-0.7813
2018-01-24,0.7874
2018-01-25,0.0
2018-01-26,0.0
2018-01-30,0.7813
2018-01-31,0.0
2018-02-06,0.7736
2018-02-12,0.0015
2018-02-20,0.0
2018-03-09,-1.5385
2018-03-13,3.125
2018-04-26,2.2727
2018-04-27,1.4815
2018-05-03,-0.7299
2018-05-07,1.0294
2018-05-16,1.8923
2018-05-31,1.4285999999999999
2018-07-02,0.7042
2018-07-10,0.6993
2018-07-11,0.6944
2018-07-17,0.2759
2018-07-31,3.1637
2018-08-01,0.0
2018-08-02,3.3333
2018-08-08,2.5806
2018-08-09,-3.7736
2018-08-24,1.9607999999999999
2018-09-14,0.641
2018-09-27,0.6369
2018-10-11,0.2532
2018-10-12,-0.2525
2018-10-19,0.2532
2018-10-24,0.0
2018-10-26,-0.2525
2018-10-29,0.0
2018-10-30,0.0
2018-11-05,0.0
2018-11-27,0.2532
2018-11-28,0.0
2018-12-03,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-14,-0.2525
2018-12-20,-2.5316
2018-12-26,-2.5974
2018-12-28,-1.3333
2018-12-31,0.0
2019-01-07,0.0
2019-01-11,8.1081
2019-01-14,-7.125
2019-01-15,0.5384
2019-01-23,0.4016
2019-01-24,-0.2667
2019-01-28,0.2674
2019-01-29,2.6667
2019-01-30,-1.9481000000000002
2019-01-31,0.0
2019-02-01,0.2649
2019-02-04,0.0
2019-02-06,0.3963
2019-02-08,0.0
2019-02-11,0.2632
2019-02-12,0.0
2019-03-22,-0.6562
2019-04-03,0.1321
2019-04-08,0.0
2019-05-16,0.5277
2019-05-31,4.3307
2019-10-18,1.8868
2019-12-17,1.8519
2020-01-03,0.6061
2020-01-10,0.6024
2020-01-21,1.7964
2020-01-30,0.2353
2020-02-05,0.4695
2020-02-24,-3.6215
2020-02-25,0.0
2020-03-09,1.1515
2020-03-17,-10.1258
2020-03-18,0.0
2020-04-29,6.6667
2020-05-13,0.0
2020-05-28,-3.125
2020-06-15,0.2581
2020-07-27,2.8314
