ticker,IGRW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-11-10,0.0
2011-11-14,-25.0
2011-11-23,-11.1111
2011-12-01,75.0
2011-12-06,-21.4286
2011-12-07,-27.2727
2011-12-08,9.375
2011-12-09,25.7143
2011-12-12,0.0
2011-12-13,-12.7273
2011-12-14,-16.6667
2011-12-15,-55.0
2011-12-16,36.1111
2011-12-19,-38.7755
2011-12-20,-33.3333
2011-12-21,12.5
2011-12-22,28.8889
2011-12-23,48.2759
2011-12-27,-30.2326
2011-12-28,40.0
2011-12-29,10.7143
2011-12-30,-7.5269
2012-01-03,-11.6279
2012-01-04,-7.8947
2012-01-05,-22.8571
2012-01-06,44.4444
2012-01-09,-22.7564
2012-01-10,-4.1494
2012-01-11,10.3896
2012-01-12,-18.4314
2012-01-13,46.1538
2012-01-17,-4.9342
2012-01-18,-2.7682
2012-01-19,13.879
2012-01-24,-37.5
2012-01-25,-20.0
2012-01-26,50.0
2012-01-27,-25.0
2012-01-30,-2.2222
2012-01-31,-13.6364
2012-02-01,-13.1579
2012-02-02,-12.1212
2012-02-03,-31.0345
2012-02-06,0.0
2012-02-07,-10.0
2012-02-08,11.1111
2012-02-09,10.0
2012-02-10,34.6591
2012-02-13,-12.2363
2012-02-14,-2.8846
2012-02-15,-20.7921
2012-02-16,0.0
2012-02-17,10.0
2012-02-21,-10.2273
2012-02-22,-5.0633
2012-02-23,15.3333
2012-02-24,10.9827
2012-02-27,-9.8958
2012-02-28,10.9827
2012-02-29,-16.6667
2012-03-01,20.0
2012-03-02,0.0
2012-03-05,108.3333
2012-03-06,-55.25
2012-03-07,-19.5531
2012-03-08,-12.5
2012-03-09,-7.1429
2012-03-12,-22.2222
2012-03-13,31.8681
2012-03-14,20.0
2012-03-15,-11.1111
2012-03-16,17.1875
2012-03-19,1.3333
2012-03-20,-5.2632
2012-03-21,-16.6667
2012-03-22,-5.0
2012-03-23,12.2807
2012-03-26,-22.6562
2012-03-27,29.2929
2012-03-28,14.0625
2012-03-29,16.4384
2012-03-30,22.352899999999998
2012-04-02,-23.0769
2012-04-03,5.0
2012-04-04,4.7619
2012-04-05,9.0909
2012-04-09,-8.3333
2012-04-10,0.0
2012-04-11,-9.0909
2012-04-12,0.0
2012-04-13,0.0
2012-04-16,15.0
2012-04-17,-4.3478
2012-04-18,4.5455
2012-04-19,-4.3478
2012-04-20,3.4091
2012-04-23,5.4945
2012-04-24,-16.6667
2012-04-25,5.0
2012-04-26,-4.7619
2012-04-27,5.0
