ticker,DIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.3708
2000-01-04,-0.3876
2000-01-05,1.1673
2000-01-06,8.0769
2000-01-07,2.1352
2000-01-10,-2.0906
2000-01-11,0.7117
2000-01-12,-2.4735
2000-01-13,2.5362
2000-01-14,1.7668
2000-01-18,0.6944
2000-01-19,-3.7931
2000-01-20,1.7921
2000-01-21,-1.7606000000000002
2000-01-24,-2.509
2000-01-25,-1.4706000000000001
2000-01-26,-0.7463
2000-01-27,1.5038
2000-01-28,1.4815
2000-01-31,-3.6496
2000-02-01,1.8939
2000-02-02,-0.7435
2000-02-03,-2.2472
2000-02-04,-2.682
2000-02-07,1.9685000000000001
2000-02-08,-1.9304999999999999
2000-02-09,-5.5118
2000-02-10,6.6667
2000-02-11,-2.3438
2000-02-14,1.2
2000-02-15,-1.581
2000-02-16,0.0
2000-02-17,-1.6064
2000-02-18,0.4082
2000-02-22,-2.8455
2000-02-23,0.0
2000-02-24,-1.2551999999999999
2000-02-25,-0.8475
2000-02-28,-1.2821
2000-02-29,6.9264
2000-03-01,-4.8583
2000-03-02,-1.7021
2000-03-03,-2.1645
2000-03-06,4.4248
2000-03-07,-1.2711999999999999
2000-03-08,-0.8584
2000-03-09,0.4329
2000-03-10,-4.7414
2000-03-13,0.905
2000-03-14,1.7936999999999999
2000-03-15,2.2026
2000-03-16,3.8792999999999997
2000-03-17,2.4896
2000-03-20,-0.8097
2000-03-21,-1.2245
2000-03-22,2.8926
2000-03-23,-1.2048
2000-03-24,-0.4065
2000-03-27,-4.0816
2000-03-28,-1.2766
2000-03-29,3.4483
2000-03-30,-1.25
2000-03-31,-5.4852
2000-04-03,8.0357
2000-04-04,-2.4793
2000-04-05,1.2711999999999999
2000-04-06,-1.2551999999999999
2000-04-07,2.5423999999999998
2000-04-10,1.6529
2000-04-11,-2.0325
2000-04-12,4.1494
2000-04-13,4.3825
2000-04-14,-6.1068999999999996
2000-04-17,-0.4065
2000-04-18,2.0408
2000-04-19,-2.4
2000-04-20,-0.8197
2000-04-24,2.0661
2000-04-25,4.8583
2000-04-26,-0.7722
2000-04-27,2.3346
2000-04-28,-1.1407
2000-05-01,0.7692
2000-05-02,0.0
2000-05-03,1.9083999999999999
2000-05-04,1.4981
2000-05-05,0.369
2000-05-08,-0.3676
2000-05-09,-1.107
2000-05-10,0.3731
2000-05-11,-0.3717
2000-05-12,5.2239
2000-05-15,0.0
2000-05-16,-1.4184
2000-05-17,-0.7194
