ticker,TBBA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-07,5.7778
2019-05-08,15.5462
2019-05-09,0.0
2019-05-10,-4.5455
2019-05-13,-1.9048
2019-05-14,0.0
2019-05-16,-2.9126
2019-05-17,-4.7
2019-05-20,4.9318
2019-05-21,-7.0
2019-05-23,-1.0753
2019-05-24,-1.087
2019-05-28,0.0
2019-05-29,-1.0989
2019-05-30,0.1111
2019-06-03,0.444
2019-06-04,2.2099
2019-06-06,-2.1622
2019-06-10,0.5525
2019-06-11,-0.7692
2019-06-12,-0.8859
2019-06-13,0.0
2019-06-17,-2.1229
2019-06-18,1.0274
2019-06-19,0.565
2019-06-21,-0.5618
2019-06-24,0.565
2019-06-25,-0.5618
2019-06-26,1.1299
2019-06-28,0.0
2019-07-01,0.5587
2019-07-03,-2.2222
2019-07-05,0.5682
2019-07-08,-2.2599
2019-07-10,1.1561
2019-07-15,-0.5714
2019-07-16,2.2989
2019-07-17,1.1236
2019-07-18,0.0
2019-07-22,-3.7778
2019-07-23,0.2309
2019-07-24,-0.2293
2019-07-29,-7.045
2019-07-30,0.6211
2019-07-31,1.8519
2019-08-01,0.0
2019-08-02,-0.6061
2019-08-06,-1.8293
2019-08-07,5.5901
2019-08-08,-3.4118
2019-08-09,-0.0012
2019-08-12,1.5847
2019-08-13,0.7434
2019-08-15,-2.4042
2019-08-16,2.1951
2019-08-20,0.0
2019-08-22,-0.358
2019-08-23,-0.5988
2019-08-26,-1.8072
2019-08-27,-0.6135
2019-08-28,0.1235
2019-08-29,0.1233
2019-08-30,1.601
2019-09-03,0.0
2019-09-06,-0.8485
2019-09-09,5.1345
2019-09-10,3.2558
2019-09-11,-3.2658
2019-09-12,2.4447
2019-09-13,1.1364
2019-09-16,3.9326
2019-09-17,2.1622
2019-09-18,0.0
2019-09-19,-0.1058
2019-09-20,-0.1059
2019-09-23,0.0
2019-09-24,-7.105
2019-09-27,0.3425
2019-09-30,2.3891
2019-10-16,-2.7778
2019-10-17,1.1429
2019-10-22,-3.9548
2019-10-24,-1.1764999999999999
2019-10-28,0.0
2019-10-30,-1.1905000000000001
2019-11-05,0.0
2019-11-06,7.8313
2019-11-13,-5.5866
2019-11-14,0.5917
2019-11-15,2.8235
2019-11-20,-6.1785
2019-11-21,6.0976
2019-11-22,-5.7471
2019-11-25,0.0
2019-11-26,0.6085
2019-12-03,4.8498
2019-12-05,-0.5769
2019-12-06,-1.9779
2019-12-09,2.0166
2019-12-10,0.0
2019-12-11,0.0
2019-12-13,-1.7442
2019-12-16,1.7751000000000001
2019-12-18,-1.2791000000000001
2019-12-19,1.2955999999999999
2019-12-20,-1.1628
2019-12-23,-0.2353
2019-12-24,-0.5896
2019-12-26,0.3559
2019-12-27,0.4728
2019-12-30,0.0
2019-12-31,0.0
2020-01-06,0.0
2020-01-10,-0.3529
2020-01-16,0.3542
2020-01-21,-0.5882
2020-01-27,-0.2367
2020-01-29,0.0
2020-01-30,0.0
2020-02-06,-0.2372
2020-02-07,0.4756
2020-02-10,-2.9586
2020-02-11,0.122
2020-02-14,0.4872
2020-02-18,0.0
2020-02-24,2.4242
2020-02-26,-3.432
2020-02-28,-0.1225
2020-03-02,-0.4908
2020-03-05,0.4932
2020-03-09,-4.2945
2020-03-11,-3.8462
2020-03-12,-17.3333
2020-03-13,20.9677
2020-03-23,-20.0
2020-03-25,0.0
2020-03-26,3.3333
2020-03-27,4.0323
2020-03-30,0.7752
2020-03-31,-0.7692
2020-04-01,0.7752
2020-04-02,0.0
2020-04-09,-2.3062
2020-04-13,2.3606
2020-04-14,0.0
2020-04-27,0.0
2020-04-29,0.0
2020-04-30,-0.4615
2020-05-01,0.4637
2020-05-12,0.4615
2020-05-14,14.7014
2020-05-18,-11.215
2020-05-21,5.2632
2020-05-26,-6.2857
2020-06-03,4.5732
2020-06-04,1.1662
2020-06-05,5.1873
2020-06-08,-4.1096
2020-06-11,2.1429
2020-06-12,0.6993
2020-06-16,0.0
2020-06-18,-8.1944
2020-06-24,0.0
2020-07-15,-0.7564
2020-07-16,0.6098
2020-07-17,-1.5152
2020-07-20,0.0
2020-07-24,0.0
2020-07-27,-1.2308
2020-07-29,0.4673
2020-07-31,-4.3411
