ticker,IRNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-08-24,0.0
2002-10-10,66.6667
2002-10-16,500.0
2003-07-15,-83.3333
2003-09-08,20.0
2004-04-21,-16.6667
2004-06-29,100.0
2004-07-22,-40.0
2005-01-31,0.0
2005-03-31,0.0
2005-08-17,233.3333
2005-08-23,50.0
2006-02-06,-73.3333
2006-02-08,0.0
2007-05-23,275.0
2007-06-12,16.6667
2007-06-26,0.0
2008-09-04,-28.5714
2008-11-17,0.0
2011-04-05,300.0
2011-04-21,-49.0
2011-05-31,0.0
2012-02-15,0.0
2013-08-21,96.0784
2013-11-26,-81.0
2014-01-28,0.0
2014-03-06,31.5789
2014-03-12,0.0
2014-07-09,140.0
2014-07-10,0.0
2014-10-07,-15.0
2015-08-27,-19.6078
2015-09-22,-2.439
2015-11-20,-22.5
2016-06-22,77.4194
2016-06-29,9.0909
2016-06-30,0.0
2016-07-05,-8.3333
2016-07-06,-9.0909
2016-07-08,0.0
2016-07-14,-20.0
2016-07-19,0.0
2016-07-21,-5.0
2016-09-19,34.2105
2016-10-07,1.9607999999999999
2017-01-09,13.461500000000001
2017-01-11,71.1864
2017-01-12,0.0
2017-01-13,23.7624
2017-01-17,1.6
2017-01-18,2.3622
2017-01-25,-3.8462
2017-01-27,-8.0
2017-01-30,-4.3478
2017-01-31,-8.1818
2017-02-02,-20.7797
2017-02-03,-0.0156
2017-02-06,12.5
2017-02-07,-11.1111
2017-02-10,31.25
2017-02-15,-3.8095
2017-02-16,2.9703
2017-02-17,0.0
2017-02-22,0.0
2017-02-23,29.8077
2017-02-27,-7.4074
2017-02-28,-14.4
2017-03-01,26.1682
2017-03-02,3.7037
2017-03-03,-10.0
2017-03-06,-3.9683
2017-03-07,0.0
2017-03-08,3.3058
2017-03-09,8.0
2017-03-10,-3.7037
2017-03-13,3.8462
2017-03-14,0.0
2017-03-15,20.7407
2017-03-16,-6.7485
2017-03-17,0.0
2017-03-20,-1.3158
2017-03-22,6.6667
2017-03-24,0.0
2017-03-28,-3.125
2017-03-30,3.2258
2017-03-31,3.125
2017-04-03,-15.1515
2017-04-04,10.7143
2017-04-05,3.2258
2017-04-06,1.875
2017-04-10,-6.7485
2017-04-12,0.0
2017-04-13,1.9737
2017-04-17,6.4516
2017-04-18,0.0
2017-04-20,-3.0303
2017-04-21,1.5625
2017-04-25,-15.6923
2017-04-27,2.1898
2017-04-28,5.0
2017-05-04,-0.068
2017-05-05,0.0681
2017-05-08,15.6463
