ticker,UNEQ US Equity
2016-06-03,-2.8125
2016-06-07,5.7521
2016-06-08,5.4054
2016-06-09,-0.7692
2016-06-10,-1.8088
2016-06-13,15.7895
2016-06-16,-0.4545
2016-06-17,0.0
2016-06-21,-8.6758
2016-06-23,0.0
2016-06-24,2.5
2016-06-27,4.878
2016-06-28,-4.6512
2016-06-29,5.8537
2016-06-30,-0.9217
2016-07-01,2.3256
2016-07-05,4.5455
2016-07-07,0.0
2016-07-08,4.3478
2016-07-11,-1.25
2016-07-12,2.5316
2016-07-13,2.8807
2016-07-14,2.0
2016-07-20,0.0
2016-07-26,0.0
2016-07-27,-4.7059
2016-07-28,4.9383
2016-07-29,-5.8824
2016-08-01,-3.75
2016-08-03,10.3896
2016-08-04,-1.9607999999999999
2016-08-05,4.0
2016-08-08,-1.875
2016-08-09,-0.098
2016-08-10,5.9343
2016-08-11,-1.8519
2016-08-12,9.434
2016-08-15,-3.4483
2016-08-16,3.5714
2016-08-17,6.7241
2016-08-18,3.3926
2016-08-19,3.125
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,-1.2121
2016-08-25,6.3075
2016-08-26,3.8773999999999997
2016-08-29,2.7778
2016-08-30,0.3547
2016-08-31,5.7061
2016-09-01,2.4204
2016-09-02,1.99
2016-09-06,-3.6585
2016-09-07,-10.3797
2016-09-08,-0.2825
2016-09-09,-0.8499
2016-09-12,-18.5714
2016-09-13,-1.7544
2016-09-14,-11.4286
2016-09-15,-13.3065
2016-09-16,-4.186
2016-09-19,-0.4854
2016-09-20,-14.6341
2016-09-21,-8.0
2016-09-22,1.5528
2016-09-28,0.3058
2016-09-30,0.0
2016-10-05,-32.9268
2016-10-06,-4.5455
2016-10-10,-19.0476
2016-10-11,-5.8824
2016-10-14,-12.5
2016-10-17,-28.5714
2016-10-18,15.0
2016-10-24,-7.8261
2016-10-25,1.8868
2016-10-27,29.6296
2016-10-28,-10.0
2016-10-31,3.1746
2016-11-07,14.6154
2016-11-09,0.0
2016-11-14,34.2282
2016-11-15,-10.0
2016-11-23,3.4028
2016-11-25,-3.2908
2016-11-28,-11.1111
2016-12-02,8.5937
2016-12-05,17.4101
2016-12-07,0.0
2016-12-13,0.0
2016-12-19,-6.8627
2016-12-20,-10.526299999999999
2017-01-03,0.0
2017-01-05,17.647100000000002
2017-01-27,-2.0
2017-02-01,-18.3673
2017-02-07,0.0
2017-02-08,0.0
2017-02-23,-6.25
2017-02-28,-20.0
2017-03-01,0.0
2017-03-03,-16.6667
2017-03-07,-20.0
2017-03-08,0.0
2017-03-23,-17.5
2017-03-24,7.5758
2017-03-30,-15.493
2017-03-31,-13.125
2017-04-11,4.7962
2017-04-13,-23.1121
2017-04-17,-4.7619
2017-04-18,-7.5
2017-04-20,-2.7027
2017-05-01,27.7778
2017-05-04,52.1739
2017-05-12,-11.4286
2017-05-15,0.4032
2017-06-07,-0.0803
2017-07-27,-51.7685
2017-07-28,-20.0
2017-07-31,0.0
2017-08-03,16.6667
2017-08-04,7.1429
2017-08-08,-33.3333
2017-08-11,-25.0
2017-08-15,126.6667
2017-08-25,5.8824
2017-08-28,8.3333
2017-08-29,0.0
2017-08-30,20.5128
2017-09-06,-8.5106
2017-10-11,30.2326
2017-11-07,-23.2143
2017-12-05,0.0
2017-12-18,0.0
2018-01-03,30.2326
2018-01-04,7.1429
2018-01-05,16.6667
2018-01-09,41.4286
2018-01-22,1.0101
2018-01-31,-17.0
2018-02-01,-32.5301
2018-03-13,0.0
2018-03-27,121.4286
2018-03-28,-1.2097
2018-03-29,-8.5714
2018-04-02,-3.5714
2018-04-04,-4.6296
2018-04-05,0.4854
2018-04-06,-0.4831
2018-04-09,4.8544
2018-04-16,-4.6296
2018-04-19,-2.9126
2018-04-23,-10.0
2018-04-30,88.8889
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,-7.0588
2018-05-04,26.5823
2018-05-07,2.0
2018-05-08,-11.7647
2018-05-09,21.1111
2018-05-10,-3.6696999999999997
2018-05-14,-9.5238
2018-05-15,10.526299999999999
2018-05-16,0.0
2018-05-21,-19.0476
2018-05-23,0.0
2018-05-25,29.4118
2018-05-29,4.0
2018-06-04,-25.6993
2018-06-08,0.0
2018-06-13,-17.647100000000002
2018-06-19,0.0
2018-06-22,0.0
2018-07-24,-28.5714
2018-07-27,0.0
2018-08-06,0.0
2018-08-07,20.0
2018-08-09,33.3333
2018-08-10,0.0
2018-09-10,-12.5
2018-10-03,0.0
2018-10-04,0.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-16,14.1429
2018-10-18,62.7034
2018-10-19,-18.9231
2018-10-22,0.0949
2018-10-24,-43.128
2018-10-25,50.0
2018-10-26,54.4444
2018-10-29,-28.0576
2018-10-30,10.0
2018-10-31,4.5455
2018-11-01,-4.3478
2018-11-07,-9.0909
2018-11-09,0.0
2018-12-06,68.5
2018-12-07,5.638
2018-12-10,-4.4944
2018-12-11,2.9412000000000003
2018-12-12,2.8571
2018-12-13,-33.3333
2018-12-14,-16.6667
2018-12-17,-15.0
2018-12-18,52.9412
2018-12-21,-0.7692
2018-12-27,-30.2326
2018-12-31,-11.1111
2019-01-02,28.4375
2019-01-03,41.1192
2019-01-04,-17.3103
2019-01-07,6.7556
2019-01-08,0.0
2019-01-09,-6.25
2019-01-10,20.8333
2019-01-11,-11.0345
2019-01-14,-18.6047
2019-01-15,-4.7619
2019-01-16,0.0
2019-01-17,-12.0
2019-01-18,-9.0909
2019-01-22,-34.375
2019-01-23,25.7143
2019-01-24,-7.5758
2019-01-25,-1.6393
2019-01-29,0.0
2019-01-30,0.0
2019-01-31,-1.6667
2019-02-01,0.0
2019-02-05,-5.0847
2019-02-06,0.0
2019-02-07,0.0
2019-02-12,-10.7143
2019-02-13,0.0
2019-02-14,16.0
2019-02-27,-10.3448
2019-02-28,34.6154
2019-03-01,-14.2857
2019-03-04,0.0
2019-03-05,-15.0
2019-03-08,-1.9607999999999999
2019-03-11,2.0
2019-03-15,-37.2549
2019-03-18,3.125
2019-03-20,21.2121
2019-03-21,0.0
2019-03-22,12.5
2019-03-25,-33.3333
2019-04-03,41.6667
2019-04-08,38.8235
2019-04-09,-23.7288
2019-04-10,-6.6667
2019-04-12,30.9524
2019-04-15,-27.2727
2019-04-26,0.0
2019-04-29,-35.0
2019-04-30,-44.2308
2019-05-01,-12.4138
2019-05-02,38.5827
2019-05-03,2.2727
2019-05-06,-19.4444
2019-05-07,4.8276
2019-05-08,-7.8947
2019-05-09,-19.2857
2019-05-10,19.469
2019-05-13,14.0741
2019-05-14,-9.0909
2019-05-15,-7.1429
2019-05-16,-15.3846
2019-05-17,18.1818
2019-05-20,-7.6923
2019-05-21,-7.5
2019-05-22,12.6126
2019-05-23,-16.0
2019-05-24,-4.7619
2019-05-28,6.0
2019-05-31,3.7736
2019-06-03,9.0909
2019-06-04,-20.8333
2019-06-05,40.0
2019-06-06,1.5038
2019-06-07,0.0
2019-06-10,-0.7407
2019-06-17,11.9403
2019-06-18,0.0
2019-06-19,-13.3333
2019-06-20,15.3846
2019-06-21,-0.7467
2019-06-24,-45.5938
2019-06-25,4.9383
2019-06-26,23.5294
2019-06-27,-19.0476
2019-06-28,-40.0
2019-07-01,17.647100000000002
2019-07-02,-16.6667
2019-07-05,20.0
2019-07-08,-4.1667
2019-07-09,-13.0435
2019-07-10,-20.0
2019-07-11,25.0
2019-07-12,-25.5
2019-07-15,-22.1477
2019-07-16,-3.4483
2019-07-17,0.0
2019-07-19,7.1429
2019-07-22,33.3333
2019-07-25,10.0
2019-07-30,13.6364
2019-07-31,3.6
2019-08-01,-13.1274
2019-08-02,17.7778
2019-08-05,-7.5472
2019-08-06,-28.5714
2019-08-07,-42.8571
2019-08-08,75.0
2019-08-09,25.7143
2019-08-12,0.0
2019-08-14,-31.8182
2019-08-15,-16.6667
2019-08-16,0.0
2019-08-20,76.0
2019-08-22,13.6364
2019-08-27,-40.0
2019-08-29,46.6667
2019-08-30,68.1818
2019-09-03,-10.8108
2019-09-04,24.2424
2019-09-05,-7.2561
2019-09-06,6.5089
2019-09-09,-9.8765
2019-09-10,-11.7808
2019-09-11,5.5901
2019-09-12,24.4118
2019-09-13,-23.1678
2019-09-16,23.0769
2019-09-17,-12.5
2019-09-18,35.7143
2019-09-19,-26.3158
2019-09-20,21.4286
2019-09-23,-0.9412
2019-09-24,5.7007
2019-09-26,-14.6067
2019-09-27,5.2632
2019-09-30,-5.0
2019-10-02,-4.7368
2019-10-03,-3.3149
2019-10-04,0.0
2019-10-08,14.2857
2019-10-17,-18.75
2019-10-18,-20.0
2019-10-22,25.0
2019-10-23,-15.3846
2019-10-25,-18.1818
2019-10-29,17.7778
2019-10-31,-43.3962
2019-11-01,83.3333
2019-11-06,-41.8182
2019-11-07,-6.25
2019-11-12,-13.3333
2019-11-19,-3.8462
2019-11-20,20.0
2019-11-21,-33.3333
2019-11-27,100.0
2019-11-29,-10.625
2019-12-04,-44.0559
2019-12-09,20.0
2019-12-10,25.0
2019-12-12,-26.6667
2019-12-16,0.0
2019-12-17,50.0
2019-12-18,-9.0909
2019-12-20,13.3333
2019-12-26,-23.5294
2019-12-27,15.3846
2020-01-03,-33.3333
2020-01-06,15.0
2020-01-07,552.1739
2020-01-08,-6.6667
2020-01-09,0.7143
2020-01-10,-18.4397
2020-01-13,-33.913
2020-01-14,0.0
2020-01-15,-25.0
2020-01-16,5.2632
2020-01-17,-6.6667
2020-01-21,-32.1429
2020-01-22,-12.5
2020-01-23,2.2556
2020-01-24,17.647100000000002
2020-01-27,67.5
2020-01-28,-10.4478
2020-01-29,-8.3333
2020-01-30,0.0
2020-01-31,16.3636
2020-02-03,4.6875
2020-02-04,-14.9254
2020-02-05,-34.4737
2020-02-06,6.5596
2020-02-07,-9.5477
2020-02-10,13.8889
2020-02-11,-2.439
2020-02-12,-25.0
2020-02-13,-20.0
2020-02-14,-29.1667
2020-02-18,0.0
2020-02-19,47.0588
2020-02-20,-40.0
2020-02-21,73.3333
2020-02-24,-3.8462
2020-02-25,-40.0
2020-02-26,13.3333
2020-02-27,-41.1765
2020-02-28,-20.0
2020-03-02,150.0
2020-03-03,-20.0
2020-03-04,-18.75
2020-03-05,-23.0769
2020-03-06,0.0
2020-03-09,20.0
2020-03-10,0.0
2020-03-11,-16.6667
2020-03-12,-20.0
2020-03-13,0.0
2020-03-16,-12.5
2020-03-17,57.1429
2020-03-18,-45.4545
2020-03-19,-16.6667
2020-03-20,20.0
2020-03-23,16.6667
2020-03-24,-28.5714
2020-03-25,20.0
2020-03-26,-10.8333
2020-03-27,49.5327
2020-03-30,87.5
2020-03-31,-40.0
2020-04-01,-11.1111
2020-04-02,-25.0
2020-04-03,16.6667
2020-04-06,0.0
2020-04-07,-14.2857
2020-04-08,33.3333
2020-04-09,0.0
2020-04-13,-25.0
2020-04-14,16.6667
2020-04-15,-14.2857
2020-04-16,0.0
2020-04-17,-25.0
2020-04-20,-11.1111
2020-04-21,0.0
2020-04-22,25.0
2020-04-23,-40.0
2020-04-24,-3.3333
2020-04-27,-7.931
2020-04-28,65.5431
2020-04-29,-12.6131
2020-04-30,3.5599
2020-05-01,-12.5
2020-05-04,11.857099999999999
2020-05-05,12.3883
2020-05-06,-9.0909
2020-05-07,12.0
2020-05-08,-17.4107
2020-05-11,-26.7568
2020-05-12,62.3616
2020-05-13,-9.0909
2020-05-14,0.0
2020-05-15,-2.5
2020-05-18,-10.2564
2020-05-19,9.9857
2020-05-20,1.2859
2020-05-21,-20.4924
2020-05-22,12.9032
2020-05-26,-28.5714
2020-05-27,60.0
2020-05-28,0.0
2020-05-29,-12.5
2020-06-01,-14.2857
2020-06-02,16.6667
2020-06-04,-8.5714
2020-06-05,-53.125
2020-06-08,0.0
2020-06-09,-6.6667
2020-06-11,113.9286
2020-06-12,0.0
2020-06-16,-53.2554
2020-06-17,71.4286
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,4.1667
2020-06-23,-4.0
2020-06-25,-47.5833
2020-06-26,98.7281
2020-06-29,-24.0
2020-06-30,36.8421
2020-07-01,-26.9231
2020-07-09,5.2632
2020-07-10,-60.0
2020-07-15,0.125
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,12.4844
2020-07-27,-11.0988
2020-07-28,149.4382
2020-07-29,-4.9049
