ticker,BFGC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-10-25,41.6667
2011-10-26,2.3529
2011-10-31,3.4483
2011-11-02,-33.8889
2011-11-03,0.8403
2011-11-04,30.0
2011-11-07,-1.2821
2011-11-09,7.7922
2011-11-10,-14.4578
2011-11-11,14.7887
2011-11-14,4.2945
2011-11-15,2.3529
2011-11-17,-3.4483
2011-11-18,3.5714
2011-11-25,-5.7471
2011-11-28,6.0976
2011-11-30,-2.2989
2011-12-01,0.0
2011-12-02,0.0
2011-12-09,-7.0588
2011-12-12,0.0
2011-12-13,-2.5316
2011-12-15,-2.5974
2011-12-16,-10.6667
2011-12-20,4.4776
2011-12-29,21.4286
2011-12-30,11.7647
2012-01-03,-10.526299999999999
2012-01-04,-2.9412000000000003
2012-01-05,-9.0909
2012-01-11,0.0
2012-01-23,6.6667
2012-01-30,-12.5
2012-01-31,14.2857
2012-02-06,0.0
2012-02-10,0.0
2012-02-28,-18.75
2012-02-29,23.0769
2012-03-02,-6.25
2012-03-13,-13.3333
2012-03-14,-7.6923
2012-03-15,5.0
2012-03-26,-12.6984
2012-03-27,1.8182
2012-03-28,-1.7856999999999998
2012-03-29,45.4545
2012-03-30,-6.25
2012-04-27,0.0
2012-05-01,-6.6667
2012-05-07,0.0
2012-05-08,-21.4286
2012-05-09,-7.2727
2012-05-10,37.2549
2012-05-14,5.7143
2012-05-15,1.3514
2012-05-16,-8.0
2012-05-17,-1.4493
2012-05-21,-4.4118
2012-05-22,-15.3846
2012-05-23,18.1818
2012-05-25,0.0
2012-05-29,-21.5385
2012-05-30,0.0
2012-05-31,27.451
2012-06-01,-12.3077
2012-06-04,-21.0526
2012-06-05,15.5556
2012-06-06,0.0
2012-06-07,0.0
2012-06-11,0.0
2012-06-12,-1.9231
2012-06-13,17.647100000000002
2012-06-14,0.0
2012-06-15,-6.6667
2012-06-18,0.0
2012-06-19,0.0
2012-06-22,-25.0
2012-06-25,30.9524
2012-06-26,-5.4545
2012-06-27,3.8462
2012-06-28,-5.5556
2012-06-29,23.5294
2012-07-02,-10.9524
2012-07-03,5.1693
2012-07-05,-0.8475
2012-07-06,-2.5641
2012-07-09,-1.4035
2012-07-10,-1.0676
2012-07-11,0.8993
2012-07-12,8.7344
2012-07-13,6.5574
2012-07-16,-15.3846
2012-07-17,-18.1818
2012-07-18,-4.4444
2012-07-19,4.6512
2012-07-20,-13.3333
2012-07-23,-20.5128
2012-07-24,-3.2258
2012-07-25,15.0
2012-07-26,-6.6667
