ticker,SNNF US Equity
2018-05-15,-0.4577
2018-05-16,-0.5747
2018-05-17,0.0
2018-05-18,0.0
2018-05-22,0.0
2018-05-23,-2.4277
2018-05-25,0.237
2018-05-30,0.4728
2018-06-01,0.4706
2018-06-07,-0.4684
2018-06-13,-0.7059
2018-06-18,3.5545
2018-06-19,0.1144
2018-06-20,0.0
2018-06-21,0.5714
2018-06-28,-2.8409
2018-07-09,0.5848
2018-07-10,1.7442
2018-07-13,1.1429
2018-07-18,3.9548
2018-07-19,-0.5435
2018-07-25,-6.0109
2018-08-02,4.0698
2018-08-09,1.1173
2018-08-13,1.105
2018-08-17,-2.1858
2018-08-29,2.2346
2018-08-30,-2.1858
2018-09-04,0.0
2018-09-05,0.0
2018-09-11,-1.1173
2018-09-12,0.113
2018-09-13,0.0
2018-09-14,0.0
2018-09-18,1.0158
2018-09-19,0.0
2018-09-20,0.0
2018-09-25,0.5587
2018-09-26,-0.5556
2018-09-28,2.1229
2018-10-03,-3.1729
2018-10-04,0.0
2018-10-05,-2.5989
2018-10-10,0.0
2018-10-16,2.6682
2018-10-18,0.0
2018-10-26,1.6949
2018-10-29,0.0
2018-10-31,-0.1111
2018-11-07,-4.0044
2018-11-08,-0.2317
2018-11-12,0.0
2018-11-14,1.626
2018-11-20,-1.1429
2018-11-26,-0.578
2018-11-27,-1.1628
2018-11-28,-0.1176
2018-11-29,1.2955999999999999
2018-11-30,-4.0698
2018-12-03,4.2303
2018-12-04,0.0116
2018-12-06,-2.3256
2018-12-10,2.3810000000000002
2018-12-13,-3.7209
2018-12-17,0.0
2018-12-18,-3.3816
2018-12-19,-4.875
2018-12-20,0.5256
2018-12-24,0.1307
2018-12-26,0.0
2018-12-27,4.4386
2018-12-28,0.0
2018-12-31,-0.625
2019-01-02,-2.5157
2019-01-04,2.5806
2019-01-07,5.9119
2019-01-18,-4.9881
2019-01-24,0.0
2019-01-29,0.0
2019-01-31,6.25
2019-02-01,-6.4706
2019-02-08,1.2579
2019-02-13,0.6211
2019-02-20,0.6173
2019-02-25,-0.6135
2019-02-27,0.6173
2019-02-28,1.227
2019-03-01,-1.0909
2019-03-04,0.0
2019-03-07,0.4902
2019-03-11,-1.2195
2019-03-12,1.1111
2019-03-15,3.1746
2019-03-20,1.7751000000000001
2019-03-21,-1.7442
2019-03-22,-5.3254
2019-03-27,0.125
2019-03-28,7.3658
2019-03-29,0.0
2019-04-08,-2.907
2019-04-12,2.9939999999999998
2019-04-17,-3.3721
2019-04-18,0.0
2019-04-26,2.2852
2019-04-29,0.0012
2019-05-02,0.0
2019-05-03,0.0
2019-05-09,0.0
2019-05-10,0.0
2019-05-16,0.0
2019-05-21,1.1764999999999999
2019-05-22,-0.2326
2019-05-23,1.3986
2019-05-24,0.2874
2019-05-29,3.7249
2019-05-31,-0.5525
2019-06-06,-5.0
2019-06-14,2.3392
2019-06-26,-1.7143000000000002
2019-06-28,4.6512
2019-07-05,-2.7778
2019-07-08,1.1429
2019-07-09,-1.1299
2019-07-10,1.1429
2019-07-11,0.565
2019-07-17,4.382
2019-07-18,-0.1076
2019-07-24,-4.6336
2019-07-25,2.4859
2019-07-26,1.9846
2019-07-29,-2.7027
2019-07-30,0.0
2019-08-01,0.5556
2019-08-02,-0.5525
2019-08-13,1.3889
2019-08-16,0.8219
2019-08-20,0.0
2019-08-27,1.087
2019-08-28,-1.6129
2019-08-29,0.0
2019-09-03,0.5464
2019-09-05,-0.5435
2019-09-06,0.0
2019-09-10,0.5464
2019-09-11,-0.5435
2019-09-12,-0.4372
2019-09-13,0.4391
2019-09-17,0.0
2019-09-18,0.0
2019-09-26,0.0
2019-09-30,0.0
2019-10-03,0.0
2019-10-04,1.0929
2019-10-18,2.7027
2019-10-24,0.0
2019-10-28,-4.1053
2019-10-29,4.281
2019-10-31,0.0
2019-11-12,-1.5789
2019-11-15,0.0
2019-11-19,0.4813
2019-11-20,-0.1064
2019-11-21,-0.3729
2019-11-25,0.0
2019-11-26,1.6042999999999998
2019-11-27,-3.6842
2019-11-29,3.8251
2019-12-03,-1.0526
2019-12-10,0.0
2019-12-19,-0.5319
2019-12-20,-1.0695000000000001
2019-12-26,0.0
2019-12-27,0.0
2019-12-31,1.6216
2020-01-09,-2.1277
2020-01-13,4.8913
2020-01-21,-4.1451
2020-01-23,1.6216
2020-01-24,0.0
2020-01-28,0.0
2020-02-03,-1.0638
2020-02-04,-0.5376
2020-02-06,-0.5405
2020-02-07,2.0652
2020-02-10,-0.9585
2020-02-11,-0.9667
2020-02-14,-0.0011
2020-02-19,0.4343
2020-02-20,0.0
2020-02-25,0.0
2020-02-27,-0.8649
2020-02-28,-0.2192
2020-03-02,-0.5454
2020-03-03,-1.0989
2020-03-05,-0.5556
2020-03-06,-0.5587
2020-03-09,-0.5056
2020-03-13,-10.7849
2020-03-18,-1.1392
2020-03-23,-16.7734
2020-03-25,8.3077
2020-03-27,-4.8295
2020-03-30,-1.791
2020-04-06,12.1581
2020-04-08,-0.1355
2020-04-22,-8.2768
2020-04-27,-2.3669000000000002
2020-04-28,6.0606
2020-04-29,0.0
2020-05-07,3.5714
2020-05-11,0.0
2020-05-14,-6.7586
2020-05-15,-0.1479
2020-05-19,-3.4059
2020-05-20,7.3603
2020-05-27,0.0
2020-05-28,-0.7143
2020-06-01,-2.5899
2020-06-05,3.3973
2020-06-08,0.0
2020-06-09,7.1429
2020-06-10,-1.3333
2020-06-11,-5.4054
2020-06-15,4.2857
2020-06-25,-4.1096
2020-06-26,0.0
2020-06-29,-0.7143
2020-07-09,-1.5827
2020-07-15,9.6491
2020-07-29,-8.0
