ticker,SNNF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-13,-2.5423999999999998
2017-10-16,-7.8261
2017-10-17,-3.7736
2017-10-18,0.0
2017-10-19,-1.9607999999999999
2017-10-20,0.3
2017-10-23,-0.2991
2017-10-24,-0.4
2017-10-25,-1.9076
2017-10-26,-0.3071
2017-10-27,-0.924
2017-10-30,0.0
2017-10-31,-1.5544
2017-11-01,-2.1053
2017-11-02,0.0
2017-11-03,2.1505
2017-11-06,0.0
2017-11-09,-1.5789
2017-11-10,1.6042999999999998
2017-11-13,-0.3158
2017-11-14,-0.2112
2017-11-15,-2.6455
2017-11-16,0.0
2017-11-17,0.0
2017-11-21,0.2935
2017-11-22,-1.501
2017-11-24,0.6767
2017-11-27,0.0
2017-11-29,-1.6393
2017-11-30,0.0
2017-12-01,-0.5556
2017-12-04,-1.1173
2017-12-05,3.3898
2017-12-06,-3.7157999999999998
2017-12-07,-1.2486
2017-12-08,0.5747
2017-12-11,0.5714
2017-12-12,0.2273
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,-0.2268
2017-12-18,0.0
2017-12-19,0.1136
2017-12-20,-0.1135
2017-12-21,-0.4545
2017-12-26,0.0
2017-12-28,-0.1142
2017-12-29,0.1143
2018-01-02,0.4566
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.5682
2018-01-08,0.0
2018-01-09,1.6949
2018-01-12,-1.1111
2018-01-16,1.1236
2018-01-19,-0.5556
2018-01-23,3.352
2018-01-24,2.7027
2018-01-26,-0.2105
2018-01-30,-2.4262
2018-02-01,0.0
2018-02-02,-0.5405
2018-02-05,-1.6303999999999998
2018-02-06,-0.5525
2018-02-12,-0.7778
2018-02-13,-0.224
2018-02-14,-0.7856
2018-02-15,0.1131
2018-02-16,0.0
2018-02-20,-0.226
2018-02-23,-0.5663
2018-02-26,-0.2278
2018-02-27,0.0
2018-02-28,0.2283
2018-03-01,0.4556
2018-03-02,0.0
2018-03-05,0.1134
2018-03-06,-0.1133
2018-03-07,-0.7937
2018-03-09,0.8
2018-03-13,-0.2268
2018-03-14,-0.2273
2018-03-15,0.0
2018-03-21,0.4556
2018-03-22,0.0
2018-03-23,0.0
2018-03-26,0.0
2018-03-27,-0.2268
2018-03-29,0.2273
2018-04-02,-0.7937
2018-04-05,0.0
2018-04-06,0.0
2018-04-10,0.0
2018-04-13,1.1429
2018-04-25,0.0
2018-04-27,-0.565
2018-05-02,0.9091
2018-05-07,-1.464
2018-05-09,-0.1143
