ticker,ZHUD US Equity
2010-11-11,0.0
2010-11-24,-15.0
2010-11-30,-11.7647
2010-12-01,0.0
2010-12-02,0.0
2010-12-03,0.0
2010-12-06,0.0
2010-12-15,-43.3333
2011-02-15,11.7647
2011-04-28,57.8947
2011-06-02,0.0
2011-06-03,0.0
2011-06-21,-20.0
2011-06-23,-12.5
2011-08-19,-4.7619
2011-09-07,0.0
2011-09-09,0.0
2011-09-15,0.0
2011-09-16,-15.0
2011-11-28,16.4706
2013-03-07,-34.3434
2013-03-11,-23.0769
2013-03-19,0.0
2013-06-06,-2.0
2013-10-25,-87.7551
2013-11-01,-31.25
2013-11-05,0.0
2013-11-06,0.0
2013-11-13,-27.2727
2013-11-20,0.0
2013-11-25,-33.3333
2013-12-04,59.375
2013-12-05,198.0392
2013-12-09,-47.3684
2013-12-12,-20.0
2013-12-18,-25.0
2014-01-22,66.6667
2014-03-05,-57.5
2014-03-17,-29.4118
2014-03-25,100.0
2014-03-27,4.1667
2014-03-31,-4.0
2014-04-04,33.3333
2014-04-07,-45.3125
2014-04-28,42.8571
2014-05-14,28.0
2014-06-02,7.8125
2014-08-08,0.0
2014-10-03,-7.2464
2014-10-09,-40.625
2015-01-20,26.3158
2015-02-02,16.6667
2015-02-09,14.2857
2015-02-10,175.0
2015-02-11,354.5455
2015-02-12,15.5
2015-02-13,-4.7619
2015-02-17,-9.0909
2015-02-18,-39.0
2015-02-19,0.0
2015-02-20,0.0
2015-02-23,0.0
2015-03-25,-49.1803
2015-09-24,-3.2258
2016-03-09,0.0
2016-03-15,33.3333
2016-03-17,472.5
2016-03-18,144.9782
2016-03-28,-85.7398
2016-03-30,0.0
2016-06-21,25.0
2016-06-22,-40.0
2016-06-23,50.0
2016-06-24,-11.1111
2016-06-27,-2.8125
2016-06-28,-34.4051
2016-06-29,17.647100000000002
2016-06-30,3.3333
2016-07-01,0.0
2016-07-05,-9.6774
2016-07-06,1.7856999999999998
2016-07-07,1.3158
2016-07-08,-2.5974
2016-07-11,-0.4444
2016-07-12,0.0
2016-07-13,-3.5714
2016-07-14,-7.4074
2016-07-15,-9.25
2016-07-18,1.3774
2016-07-19,-8.6957
2016-07-20,7.1429
2016-07-21,-11.1111
2016-07-22,0.0
2016-07-25,-20.0
2016-07-26,-12.5
2016-07-27,-8.482099999999999
2016-07-28,0.4878
2016-07-29,-2.9126
2016-08-02,-52.0
2016-08-03,-41.6667
2016-08-08,-14.2857
2016-08-09,-13.3333
2016-08-10,111.5385
2016-08-11,0.0
2016-08-16,-52.7273
2016-08-17,7.6923
2016-08-24,-10.7143
2016-08-26,27.6
2016-08-30,-21.6301
2016-09-21,-43.6
2016-09-23,-29.078
2016-09-30,41.0
2016-10-17,-29.078
2016-10-25,0.0
2016-10-31,0.0
2016-11-03,0.0
2016-11-15,-50.0
2016-11-22,20.0
2016-11-30,0.0
2016-12-12,166.6667
2016-12-16,-37.5
2016-12-21,-40.0
2016-12-22,65.0
2017-03-06,-39.3939
2017-03-08,0.0
2017-03-15,0.0
2017-04-12,325.0
2017-04-19,76.4706
2017-05-01,-0.0278
2017-05-04,-88.858
2017-05-11,1.4963
2017-05-23,180.5897
2017-06-05,-64.2732
2017-07-26,0.0
2017-08-17,76.2745
2017-09-22,46.0178
2017-09-27,113.3008
2017-10-02,-60.7143
2017-11-06,29.2727
2017-11-07,-22.6442
2017-11-27,0.0
2017-12-08,0.0
2017-12-22,29.2727
2017-12-29,-12.7989
2018-01-02,0.0
2018-01-04,-11.2903
2018-01-19,163.1818
2018-01-22,0.0
2018-01-23,0.0345
2018-01-24,0.0
2018-01-26,0.0691
2018-01-29,-0.069
2018-01-30,0.0
2018-01-31,0.0069
2018-02-01,0.0552
2018-02-09,0.0069
2018-02-12,-0.069
2018-02-15,241.8508
2018-02-16,-84.8485
2018-02-23,333.3333
2018-02-28,-7.6923
2018-03-27,-61.6667
2018-03-28,156.5217
2018-04-11,-1.6949
2018-04-25,-56.8966
2018-05-02,-90.0
2018-05-17,2088.0
2018-05-29,-50.6399
2018-06-13,11.1111
2018-06-15,75.0
2018-06-28,-38.0952
2018-07-05,-7.6923
2018-07-18,0.0
2018-08-16,6.6667
2018-08-27,3.125
2018-09-11,51.5152
2018-09-12,-34.0
2018-10-10,-24.2121
2018-10-16,0.0
2018-10-18,0.0
2018-10-19,0.0
2018-11-06,-19.8321
2018-11-08,-2.7431
2018-12-04,-2.5128
2018-12-12,-26.3019
2018-12-14,78.444
2018-12-17,-20.0
2018-12-19,-5.0
2018-12-20,10.526299999999999
2018-12-21,9.5238
2018-12-26,0.0
2018-12-27,56.5217
2018-12-28,11.1111
2018-12-31,0.0
2019-01-03,-10.0
2019-01-08,11.1111
2019-01-09,2.75
2019-01-10,9.4891
2019-01-11,-2.2222
2019-01-14,-36.3636
2019-01-18,7.35
2019-01-22,-0.193
2019-01-31,-3.3333
2019-02-01,20.6897
2019-02-04,0.0
2019-02-05,-25.7143
2019-02-06,3.8462
2019-02-07,-12.2222
2019-02-08,-11.3924
2019-02-11,0.0
2019-02-12,19.0476
2019-02-13,-10.0
2019-02-14,1.8643999999999998
2019-02-15,-45.4613
2019-02-19,16.0
2019-02-20,106.8966
2019-02-21,-51.6667
2019-02-22,72.4138
2019-02-25,-20.0
2019-02-26,-2.5
2019-02-27,-2.5641
2019-02-28,-39.4737
2019-03-04,4.3478
2019-03-05,50.0
2019-03-06,-52.7778
2019-03-07,41.1765
2019-03-08,15.0
2019-03-11,-52.8986
2019-03-12,69.2308
2019-03-13,-31.8182
2019-03-14,20.0
2019-03-15,-16.6667
2019-03-18,-13.3333
2019-03-19,0.0
2019-03-20,-52.3077
2019-03-21,0.0
2019-03-26,1.6129
2019-03-27,42.8571
2019-03-28,-4.4444
2019-03-29,-25.5814
2019-04-01,18.75
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,-10.526299999999999
2019-04-05,-8.5294
2019-04-08,-0.3215
2019-04-15,-3.2258
2019-04-23,-30.0
2019-04-29,9.5238
2019-04-30,8.6957
2019-05-01,16.0
2019-05-02,0.0
2019-05-03,-13.4483
2019-05-09,3.5857
2019-05-22,-42.3077
2019-05-31,0.0
2019-06-21,30.0
2019-06-27,23.0769
2019-07-02,-8.3333
2019-07-15,0.0
2019-07-16,-4.5455
2019-07-19,0.0
2019-07-24,0.0
2019-07-29,0.0
2019-08-01,347.619
2019-08-02,68.0851
2019-08-05,-31.6456
2019-08-06,-21.2963
2019-08-07,0.0
2019-08-08,10.5882
2019-08-09,6.383
2019-08-12,10.0
2019-08-13,-16.8182
2019-08-14,-10.3825
2019-08-15,-37.8049
2019-08-16,7.8431
2019-08-19,-4.5455
2019-08-20,14.857099999999999
2019-08-21,-12.1061
2019-08-22,0.1887
2019-08-23,-0.1883
2019-08-26,-1.8868
2019-08-27,34.6154
2019-08-28,-11.4286
2019-08-29,0.0
2019-08-30,12.9032
2019-09-03,0.0
2019-09-04,-10.1429
2019-09-05,11.2878
2019-09-06,1.4285999999999999
2019-09-09,12.6761
2019-09-10,-1.25
2019-09-11,-10.7595
2019-09-13,-7.8014
2019-09-16,0.0
2019-09-17,24.6154
2019-09-18,-23.4568
2019-09-19,-39.5161
2019-09-20,17.3867
2019-09-23,3.3621
2019-09-24,-12.0879
2019-09-25,-12.0
2019-09-26,-23.2955
2019-09-27,40.7407
2019-09-30,-10.526299999999999
2019-10-01,-11.4706
2019-10-02,6.3123000000000005
2019-10-03,6.25
2019-10-04,-5.8824
2019-10-07,-6.25
2019-10-08,16.6667
2019-10-09,-14.2857
2019-10-10,6.3333
2019-10-11,-12.2257
2019-10-14,-3.5714
2019-10-15,-16.6667
2019-10-16,-6.6667
2019-10-17,-4.7619
2019-10-18,-20.0
2019-10-21,3.125
2019-10-22,-3.0303
2019-10-23,-3.2813
2019-10-24,-20.517
2019-10-25,-13.8211
2019-10-28,3.7736
2019-10-29,70.0
2019-10-30,18.4492
2019-10-31,-23.9278
2019-11-01,-25.816
2019-11-04,44.0
2019-11-05,0.0
2019-11-06,-19.4444
2019-11-07,-23.4483
2019-11-08,9.9099
2019-11-11,13.9344
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,7.9137
2019-11-20,-20.0
2019-11-21,8.3333
2019-11-22,9.2308
2019-11-25,0.0
2019-11-26,-8.4507
2019-11-27,34.6154
2019-12-02,-14.2857
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-09,3.3333
2019-12-10,-18.871
2019-12-11,-2.1471
2019-12-13,9.711500000000001
2019-12-16,0.0
2019-12-17,-3.7037
2019-12-18,-6.1538
2019-12-19,0.0
2019-12-20,4.5082
2019-12-23,-5.8824
2019-12-24,0.0
2019-12-26,0.0
2019-12-27,-0.8333
2019-12-30,-6.7227
2019-12-31,-8.1081
2020-01-02,16.1765
2020-01-03,-13.9241
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,-1.9607999999999999
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,2.5
2020-01-17,2.439
2020-01-21,-4.7619
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,25.0
2020-01-28,0.0
2020-01-29,10.0
2020-01-30,-1.8182
2020-01-31,11.1111
2020-02-03,-10.0
2020-02-05,0.0
2020-02-06,-3.7037
2020-02-07,22.6923
2020-02-10,-18.4953
2020-02-11,15.3846
2020-02-12,-6.6667
2020-02-13,-30.7143
2020-02-14,3.0928
2020-02-18,0.0
2020-02-19,24.0
2020-02-20,-19.3548
2020-02-24,40.0
2020-02-26,-7.1429
2020-02-27,8.461500000000001
2020-02-28,0.0
2020-03-02,-2.8369
2020-03-03,0.0
2020-03-04,-2.1898
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,0.0
2020-03-12,0.7463
2020-03-13,-3.7037
2020-03-16,-3.8462
2020-03-17,-4.0
2020-03-18,-35.8333
2020-03-19,11.6883
2020-03-20,-9.3023
2020-03-23,15.3846
2020-03-25,-16.6667
2020-03-30,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,-17.3333
2020-04-20,0.0
2020-04-22,29.0323
2020-04-24,6.25
2020-04-27,-5.8824
2020-04-29,-8.125
2020-04-30,-4.7619
2020-05-01,-10.0
2020-05-04,0.0
2020-05-12,0.0
2020-05-15,13.4921
2020-05-20,-11.8881
2020-05-26,34.9206
2020-05-27,29.4118
2020-05-28,25.4545
2020-05-29,42.7536
2020-06-01,204.5685
2020-06-02,-14.3333
2020-06-03,4.8638
2020-06-04,-16.5121
2020-06-05,10.0
2020-06-08,23.2323
2020-06-09,21.1475
2020-06-10,-2.8417
2020-06-11,44.8468
2020-06-12,-2.8846
2020-06-15,12.7723
2020-06-16,-8.7796
2020-06-17,-3.8499
2020-06-18,-22.9229
2020-06-19,-5.2597
2020-06-22,24.8801
2020-06-23,-14.3798
2020-06-24,-7.0513
2020-06-25,-17.2414
2020-06-26,-3.3333
2020-06-29,19.8276
2020-06-30,-9.3525
2020-07-01,-4.7619
2020-07-02,-6.8333
2020-07-06,-4.678
2020-07-07,10.7253
2020-07-08,-3.3898
2020-07-09,4.6491
2020-07-10,-4.4426
2020-07-13,-3.9474
2020-07-14,-7.6256
2020-07-15,8.5517
2020-07-16,-13.4791
2020-07-17,1.4947
2020-07-20,1.6387
2020-07-21,4.7959
2020-07-22,0.0974
2020-07-23,0.9728
2020-07-24,-3.7572
2020-07-27,3.9039
2020-07-28,-5.5877
2020-07-29,-3.0612
2020-07-30,-0.1053
2020-07-31,-13.5933
