ticker,CZBC US Equity
2012-01-09,-1.9607999999999999
2012-01-19,12.625
2012-03-16,22.0866
2012-03-23,0.0
2012-04-03,0.0
2012-04-09,-9.0
2012-04-10,9.8901
2012-04-24,3.1818
2012-04-25,-0.8811
2012-04-26,6.6667
2012-05-03,-6.25
2012-05-04,0.8889
2012-05-10,-5.2863
2012-06-06,-0.186
2012-06-14,-1.5843
2012-06-18,4.1667
2012-06-25,-2.2727
2012-07-05,-1.6743999999999999
2012-07-09,1.7029
2012-07-12,-1.6743999999999999
2012-07-23,1.7029
2012-07-30,1.3953
2012-08-06,-2.6606
2012-08-07,0.0943
2012-08-08,0.0
2012-08-09,0.0
2012-08-10,0.2825
2012-08-13,1.4085
2012-08-14,-1.3889
2012-08-15,0.0
2012-08-16,1.0329
2012-08-17,1.3941
2012-08-29,-1.4665
2012-10-02,4.6512
2012-10-25,-2.2222
2012-10-26,1.0
2012-11-27,-0.09
2012-11-28,1.3514
2012-12-12,-0.3556
2013-02-26,38.1215
2013-03-05,-12.6667
2013-04-23,-15.9542
2013-04-25,18.0745
2013-04-30,-7.6923
2013-05-15,-4.1667
2013-05-16,1.7391
2013-06-07,-1.7094
2013-06-14,0.0
2013-06-19,0.0
2013-06-20,0.4348
2013-06-27,1.7316
2013-07-08,-2.1277
2013-07-12,0.0
2013-07-22,0.9565
2013-07-23,0.0
2013-07-24,-0.0861
2013-07-29,2.5862
2013-08-08,-0.8403
2013-08-12,1.2711999999999999
2013-08-20,-1.6736
2013-08-29,0.0
2013-08-30,0.0
2013-09-05,0.0
2013-09-10,0.0
2013-09-17,0.0
2013-09-20,0.0
2013-09-23,1.8723
2013-09-25,-0.5848
2013-10-01,-1.2605
2013-10-03,0.0
2013-10-17,0.0
2013-11-12,0.6809
2013-11-13,-1.6061
2013-11-14,0.945
2013-12-03,0.766
2013-12-04,-3.125
2013-12-05,4.336
2013-12-13,-1.7316
2013-12-31,-2.6432
2014-01-06,0.0
2014-01-08,3.1673999999999998
2014-01-30,-2.193
2014-02-03,0.0
2014-02-04,0.0
2014-02-18,0.0
2014-02-28,3.5874
2014-03-17,-2.5974
2014-04-01,2.6667
2014-04-21,0.6061
2014-04-22,3.2702
2014-05-20,-2.8333
2014-05-21,0.8576
2014-05-30,-0.085
2014-06-11,2.1277
2014-06-23,-2.8333
2014-07-08,4.717
2014-08-18,1.0811
2014-08-21,0.3565
2014-11-03,2.7531
2014-11-24,4.6672
2014-11-25,-0.5102
2014-12-12,1.8803
2015-01-05,-0.1678
2015-01-06,2.1008
2015-01-08,6.9959
2015-01-30,0.0
2015-02-18,-6.1538
2015-03-04,0.0
2015-03-05,0.0
2015-03-13,0.8238
2015-03-18,2.0284
2015-04-02,-1.992
2015-04-06,0.0
2015-04-20,0.0
2015-05-05,0.0
2015-05-15,1.626
2015-05-28,-1.6
2015-05-29,0.0
2015-06-12,0.4065
2015-07-17,-1.6194
2015-07-20,3.2922000000000002
2015-07-24,-1.5936
2015-08-21,11.336
2015-09-16,-10.1818
2015-09-24,0.0
2015-09-30,0.0
2015-10-01,1.2146
2015-10-19,0.0
2015-12-04,0.4098
2015-12-14,0.6531
2015-12-15,1.2165
2015-12-16,-1.3622
2015-12-31,0.7311
2016-01-05,0.8065
2016-01-15,0.4
2016-01-20,-1.9123999999999999
2016-01-21,1.5434999999999999
2016-01-22,-1.52
2016-01-25,0.0
2016-02-12,-1.7059
2016-03-03,0.4132
2016-03-22,-0.823
2016-03-23,0.4979
2016-04-21,3.2205
2016-05-05,7.92
2016-06-02,-11.0452
2016-06-14,0.0
2016-06-15,0.8333
2016-06-17,-0.8264
2016-06-20,1.25
2016-06-22,2.0576
2016-07-06,-0.4032
2016-07-20,-1.6194
2016-07-21,0.0
2016-07-22,0.823
2016-08-08,0.8163
2016-08-09,-1.2146
2016-08-22,2.8689
2016-08-29,-1.5936
2016-09-02,0.8097
2016-09-16,2.8112
2016-10-06,-4.6875
2016-10-12,6.5574
2016-10-20,0.0
2016-11-18,-5.9231
2016-11-21,2.5348
2016-11-22,1.9936
2016-11-28,2.5801
2016-11-30,-4.222
2016-12-06,2.0408
2016-12-12,-1.2
2016-12-30,16.5992
2017-01-13,0.6944
2017-01-17,0.0
2017-01-18,0.3448
2017-01-20,-3.4364
2017-01-24,3.9146
2017-01-25,-0.6849
2017-01-26,0.0
2017-02-08,0.0
2017-02-10,0.0
2017-02-16,2.7586
2017-02-22,-2.6846
2017-02-23,1.7241
2017-03-03,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-13,0.678
2017-03-15,0.8081
2017-03-22,-1.4028
2017-03-23,0.6098
2017-03-28,0.3367
2017-03-29,-2.0134
2017-04-05,-0.6849
2017-04-12,1.7241
2017-04-13,0.0
2017-04-17,0.339
2017-04-28,-0.6757
2017-05-01,-1.0204
2017-06-01,1.7182
2017-06-06,-0.3378
2017-06-07,-1.3559
2017-06-29,1.0309
2017-07-18,0.6803
2017-07-31,0.3378
2017-08-09,1.0101
2017-08-17,0.0
2017-08-21,0.0
2017-09-12,0.0
2017-09-27,0.0
2017-10-03,0.0
2017-10-17,1.6667
2017-10-18,0.3279
2017-10-20,1.9607999999999999
2017-10-23,2.5641
2017-10-26,-0.625
2017-11-06,0.6289
2017-12-01,3.25
2017-12-06,0.0
2017-12-19,0.0124
2017-12-20,2.1545
2018-01-09,-0.897
2018-01-31,0.9051
2018-02-06,-0.8485
2018-02-09,0.5501
2018-02-22,0.6079
2018-03-06,1.2085
2018-03-13,1.4925
2018-03-14,-1.1764999999999999
2018-03-15,1.1905000000000001
2018-03-20,1.4706000000000001
2018-03-21,0.5797
2018-03-23,0.0
2018-04-26,2.3055
2018-05-10,7.0423
2018-05-14,-3.6842
2018-05-21,6.5574
2018-05-22,-2.5641
2018-05-24,5.6316
2018-05-29,-0.3986
2018-06-08,0.0
2018-06-11,0.05
2018-06-12,-2.5
2018-06-19,2.5641
2018-06-25,0.01
2018-06-26,1.2399
2018-06-27,0.0
2018-07-02,1.2444
2018-07-05,4.8678
2018-07-06,-2.3256
2018-07-09,-2.3810000000000002
2018-07-10,0.0098
2018-07-11,0.0
2018-07-12,-0.0098
2018-07-13,0.0098
2018-07-31,0.2341
2018-08-13,0.2433
2018-08-24,1.9417
2018-08-29,0.0
2018-09-06,0.0
2018-09-07,2.3810000000000002
2018-09-10,-0.2326
2018-09-13,-1.6317
2018-09-17,0.0
2018-09-20,0.7109
2018-09-25,0.4706
2018-09-26,0.4215
2018-10-11,-1.3526
2018-10-12,-0.4728
2018-10-15,0.0
2018-10-18,1.6627
2018-10-19,-1.4019
2018-10-24,0.7109
2018-10-30,-1.1764999999999999
2018-11-01,1.1905000000000001
2018-11-07,-2.1176
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,-0.9615
2018-11-16,0.0
2018-11-30,0.0
2018-12-03,0.0
2018-12-06,1.6989999999999998
2018-12-10,-0.489
2018-12-11,-1.2285
2018-12-14,-0.2488
2018-12-18,-1.1471
2018-12-19,-2.775
2018-12-20,-1.4011
2018-12-26,-1.0526
2018-12-27,0.0
2018-12-28,0.0
2019-01-02,-1.3298
2019-01-08,-1.6173
2019-01-09,-0.9863
2019-01-10,-0.2767
2019-01-14,-0.111
2019-01-18,2.7778
2019-01-22,0.0
2019-01-24,0.0
2019-01-30,4.5946
2019-02-01,-3.1008
2019-02-06,0.3733
2019-02-12,0.0
2019-02-20,0.9564
2019-02-26,2.6316
2019-03-04,-0.0513
2019-03-05,0.0513
2019-03-07,1.5385
2019-03-11,-1.5152
2019-03-15,0.0
2019-03-18,-1.2308
2019-03-19,1.1423
2019-03-20,-1.078
2019-03-25,-0.7784
2019-03-29,1.4644
2019-04-12,0.0
2019-04-22,0.2062
2019-04-23,-0.6173
2019-04-24,-0.2588
2019-04-25,0.1557
2019-04-29,0.0
2019-04-30,-1.4508
2019-05-03,3.8381
2019-05-14,-3.2911
2019-06-03,0.0
2019-06-18,-0.4712
2019-06-25,0.0526
2019-07-16,-2.103
2019-07-17,1.9870999999999999
2019-07-30,0.0527
2019-08-02,0.0
2019-09-05,-0.3158
2019-09-06,-0.7392
2019-09-09,0.7447
2019-09-10,0.264
2019-09-11,-1.2638
2019-09-13,1.0133
2019-09-16,-1.0032
2019-09-19,1.0133
2019-09-27,-1.0032
2019-10-02,-0.2133
2019-10-04,0.9086
2019-10-08,-1.3771
2019-10-14,0.0
2019-10-15,-0.0537
2019-10-16,-0.5911
2019-10-30,-0.973
2019-10-31,0.0005
2019-11-01,1.5278
2019-11-04,0.4839
2019-11-06,-1.9262000000000001
2019-11-07,1.4729999999999999
2019-11-11,-1.4516
2019-11-13,0.0
2019-11-22,2.1822
2019-11-27,0.6407
2019-11-29,0.4244
2019-12-02,-2.2187
2019-12-06,4.6901
2019-12-09,-0.8
2019-12-10,0.5376
2019-12-17,1.1764999999999999
2019-12-18,-0.1057
2019-12-19,0.0
2019-12-31,0.0
2020-01-08,-1.3228
2020-01-09,0.1072
2020-01-10,1.4997
2020-01-21,-1.3719999999999999
2020-01-22,-0.214
2020-01-24,-0.6434
2020-01-27,0.0
2020-01-30,-1.2412
2020-01-31,-0.5464
2020-02-05,0.0549
2020-02-06,1.5925
2020-02-13,-0.3784
2020-02-24,-1.5192999999999999
2020-02-25,-0.8815
2020-02-26,-2.7237
2020-02-28,-2.8571
2020-03-03,-1.1764999999999999
2020-03-04,1.1905000000000001
2020-03-06,-1.1764999999999999
2020-03-09,-4.7619
2020-03-12,-1.3125
2020-03-16,-10.703
2020-03-17,9.8582
2020-03-18,-14.7837
2020-03-20,16.8182
2020-03-23,-20.2335
2020-03-25,1.626
2020-03-27,0.0
2020-03-30,8.0
2020-04-02,0.0
2020-04-03,1.7037
2020-04-16,-1.6752
2020-04-21,-0.0741
2020-04-22,0.0
2020-04-23,0.0
2020-04-30,-0.5189
2020-05-05,-0.2981
2020-05-12,-0.2242
2020-05-13,-0.0749
2020-05-18,1.1994
2020-05-19,-1.4815
2020-05-20,0.0
2020-05-21,0.0
2020-05-26,9.0226
2020-05-28,-0.3448
2020-05-29,-3.1834
2020-06-03,3.6455
2020-06-08,-0.4828
2020-06-16,-0.3465
2020-06-23,0.8345
2020-06-29,-1.7241
