ticker,FCRM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-11-28,34.6154
2012-12-03,0.0
2012-12-11,0.0
2012-12-19,2.8571
2012-12-20,0.0
2012-12-26,0.0
2012-12-28,-2.7778
2013-01-08,2.8571
2013-01-09,0.0
2013-01-22,0.0
2013-02-05,4.1667
2013-02-07,33.3333
2013-02-20,0.0
2013-02-21,14.0
2013-02-28,-3.5088
2013-04-03,-25.4545
2013-04-08,-4.878
2013-05-08,-10.2564
2013-05-09,-14.2857
2013-05-13,0.0
2013-05-16,16.6667
2013-05-23,-5.7143
2013-05-24,21.2121
2013-08-27,2.5
2013-08-28,0.0
2013-10-01,-4.878
2013-10-10,-23.0769
2013-10-15,0.0
2013-10-17,0.0
2013-10-24,0.0
2013-10-28,-50.0
2013-11-01,20.0
2013-11-14,11.1111
2013-11-20,0.0
2013-11-25,0.0
2013-11-27,0.0
2013-12-11,0.0
2013-12-12,0.0
2013-12-16,0.0
2013-12-19,-15.0
2013-12-24,0.0
2014-01-03,-94.1176
2014-01-14,-90.0
2014-01-23,2900.0
2014-03-04,100.0
2014-04-01,-50.0
2014-05-09,0.0
2014-05-13,0.0
2014-05-27,0.0
2014-06-11,0.0
2014-06-24,0.0
2014-08-05,66.6667
2014-08-26,700.0
2014-08-27,37.5
2014-08-28,-90.9091
2014-09-05,200.0
2014-09-10,0.0
2014-10-03,0.0
2014-11-12,33.3333
2014-11-17,-10.0
2014-11-18,11.1111
2014-11-19,0.0
2014-11-20,100.0
2014-12-15,-47.5
2014-12-30,0.0
2014-12-31,0.0
2015-01-02,0.0
2015-01-07,0.0
2015-01-12,4.7619
2015-01-14,-4.5455
2015-01-16,0.0
2015-01-21,0.0
2015-01-22,19.0476
2015-01-28,0.0
2015-01-30,-8.0
2015-03-13,-95.6522
2015-03-16,1900.0
2015-03-18,0.0
2015-03-20,-10.0
2015-03-24,11.1111
2015-04-29,-95.0
2015-06-01,400.0
2015-06-04,300.0
2015-06-16,-75.0
2015-06-24,320.0
2015-06-26,0.0
2015-07-10,-4.7619
2015-07-31,0.0
2015-08-04,0.0
2015-10-27,-90.0
2015-10-28,0.0
2015-11-18,0.0
2015-12-22,900.0
2015-12-29,-75.0
2016-01-13,-40.0
2016-01-19,566.6667
2016-01-22,-85.0
2016-03-29,233.3333
2016-04-05,0.0
2016-04-07,0.0
2016-04-20,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-05-06,0.0
2016-05-31,0.0
2016-06-01,90.0
2016-06-09,-47.3684
2016-06-15,-10.0
2016-06-17,-44.4444
2016-06-21,-36.0
2016-06-22,212.5
2016-07-07,50.0
2016-08-17,0.0
2016-09-12,-26.6667
2016-09-20,72.7273
2016-10-18,-47.3684
2016-12-08,-90.0
2016-12-23,1400.0
2017-01-04,-66.6667
2017-03-22,0.0
2017-05-30,-60.0
2017-06-22,400.0
2017-07-14,50.0
2017-07-25,-99.9867
2017-07-31,499900.0
2017-08-01,0.0
2017-08-21,50.0
2017-09-20,-33.3333
2017-09-22,50.0
2017-10-06,-33.3333
2017-11-01,80.0
2017-11-03,0.0
2017-11-06,0.0
2017-11-14,0.0
2017-11-22,-16.6667
2017-12-01,66.6667
2017-12-12,-40.0
2017-12-20,33.3333
2017-12-28,50.0
2018-01-02,16.6667
2018-01-17,68.5714
2018-01-23,-57.6271
2018-01-24,-20.0
2018-01-31,0.0
2018-02-07,-25.0
2018-02-08,66.6667
2018-02-09,0.0
2018-03-01,0.0
2018-03-09,-40.0
2018-03-13,33.3333
2018-03-15,-20.0
2018-03-21,118.75
2018-04-12,-42.8571
2018-04-24,25.0
2018-05-01,32.0
2018-05-04,-39.3939
2018-07-16,75.0
2018-07-17,0.0
2018-07-19,42.8571
2018-07-25,-10.0
2018-07-26,0.0
2018-07-31,2.2222
2018-08-06,0.0
2018-08-09,0.0
2018-11-07,-13.0435
2018-11-15,0.0
2018-11-20,-99.9875
2018-11-29,919900.0232
2018-12-06,-34.7826
2018-12-11,-6.6667
2018-12-12,0.0
2018-12-18,-10.7143
2019-03-04,4.0
2019-03-07,-23.0769
2019-09-17,50.0
2019-10-09,3.3333
2019-10-11,-3.2258
2019-11-11,0.0
2019-12-11,0.0
2019-12-18,-33.3333
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-10,50.0
2020-02-11,13.3333
2020-02-20,-11.7647
2020-02-25,-16.3333
2020-02-27,0.0
2020-03-02,-0.7968
2020-03-10,-11.6466
2020-03-11,0.0
2020-03-18,0.0
2020-03-19,31.7727
2020-04-01,-31.0107
2020-04-02,5.0
2020-04-03,-23.8095
2020-04-07,25.0
2020-04-16,0.0
2020-04-22,-32.45
2020-04-23,48.0385
2020-04-27,-30.0
2020-04-29,0.0
2020-05-06,0.0
2020-05-11,0.0
2020-05-12,35.7143
2020-05-19,-5.2632
2020-05-26,-30.0
2020-05-28,4.7619
2020-05-29,3.7879
2020-06-01,2.1898
2020-06-03,28.5714
2020-06-04,5.5556
2020-06-12,-10.526299999999999
2020-06-15,8.8235
2020-06-17,-8.1081
2020-06-19,5.8824
2020-06-22,0.0
2020-06-24,0.0
2020-06-25,-27.7222
2020-06-29,22.9823
2020-07-01,-12.5
2020-07-02,28.5714
2020-07-06,38.8889
2020-07-08,14.0
2020-07-15,-43.8596
2020-07-17,6.25
2020-07-20,0.5882
2020-07-21,5.848
2020-07-28,-22.6519
2020-07-29,57.1429
2020-07-30,-9.0909
