ticker,NMRD US Equity
2017-06-23,0.0
2017-06-26,0.9434
2017-06-27,-3.7382999999999997
2017-06-28,6.6019
2017-06-29,-0.7286
2017-06-30,0.0
2017-07-03,0.0
2017-07-05,-8.2569
2017-07-06,7.0
2017-07-07,-10.2804
2017-07-10,4.1667
2017-07-11,0.0
2017-07-12,-5.4
2017-07-13,5.7082
2017-07-14,-19.2
2017-07-17,8.9109
2017-07-18,2.0455
2017-07-19,20.1002
2017-07-20,13.1201
2017-07-21,4.918
2017-07-24,-18.6328
2017-07-25,10.4177
2017-07-26,-7.8261
2017-07-27,-6.6038
2017-07-28,15.1515
2017-07-31,14.0351
2017-08-01,3.0769
2017-08-02,-2.1493
2017-08-03,-14.5821
2017-08-04,-2.6786
2017-08-07,5.5046
2017-08-08,-4.3478
2017-08-09,1.8182
2017-08-10,-4.6429
2017-08-11,-1.4981
2017-08-14,-3.0418
2017-08-15,-1.7647
2017-08-16,3.7923999999999998
2017-08-17,-1.3462
2017-08-18,1.1696
2017-08-21,-1.7341
2017-08-22,-3.9215999999999998
2017-08-23,-1.0204
2017-08-24,-0.8247
2017-08-25,-1.0395
2017-08-28,5.2521
2017-08-29,-0.3992
2017-08-30,6.6132
2017-08-31,0.2744
2017-09-01,5.9123
2017-09-05,-5.3097
2017-09-06,-0.9346
2017-09-07,-1.2264
2017-09-08,-4.489
2017-09-11,1.0
2017-09-12,-0.9901
2017-09-13,19.6
2017-09-14,-5.5184
2017-09-15,-7.6106
2017-09-18,-1.8506
2017-09-20,-0.5543
2017-09-21,0.0981
2017-09-22,0.0
2017-09-25,2.9412000000000003
2017-09-26,-3.1429
2017-09-27,-3.6382
2017-09-28,-2.2449
2017-09-29,-4.2797
2017-10-02,-1.8538999999999999
2017-10-03,-2.2222
2017-10-04,0.2273
2017-10-05,-0.6803
2017-10-06,-4.1096
2017-10-09,1.1905000000000001
2017-10-10,11.7647
2017-10-11,16.8421
2017-10-12,6.3063
2017-10-13,2.5423999999999998
2017-10-16,-6.6116
2017-10-18,-8.6726
2017-10-19,-2.1318
2017-10-20,6.1386
2017-10-23,-4.4776
2017-10-24,0.5859
2017-10-25,-2.9126
2017-10-26,0.0
2017-10-27,-1.0
2017-10-30,0.0
2017-10-31,-4.0404
2017-11-01,2.1053
2017-11-03,-0.8247
2017-11-06,1.8711
2017-11-07,-8.1633
2017-11-08,5.3333
2017-11-09,1.2658
2017-11-10,0.0
2017-11-13,2.7083
2017-11-14,2.4341
2017-11-15,4.7524999999999995
2017-11-16,-4.3478
2017-11-17,-0.9684
2017-11-20,0.9778
2017-11-21,-1.1858
2017-11-22,0.4
2017-11-27,-0.3984
2017-11-28,0.0
2017-11-29,0.0
2017-12-01,-2.0
2017-12-04,2.0408
2017-12-05,0.6
2017-12-06,-0.5964
2017-12-07,4.4
2017-12-08,7.2797
2017-12-11,-0.8946
2017-12-12,3.6055
2017-12-13,-4.6957
2017-12-14,-0.5474
2017-12-18,-4.4037
2017-12-19,-4.0307
2017-12-21,1.0
2017-12-22,10.6931
2017-12-26,-7.6923
2017-12-27,-1.938
2017-12-28,1.3834
2017-12-29,-0.5848
2018-01-02,0.1961
2018-01-03,-2.9354
2018-01-04,0.8065
2018-01-05,1.0
2018-01-08,-0.9901
2018-01-09,2.0
2018-01-10,-1.9607999999999999
2018-01-11,-1.0
2018-01-12,1.3152
2018-01-16,-1.8963
2018-01-18,-0.813
2018-01-19,-1.6393
2018-01-22,-2.0833
2018-01-23,6.383
2018-01-24,13.0
2018-01-25,5.3097
2018-01-26,-3.3613
2018-01-29,-8.5217
2018-01-30,-0.1901
2018-01-31,7.2381
2018-02-01,10.3446
2018-02-02,0.8225
2018-02-05,-6.0046
2018-02-06,-1.4845
2018-02-07,-2.5862
2018-02-08,-4.246
2018-02-09,-2.4029
2018-02-12,-0.5701
2018-02-13,1.9048
2018-02-14,-1.8692
2018-02-15,-0.5905
2018-02-16,10.9408
2018-02-20,-8.6736
2018-02-21,1.1763
2018-02-22,-2.8037
2018-02-23,7.6923
2018-02-26,-5.1786
2018-02-27,-1.3183
2018-02-28,-1.7176
2018-03-01,-2.1359
2018-03-02,2.2024
2018-03-05,3.4751
2018-03-06,-4.3152
2018-03-07,-1.3725
2018-03-08,2.9821
2018-03-09,3.2819
2018-03-12,-1.1215
2018-03-13,-2.2684
2018-03-14,-0.9671
2018-03-15,0.5859
2018-03-16,-2.5243
2018-03-19,0.0
2018-03-20,-0.3984
2018-03-21,0.3
2018-03-22,-0.2991
2018-03-23,1.0
2018-03-26,-0.5941
2018-03-27,-0.3984
2018-03-28,-4.6
2018-03-29,-4.6122
2018-04-02,0.6549
2018-04-03,0.8778
2018-04-04,-8.8745
2018-04-05,-4.9881
2018-04-06,-13.88
2018-04-09,23.3744
2018-04-10,0.2353
2018-04-11,0.939
2018-04-12,-1.1628
2018-04-13,-3.2941
2018-04-16,-5.6691
2018-04-17,-2.5019
2018-04-18,6.3492
2018-04-19,-7.0945
2018-04-20,2.5436
2018-04-23,-2.8644
2018-04-24,0.0
2018-04-25,-0.8091
2018-04-26,-9.2141
2018-04-27,-0.2985
2018-04-30,-1.1976
2018-05-01,19.0909
2018-05-02,-15.0127
2018-05-03,-2.6946
2018-05-04,-2.0
2018-05-07,-5.4945
2018-05-08,0.6645
2018-05-09,-0.33
2018-05-10,0.9934
2018-05-11,1.6393
2018-05-14,-1.6129
2018-05-15,-0.9836
2018-05-16,0.0
2018-05-17,-0.0132
2018-05-18,-0.0166
2018-05-21,-0.6326
2018-05-22,-3.0
2018-05-23,3.7766
2018-05-24,-7.2817
2018-05-25,0.0
2018-05-29,-1.0714
2018-05-30,0.3249
2018-05-31,0.7557
2018-06-01,3.9286
2018-06-04,1.7182
2018-06-05,-3.0405
2018-06-06,0.3484
2018-06-07,-0.3472
2018-06-08,-2.439
2018-06-11,-0.3571
2018-06-12,-8.2437
2018-06-13,8.9844
2018-06-14,-3.2258
2018-06-15,-4.4481
2018-06-18,-0.7713
2018-06-19,-1.5625
2018-06-20,2.3810000000000002
2018-06-21,4.2636
2018-06-22,0.0
2018-06-25,-1.7993000000000001
2018-06-26,4.1036
2018-06-27,1.8182
2018-06-28,6.4286
2018-06-29,-6.0403
2018-07-02,-6.0714
2018-07-03,2.6616
2018-07-05,-1.8519
2018-07-06,-0.3774
2018-07-09,-4.5455
2018-07-10,-8.7302
2018-07-11,-8.2609
2018-07-12,2.1232
2018-07-13,-1.1509
2018-07-16,5.0376
2018-07-17,13.5297
2018-07-18,12.2047
2018-07-19,8.4526
2018-07-20,-16.8527
2018-07-23,-6.2257
2018-07-24,-1.834
2018-07-25,-0.6679
2018-07-26,-6.8085
2018-07-27,1.7215
2018-07-30,-3.039
2018-07-31,6.9444
2018-08-01,20.1299
2018-08-02,-7.3874
2018-08-03,-2.7237
2018-08-06,2.0
2018-08-07,-1.9607999999999999
2018-08-08,-4.0
2018-08-09,-3.75
2018-08-10,-1.2987
2018-08-13,0.6316
2018-08-14,-4.1144
2018-08-15,-4.0909
2018-08-16,0.4739
2018-08-17,7.5755
2018-08-20,-3.8893
2018-08-21,2.9746
2018-08-22,-1.2006999999999999
2018-08-23,-1.3453
2018-08-24,-3.6364
2018-08-27,3.7736
2018-08-28,-1.3636
2018-08-29,-0.9217
2018-08-30,-2.1209
2018-08-31,-0.9219
2018-09-04,-0.7194
2018-09-05,7.3237
2018-09-06,2.1786
2018-09-07,-3.0132
2018-09-10,4.0153
2018-09-11,-5.8777
2018-09-12,32.69
2018-09-13,19.9301
2018-09-14,-6.9971
2018-09-17,-3.1348
2018-09-18,5.8252
2018-09-19,-0.3058
2018-09-20,-4.908
2018-09-21,-1.9355
2018-09-24,5.9211
2018-09-25,-3.1056
2018-09-26,-8.0128
2018-09-27,-6.9686
2018-09-28,-10.8614
2018-10-01,2.1008
2018-10-02,-4.1152
2018-10-03,-3.4335
2018-10-04,-0.8889
2018-10-05,-2.2422
2018-10-08,-2.3624
2018-10-09,5.7082
2018-10-10,-4.0
2018-10-11,4.1667
2018-10-12,-4.4444
2018-10-15,-3.4186
2018-10-16,-4.6472
2018-10-17,6.0606
2018-10-18,-0.4762
2018-10-19,1.9139
2018-10-22,6.1033
2018-10-23,-1.3274
2018-10-24,-8.0717
2018-10-25,-2.439
2018-10-26,5.0
2018-10-29,-3.8095
2018-10-30,-1.9802
2018-10-31,-1.5152
2018-11-01,2.0513
2018-11-02,1.005
2018-11-05,-0.8955
2018-11-06,-1.1044
2018-11-07,-4.5685
2018-11-08,6.383
2018-11-09,-2.5
2018-11-12,-4.1026
2018-11-13,-4.8128
2018-11-14,-5.0449
2018-11-15,6.4963
2018-11-16,3.3333
2018-11-19,2.6882
2018-11-20,-0.5236
2018-11-21,1.3105
2018-11-23,-3.9431000000000003
2018-11-26,0.5895
2018-11-27,-7.5219000000000005
2018-11-28,2.907
2018-11-29,-2.8249
2018-11-30,10.4651
2018-12-03,0.0
2018-12-04,-2.8632
2018-12-06,-0.3034
2018-12-07,-7.6141
2018-12-10,-4.112
2018-12-11,-4.908
2018-12-12,-12.2581
2018-12-13,6.6176
2018-12-14,-6.2069
2018-12-17,2.2059
2018-12-18,-39.223
2018-12-19,-1.16
2018-12-20,1.4849999999999999
2018-12-21,11.9896
2018-12-24,6.4278
2018-12-26,-5.9406
2018-12-27,-9.473700000000001
2018-12-28,6.9767
2018-12-31,-2.1739
2019-01-02,5.5556
2019-01-03,-4.7579
2019-01-04,2.2767
2019-01-07,6.9808
2019-01-08,-6.1616
2019-01-09,-0.099
2019-01-10,13.1368
2019-01-11,-4.0
2019-01-14,4.1667
2019-01-15,2.8571
2019-01-16,-0.9259
2019-01-17,-4.6916
2019-01-18,1.0002
2019-01-22,-0.9709
2019-01-23,1.9607999999999999
2019-01-24,0.9615
2019-01-25,-0.9524
2019-01-28,0.0
2019-01-29,-1.0577
2019-01-30,1.069
2019-01-31,0.9615
2019-02-01,-0.9524
2019-02-04,7.1635
2019-02-05,-2.1983
2019-02-06,0.0
2019-02-07,-6.422
2019-02-08,0.9804
2019-02-11,22.3301
2019-02-12,-7.9365
2019-02-13,-7.7586
2019-02-14,-0.9346
2019-02-15,1.8868
2019-02-19,-1.8519
2019-02-20,2.8302
2019-02-21,3.6696999999999997
2019-02-22,7.9735
2019-02-25,3.9341
2019-02-26,-7.8543
2019-02-27,-1.5747
2019-02-28,1.2434
2019-03-01,-2.5421
2019-03-04,0.4582
2019-03-05,0.0
2019-03-06,-10.526299999999999
2019-03-07,0.9804
2019-03-08,4.8544
2019-03-11,-5.5556
2019-03-12,1.9607999999999999
2019-03-13,0.0
2019-03-14,-3.3654
2019-03-15,-1.5025
2019-03-18,-2.0002
2019-03-19,1.0411
2019-03-20,0.4897
2019-03-21,3.5533
2019-03-22,0.9902
2019-03-25,2.9026
2019-03-26,-0.9434
2019-03-27,0.0
2019-03-28,-2.8571
2019-03-29,0.9804
2019-04-01,-0.9709
2019-04-02,1.9607999999999999
2019-04-03,-0.9615
2019-04-04,0.9709
2019-04-05,1.9231
2019-04-08,-3.7736
2019-04-09,0.3824
2019-04-10,1.5724
2019-04-11,2.1635
2019-04-12,-2.1176
2019-04-15,1.9231
2019-04-16,-2.8302
2019-04-17,0.0
2019-04-18,0.9709
2019-04-22,-4.8077
2019-04-23,-2.0202
2019-04-24,5.2062
2019-04-25,-3.9686
2019-04-26,4.0816
2019-04-29,-6.8627
2019-04-30,1.0737
2019-05-01,-0.3645
2019-05-02,-2.7908
2019-05-03,7.0108
2019-05-06,-6.2299
2019-05-07,0.7287
2019-05-08,-0.2553
2019-05-09,-1.0559
2019-05-10,-2.9859
2019-05-13,-2.8889
2019-05-14,2.9748
2019-05-15,0.0
2019-05-16,-2.2222
2019-05-17,0.0
2019-05-20,2.625
2019-05-21,-3.3662
2019-05-22,-0.8136
2019-05-23,16.3355
2019-05-24,2.1847
2019-05-28,5.9378
2019-05-29,-3.6786
2019-05-30,-1.9048
2019-05-31,-12.6214
2019-06-03,-3.3444
2019-06-04,-3.989
2019-06-05,2.9574
2019-06-06,-1.1629
2019-06-07,1.1766
2019-06-10,0.5815
2019-06-11,5.8619
2019-06-12,-5.6029
2019-06-13,-1.6545
2019-06-14,-2.3412
2019-06-17,3.602
2019-06-18,1.2674
2019-06-19,-3.5595
2019-06-20,4.2743
2019-06-21,-0.6623
2019-06-24,2.6322
2019-06-25,-4.2446
2019-06-26,15.6491
2019-06-27,2.144
2019-06-28,-0.9901
2019-07-01,-0.99
2019-07-02,-4.0299
2019-07-03,-1.0945
2019-07-05,-3.1709
2019-07-08,-3.2967
2019-07-09,0.0
2019-07-10,6.8182
2019-07-11,-3.8255
2019-07-12,5.0838
2019-07-15,-4.2105
2019-07-16,-4.2857
2019-07-17,-1.2629000000000001
2019-07-18,4.7326
2019-07-19,-2.2982
2019-07-22,2.2727
2019-07-23,-4.4444
2019-07-24,3.3605
2019-07-25,-3.2512
2019-07-26,0.5349
2019-07-29,4.0828
2019-07-30,-1.0334
2019-07-31,-6.344
2019-08-01,5.383
2019-08-02,4.6644
2019-08-05,-4.3478
2019-08-06,6.8182
2019-08-07,9.0319
2019-08-08,-0.4781
2019-08-09,0.0
2019-08-12,-1.9607999999999999
2019-08-13,-19.06
2019-08-14,0.0741
2019-08-15,-1.716
2019-08-16,0.4773
2019-08-19,-4.8381
2019-08-20,5.0972
2019-08-21,-2.5125
2019-08-22,1.295
2019-08-23,-3.7721999999999998
2019-08-26,3.92
2019-08-27,-5.7532
2019-08-28,-3.2973
2019-08-29,8.3333
2019-08-30,0.0
2019-09-03,0.0
2019-09-04,-2.5641
2019-09-05,5.2632
2019-09-06,1.25
2019-09-09,3.7037
2019-09-10,2.3810000000000002
2019-09-11,-5.814
2019-09-12,0.1358
2019-09-13,4.796
2019-09-16,-0.5882
2019-09-17,1.1834
2019-09-18,-1.9323000000000001
2019-09-19,-4.5891
2019-09-20,-2.4875
2019-09-23,-1.0383
2019-09-24,-6.7358
2019-09-25,4.2361
2019-09-26,0.3864
2019-09-27,0.876
2019-09-30,-3.9474
2019-10-01,9.589
2019-10-02,-5.625
2019-10-03,5.9603
2019-10-04,-6.875
2019-10-07,-3.3557
2019-10-08,4.6944
2019-10-09,2.1491
2019-10-10,-5.2181
2019-10-11,-3.8120000000000003
2019-10-14,2.1795
2019-10-15,1.7705
2019-10-16,-2.1918
2019-10-17,5.042
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,1.3333
2019-10-23,-2.6184
2019-10-24,-0.3445
2019-10-25,0.3186
2019-10-28,2.7031
2019-10-29,1.3291
2019-10-30,0.8052
2019-10-31,-3.8521
2019-11-01,0.4958
2019-11-04,-3.5187
2019-11-05,3.6332
2019-11-06,-2.6536999999999997
2019-11-07,0.6575
2019-11-08,-9.4992
2019-11-11,-2.2556
2019-11-12,-3.0769
2019-11-13,1.5873
2019-11-14,-2.3594
2019-11-15,-5.7609
2019-11-18,6.1301
2019-11-19,0.0
2019-11-20,7.192
2019-11-21,0.0075
2019-11-22,2.2388
2019-11-25,-6.9489
2019-11-26,-15.3593
2019-11-27,0.1297
2019-11-29,5.5165
2019-12-02,-6.3089
2019-12-03,11.2653
2019-12-04,2.3755
2019-12-05,-17.8057
2019-12-06,2.708
2019-12-09,-10.5561
2019-12-10,6.6771
2019-12-11,-0.8163
2019-12-12,-7.6132
2019-12-13,-2.4499
2019-12-16,0.4566
2019-12-17,-9.0909
2019-12-18,-5.4875
2019-12-19,-11.6519
2019-12-20,5.3892
2019-12-23,-5.9658999999999995
2019-12-24,2.1148
2019-12-26,-0.7959
2019-12-27,8.258
2019-12-30,-1.3774
2019-12-31,-2.2346
2020-01-02,-1.1429
2020-01-03,3.7572
2020-01-06,-3.4819
2020-01-07,5.1169
2020-01-08,-4.9364
2020-01-09,6.3394
2020-01-10,-0.5975
2020-01-13,-1.6393
2020-01-14,-3.6111
2020-01-15,3.5764
2020-01-16,-2.6182
2020-01-17,2.9171
2020-01-21,-4.2225
2020-01-22,0.2899
2020-01-23,-3.1792
2020-01-24,-4.1791
2020-01-27,-11.215
2020-01-28,2.1368
2020-01-29,1.0444
2020-01-30,0.8704
2020-01-31,7.1826
2020-02-03,5.3459
2020-02-04,-5.3731
2020-02-05,2.1136
2020-02-06,0.6611
2020-02-07,-4.4408
2020-02-10,-0.5845
2020-02-11,-3.0851
2020-02-12,2.96
2020-02-13,6.2646
2020-02-14,-4.375
2020-02-18,-1.5516
2020-02-19,4.9288
2020-02-20,0.5459
2020-02-21,-3.681
2020-02-24,4.7771
2020-02-25,76.2918
2020-02-26,19.6552
2020-02-27,-3.4582
2020-02-28,-18.6567
2020-03-02,46.789
2020-03-03,-6.2025
2020-03-04,-0.0506
2020-03-05,-5.3333
2020-03-06,1.1268
2020-03-09,-4.5961
2020-03-10,-5.1095
2020-03-11,-3.3846
2020-03-12,-1.1146
2020-03-13,8.6957
2020-03-16,-6.3704
2020-03-17,3.0063
2020-03-18,4.467
2020-03-19,-6.6286000000000005
2020-03-20,-2.3622
2020-03-23,-5.0
2020-03-24,-14.7708
2020-03-25,18.3267
2020-03-26,-2.9798
2020-03-27,-4.2166
2020-03-30,6.7029
2020-03-31,-0.5093
2020-04-01,5.802
2020-04-02,-3.3871
2020-04-03,-9.182
2020-04-06,-1.7463
2020-04-07,4.7708
2020-04-08,6.7857
2020-04-09,-18.2274
2020-04-13,1.227
2020-04-14,6.6667
2020-04-15,-0.7576
2020-04-16,-1.7176
2020-04-17,3.6893000000000002
2020-04-20,-5.2041
2020-04-21,2.7241999999999997
2020-04-22,5.1923
2020-04-23,-0.3656
2020-04-24,0.1835
2020-04-27,-5.6777
2020-04-28,-0.3883
2020-04-29,-3.1189
2020-04-30,0.2012
2020-05-01,0.2008
2020-05-04,0.2004
2020-05-05,4.6
2020-05-06,-0.5736
2020-05-07,-0.4808
2020-05-08,-2.2222
2020-05-11,-0.1976
2020-05-12,-5.9406
2020-05-13,4.2105
2020-05-14,13.3333
2020-05-15,20.3209
2020-05-18,9.9259
2020-05-19,-1.8194
2020-05-20,-15.6184
2020-05-21,9.8061
2020-05-22,0.0
2020-05-26,7.4074
2020-05-27,10.3448
2020-05-28,-10.4338
2020-05-29,1.8799000000000001
2020-06-01,3.8356
2020-06-02,-1.0554
2020-06-03,-1.8667
2020-06-04,-2.8533
2020-06-05,0.0
2020-06-08,8.3916
2020-06-09,0.6452
2020-06-10,1.1538
2020-06-11,-8.4918
2020-06-12,7.3407
2020-06-15,33.9355
2020-06-16,14.6435
2020-06-17,14.958
2020-06-18,0.5117
2020-06-19,7.8545
2020-06-22,3.7087
2020-06-23,-23.5371
2020-06-24,-14.0306
2020-06-25,4.8467
2020-06-26,-9.434
2020-06-29,-6.1458
2020-06-30,2.6637
2020-07-01,-4.8649000000000004
2020-07-02,-2.6136
2020-07-06,-5.2509
2020-07-07,-3.6946
2020-07-08,2.5575
2020-07-09,-3.99
2020-07-10,0.7792
2020-07-13,2.9638999999999998
2020-07-14,-0.2503
2020-07-15,18.946
2020-07-16,-0.3165
2020-07-17,1.5873
2020-07-20,4.0625
2020-07-21,-9.4094
2020-07-22,-4.9724
2020-07-23,13.1395
2020-07-24,-2.6721
2020-07-27,-2.2175
2020-07-28,-27.9158
2020-07-29,-11.161
2020-07-30,7.2513
2020-07-31,-0.3145
