ticker,INVS US Equity
2013-12-13,3.75
2013-12-16,-1.2048
2013-12-17,-4.4715
2013-12-18,-4.25
2013-12-19,-11.5605
2013-12-20,7.0352
2013-12-23,0.0
2013-12-24,-1.8838
2013-12-26,2.877
2013-12-27,2.3256
2013-12-30,-1.3636
2013-12-31,1.3825
2014-01-02,-2.2727
2014-01-03,-2.3256
2014-01-06,-0.9583
2014-01-07,1.9292
2014-01-08,-2.3585
2014-01-09,2.8986
2014-01-10,-0.9331
2014-01-13,-5.2189
2014-01-14,5.0
2014-01-15,-4.2857
2014-01-16,2.9851
2014-01-17,-0.9662
2014-01-21,1.4634
2014-01-22,-1.4423
2014-01-23,-2.439
2014-01-24,2.0
2014-01-27,1.4706000000000001
2014-01-28,-2.8986
2014-01-29,0.4975
2014-01-30,2.4752
2014-01-31,-1.4493
2014-02-03,-3.9215999999999998
2014-02-04,-4.0816
2014-02-05,-4.2553
2014-02-06,-6.1111
2014-02-07,14.2012
2014-02-10,8.2902
2014-02-11,-3.8278
2014-02-12,0.4975
2014-02-13,1.4851
2014-02-14,-2.439
2014-02-18,3.0
2014-02-19,-4.3689
2014-02-20,1.5228000000000002
2014-02-21,0.0
2014-02-24,-1.0
2014-02-25,0.0
2014-02-26,0.0
2014-02-27,-1.5152
2014-02-28,-2.5641
2014-03-03,0.0
2014-03-04,1.0526
2014-03-05,1.0417
2014-03-06,0.5155
2014-03-07,0.0
2014-03-10,0.0
2014-03-11,1.0256
2014-03-12,-0.5076
2014-03-13,-3.0612
2014-03-14,5.2632
2014-03-17,0.0
2014-03-18,-8.5
2014-03-19,10.3825
2014-03-20,-0.495
2014-03-21,-1.4925
2014-03-24,-6.0606
2014-03-25,3.7634
2014-03-26,3.6269
2014-03-27,-0.5
2014-03-28,-3.0151
2014-03-31,-0.5181
2014-04-01,3.125
2014-04-02,-1.5152
2014-04-03,1.0256
2014-04-04,-1.0152
2014-04-07,0.0
2014-04-08,-5.641
2014-04-09,2.7174
2014-04-10,3.1746
2014-04-11,-7.1795
2014-04-14,-1.6505999999999998
2014-04-15,2.8018
2014-04-16,-2.1858
2014-04-17,6.1453
2014-04-21,-6.3158
2014-04-22,3.9326
2014-04-23,-2.7027
2014-04-24,-4.4444
2014-04-25,5.814
2014-04-28,-1.0989
2014-04-29,-6.6667
2014-04-30,-8.3333
2014-05-01,-16.2338
2014-05-02,-1.5504
2014-05-05,14.1732
2014-05-06,0.0
2014-05-07,-1.3793
2014-05-08,-0.6993
2014-05-09,-1.4085
2014-05-12,3.5714
2014-05-13,-6.2069
2014-05-14,0.0
2014-05-15,-4.4118
2014-05-16,0.0
2014-05-19,-7.6923
2014-05-20,5.0
2014-05-21,30.9524
2014-05-22,9.0909
2014-05-23,18.3333
2014-05-27,-4.6948
2014-05-28,-2.4631
2014-05-29,-3.0303
2014-05-30,-1.5625
2014-06-02,-2.1164
2014-06-03,-0.5405
2014-06-04,-2.1739
2014-06-05,3.3333
2014-06-06,-0.5376
2014-06-09,2.7027
2014-06-10,-2.6316
2014-06-11,-4.8649000000000004
2014-06-12,0.0
2014-06-13,-2.8409
2014-06-16,-2.924
2014-06-17,-9.0361
2014-06-18,-3.3113
2014-06-19,6.1644
2014-06-20,-3.2258
2014-06-23,-3.3333
2014-06-24,0.0
2014-06-25,0.0
2014-06-26,-3.4483
2014-06-27,-5.0
2014-06-30,15.0376
2014-07-01,5.8824
2014-07-02,0.0
2014-07-03,-0.6173
2014-07-07,-13.0357
2014-07-08,-3.58
2014-07-09,-5.9259
2014-07-10,-9.4488
2014-07-11,-4.3478
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,-2.7273
2014-07-17,-0.9346
2014-07-18,-5.6604
2014-07-21,-5.0
2014-07-22,18.947400000000002
2014-07-23,-11.5044
2014-07-24,4.0
2014-07-25,0.0
2014-07-28,5.7692
2014-07-29,-2.7273
2014-07-30,3.7382999999999997
2014-07-31,-1.8018
2014-08-01,0.9174
2014-08-04,4.5455
2014-08-05,0.0
2014-08-06,6.087
2014-08-07,-13.9344
2014-08-08,-3.8095
2014-08-11,-0.9901
2014-08-12,5.0
2014-08-13,-4.7619
2014-08-14,-4.9813
2014-08-15,-6.8473
2014-08-18,7.3295
2014-08-19,-5.2632
2014-08-20,0.0
2014-08-21,-7.7778
2014-08-22,2.4096
2014-08-25,4.7059
2014-08-26,1.1236
2014-08-27,0.0
2014-08-28,-5.5347
2014-08-29,4.6828
2014-09-02,-11.236
2014-09-03,-2.5316
2014-09-04,-2.5974
2014-09-05,0.0
2014-09-08,10.6667
2014-09-09,8.4337
2014-09-10,-2.2222
2014-09-11,13.6364
2014-09-12,30.0
2014-09-15,-6.1538
2014-09-16,1.6393
2014-09-17,-7.2581
2014-09-18,0.0
2014-09-19,-0.8696
2014-09-22,-7.8947
2014-09-23,19.0357
2014-09-24,-7.9908
2014-09-25,1.7391
2014-09-29,0.0
2014-09-30,-11.9551
2014-10-01,-0.0121
2014-10-02,-4.8544
2014-10-03,21.4286
2014-10-06,-20.1681
2014-10-07,5.2632
2014-10-08,5.0
2014-10-09,-14.2857
2014-10-10,0.0139
2014-10-13,0.0
2014-10-14,2.208
2014-10-15,-3.1929
2014-10-16,3.2982
2014-10-17,-3.1861
2014-10-20,6.6592
2014-10-21,-1.0526
2014-10-22,0.0
2014-10-23,-4.2553
2014-10-24,-1.1111
2014-10-27,-5.618
2014-10-28,1.1905000000000001
2014-10-29,-5.8676
2014-10-30,-2.5152
2014-10-31,1.2821
2014-11-03,-5.0633
2014-11-04,-1.4667
2014-11-05,-9.3369
2014-11-06,5.9701
2014-11-07,0.0
2014-11-10,7.0423
2014-11-11,-3.9474
2014-11-12,-4.1096
2014-11-13,-2.8571
2014-11-14,1.4889999999999999
2014-11-18,1.4309
2014-11-19,4.2857
2014-11-20,2.7397
2014-11-21,-2.6667
2014-11-24,-15.0685
2014-11-25,8.8911
2014-11-26,8.1281
2014-11-28,-7.5171
2014-12-01,-2.2403
2014-12-02,0.0
2014-12-03,-4.5265
2014-12-04,0.0
2014-12-05,5.5346
2014-12-08,-7.5188
2014-12-09,-2.439
2014-12-10,-6.6667
2014-12-11,8.8951
2014-12-12,-16.3677
2014-12-15,-9.8039
2014-12-16,10.8696
2014-12-17,0.1961
2014-12-18,5.614
2014-12-19,-7.3538
2014-12-22,-4.0
2014-12-23,-1.0417
2014-12-24,-7.3684
2014-12-26,-2.2727
2014-12-29,6.9767
2014-12-30,2.1739
2014-12-31,-4.2553
2015-01-02,17.7778
2015-01-05,-0.0236
2015-01-06,-11.2998
2015-01-07,12.7394
2015-01-08,-7.5254
2015-01-12,8.1633
2015-01-13,-5.6604
2015-01-14,5.975
2015-01-15,1.9108
2015-01-16,-1.8519
2015-01-20,-28.1722
2015-01-21,36.595
2015-01-22,-1.9231
2015-01-23,0.0
2015-01-26,-11.7402
2015-01-27,15.5235
2015-01-28,38.4615
2015-01-29,-2.3611
2015-01-30,-0.4267
2015-02-02,41.4286
2015-02-03,-24.2424
2015-02-04,0.0
2015-02-05,0.0
2015-02-09,-4.0
2015-02-10,-2.3611
2015-02-11,-0.4267
2015-02-12,11.4286
2015-02-13,-3.8462
2015-02-17,26.6667
2015-02-18,-3.1579
2015-02-20,-3.2609
2015-02-23,-10.1124
2015-02-24,-2.5
2015-02-26,-28.1891
2015-02-27,33.8987
2015-03-02,-1.3333
2015-03-05,-10.8108
2015-03-06,-5.2841000000000005
2015-03-09,0.7798
2015-03-10,1.5873
2015-03-11,-1.5625
2015-03-12,-4.7619
2015-03-13,-3.3125
2015-03-16,12.0448
2015-03-18,-10.7692
2015-03-19,-5.1724
2015-03-25,-9.0909
2015-03-26,4.0
2015-03-27,-7.6683
2015-03-30,0.0
2015-04-01,149.9349
2015-04-02,-49.1667
2015-04-06,-1.6393
2015-04-07,0.0
2015-04-10,-16.6667
2015-04-13,-55.0
2015-04-14,64.4444
2015-04-15,-5.4054
2015-04-16,-12.857099999999999
2015-04-17,1.9672
2015-04-22,-3.537
2015-04-23,0.3333
2015-04-24,0.0
2015-04-27,0.0
2015-04-28,4.9834
2015-04-29,10.7595
2015-04-30,0.0
2015-05-04,-12.5714
2015-05-05,14.3791
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-05-11,0.2857
2015-05-12,1.1396
2015-05-14,0.0
2015-05-18,-1.1268
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,-0.2849
2015-05-22,0.2857
2015-05-27,-0.5698
2015-05-28,0.0
2015-05-29,0.0
2015-06-02,-13.7536
2015-06-03,0.0
2015-06-04,-26.2458
2015-06-05,-0.9009
2015-06-08,18.1818
2015-06-09,-3.8462
2015-06-10,0.0
2015-06-11,-20.0
2015-06-12,-19.5
2015-06-15,10.559
2015-06-16,0.0
2015-06-17,6.7416
2015-06-18,18.4211
2015-06-19,-11.1111
2015-06-22,-16.0
2015-06-23,1.1905000000000001
2015-06-24,-1.1764999999999999
2015-06-25,0.0
2015-06-29,1.1905000000000001
2015-06-30,-1.1764999999999999
2015-07-01,1.1905000000000001
2015-07-02,0.0
2015-07-07,-1.1764999999999999
2015-07-08,0.0
2015-07-09,-4.7619
2015-07-10,0.0
2015-07-13,-1.25
2015-07-14,-1.8987
2015-07-15,0.6452
2015-07-22,6.4103
2015-07-23,-6.0241
2015-07-27,4.4872
2015-07-30,4.2945
2015-07-31,-2.3529
2015-08-04,8.4337
2015-08-05,22.2222
2015-08-07,2.7273
2015-08-10,10.6195
2015-08-11,8.0
2015-08-12,3.3333
2015-08-13,2.155
2015-08-17,1.7499
2015-08-18,-3.4483
2015-08-19,1.7856999999999998
2015-08-20,3.5088
2015-08-21,1.3559
2015-08-24,-9.3645
2015-08-26,0.0
2015-08-27,-0.369
2015-08-28,1.8519
2015-08-31,7.2727
2015-09-08,1.6949
2015-09-09,0.0
2015-09-10,0.0
2015-09-11,0.0
2015-09-14,0.0
2015-09-15,2.3333
2015-09-16,-5.5375
2015-09-17,-5.5172
2015-09-18,-9.1241
2015-09-22,0.4016
2015-09-23,-8.8
2015-09-24,5.2632
2015-09-30,-5.0
2015-10-06,-5.7018
2015-10-15,0.0
2015-10-16,0.0
2015-10-23,-4.186
2015-10-26,-26.699
2015-10-27,32.4503
2015-10-28,5.0
2015-10-29,2.3810000000000002
2015-10-30,0.4651
2015-11-02,15.7407
2015-11-03,0.0
2015-11-04,0.0
2015-11-06,-12.0
2015-11-09,13.6364
2015-11-10,0.0
2015-11-11,0.0
2015-11-13,-14.0
2015-11-16,15.814
2015-11-18,0.0
2015-11-23,0.0
2015-12-03,-0.4016
2015-12-10,0.4032
2015-12-11,-9.6386
2015-12-16,11.5556
2015-12-17,1.5936
2015-12-18,-40.3922
2015-12-21,31.5789
2015-12-23,0.0
2015-12-28,-0.5
2015-12-29,-19.598
2015-12-30,15.625
2015-12-31,-8.6486
2016-01-04,-5.3254
2016-01-12,-21.875
2016-01-13,0.0
2016-01-21,0.0
2016-01-28,0.0
2016-01-29,0.0
2016-02-01,0.0
2016-02-02,0.0
2016-02-17,-4.8
2016-02-19,0.0
2016-02-25,-3.3613
2016-02-26,-14.7826
2016-03-07,-17.3469
2016-03-09,23.4568
2016-03-11,-20.0
2016-03-14,6.25
2016-03-15,-11.7647
2016-03-18,6.6667
2016-03-21,6.25
2016-04-11,-29.4118
2016-04-12,-9.625
2016-04-15,-3.1812
2016-04-18,-16.1905
2016-04-22,59.0909
2016-04-26,-32.8571
2016-05-05,0.0
2016-05-10,-6.383
2016-05-12,-3.4091
2016-05-17,17.647100000000002
2016-05-19,-18.0
2016-05-23,0.0
2016-05-24,0.0
2016-06-24,0.0
2016-07-01,0.0
2016-07-07,-2.439
2016-07-11,0.0
2016-07-19,0.0
2016-07-21,0.0
2016-07-27,0.0
2016-08-11,0.0
2016-08-22,0.0
2016-08-24,0.0
2016-08-26,0.0
2016-09-01,0.0
2016-09-06,0.0
2016-09-08,2.5
2016-09-12,0.0
2016-09-28,0.0
2016-10-19,0.0
2016-11-10,0.0
2016-11-14,3.9024
2016-11-16,-3.7559
2016-11-21,-2.439
2016-11-22,0.0
2016-11-23,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-12-01,-12.5
2016-12-05,0.0
2016-12-06,-11.4286
2016-12-07,-3.2661
2016-12-09,-7.6699
2016-12-12,-2.4831
2016-12-14,-7.4074
2016-12-15,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-23,0.0
2016-12-27,12.0
2016-12-29,-10.7143
2016-12-30,0.0
2017-01-03,12.0
2017-01-04,-2.4554
2017-01-06,-8.4668
2017-01-20,0.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-22,0.0
2017-02-24,0.0
2017-02-28,0.0
2017-03-02,0.0
2017-03-14,0.0
2017-03-16,0.0
2017-03-20,20.0
2017-03-23,0.0
2017-03-29,16.6667
2017-04-12,-7.1429
2017-04-13,-23.0769
2017-04-19,0.0
2017-04-20,0.0
2017-05-01,0.0
2017-05-30,0.0
2017-06-01,0.0
2017-06-22,0.0
2017-07-06,4.6
2017-07-31,-4.3977
2017-08-17,0.0
2017-08-28,0.0
2017-08-31,-20.0
2017-09-05,0.0
2017-09-07,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-27,0.0
2017-09-29,0.0
2017-10-02,-25.0
2017-10-20,0.0
2017-10-30,7.6667
2017-11-06,-7.1207
2017-11-14,-33.3333
2017-11-20,0.0
2017-11-27,0.0
2017-12-04,-20.0
2017-12-05,0.0
2017-12-06,-12.5
2017-12-07,0.0
2017-12-08,-4.4286
2017-12-20,-10.3139
2017-12-21,0.0
2017-12-22,0.0
2017-12-27,-16.6667
2017-12-28,0.0
2017-12-29,18.4
2018-01-16,-15.5405
2018-01-23,0.0
2018-03-07,0.0
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-04-06,0.0
2018-04-16,0.0
2018-06-22,0.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-10,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-18,0.0
2018-08-01,0.0
2018-08-06,20.0
2018-08-31,33.3333
2018-09-06,-37.5
2018-09-12,0.0
2018-09-13,0.0
2018-09-21,10.0
2018-09-27,-9.0909
2018-10-01,0.0
2018-11-01,10.0
2018-11-19,-9.0909
2018-12-04,20.0
2018-12-06,0.0
2018-12-19,-16.6667
2018-12-20,0.0
2019-01-14,20.0
2019-01-28,8.3333
2019-02-07,0.0
2019-03-11,0.0
2019-04-08,7.6923
2019-04-10,14.2857
2019-04-11,0.0
2019-04-17,25.0
2019-04-29,0.0
2019-05-03,-17.5
2019-05-17,-3.0303
2019-05-21,0.0
2019-05-23,0.0
2019-06-24,100.0
2019-06-25,0.0
2019-06-26,-6.25
2019-06-27,20.0
2019-06-28,11.1111
2019-07-03,105.0
2019-07-05,-2.439
2019-07-10,-5.0
2019-07-12,-34.2105
2019-07-22,0.0
2019-07-23,-36.0
2019-07-24,25.0
2019-07-26,0.0
2019-07-31,0.0
2019-08-06,-35.0
2019-08-07,0.0
2019-08-08,-15.3077
2019-08-09,45.3224
2019-08-22,0.0
2019-09-04,-25.0
2019-09-12,15.4167
2019-09-17,-16.9675
2019-09-23,-4.3478
2019-10-18,0.0
2019-10-29,0.0
2019-10-31,0.0
2019-11-18,-8.2727
2019-11-27,-50.446
2019-12-05,-63.0
2019-12-13,89.1892
2019-12-30,-59.1429
2020-01-06,-61.5385
2020-01-22,9.0909
2020-01-28,566.6667
2020-02-27,-83.75
2020-03-02,1092.3077
2020-03-04,-89.6774
2020-03-05,1150.0
2020-03-16,0.0
2020-03-20,-88.2
2020-03-31,-17.7966
2020-04-14,12.3711
2020-04-29,10.0917
2020-05-11,83.25
2020-05-20,-45.4297
2020-05-28,1483.3333
2020-06-02,-0.6316
2020-06-08,0.6356
2020-07-02,-91.8421
2020-07-09,29.0323
