ticker,EVAI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-20,16.6667
2000-01-24,0.0
2000-03-21,100.0
2000-03-28,46.4286
2000-03-30,114.6341
2000-04-10,-68.1818
2000-04-12,114.2857
2000-05-24,-91.6667
2000-06-02,780.0
2000-07-18,-45.4545
2000-07-19,-50.0
2000-11-08,16.6667
2000-11-09,14.2857
2000-11-10,-15.625
2000-11-13,18.5185
2000-11-14,-12.5
2000-11-15,3.5714
2000-11-16,0.0
2000-11-17,0.0
2000-11-21,-3.4483
2000-11-27,-3.5714
2000-11-28,11.1111
2000-11-29,-1.3333
2000-12-01,0.0
2000-12-04,-8.7838
2000-12-06,-3.7037
2000-12-07,11.538499999999999
2000-12-11,-6.8966
2000-12-13,-14.8148
2000-12-18,0.0
2000-12-19,-13.0435
2000-12-20,-25.0
2000-12-21,13.3333
2000-12-22,-5.8824
2000-12-27,0.0
2001-01-02,-12.5
2001-01-11,42.8571
2001-01-12,5.0
2001-01-16,23.8095
2001-01-17,38.4615
2001-01-18,19.4444
2001-01-19,18.6047
2001-01-22,24.5098
2001-01-23,-5.5118
2001-01-24,-8.3333
2001-01-25,-3.6364
2001-01-26,29.2453
2001-01-29,-1.4599
2001-01-30,3.1111
2001-01-31,-0.1437
2001-02-01,2.1583
2001-02-02,-0.7042
2001-02-05,-2.8369
2001-02-06,-0.7299
2001-02-07,-0.4706
2001-02-08,4.9054
2001-02-09,0.2817
2001-02-12,3.9326
2001-02-13,0.3243
2001-02-14,-4.3642
2001-02-15,-2.1127
2001-02-16,-2.1583
2001-02-20,0.0
2001-02-21,0.2353
2001-02-22,-0.9683
2001-02-23,0.0
2001-02-26,0.0
2001-02-27,0.7407
2001-02-28,6.6176
2001-03-01,-3.4483
2001-03-02,2.8571
2001-03-05,0.0
2001-03-06,0.6944
2001-03-07,-4.1379
2001-03-08,-1.4388
2001-03-09,-3.6496
2001-03-12,0.0
2001-03-13,-1.5152
2001-03-14,-9.2308
2001-03-15,-8.4746
2001-03-16,-33.3333
2001-03-19,0.0
2001-03-20,-2.7778
2001-03-22,-8.5714
2001-03-23,-3.125
2001-03-26,-9.6774
2001-03-27,-10.7143
2001-03-28,8.8
2001-03-29,2.9412000000000003
2001-03-30,0.0
2001-04-03,-10.7143
2001-04-05,-19.36
2001-04-06,9.127
2001-04-09,-32.3636
2001-04-10,34.4086
2001-04-11,0.0
2001-04-12,-5.6
2001-04-18,0.0
2001-04-19,0.0
2001-04-20,4.2373
2001-04-23,4.065
