ticker,EVAI US Equity
2001-04-24,8.5938
2001-04-25,-10.0719
2001-04-26,0.0
2001-04-27,0.0
2001-05-03,0.0
2001-05-04,20.0
2001-05-07,-6.6667
2001-05-08,7.1429
2001-05-10,-10.0
2001-05-14,0.0
2001-05-15,-11.1111
2001-05-17,12.5
2001-05-18,-18.5185
2001-05-21,-9.0909
2001-05-22,3.0
2001-05-23,0.0
2001-05-31,6.7961
2001-06-01,0.0
2001-06-05,4.5455
2001-06-06,8.6957
2001-06-07,0.0
2001-06-08,-4.0
2001-06-11,-15.8333
2001-06-12,-9.901
2001-06-13,-6.5934
2001-06-14,-23.5294
2001-06-22,-15.3846
2001-06-25,0.0
2001-06-26,-14.5455
2001-06-27,6.383
2001-06-28,-10.0
2001-06-29,-20.0
2001-07-06,5.5556
2001-07-09,-60.5263
2001-07-19,33.3333
2001-09-20,0.0
2001-09-24,-49.5
2001-09-25,0.0
2001-10-25,-49.505
2001-10-26,-31.3725
2001-10-30,-28.5714
2001-11-01,0.0
2001-11-05,0.0
2001-11-06,0.0
2001-11-19,0.0
2001-11-20,8.0
2001-11-21,-7.4074
2001-11-23,20.0
2001-11-26,0.0
2001-11-28,-16.6667
2001-11-29,40.0
2001-11-30,42.8571
2001-12-03,2.0
2001-12-04,-1.7647
2001-12-05,49.7006
2001-12-06,33.3333
2001-12-10,1.0
2001-12-11,-0.9901
2001-12-14,25.0
2001-12-17,-19.2
2001-12-18,-7.9208
2001-12-20,-19.3548
2001-12-21,0.0
2001-12-31,0.0
2002-01-10,0.0
2002-01-15,-13.3333
2002-01-16,0.0
2002-02-25,-21.5385
2002-03-04,-31.3725
2002-03-05,0.0
2002-03-22,37.1429
2002-05-10,-6.25
2002-06-25,-44.4444
2002-06-28,-32.0
2002-07-15,-5.8824
2002-08-12,-12.5
2002-08-22,0.0
2002-08-27,0.0
2002-11-19,78.5714
2002-12-26,-60.0
2003-04-08,0.0
2003-04-23,0.0
2003-04-29,0.0
2003-05-14,-40.0
2003-06-25,0.0
2004-07-16,116.6667
2004-08-02,-23.0769
2004-10-20,50.0
2004-10-25,46.6667
2004-11-30,36.3636
2004-12-22,50.0
2005-01-06,-33.3333
2005-02-08,-66.6667
2005-02-14,0.0
2005-02-25,0.0
2005-03-01,0.0
2005-03-11,-40.0
2005-04-27,-16.6667
2005-07-05,0.0
2005-07-18,0.0
2005-08-05,0.0
2005-09-02,0.0
2005-09-14,0.0
2005-09-16,20.0
2005-09-30,-16.6667
2005-11-03,-40.0
2005-12-13,-33.3333
2005-12-28,0.0
2006-01-18,-50.0
2006-03-09,50.0
2006-03-31,100.0
2006-04-05,66.6667
2006-04-25,100.0
2006-05-08,-50.0
2006-06-14,200.0
2006-06-19,0.0
2006-06-20,0.0
2006-06-22,133.3333
2006-06-23,22.8571
2006-06-27,-88.3721
2006-10-23,100.0
2006-12-14,-40.0
2007-02-09,0.0
2007-02-15,66.6667
2007-03-12,-30.0
2007-08-28,0.0
2007-10-18,0.0
2007-11-19,0.0
2007-12-07,0.0
2008-02-12,0.0
2008-06-13,0.0
2008-06-27,-28.5714
2008-07-29,10.0
2008-08-06,0.0
2008-09-03,0.0
2008-11-24,0.0
2009-01-07,0.0
2009-02-24,-45.4545
2009-04-14,0.0
2009-04-17,0.0
2009-05-12,-33.3333
2009-06-16,0.0
2009-06-19,0.0
2009-11-17,0.0
2010-01-22,0.0
2010-02-09,200.0
2010-03-31,-81.6667
2010-04-01,36.3636
2010-04-05,33.3333
2010-04-23,-25.0
2010-04-26,0.0
2010-05-28,33.3333
2010-06-14,25.0
2010-07-28,-20.0
2010-07-30,0.0
2011-01-11,50.0
2011-08-22,-33.3333
2012-02-09,0.0
2012-06-14,0.0
2012-09-10,0.0
2013-01-04,0.0
2013-02-11,0.0
2013-03-19,0.0
2013-05-31,0.0
2013-08-13,-25.0
2013-11-26,0.0
2013-12-13,0.0
2014-05-08,0.0
2014-09-30,33.3333
2015-02-19,-40.0
2015-03-05,25.0
2015-03-19,33.3333
2015-06-22,0.0
2015-06-26,100.0
2015-07-06,-50.0
2016-02-02,-94.0625
2016-03-17,152.6316
2016-03-18,3233.3333
2016-06-02,-84.875
2016-06-03,-0.8264
2017-12-11,0.0
2018-06-29,0.0
2019-05-22,33.3333
2020-04-22,-25.0
2020-05-28,6.6667
2020-06-01,0.0
