ticker,FMIA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-06-15,4.5652
2002-06-18,85.0312
2008-04-30,29.2135
2008-05-29,6.087
2008-06-17,-9.7951
2008-06-24,-23.6711
2008-07-08,-2.3810000000000002
2008-07-10,3.6585
2008-11-21,0.0
2009-04-16,-47.0588
2009-05-06,0.4444
2009-06-25,32.7434
2009-07-23,10.0
2009-08-31,0.0
2009-09-09,-8.7879
2009-12-02,-30.2326
2009-12-09,16.6667
2009-12-11,2.0408
2010-01-07,-7.6
2010-02-19,14.7186
2010-02-24,-5.283
2010-02-26,-14.342600000000001
2010-03-01,2.3256
2010-03-02,4.5455
2010-03-12,0.0
2010-04-09,0.0
2010-11-12,2.6087
2010-12-10,2.5423999999999998
2011-05-19,4.5455
2011-07-29,0.7905
2011-09-30,0.0
2012-02-14,-19.5219
2012-04-03,31.1881
2012-06-25,0.0
2012-07-05,0.0
2012-07-30,-18.4906
2012-08-27,0.0
2012-08-28,6.0185
2012-11-01,0.4367
2012-11-08,2.1739
2013-01-03,-2.1277
2013-02-19,25.0
2013-02-25,-4.3478
2013-02-26,0.0
2013-03-22,18.1818
2013-05-23,15.3846
2013-07-22,5.3333
2013-07-23,-3.7975
2013-07-26,0.0
2013-08-02,3.9474
2013-08-07,-0.5063
2013-09-05,-5.3435
2014-01-06,2.1505
2014-01-24,0.0
2014-01-28,0.0
2014-02-12,-0.5263
2014-02-24,0.7937
2014-02-28,2.0997
2014-03-03,0.0
2014-03-04,0.0
2014-03-07,0.0
2014-03-10,-1.0283
2014-03-19,1.039
2014-03-20,2.5707
2014-05-05,0.2506
2014-05-23,0.0
2014-06-18,12.5
2014-08-04,-5.5556
2014-08-21,0.0
2014-08-27,4.7059
2014-09-19,-5.3933
2014-09-24,12.8266
2014-12-09,-11.5789
2015-02-02,8.1731
2015-02-11,0.0
2015-02-17,0.0
2015-03-16,0.0
2015-03-17,8.8889
2015-07-30,0.0
2015-08-03,0.0
2015-08-17,-3.0612
2015-09-03,-3.1579
2015-09-23,2.1739
2015-10-27,-6.383
2015-10-28,0.0
2015-12-08,0.0
2015-12-09,5.6818
2016-01-06,5.2061
2016-01-19,0.0
2016-01-20,-1.0309
2016-03-28,-3.7292
2016-05-12,1.7096
2016-05-16,3.1915
2016-06-06,2.6804
2016-06-07,15.4618
2016-07-22,-4.3478
2016-07-25,9.0909
2016-08-03,0.0
2016-08-31,-4.1667
2016-09-22,0.0
2016-10-10,4.3478
2016-10-26,-11.3333
2016-11-03,3.5714
2016-11-09,6.1706
2016-11-10,2.5641
2016-11-23,0.0
2016-11-25,0.0
2016-12-14,0.0
2017-02-09,7.3826
2017-02-23,-0.625
2017-02-24,0.7862
2017-08-01,13.1045
2017-08-07,37.931
2017-08-08,-2.0
2017-08-15,-18.2653
2017-08-18,1.1236
2017-08-21,0.0
2017-08-23,1.8519
2017-08-24,0.6061
2017-08-25,-1.7952
2017-08-31,1.8279999999999998
2017-09-05,0.0
2017-10-05,2.4096
2017-10-11,1.1764999999999999
2017-10-12,2.907
2017-10-18,0.565
2017-10-19,0.0
2017-10-23,0.0
2017-10-24,-1.1236
2017-11-07,0.5682
2017-11-14,0.565
2017-12-04,1.1236
2017-12-19,5.5556
2018-01-02,6.8889
2018-01-19,1.4751
2018-01-26,0.0
2018-01-30,0.4878
2018-02-12,0.9709
2018-02-13,0.0
2018-02-21,0.0
2018-03-09,0.9808
2018-03-28,1.0284
2018-04-02,0.1885
2018-04-04,0.0
2018-04-06,0.2822
2018-04-09,0.0
2018-04-16,0.3752
2018-04-19,0.0
2018-04-23,0.0
2018-05-07,0.9346
2018-05-09,1.8519
2018-05-14,4.5455
2018-05-16,4.3478
2018-05-29,0.8333
2018-06-07,1.157
2018-08-20,4.5752
2018-08-24,-1.5625
2018-09-05,1.5873
2018-09-13,0.0
2018-10-05,0.0
2018-10-22,0.0
2018-11-14,0.7813
2018-11-21,0.0
2018-11-27,0.0
2018-12-07,0.0
2018-12-14,-0.7752
2019-01-10,0.3922
2019-01-23,0.3906
2019-02-20,0.7782
2019-03-18,0.5405
2019-03-22,0.0
2019-03-27,-5.1459
2019-03-28,0.0
2019-05-20,1.2146
2019-05-21,0.0
2019-06-03,3.9992
2019-08-16,-2.6916
2019-08-20,1.1858
2019-08-22,1.4844
2019-08-23,-2.5404
2019-09-10,0.316
2019-09-13,0.7874
2019-09-25,-0.7031
2019-10-02,0.0787
2019-10-22,0.2358
2019-12-16,9.549
2019-12-24,0.2327
2019-12-27,-6.2857
2019-12-30,0.0762
2019-12-31,1.2997
2020-01-08,2.2641999999999998
2020-01-13,1.476
2020-01-24,0.0
2020-01-27,0.3636
2020-02-06,0.3623
2020-02-14,0.0
2020-02-20,0.1444
2020-02-21,0.0029
2020-02-24,0.9344
2020-02-25,-2.4286
2020-03-02,-0.7321
2020-03-05,-1.7699
2020-03-09,-1.6517
2020-03-11,-2.2901
2020-03-12,-21.9531
2020-03-18,-14.9149
2020-03-19,11.7647
2020-03-26,-5.0526
2020-04-03,10.8647
2020-04-16,-6.8
2020-04-27,5.1502
2020-05-06,0.0
2020-05-13,-4.7959
2020-05-15,-1.2862
2020-05-22,0.0
2020-07-24,0.1086
