ticker,INND US Equity
2018-02-20,36.7925
2018-02-21,-13.1034
2018-02-22,-20.4762
2018-02-23,28.7425
2018-02-26,2.2481
2018-02-27,-3.1084
2018-02-28,-4.5383
2018-03-01,0.0
2018-03-02,-18.0328
2018-03-05,0.0
2018-03-06,26.0
2018-03-08,4.6032
2018-03-09,-1.3657
2018-03-13,0.0
2018-03-16,-1.5385
2018-03-19,-37.5
2018-03-20,57.5
2018-03-21,-35.7143
2018-03-22,-1.2346
2018-03-23,25.0
2018-03-26,24.0
2018-03-27,8.0645
2018-03-28,0.0
2018-03-29,-1.4925
2018-04-02,-3.0303
2018-04-04,-3.125
2018-04-05,-2.4194
2018-04-06,0.8264
2018-04-09,-0.3279
2018-04-13,-20.4112
2018-04-16,-37.7971
2018-04-17,32.8904
2018-04-18,0.0
2018-04-19,2.5
2018-04-20,2.439
2018-04-25,0.0
2018-04-26,-2.3810000000000002
2018-04-27,-2.439
2018-04-30,3.125
2018-05-01,-27.0303
2018-05-02,-0.3322
2018-05-03,50.0
2018-05-04,-2.2222
2018-05-07,-37.5
2018-05-08,45.4545
2018-05-09,-2.5
2018-05-10,-15.3846
2018-05-11,-3.3333
2018-05-14,-15.3605
2018-05-15,18.5185
2018-05-16,50.0
2018-05-17,8.3333
2018-05-18,-1.9231
2018-05-23,54.4118
2018-05-24,-4.8889
2018-05-25,-1.2016
2018-05-29,-52.7027
2018-05-30,-4.0
2018-05-31,-47.9167
2018-06-01,128.5714
2018-06-04,12.5
2018-06-05,-34.4444
2018-06-06,3.3898
2018-06-07,1.3115
2018-06-08,0.3236
2018-06-11,-12.9032
2018-06-12,0.0
2018-06-13,7.4074
2018-06-14,-1.2069
2018-06-15,-1.5707
2018-06-18,-0.7092
2018-06-19,-28.5714
2018-06-20,-20.0
2018-06-21,46.875
2018-06-22,38.2979
2018-06-25,-60.0
2018-06-26,38.6923
2018-06-27,-20.1331
2018-06-28,4.1667
2018-06-29,16.6667
2018-07-02,-0.5714
2018-07-03,1.4368
2018-07-05,-39.9433
2018-07-06,-24.5283
2018-07-09,-12.5
2018-07-10,5.7143
2018-07-11,1.3514
2018-07-12,0.0
2018-07-13,0.0
2018-07-16,-6.6667
2018-07-17,-2.8571
2018-07-19,-4.4118
2018-07-20,0.0
2018-07-23,76.9231
2018-07-24,34.7826
2018-07-25,-25.0323
2018-07-26,-13.9415
2018-07-27,7.9
2018-07-30,55.6997
2018-07-31,-9.5238
2018-08-01,294.7368
2018-08-02,-36.3333
2018-08-03,18.8482
2018-08-06,85.022
2018-08-07,16.1905
2018-08-08,10.6557
2018-08-09,-3.7037
2018-08-10,-18.9423
2018-08-13,22.1827
2018-08-14,-0.9709
2018-08-15,-31.3725
2018-08-16,28.4286
2018-08-17,-0.1112
2018-08-20,-16.4811
2018-08-21,-13.3333
2018-08-22,13.3846
2018-08-23,15.6038
2018-08-24,-0.2347
2018-08-27,-4.1176
2018-08-28,-26.3804
2018-08-29,3.0
2018-08-30,-7.767
2018-08-31,14.0351
2018-09-04,-5.3846
2018-09-05,9.7561
2018-09-06,5.9259
2018-09-07,-12.699300000000001
2018-09-10,0.769
2018-09-11,3.3386
2018-09-12,-12.1538
2018-09-13,11.9089
2018-09-14,12.5196
2018-09-17,23.0876
2018-09-18,10.1695
2018-09-19,-4.6154
2018-09-20,-6.4516
2018-09-21,2.8736
2018-09-24,-8.3799
2018-09-25,-6.6098
2018-09-26,-9.8981
2018-09-27,-13.0435
2018-09-28,8.3333
2018-10-01,15.3846
2018-10-02,7.3867
2018-10-03,-0.6705
2018-10-04,-2.5
2018-10-05,-3.9744
2018-10-08,-2.6702
2018-10-09,-1.3169
2018-10-10,1.1954
2018-10-11,-16.2088
2018-10-12,12.2951
2018-10-15,6.5693
2018-10-16,-1.8493
2018-10-17,-0.2094
2018-10-18,-11.8881
2018-10-19,3.9683
2018-10-22,-0.7634
2018-10-23,7.6923
2018-10-24,-2.8571
2018-10-25,-4.4118
2018-10-26,-3.0769
2018-10-29,-6.0317
2018-10-30,-2.027
2018-10-31,3.4483
2018-11-01,-3.0
2018-11-02,-2.0619
2018-11-05,-17.8947
2018-11-06,2.5641
2018-11-07,-22.4167
2018-11-08,3.9205
2018-11-09,9.8191
2018-11-12,-15.2941
2018-11-13,-1.7778
2018-11-14,35.7466
2018-11-15,-6.25
2018-11-16,-2.2222
2018-11-19,-10.1818
2018-11-20,-26.6194
2018-11-21,3.4483
2018-11-23,0.0
2018-11-26,16.0
2018-11-27,-5.1724
2018-11-28,0.0
2018-11-29,-9.0909
2018-11-30,-8.3333
2018-12-03,-12.7273
2018-12-04,0.0
2018-12-06,14.1667
2018-12-07,45.9854
2018-12-10,2.5
2018-12-11,-15.6098
2018-12-12,-13.2948
2018-12-13,-10.0
2018-12-14,4.4444
2018-12-17,-11.3475
2018-12-18,32.0
2018-12-19,-23.9394
2018-12-20,0.0
2018-12-21,8.5259
2018-12-24,-1.6153
2018-12-26,-17.9104
2018-12-27,-4.5455
2018-12-28,4.7619
2018-12-31,-4.5455
2019-01-02,0.4762
2019-01-03,5.3081
2019-01-04,3.5103999999999997
2019-01-07,0.0
2019-01-08,16.3043
2019-01-09,2.8037
2019-01-10,-5.4545
2019-01-11,-7.6923
2019-01-14,-20.4167
2019-01-15,57.0681
2019-01-16,-10.2
2019-01-17,-16.4811
2019-01-18,-6.6222
2019-01-22,10.2808
2019-01-23,-0.7337
2019-01-24,-18.2609
2019-01-25,-4.2553
2019-01-28,-8.3333
2019-01-29,3.0303
2019-01-30,20.5882
2019-01-31,-19.5122
2019-02-01,3.0303
2019-02-04,15.8824
2019-02-05,-6.599
2019-02-06,-6.5217
2019-02-07,-4.0698
2019-02-08,-9.0909
2019-02-11,10.6667
2019-02-12,153.012
2019-02-13,-4.7619
2019-02-14,-18.5
2019-02-15,-10.7362
2019-02-19,9.9656
2019-02-20,1.5625
2019-02-21,-10.7692
2019-02-22,-7.8621
2019-02-25,12.6497
2019-02-26,-10.0498
2019-02-27,18.1902
2019-02-28,-0.9375
2019-03-01,0.9464
2019-03-04,25.0
2019-03-05,-10.0
2019-03-06,-5.1111
2019-03-07,12.4122
2019-03-08,-6.25
2019-03-11,21.9444
2019-03-12,2.5057
2019-03-13,-18.4889
2019-03-14,16.4122
2019-03-15,-6.3232
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,-1.375
2019-03-21,-1.3942
2019-03-22,-3.599
2019-03-25,12.0
2019-03-26,4.5238
2019-03-27,2.7335000000000003
2019-03-28,42.1286
2019-03-29,1.4041000000000001
2019-04-01,-1.5385
2019-04-02,8.5938
2019-04-03,7.9137
2019-04-04,8.1333
2019-04-05,4.9322
2019-04-08,-7.168
2019-04-09,5.0633
2019-04-10,3.6145
2019-04-11,3.4884
2019-04-12,1.1236
2019-04-15,2.7778
2019-04-16,-5.4054
2019-04-17,-22.8571
2019-04-18,-8.1481
2019-04-22,7.2581
2019-04-23,7.8195
2019-04-24,14.3654
2019-04-25,3.5366
2019-04-26,6.0071
2019-04-29,1.3556
2019-04-30,-1.1182
2019-05-01,3.1042
2019-05-02,1.0753
2019-05-03,-4.5745000000000005
2019-05-06,-3.01
2019-05-07,-8.046
2019-05-08,-9.375
2019-05-09,-3.4483
2019-05-10,4.4286
2019-05-13,-5.9166
2019-05-14,-2.9444
2019-05-15,-4.1199
2019-05-16,-18.75
2019-05-17,17.3077
2019-05-20,-3.2787
2019-05-21,-31.5254
2019-05-22,18.8119
2019-05-23,6.6667
2019-05-24,-1.3672
2019-05-28,-15.8416
2019-05-29,0.0
2019-05-30,-1.6471
2019-05-31,-4.3062000000000005
2019-06-03,13.75
2019-06-04,-5.4945
2019-06-05,-1.1628
2019-06-06,-10.8235
2019-06-07,4.2216
2019-06-10,1.2658
2019-06-11,2.25
2019-06-12,-4.6455
2019-06-13,1.859
2019-06-14,-12.146
2019-06-17,-8.0229
2019-06-18,-6.5421
2019-06-19,0.0
2019-06-20,-10.0
2019-06-21,4.4444
2019-06-24,2.1277
2019-06-25,4.0278
2019-06-26,0.1335
2019-06-27,-4.6667
2019-06-28,1.3986
2019-07-01,-6.8966
2019-07-02,0.0
2019-07-03,-8.6296
2019-07-05,3.3644
2019-07-08,25.4902
2019-07-09,-9.0625
2019-07-10,-12.3711
2019-07-11,-3.5294
2019-07-12,1.626
2019-07-15,-10.0
2019-07-16,-2.2222
2019-07-17,-3.6364
2019-07-18,-0.9434
2019-07-19,-5.2381
2019-07-22,-0.2513
2019-07-23,-9.8237
2019-07-24,3.352
2019-07-25,-11.5676
2019-07-26,0.2445
2019-07-29,3.0488
2019-07-30,-5.3254
2019-07-31,-7.5
2019-08-01,8.1081
2019-08-02,-9.375
2019-08-05,-4.8276
2019-08-06,-18.8406
2019-08-07,-9.8214
2019-08-08,18.8119
2019-08-09,2.8333
2019-08-12,-10.0486
2019-08-13,17.1171
2019-08-14,13.8462
2019-08-15,18.2432
2019-08-16,36.0
2019-08-19,21.4286
2019-08-20,-20.4152
2019-08-21,-9.4783
2019-08-22,-8.7416
2019-08-23,0.5263
2019-08-26,15.7068
2019-08-27,-2.7149
2019-08-28,0.0
2019-08-29,-6.9767
2019-08-30,-0.8
2019-09-03,-16.8347
2019-09-04,1.2121
2019-09-05,-1.1976
2019-09-06,18.1818
2019-09-09,-0.5128
2019-09-10,-13.4021
2019-09-11,12.5
2019-09-12,-10.582
2019-09-13,-5.3254
2019-09-16,-2.8125
2019-09-17,6.1093
2019-09-18,-3.6364
2019-09-19,-15.0943
2019-09-20,-1.4815
2019-09-23,-1.5038
2019-09-24,9.9237
2019-09-25,0.0
2019-09-26,-9.7222
2019-09-27,-11.8846
2019-09-30,8.2497
2019-10-01,7.4193999999999996
2019-10-02,5.1051
2019-10-03,-2.8571
2019-10-04,-11.7647
2019-10-07,-5.3333
2019-10-08,-16.3732
2019-10-09,-1.0526
2019-10-10,-15.9574
2019-10-11,-11.3924
2019-10-14,-7.1429
2019-10-15,-1.5385
2019-10-16,-4.6875
2019-10-17,18.0328
2019-10-18,-9.7222
2019-10-21,7.6923
2019-10-22,0.0
2019-10-23,-14.2857
2019-10-24,8.3333
2019-10-25,4.6154
2019-10-28,-17.647100000000002
2019-10-29,-5.3571
2019-10-30,-7.5472
2019-10-31,-28.5714
2019-11-01,-8.5714
2019-11-04,25.0
2019-11-05,-12.5
2019-11-06,8.5714
2019-11-07,2.6316
2019-11-08,-12.8205
2019-11-11,-5.8824
2019-11-12,-9.375
2019-11-13,3.4483
2019-11-14,-6.6667
2019-11-15,3.5714
2019-11-18,-13.7931
2019-11-19,12.0
2019-11-20,-3.5714
2019-11-21,7.4074
2019-11-22,0.0
2019-11-25,3.4483
2019-11-26,-33.3333
2019-11-27,-10.0
2019-11-29,0.0
2019-12-02,-22.2222
2019-12-03,-7.1429
2019-12-04,0.0
2019-12-05,35.3846
2019-12-06,-20.4545
2019-12-09,28.5714
2019-12-10,-16.6667
2019-12-11,-13.3333
2019-12-12,7.6923
2019-12-13,14.2857
2019-12-16,-13.4375
2019-12-17,1.083
2019-12-18,0.0
2019-12-19,-7.1429
2019-12-20,0.0
2019-12-23,-15.3846
2019-12-24,-9.0909
2019-12-26,20.0
2019-12-27,-16.6667
2019-12-30,0.0
2019-12-31,20.0
2020-01-02,0.0
2020-01-03,-8.3333
2020-01-06,-9.0909
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,20.0
2020-01-10,0.0
2020-01-13,-16.6667
2020-01-14,0.0
2020-01-15,-20.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,50.0
2020-01-24,125.0
2020-01-27,-40.7407
2020-01-28,6.25
2020-01-29,-35.2941
2020-01-30,-9.0909
2020-01-31,0.0
2020-02-03,-25.0
2020-02-04,20.0
2020-02-05,-11.1111
2020-02-06,-12.5
2020-02-07,-14.2857
2020-02-10,0.0
2020-02-11,-1.6667
2020-02-12,-15.2542
2020-02-13,0.0
2020-02-14,-20.0
2020-02-18,-25.0
2020-02-19,233.3333
2020-02-20,-32.2
2020-02-21,-26.2537
2020-02-24,-20.0
2020-02-25,25.0
2020-02-26,-20.0
2020-02-27,0.0
2020-02-28,0.0
2020-03-02,0.0
2020-03-03,-25.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,-33.3333
2020-03-10,50.0
2020-03-11,0.0
2020-03-12,-33.3333
2020-03-13,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-20,0.0
2020-03-23,-51.0
2020-03-24,2.0408
2020-03-25,100.0
2020-03-26,0.0
2020-03-27,-50.0
2020-03-30,50.0
2020-03-31,33.3333
2020-04-01,-50.0
2020-04-02,100.0
2020-04-03,-50.0
2020-04-06,100.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-13,-50.0
2020-04-14,100.0
2020-04-15,0.0
2020-04-16,-50.0
2020-04-17,100.0
2020-04-20,0.0
2020-04-21,-50.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,100.0
2020-04-28,0.0
2020-04-29,-50.0
2020-04-30,100.0
2020-05-01,0.0
2020-05-04,-50.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,100.0
2020-05-08,0.0
2020-05-11,-50.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,100.0
2020-05-19,-50.0
2020-05-20,0.0
2020-05-21,-99.0
2020-05-22,19900.0001
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,-50.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,50.0
2020-06-12,-33.3333
2020-06-15,50.0
2020-06-16,-33.3333
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,-99.0
2020-06-22,0.0
2020-06-23,9900.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,-99.0
2020-07-15,9900.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,-99.0
2020-07-24,9900.0
2020-07-27,-99.0
2020-07-28,9900.0
2020-07-29,0.0
2020-07-30,-50.0
2020-07-31,100.0
