ticker,CBAN US Equity
2001-05-02,-6.1667
2001-05-04,6.5719
2001-05-07,-6.25
2001-05-09,-2.0444
2001-05-14,6.1706
2001-05-18,-1.7094
2001-05-25,0.0
2001-06-06,0.0
2001-06-08,4.3478
2001-06-19,-4.1667
2001-06-20,-8.2609
2001-06-29,9.6282
2001-07-10,0.0
2001-07-12,2.1739
2001-07-13,2.1277
2001-07-16,0.0
2001-07-17,0.0
2001-07-18,-8.25
2001-07-19,11.2625
2001-07-27,0.0
2001-07-30,2.0408
2001-08-01,-2.0
2001-08-02,2.0408
2001-08-06,-6.8
2001-08-16,0.3433
2001-08-17,2.6518
2001-08-21,2.0833
2001-08-22,-4.0816
2001-08-27,-2.1277
2001-08-28,-2.1739
2001-08-29,2.3111
2001-08-31,4.2572
2001-09-04,0.0
2001-09-05,0.0
2001-09-06,-3.1667
2001-09-20,-13.9415
2001-09-21,0.0
2001-09-25,10.0
2001-10-08,5.1188
2001-10-15,0.0
2001-10-16,15.2174
2001-10-23,-5.6604
2001-10-31,-7.2
2001-11-02,3.4483
2001-11-06,0.0
2001-11-09,4.1667
2001-11-15,-6.4
2001-11-16,3.8462
2001-11-21,4.9383
2001-11-26,0.0
2001-12-10,0.3922
2001-12-11,-0.3906
2001-12-14,1.9607999999999999
2001-12-19,1.9231
2001-12-20,-1.8942999999999999
2001-12-26,2.7002
2001-12-27,-4.5693
2001-12-28,5.6782
2001-12-31,0.0
2002-01-02,0.0
2002-01-03,0.0
2002-01-07,0.0
2002-01-08,-2.9851
2002-01-11,-0.7692
2002-01-14,-0.3876
2002-01-16,-0.7782
2002-01-23,2.7529
2002-01-25,1.1373
2002-01-30,4.5283
2002-01-31,0.2888
2002-02-05,-1.0079
2002-02-06,0.0
2002-02-07,-4.3636
2002-02-08,-1.1407
2002-02-11,0.0
2002-02-13,3.4615
2002-02-15,0.2974
2002-02-19,-1.7791000000000001
2002-02-25,-1.8868
2002-02-27,0.0
2002-03-01,3.8462
2002-03-04,-1.8519
2002-03-05,1.8868
2002-03-07,-1.8519
2002-03-08,1.8868
2002-03-12,-1.8519
2002-03-18,1.8868
2002-03-19,-3.7037
2002-03-22,6.1538
2002-03-26,0.4348
2002-03-27,0.0
2002-04-01,-5.7971
2002-04-02,0.0577
2002-04-03,-0.0577
2002-04-04,5.7692
2002-04-09,-0.0073
2002-04-11,-5.084
2002-04-12,6.5134
2002-04-15,-1.0791
2002-04-16,-1.0182
2002-04-18,0.0
2002-04-19,-0.0735
2002-04-23,-0.3676
2002-04-25,1.476
2002-04-29,1.0909
2002-04-30,0.0
2002-05-08,2.1583
2002-05-13,-4.5775
2002-05-14,0.0
2002-05-15,0.0
2002-05-17,0.738
2002-05-21,0.0
2002-05-22,0.7326
2002-05-23,1.8182
2002-05-24,-1.7856999999999998
2002-05-29,-2.4727
2002-05-30,1.1186
2002-06-03,1.4012
2002-06-04,0.0
2002-06-07,-2.9091
2002-06-11,0.3745
2002-06-12,0.0
2002-06-14,0.7463
2002-06-17,0.7407
2002-06-19,0.0
2002-06-21,2.2059
2002-06-25,0.0
2002-06-28,-0.5785
2002-07-01,0.0
2002-07-02,0.7273
2002-07-03,-1.0108
2002-07-08,9.4092
2002-07-09,4.0
2002-07-10,3.1987
2002-07-11,-3.7207
2002-07-12,4.3871
2002-07-15,-1.1125
2002-07-17,0.625
2002-07-18,-0.6211
2002-07-19,-2.4312
2002-07-22,-1.6078000000000001
2002-07-24,-5.2734
2002-07-26,7.2165
2002-07-31,1.1538
2002-08-01,-2.4081
2002-08-05,2.2727
2002-08-07,0.0
2002-08-08,2.2222
2002-08-13,-3.7267
2002-08-14,-1.6129
2002-08-16,0.0
2002-08-20,1.6393
2002-08-22,3.8645
2002-08-23,0.0062
2002-08-27,-2.1118
2002-08-28,0.1269
2002-08-29,2.0279
2002-09-03,-1.2422
2002-09-04,1.2579
2002-09-05,-0.9317
2002-09-06,-0.2508
2002-09-10,0.7542
2002-09-12,-5.1778
2002-09-13,1.9737
2002-09-17,0.0
2002-09-18,-2.0
2002-09-19,-2.5675
2002-09-20,1.3514
2002-09-23,-3.3333
2002-09-27,0.4851
2002-10-01,-0.9655
2002-10-02,-0.0696
2002-10-04,-4.878
2002-10-07,-0.1465
2002-10-08,-0.2201
2002-10-10,6.5441
2002-10-11,0.0
2002-10-14,-5.383
2002-10-16,5.6893
2002-10-17,-4.6929
2002-10-18,0.6517
2002-10-21,4.3165
2002-10-22,-5.4483
2002-10-23,0.0
2002-10-24,2.1882
2002-10-25,3.4975
2002-10-28,-3.0345
2002-10-29,3.8407
2002-10-30,-3.4932
2002-10-31,-0.071
2002-11-04,2.983
2002-11-05,-1.7241
2002-11-06,1.7544
2002-11-07,6.8276
2002-11-11,-6.3267
2002-11-13,3.377
2002-11-19,-0.3333
2002-11-20,0.3344
2002-11-25,0.0667
2002-12-03,-2.6649000000000003
2002-12-12,-1.0267
2002-12-16,-2.4896
2002-12-19,0.3546
2002-12-20,-0.3534
2002-12-23,1.6312
2002-12-24,1.1863
2002-12-26,3.6552
2002-12-27,6.9528
2003-01-02,0.0
2003-01-03,-0.625
2003-01-07,1.7610000000000001
2003-01-13,-1.1743000000000001
2003-01-14,-5.8787
2003-01-15,6.2458
2003-01-16,-4.2527
2003-01-17,0.5879
2003-01-23,2.9221
2003-01-27,2.2082
2003-01-28,-0.9259
2003-02-03,1.2461
2003-02-04,3.0769
2003-02-05,2.0896
2003-02-06,-1.1111
2003-02-07,1.7149999999999999
2003-02-10,0.8721
2003-02-11,-1.4409
2003-02-12,0.2339
2003-02-13,1.4002
2003-02-14,1.5535
2003-02-18,2.8329
2003-02-21,-0.8264
2003-02-24,5.9444
2003-02-25,2.517
2003-02-26,-1.2788
2003-02-27,-2.9016
2003-02-28,-2.4013
2003-03-04,-1.2575
2003-03-06,-1.7719
2003-03-07,-0.6201
2003-03-11,0.6239
2003-03-13,0.0564
2003-03-19,-0.2817
2003-03-24,-0.113
2003-03-25,0.6787
2003-03-26,0.0562
2003-04-01,-0.0846
2003-04-02,-3.1603
2003-04-03,-1.5734
2003-04-07,0.5329
2003-04-08,0.0
2003-04-11,0.8834
2003-04-15,1.4594
2003-04-16,1.0932
2003-04-22,0.7399
2003-04-24,2.2599
2003-04-25,1.3812
2003-04-28,0.0
2003-04-29,2.1253
2003-04-30,-1.6489
2003-05-01,1.1882
2003-05-02,0.2681
2003-05-06,-1.0695000000000001
2003-05-07,0.0541
2003-05-09,-0.054
2003-05-12,0.0
2003-05-13,0.0
2003-05-14,2.7027
2003-05-16,-0.5263
2003-05-19,-4.7619
2003-05-23,0.0
2003-05-28,-2.7778
2003-05-29,8.5714
2003-05-30,1.7368000000000001
2003-06-06,-1.4434
2003-06-09,9.3381
2003-06-11,-3.8886
2003-06-12,3.6464
2003-06-13,-4.7229
2003-06-16,4.7547
2003-06-18,-2.2211
2003-06-19,-1.2395
2003-06-20,1.2551
2003-06-24,0.0
2003-06-25,0.0
2003-06-26,-0.8148
2003-06-27,0.0
2003-07-08,5.0
2003-07-09,-4.6667
2003-07-11,-0.0999
2003-07-14,0.0
2003-07-15,3.995
2003-07-16,4.5723
2003-07-17,0.0
2003-07-21,0.0
2003-07-24,2.2989
2003-07-25,0.0
2003-07-28,5.6629000000000005
2003-07-29,-2.2118
2003-07-30,4.0017
2003-08-01,-2.7603999999999997
2003-08-04,0.0
2003-08-11,0.9892
2003-08-12,-0.3407
2003-08-14,-3.7179
2003-08-21,4.3941
2003-08-22,-0.7228
2003-08-25,-2.5696
2003-08-26,3.2967
2003-08-27,2.1277
2003-08-28,0.625
2003-08-29,5.5859
2003-09-02,-2.9374000000000002
2003-09-03,-0.1212
2003-09-05,2.9854000000000003
2003-09-08,6.0963
2003-09-09,-7.4047
2003-09-10,4.7581
2003-09-12,-0.9542
2003-09-15,0.1927
2003-09-16,-7.6923
2003-09-17,0.2604
2003-09-18,-3.3766
2003-09-19,2.043
2003-09-22,-2.529
2003-09-23,2.9189
2003-09-24,-10.7143
2003-09-25,9.7059
2003-09-26,-2.5791
2003-09-29,-1.6520000000000001
2003-09-30,-0.0562
2003-10-01,-1.2929
2003-10-02,7.0615
2003-10-03,0.266
2003-10-06,1.061
2003-10-07,0.2625
2003-10-08,3.6126
2003-10-10,2.3244
2003-10-13,3.7037
2003-10-14,-3.3333
2003-10-15,-1.4778
2003-10-16,-6.45
2003-10-17,-2.186
2003-10-22,4.9123
2003-10-23,-4.6875
2003-10-27,-1.6393
2003-10-28,1.3889
2003-10-29,0.0
2003-10-30,2.7397
2003-10-31,1.3867
2003-11-04,5.2078
2003-11-05,-2.25
2003-11-07,-5.3708
2003-11-10,2.7027
2003-11-11,-3.6789
2003-11-12,8.464
2003-11-13,7.3048
2003-11-14,-1.4085
2003-11-17,-2.3810000000000002
2003-11-18,-1.2195
2003-11-19,1.2346
2003-11-21,-3.6585
2003-11-25,0.0
2003-12-01,-1.1089
2003-12-02,5.2173
2003-12-03,2.9196999999999997
2003-12-04,-0.7092
2003-12-05,1.2857
2003-12-08,-1.2694
2003-12-09,-11.4286
2003-12-10,13.9785
2003-12-11,-0.9434
2003-12-12,-8.3333
2003-12-15,0.4675
2003-12-16,-0.4654
2003-12-17,-0.5195
2003-12-18,5.3786
2003-12-19,0.0991
2003-12-23,0.9901
2003-12-29,-1.6054
2003-12-31,1.0
2004-01-05,-2.2277
2004-01-06,0.0
2004-01-07,0.9063
2004-01-09,2.81
2004-01-12,1.1762
2004-01-13,-4.6261
2004-01-15,3.839
2004-01-16,-3.3609
2004-01-20,1.6633
2004-01-21,-2.0823
2004-01-23,3.7702999999999998
2004-01-26,-3.0478
2004-01-27,1.0065
2004-01-29,0.8969
2004-02-03,-0.642
2004-02-05,-0.5964
2004-02-06,8.85
2004-02-09,-8.8195
2004-02-10,4.2317
2004-02-11,1.7883
2004-02-12,-4.321
2004-02-13,0.0
2004-02-17,4.7146
2004-02-18,-4.0284
2004-02-23,0.2469
2004-02-24,-0.2463
2004-02-25,2.4691
2004-02-26,0.3373
2004-02-27,0.8646
2004-03-03,-2.3810000000000002
2004-03-05,2.4341
2004-03-08,3.3383
2004-03-11,-3.2258
2004-03-12,1.9048
2004-03-16,-1.8692
2004-03-18,2.3810000000000002
2004-03-19,-0.4186
2004-03-25,-1.7749000000000001
2004-03-26,2.6629
2004-03-29,-1.0885
2004-03-30,-0.188
2004-03-31,1.2241
2004-04-01,2.3256
2004-04-05,-3.4091
2004-04-06,3.0588
2004-04-07,-1.8265
2004-04-08,0.8372
2004-04-12,0.1384
2004-04-13,1.3357999999999999
2004-04-14,2.0455
2004-04-15,-5.8352
2004-04-16,4.1627
2004-04-19,0.9991
2004-04-20,0.7194
2004-04-21,-3.6607
2004-04-22,-1.0195
2004-04-26,0.0
2004-04-27,5.5712
2004-04-29,-2.1907
2004-05-05,-5.5586
2004-05-06,5.2328
2004-05-07,-0.8212
2004-05-11,1.2879
2004-05-12,-3.0427
2004-05-13,0.4684
2004-05-14,2.331
2004-05-17,-3.4169
2004-05-18,3.7736
2004-05-19,-0.0455
2004-05-21,-3.3652
2004-05-25,0.0
2004-05-27,0.0
2004-05-28,1.1294
2004-06-01,-1.1168
2004-06-02,0.0
2004-06-03,0.9412
2004-06-04,-0.6527
2004-06-08,0.657
2004-06-09,-0.8858
2004-06-14,1.1289
2004-06-15,-0.6977
2004-06-17,4.2623
2004-06-18,0.7637
2004-06-21,2.0508
2004-06-22,-1.5291000000000001
2004-06-23,-1.2866
2004-06-25,-0.6742
2004-06-28,0.6222
2004-06-30,0.0
2004-07-02,-0.1805
2004-07-06,0.1808
2004-07-09,-0.2708
2004-07-12,0.2715
2004-07-13,3.1137
2004-07-14,-3.2823
2004-07-20,-0.4525
2004-07-21,0.0
2004-07-23,0.0455
2004-07-26,3.0441
2004-07-28,1.3668
2004-07-29,-0.9569
2004-08-06,2.0202
2004-08-11,-0.2152
2004-08-17,-1.855
2004-08-24,2.3297
2004-08-25,-0.7732
2004-08-27,-0.3896
2004-08-30,1.043
2004-08-31,2.5806
2004-09-01,-1.2579
2004-09-02,-0.2123
2004-09-07,3.6596
2004-09-08,1.7241
2004-09-09,2.6634
2004-09-10,-4.6777
2004-09-14,1.0309
2004-09-15,-2.0408
2004-09-16,1.4583
2004-09-17,0.616
2004-09-23,0.0816
2004-09-27,1.3458
2004-10-01,0.9285
2004-10-05,0.96
2004-10-06,-1.6244
2004-10-07,-1.329
2004-10-11,4.0816
2004-10-12,-0.3137
2004-10-13,1.4555
2004-10-14,1.8224
2004-10-15,-0.3808
2004-10-18,3.1728
2004-10-19,0.9633
2004-10-20,-1.1009
2004-10-21,1.2987
2004-10-22,0.989
2004-10-25,1.0519
2004-10-26,-3.0869
2004-10-27,7.4444
2004-10-28,-3.1713
2004-10-29,1.5664
2004-11-01,-2.4886
2004-11-02,3.6664
2004-11-03,-2.9126
2004-11-04,3.8929
2004-11-05,6.0502
2004-11-08,-1.0081
2004-11-09,1.5095
2004-11-10,-0.0323
2004-11-11,1.6457000000000002
2004-11-12,-0.9524
2004-11-16,-1.1218
2004-11-17,0.4862
2004-11-18,0.0
2004-11-19,0.0
2004-11-22,0.0
2004-11-23,3.7742
2004-11-24,-1.461
2004-11-26,0.1577
2004-11-29,1.2598
2004-12-01,-4.3546
2004-12-03,-2.0813
2004-12-06,2.9558
2004-12-07,0.0
2004-12-08,1.9032
2004-12-09,0.5065
2004-12-10,0.7843
2004-12-14,-2.3407
2004-12-15,2.4
2004-12-16,0.7813
2004-12-17,-0.0031
2004-12-20,0.0
2004-12-21,-0.0279
2004-12-23,-2.1712
2004-12-27,4.4705
2004-12-28,6.2215
2004-12-29,-1.05
2004-12-30,-1.5918999999999999
2005-01-03,-0.4706
2005-01-04,-3.1915
2005-01-05,0.2747
2005-01-06,-0.6393
2005-01-07,0.0306
2005-01-10,-1.6844999999999999
2005-01-11,1.2461
2005-01-12,0.0
2005-01-14,2.0
2005-01-18,-3.2278000000000002
2005-01-19,1.9638
2005-01-20,-2.0177
2005-01-21,0.0655
2005-01-24,-0.0343
2005-01-25,-0.1871
2005-01-26,2.8437
2005-01-28,-1.732
2005-01-31,-5.6586
2005-02-01,1.6059999999999999
2005-02-02,0.0
2005-02-03,-3.0645
2005-02-04,1.4975
2005-02-07,-0.3279
2005-02-08,1.9737
2005-02-09,0.0
2005-02-11,0.6097
2005-02-15,0.1635
2005-02-16,-2.977
2005-02-23,0.2969
2005-02-24,-0.5888
2005-02-25,2.1475
2005-02-28,-1.4901
2005-03-01,-0.8221
2005-03-02,0.1326
2005-03-03,-0.3278
2005-03-07,0.5614
2005-03-09,-0.7235
2005-03-11,-0.0033
2005-03-14,2.3295
2005-03-15,0.7805
2005-03-16,-1.5812
2005-03-17,3.4426
2005-03-18,1.3629
2005-03-21,-2.3765
2005-03-24,1.5695000000000001
2005-03-29,1.1826
2005-03-30,-2.9688
2005-04-01,2.2544
2005-04-04,1.5748
2005-04-05,-0.7752
2005-04-06,-1.5625
2005-04-07,-1.5556
2005-04-08,0.7739
2005-04-11,0.0
2005-04-12,0.0
2005-04-15,-0.8
2005-04-18,-0.1613
2005-04-19,1.6478000000000002
2005-04-20,-0.4132
2005-04-21,1.9788999999999999
2005-04-22,-0.8764
2005-04-25,3.7891
2005-04-26,-0.6693
2005-04-27,-0.1531
2005-04-28,0.0
2005-04-29,-1.0123
2005-05-02,1.1776
2005-05-03,2.4502
2005-05-04,0.7474
2005-05-05,0.8902
2005-05-06,1.4706000000000001
2005-05-09,1.4493
2005-05-10,2.4286
2005-05-11,0.1395
2005-05-12,0.1671
2005-05-13,0.1112
2005-05-16,-2.8611
2005-05-17,6.3054
2005-05-18,-0.807
2005-05-19,0.0
2005-05-20,-0.0339
2005-05-23,0.0
2005-05-24,3.2553
2005-05-25,1.8062
2005-05-26,0.129
2005-05-27,4.607
2005-05-31,0.0924
2005-06-01,0.9231
2005-06-02,0.5488
2005-06-03,0.2122
2005-06-06,0.7564
2005-06-07,-2.0721
2005-06-08,1.0733
2005-06-09,0.7585
2005-06-10,-0.1204
2005-06-13,0.0301
2005-06-14,0.1507
2005-06-15,-1.294
2005-06-16,0.6098
2005-06-17,0.7576
2005-06-20,-0.782
2005-06-21,-1.7581
2005-06-22,-1.1108
2005-06-23,-4.1498
2005-06-24,-0.3906
2005-06-27,-6.3072
2005-06-28,4.8832
2005-06-29,0.6
2005-06-30,-0.4639
2005-07-01,3.3289
2005-07-05,3.0928
2005-07-06,-2.2188
2005-07-07,2.2691
2005-07-08,-0.8125
2005-07-11,-2.0794
2005-07-12,1.9627
2005-07-13,-0.2209
2005-07-14,-3.0361
2005-07-15,-1.272
2005-07-18,-0.892
2005-07-19,0.6667
2005-07-20,-0.6623
2005-07-21,-2.6333
2005-07-22,-3.2523
2005-07-25,-1.4154
2005-07-26,1.9383
2005-07-27,2.2887
2005-07-28,2.031
2005-07-29,-3.0364
2005-08-01,2.0877
2005-08-02,0.2045
2005-08-03,1.2245
2005-08-04,-4.9395
2005-08-05,-10.1449
2005-08-08,-1.2982
2005-08-09,0.2391
2005-08-10,3.3797
2005-08-11,-1.5385
2005-08-12,-0.1563
2005-08-15,0.8998
2005-08-16,-0.7367
2005-08-17,-2.3047
2005-08-18,-0.8397
2005-08-19,-0.8065
2005-08-22,1.3820999999999999
2005-08-23,-1.6038000000000001
2005-08-24,0.4075
2005-08-25,0.5276
2005-08-26,-1.3323
2005-08-29,-0.1227
2005-08-30,2.1794000000000002
2005-08-31,2.5579
2005-09-01,6.6458
2005-09-02,1.063
2005-09-06,1.2332
2005-09-07,0.7166
2005-09-08,-1.8143
2005-09-09,1.087
2005-09-12,3.7276
2005-09-13,-0.311
2005-09-14,-2.253
2005-09-15,-3.0496
2005-09-16,1.5728
2005-09-19,-2.5567
2005-09-20,0.4804
2005-09-21,-4.7076
2005-09-22,-1.0421
2005-09-23,-1.053
2005-09-26,16.082
2005-09-27,-3.2258
2005-09-28,-3.2561
2005-09-29,1.0182
2005-09-30,-2.5918
2005-10-03,-2.2542
2005-10-04,0.4159
2005-10-05,-6.8524
2005-10-06,-3.0719
2005-10-07,0.0417
2005-10-10,-2.7095000000000002
2005-10-11,-1.671
2005-10-12,-2.0915
2005-10-13,-0.9368
2005-10-14,3.0571
2005-10-17,1.2642
2005-10-18,-4.2187
2005-10-19,13.0337
2005-10-20,-0.6759
2005-10-21,-2.6821
2005-10-24,4.3192
2005-10-25,-1.3013
2005-10-26,-0.3196
2005-10-27,-4.6894
2005-10-28,-6.0555
2005-10-31,11.8174
2005-11-01,0.1201
2005-11-02,-0.04
2005-11-03,0.0
2005-11-04,-2.88
2005-11-07,-0.1236
2005-11-08,-1.0309
2005-11-09,-0.75
2005-11-10,4.9118
2005-11-11,0.08
2005-11-14,-0.04
2005-11-15,1.12
2005-11-16,-3.4019
2005-11-17,2.7027
2005-11-18,-0.319
2005-11-21,1.6
2005-11-22,0.3937
2005-11-23,0.0
2005-11-28,-1.2549000000000001
2005-11-29,1.6282999999999999
2005-11-30,0.0391
2005-12-01,1.7969
2005-12-02,-0.6907
2005-12-05,1.2848
2005-12-06,0.1431
2005-12-07,-0.9524
2005-12-08,0.0
2005-12-12,1.5385
2005-12-13,0.0
2005-12-14,0.1136
2005-12-15,1.8918
2005-12-16,-0.6313
2005-12-19,-3.3632
2005-12-20,0.8894
2005-12-21,-0.8816
2005-12-22,2.0108
2005-12-23,1.3647
2005-12-27,-1.982
2005-12-28,-0.9729
2005-12-29,-1.391
2005-12-30,-2.116
2006-01-03,-1.1209
2006-01-05,0.1215
2006-01-06,-0.1213
2006-01-09,-1.7409
2006-01-10,1.4421
2006-01-11,-3.7774
2006-01-12,-2.1528
2006-01-13,3.1061
2006-01-17,0.8368
2006-01-18,0.9129
2006-01-19,2.7961
2006-01-20,-0.16
2006-01-23,-2.6042
2006-01-24,4.0724
2006-01-25,2.9644
2006-01-26,5.7582
2006-01-27,-3.5209
2006-01-30,-4.1008
2006-01-31,-5.4531
2006-02-01,8.7552
2006-02-02,-5.9901
2006-02-03,-0.2841
2006-02-06,-2.1164
2006-02-07,-4.2827
2006-02-08,2.5629999999999997
2006-02-09,-0.1694
2006-02-10,0.7637
2006-02-13,-0.1263
2006-02-14,2.7403
2006-02-15,2.1338
2006-02-16,0.8839
2006-02-17,-0.0398
2006-02-21,-0.5976
2006-02-22,2.3246
2006-02-23,-2.2327
2006-02-24,-0.2404
2006-02-27,0.4016
2006-02-28,-2.0
2006-03-01,4.4898
2006-03-02,-2.4609
2006-03-03,-2.5631
2006-03-06,0.0411
2006-03-07,-1.8899
2006-03-08,-3.4757
2006-03-09,-1.3883
2006-03-10,-2.5517
2006-03-13,3.386
2006-03-14,-2.6638
2006-03-15,-0.1346
2006-03-16,3.3243
2006-03-17,-2.0
2006-03-20,-1.819
2006-03-21,-2.7564
2006-03-22,-2.184
2006-03-23,4.5606
2006-03-24,0.9087
2006-03-27,-0.3152
2006-03-28,0.0903
2006-03-29,6.3515
2006-03-30,-4.0868
2006-03-31,-2.1749
2006-04-03,-0.726
2006-04-04,-1.4625
2006-04-05,0.9276
2006-04-06,-1.1489
2006-04-07,-1.4877
2006-04-10,-0.6135
2006-04-11,-1.4245
2006-04-12,-0.0963
2006-04-13,0.5786
2006-04-17,-0.3835
2006-04-18,0.1444
2006-04-19,-1.1052
2006-04-20,-0.9718
2006-04-21,-1.9136
2006-04-24,-3.7019
2006-04-25,-3.7922000000000002
2006-04-26,-0.54
2006-04-27,0.4343
2006-04-28,1.0811
2006-05-01,-3.5294
2006-05-02,-2.439
2006-05-03,5.1136
2006-05-04,1.6216
2006-05-05,-0.4787
2006-05-08,1.8172000000000001
2006-05-09,-1.6273
2006-05-10,-1.8143
2006-05-11,-4.7826
2006-05-12,-1.8836
2006-05-15,2.9668
2006-05-16,2.0904
2006-05-17,-1.2175
2006-05-18,-2.521
2006-05-19,2.2989
2006-05-22,5.2809
2006-05-23,-1.2267000000000001
2006-05-24,1.2959
2006-05-25,0.2667
2006-05-26,-2.766
2006-05-30,-4.267
2006-05-31,2.7429
2006-06-01,1.1123
2006-06-02,3.2453
2006-06-05,-7.9915
2006-06-06,4.6323
2006-06-07,0.332
2006-06-08,0.0552
2006-06-09,-0.3859
2006-06-12,-1.2728
2006-06-13,2.2982
2006-06-14,1.3151
2006-06-15,-0.1622
2006-06-16,-0.1083
2006-06-19,-0.8134
2006-06-20,0.0
2006-06-21,-0.1093
2006-06-22,1.2589000000000001
2006-06-23,-1.0811
2006-06-26,8.1967
2006-06-27,-1.0606
2006-06-28,-0.8167
2006-06-29,5.2713
2006-06-30,9.6711
2006-07-03,-2.3277
2006-07-05,-3.1164
2006-07-06,-0.7569
2006-07-07,-1.7635999999999998
2006-07-10,0.2911
2006-07-11,-1.5481
2006-07-12,-2.6536
2006-07-13,-1.5144
2006-07-14,1.999
2006-07-17,-1.9598
2006-07-18,-2.3578
2006-07-19,2.0472
2006-07-20,0.8745
2006-07-21,6.8332
2006-07-24,1.8138
2006-07-25,0.2344
2006-07-26,-0.9822
2006-07-27,-0.3307
2006-07-28,0.6161
2006-07-31,-3.6835
2006-08-01,-1.115
2006-08-02,4.3027
2006-08-03,-2.3708
2006-08-04,-3.7397
2006-08-07,0.9082
2006-08-08,0.0
2006-08-09,4.0
2006-08-10,-3.6058
2006-08-11,3.0923
2006-08-14,0.5322
2006-08-15,-1.3474
2006-08-16,-1.9512
2006-08-17,-0.2985
2006-08-21,1.1976
2006-08-22,-0.789
2006-08-23,-0.5964
2006-08-25,1.1
2006-08-28,0.1484
2006-08-29,-1.7284000000000002
2006-08-31,0.4523
2006-09-01,1.951
2006-09-05,-0.4907
2006-09-06,0.0
2006-09-07,-0.1479
2006-09-12,-0.7407
2006-09-13,1.3682
2006-09-18,-1.3497
2006-09-19,-0.0498
2006-09-20,1.6924000000000001
2006-09-21,1.8111000000000002
2006-09-22,3.2692
2006-09-25,-4.3296
2006-09-26,0.0243
2006-09-27,-2.2987
2006-09-28,2.4
2006-09-29,2.0508
2006-10-03,-2.5837
2006-10-05,-1.7682
2006-10-06,0.5
2006-10-09,-1.3433
2006-10-10,-0.353
2006-10-11,-2.581
2006-10-12,-1.2468
2006-10-13,7.575
2006-10-16,-0.2445
2006-10-17,-1.6176
2006-10-18,-2.4415
2006-10-20,1.7365
2006-10-23,-5.2209
2006-10-24,-0.2648
2006-10-26,-0.478
2006-10-27,0.3202
2006-10-30,1.7021
2006-10-31,-1.0983
2006-11-01,1.9566
2006-11-02,-0.6224
2006-11-07,-1.096
2006-11-08,-0.2639
2006-11-10,0.3704
2006-11-14,0.0
2006-11-16,-1.4233
2006-11-20,1.6042999999999998
2006-11-21,-0.0526
2006-11-22,1.3691
2006-11-27,-2.5455
2006-11-28,-2.9851
2006-11-29,0.8242
2006-11-30,0.2725
2006-12-04,-1.3043
2006-12-05,-0.6057
2006-12-06,4.3767
2006-12-07,-3.3970000000000002
2006-12-08,-2.3743
2006-12-11,-0.1681
2006-12-12,3.3375
2006-12-13,-2.6187
2006-12-14,-1.9607999999999999
2006-12-15,2.0
2006-12-18,-0.7843
2006-12-19,-0.3388
2006-12-20,-0.4533
2006-12-21,-1.8213
2006-12-22,2.8986
