ticker,VSMR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-04-02,21.3333
2009-04-03,2.7473
2009-04-06,2.1390000000000002
2009-04-07,1.5707
2009-04-08,3.6082
2009-04-09,1.99
2009-04-13,5.8537
2009-04-14,3.6866
2009-04-15,4.8889
2009-04-16,4.2373
2009-04-17,1.626
2009-04-20,2.8
2009-04-21,-0.3891
2009-04-22,1.1719
2009-04-23,-0.0386
2009-04-24,1.5836000000000001
2009-04-27,-0.7605
2009-04-28,-0.3831
2009-04-29,1.5385
2009-04-30,0.7576
2009-05-01,0.3759
2009-05-04,0.0
2009-05-05,-0.7491
2009-05-06,0.7547
2009-05-07,-1.4981
2009-05-08,-2.6616
2009-05-11,-21.875
2009-05-12,10.0
2009-05-13,11.3636
2009-05-14,1.2245
2009-05-15,-9.2742
2009-05-18,-2.2222
2009-05-19,4.0909
2009-05-20,-8.2969
2009-05-21,2.3810000000000002
2009-05-22,0.0
2009-05-26,0.0
2009-05-28,0.0
2009-06-01,-6.9767
2009-06-02,7.5
2009-06-04,0.0
2009-06-05,-1.8605
2009-06-10,-0.4739
2009-06-12,-2.3810000000000002
2009-06-15,-2.439
2009-06-16,-1.0
2009-06-17,-1.0101
2009-06-18,9.6939
2009-06-19,0.0
2009-06-22,-11.6279
2009-06-23,0.0
2009-06-24,0.0
2009-06-25,-5.2632
2009-06-26,-2.7778
2009-06-29,-11.4286
2009-06-30,0.6452
2009-07-01,5.1282
2009-07-06,-5.4878
2009-07-07,-25.8065
2009-07-08,-13.0435
2009-07-09,-5.0
2009-07-10,-10.526299999999999
2009-07-13,-5.8824
2009-07-14,26.25
2009-07-15,4.9505
2009-07-16,-4.717
2009-07-17,3.9604
2009-07-20,-1.9048
2009-07-21,-12.6214
2009-07-22,5.5556
2009-07-27,0.0
2009-07-28,0.0
2009-07-29,-5.2632
2009-07-30,-2.2222
2009-07-31,2.2727
2009-08-03,0.0
2009-08-04,4.4444
2009-08-05,0.0
2009-08-06,-1.0638
2009-08-07,-8.6022
2009-08-10,5.8824
2009-08-11,0.0
2009-08-12,0.0
2009-08-13,-5.5556
2009-08-14,0.0
2009-08-17,-1.1764999999999999
2009-08-18,2.3810000000000002
2009-08-19,6.9767
2009-08-20,-2.1739
2009-08-21,5.5556
2009-08-24,-5.2632
2009-08-25,2.2222
2009-08-26,0.0
2009-08-27,-2.1739
2009-08-28,3.3333
2009-09-01,0.0
2009-09-02,2.1505
2009-09-03,-2.1053
2009-09-04,7.5269
2009-09-08,0.0
