ticker,KSSH US Equity
2007-12-05,0.0
2007-12-06,-12.0
2007-12-07,2.2727
2007-12-10,-11.1111
2007-12-11,-25.0
2007-12-12,26.6667
2007-12-13,-2.6316
2007-12-14,0.0
2007-12-17,-2.7027
2007-12-18,-11.1111
2007-12-19,9.375
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,-14.2857
2007-12-26,3.3333
2007-12-27,-3.2258
2007-12-28,0.0
2007-12-31,5.0
2008-01-02,0.0
2008-01-03,-14.2857
2008-01-04,16.6667
2008-01-07,-20.634900000000002
2008-01-08,0.0
2008-01-09,4.0
2008-01-10,-15.3846
2008-01-11,4.5455
2008-01-14,0.0
2008-01-15,0.0
2008-01-16,-4.3478
2008-01-18,-9.0909
2008-01-22,-5.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-25,5.2632
2008-01-28,-30.0
2008-01-29,7.1429
2008-01-30,-6.6667
2008-02-07,7.1429
2008-02-08,-6.6667
2008-02-11,-7.1429
2008-02-12,-7.6923
2008-02-13,0.0
2008-02-15,-2.3438
2008-02-19,2.4
2008-02-20,-16.6667
2008-02-21,0.0
2008-02-22,-30.0
2008-02-28,42.8571
2008-03-14,0.0
2008-03-19,-10.0
2008-03-20,-16.6667
2008-03-24,13.3333
2008-03-25,0.0
2008-03-27,-17.647100000000002
2008-04-03,-14.2857
2008-04-07,66.6667
2008-04-08,50.0
2008-04-09,-26.6667
2008-04-15,-13.6364
2008-04-16,-5.2632
2008-04-17,0.0
2008-04-21,66.6667
2008-04-25,-33.3333
2008-05-02,-20.0
2008-05-05,25.0
2008-05-07,-20.0
2008-05-08,25.0
2008-05-16,60.0
2008-05-19,0.0
2008-05-20,-18.75
2008-05-21,-7.6923
2008-05-22,-8.3333
2008-05-27,-18.1818
2008-05-28,0.0
2008-06-09,-22.2222
2008-06-16,0.0
2008-06-17,28.5714
2008-06-19,5.5556
2008-06-20,-5.2632
2008-06-25,0.0
2008-06-26,0.0
2008-06-30,-11.1111
2008-07-01,12.5
2008-07-07,-33.3333
2008-07-17,-16.6667
2008-07-24,0.0
2008-07-25,-20.0
2008-07-29,-25.0
2008-07-30,66.6667
2008-07-31,-60.0
2008-08-01,50.0
2008-08-06,0.0
2008-08-11,0.0
2008-08-13,0.0
2008-08-14,0.0
2008-08-15,100.0
2008-08-18,0.0
2008-08-25,-33.3333
2008-08-26,25.0
2008-08-28,60.0
2008-08-29,0.0
2008-09-02,0.0
2008-09-03,-12.5
2008-09-08,-14.2857
2008-09-10,0.0
2008-09-12,-16.6667
2008-09-15,40.0
2008-09-16,-28.5714
2008-09-17,30.0
2008-09-22,-7.6923
2008-09-23,-16.6667
2008-09-30,0.0
2008-10-02,0.0
2008-10-08,0.0
2008-10-09,-10.0
2008-10-13,-11.1111
2008-10-14,0.0
2008-10-16,-12.5
2008-10-21,14.2857
2008-10-22,0.0
2008-10-24,-25.0
2008-10-28,0.0
2008-10-29,0.0
2008-11-04,-33.3333
2008-11-05,0.0
2008-11-07,0.0
2008-11-10,25.0
2008-11-17,-36.0
2008-11-20,18.75
2008-11-21,5.2632
2008-11-24,-25.0
2008-12-01,0.0
2008-12-05,0.0
2008-12-08,0.0
2008-12-09,0.0
2008-12-10,0.0
2008-12-11,0.0
2008-12-15,0.0
2008-12-16,0.0
2008-12-23,-33.3333
2008-12-26,0.0
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,-88.75
2009-01-05,611.1111
2009-01-06,25.0
2009-01-08,0.0
2009-01-09,-40.0
2009-01-12,33.3333
2009-01-14,0.0
2009-01-15,0.0
2009-01-20,0.0
2009-01-21,0.0
2009-01-27,-25.0
2009-01-30,0.0
2009-02-05,0.0
2009-02-06,0.0
2009-02-11,0.0
2009-03-03,-16.6667
2009-03-06,0.0
2009-03-18,0.0
2009-03-24,0.0
2009-03-30,0.0
2009-04-03,60.0
2009-04-06,25.0
2009-04-08,0.0
2009-04-14,0.0
2009-04-20,50.0
2009-04-23,-53.3333
2009-05-07,57.1429
2009-05-08,0.0
2009-05-12,0.0
2009-06-12,354.5455
2009-06-25,-60.0
2009-07-08,0.0
2009-07-10,-45.0
2009-07-13,0.0
2009-07-20,0.0
2009-08-05,263.6364
2009-08-06,0.0
2009-08-14,-12.5
2009-08-19,-57.1429
2009-08-24,0.0
2009-08-31,-26.6667
2009-09-15,-9.0909
2009-09-18,100.0
2009-09-22,-39.375
2009-10-26,60.8247
2009-11-18,-43.5897
2009-11-20,10.2273
2009-11-24,0.0
2009-11-30,0.0
2009-12-03,4.1237
2009-12-09,-3.9604
2009-12-11,-9.2784
2009-12-17,172.7273
2009-12-18,0.0
2009-12-22,-10.0
2009-12-23,-7.4074
2009-12-24,16.0
2009-12-29,3.4483
2010-01-06,-8.3333
2010-01-07,7.2727
2010-01-08,-3.3898
2010-01-11,-3.5088
2010-01-13,27.2727
2010-01-14,0.0
2010-01-15,-18.9286
2010-01-19,-29.5154
2010-01-26,75.0
2010-02-01,-14.2857
2010-02-02,-26.6667
2010-02-03,36.3636
2010-02-05,-66.6667
2010-02-08,100.0
2010-02-09,-25.0
2010-02-12,0.0
2010-02-17,-26.6667
2010-02-18,-33.5227
2010-02-22,77.7778
2010-02-26,-64.4231
2010-03-01,137.8378
2010-03-02,-54.5455
2010-03-03,120.0
2010-03-04,-54.5455
2010-03-09,0.0
2010-03-15,120.0
2010-03-18,-57.9545
2010-03-22,-74.3243
2010-03-23,42.1053
2010-04-08,37.037
2010-04-28,418.9189
2010-05-03,0.0
2010-05-21,-87.5
2010-06-10,0.0
2010-06-21,0.0
2010-06-28,0.0
2010-07-22,33.3333
2010-07-27,6.25
2010-08-06,129.4118
2010-08-09,-56.4103
2010-08-13,-23.5294
2010-08-24,0.0
2010-09-14,0.0
2010-09-15,-30.7692
2010-09-24,5.5556
2010-10-08,0.0
2010-10-12,0.0
2010-10-18,68.4211
2010-10-19,0.0
2010-10-26,25.0
2010-11-03,-47.5
2010-11-30,14.2857
2010-12-03,0.0
2010-12-10,212.5
2010-12-13,-72.0
2010-12-14,-14.2857
2010-12-28,66.6667
2010-12-29,0.0
2010-12-30,0.0
2011-01-04,0.0
2011-01-06,0.0
2011-01-19,-46.6667
2011-02-22,81.25
2011-03-29,103.4483
2011-03-30,-18.6441
2011-04-13,-56.25
2011-04-14,190.4762
2011-04-15,44.2623
2011-04-18,-2.2727
2011-04-19,0.0
2011-04-20,0.0
2011-04-21,0.0
2011-04-25,0.0
2011-05-02,0.0
2011-05-18,11.6279
2011-05-25,-10.4167
2011-05-26,0.0
2011-06-01,74.4186
2011-06-02,-42.6667
2011-06-06,86.0465
2011-06-09,-46.25
2011-06-10,2.3256
2011-06-13,-52.2727
2011-06-14,90.4762
2011-06-30,0.0
2011-07-07,0.0
2011-07-25,3.75
2011-08-05,2.4096
2011-09-09,0.0
2011-09-16,182.3529
2011-09-28,0.0
2011-10-03,-20.0
2011-10-17,0.0
2011-10-20,-16.6667
2011-10-25,0.0
2011-10-28,-8.125
2011-11-22,-2.0408
2011-12-06,-2.0833
2011-12-16,0.0
2011-12-22,0.0
2011-12-29,-31.9149
2012-01-12,8.3333
2012-02-13,0.0
2012-02-14,0.0
2012-02-28,0.0
2012-03-26,0.0
2012-03-27,-7.6923
2012-04-18,2.0833
2012-05-01,0.0
2012-05-02,-83.6735
2012-05-07,700.0
2012-06-06,-50.0
2012-06-13,25.0
2012-06-18,0.0
2012-06-20,20.0
2012-06-27,16.6667
2012-06-28,-28.5714
2012-07-03,0.0
2012-07-06,2.5
2012-07-09,0.0
2012-07-11,-2.439
2012-07-12,0.0
2012-07-13,2.5
2012-07-16,0.0
2012-07-17,36.5854
2012-07-18,-14.2857
2012-07-19,-14.5833
2012-07-23,17.0732
2012-07-24,-14.5833
2012-07-27,9.7561
2012-08-08,6.6667
2012-08-21,0.0
2012-09-04,0.0
2012-09-20,-8.3333
2012-10-08,27.2727
2012-12-28,-28.5714
2012-12-31,3.75
2013-03-21,-3.6145
2013-03-22,-20.0
2013-04-01,0.0
2013-04-04,-50.0
2013-04-18,0.0
2013-05-07,-75.0
2013-07-24,0.0
2013-08-02,0.0
2013-08-07,0.0
2013-08-23,200.0
2013-08-28,0.0
2013-10-08,-58.3333
2013-10-14,220.0
2013-11-04,-43.75
2013-11-13,0.0
2013-11-18,0.0
2013-11-25,0.0
2013-12-09,0.0
2014-01-15,166.6667
2014-01-21,0.0
2014-01-24,66.6667
2014-02-11,-16.25
2014-02-19,-4.4776
2014-02-24,0.0
2014-02-27,0.0
2014-03-03,0.0
2014-03-06,0.0
2014-03-14,0.0
2014-03-31,125.0
2014-04-03,-55.5556
2014-04-07,0.0
2014-04-14,0.0
2014-04-25,25.0
2014-05-01,40.0
2014-06-04,-42.8571
2014-08-08,0.0
2014-09-05,25.0
2014-10-06,-20.0
2014-10-08,0.0
2014-10-29,-12.5
2014-12-12,0.0
2014-12-15,0.0
2014-12-18,157.1429
2014-12-19,-27.7778
2014-12-22,-7.6923
2014-12-23,-16.6667
2014-12-24,10.0
2014-12-26,-27.2727
2014-12-29,37.5
2014-12-31,9.0909
2015-01-05,46.875
2015-01-13,-31.9149
2015-01-15,-8.3333
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-28,-9.0909
2015-02-12,-20.0
2015-02-17,50.0
2015-02-18,0.0
2015-02-25,0.0
2015-02-26,-16.6667
2015-02-27,20.0
2015-03-09,0.0
2015-03-17,38.5417
2015-04-08,-39.8496
2015-04-10,-26.25
2015-04-14,-1.6949
2015-04-23,10.3448
2015-04-28,-9.375
2015-04-29,-20.6897
2015-04-30,-13.0435
2015-05-15,100.0
2015-05-27,0.0
2015-05-28,20.0
2015-06-01,-41.6667
2015-06-15,0.0
2015-06-17,0.0
2015-07-06,-10.7143
2015-07-27,-32.0
2015-09-04,2.9412000000000003
2015-09-11,0.0
2015-09-18,0.0
2015-10-14,37.1429
2015-10-26,0.0
2015-11-20,-27.0833
2015-11-25,5.7143
2015-12-07,8.1081
2015-12-11,-7.5
2015-12-28,0.0
2016-01-19,0.0
2016-01-21,72.973
2016-01-22,-12.5
2016-01-25,42.8571
2016-01-26,40.0
2016-01-27,28.5714
2016-01-28,-11.1111
2016-01-29,50.0
2016-02-01,-16.6667
2016-02-02,-40.0
2016-02-08,0.0
2016-02-25,50.0
2016-02-26,66.6667
2016-02-29,-33.3333
2016-03-01,5.0
2016-03-02,-4.7619
2016-03-03,0.0
2016-03-08,-40.0
2016-03-17,0.0
2016-03-21,0.0
2016-04-05,-16.6667
2016-05-05,-36.25
2016-05-27,9.8039
2016-07-14,14.2857
2016-08-04,3.125
2016-08-22,-3.0303
2016-09-26,0.0
2016-09-28,0.0
2016-10-19,0.0
2016-10-25,0.0
2016-12-30,6.25
2017-02-01,-2.9412000000000003
2017-04-10,28.7879
2017-05-01,-24.7059
2017-07-07,0.0
2017-07-25,-25.0
2017-08-01,0.0
2017-10-06,0.0
2017-10-26,0.0
2017-10-27,20.3333
2017-10-30,-3.0471
2017-10-31,-8.5714
2017-11-02,3.125
2017-11-06,-3.0303
2017-11-10,21.875
2017-11-13,-17.9487
2017-12-15,0.0
2017-12-19,0.0
2017-12-21,-31.25
2017-12-26,77.2727
2017-12-29,-35.8974
2018-01-02,20.0
2018-01-11,-20.0
2018-02-15,0.0
2018-04-12,0.0
2018-04-20,0.0
2018-06-14,0.0
2018-08-06,0.0
2018-09-05,0.0
2018-09-26,0.0
2018-10-12,4.1667
2018-11-02,0.0
2018-11-21,0.0
2018-11-28,4.0
2018-12-26,0.0
2019-01-31,-7.6923
2019-02-06,4.1667
2019-02-22,19.0
2019-03-04,27.7311
2019-03-15,-7.8947
2019-03-19,-28.5714
2019-03-28,0.0
2019-06-03,4.0
2019-06-10,-7.6923
2019-07-01,4.1667
2019-07-09,28.0
2019-07-18,-3.125
2019-08-06,0.0
2019-08-09,-3.2258
2019-10-08,-16.6667
2019-10-11,-4.0
2019-10-14,15.6667
2019-10-17,-20.7493
2019-10-22,-22.7273
2019-10-24,-5.8824
2019-10-25,-6.25
2019-10-28,700.0
2019-10-29,-50.0
2019-10-30,0.0
2019-10-31,-48.3333
2019-11-01,0.0
2019-11-11,-25.8065
2019-11-22,4.3478
2020-01-29,-12.5
2020-02-14,4.7619
2020-02-18,0.0
2020-02-19,-13.6364
2020-02-20,52.6316
2020-02-28,-24.1379
2020-03-12,-27.2727
2020-04-02,0.0
2020-04-03,0.0
2020-04-07,145.0
2020-04-08,14.7959
2020-04-09,11.1111
2020-04-13,0.0
2020-04-16,-20.0
2020-04-29,-12.5
2020-05-01,85.1429
2020-05-04,8.0247
2020-05-05,-54.2857
2020-05-06,0.0
2020-05-08,9.375
2020-05-11,-11.4286
2020-05-15,-16.129
2020-05-19,15.3846
2020-06-26,30.0
2020-06-29,51.2821
2020-06-30,0.8475
2020-07-24,-51.2605
2020-07-28,0.0
