ticker,ARI US Equity
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,-0.4444
2010-02-22,0.2232
2010-02-23,-0.2784
2010-02-24,-1.0609
2010-02-25,0.2822
2010-02-26,-0.1688
2010-03-01,-0.2818
2010-03-02,0.0565
2010-03-03,0.3955
2010-03-04,0.1688
2010-03-05,1.2921
2010-03-08,0.4992
2010-03-09,-0.1104
2010-03-10,-0.5525
2010-03-11,0.8333
2010-03-12,-0.1653
2010-03-15,-0.1104
2010-03-16,-0.1105
2010-03-17,0.2212
2010-03-18,0.3311
2010-03-19,-0.33
2010-03-22,-0.2208
2010-03-23,-0.1659
2010-03-24,-0.1662
2010-03-25,0.0555
2010-03-26,-0.1664
2010-03-29,1.1111
2010-03-30,1.0644
2010-03-31,-0.1663
2010-04-01,-0.4442
2010-04-05,0.8924
2010-04-06,-0.1106
2010-04-07,-0.2214
2010-04-08,1.553
2010-04-09,0.3277
2010-04-12,-1.0887
2010-04-13,0.3302
2010-04-14,0.7131
2010-04-15,0.5991
2010-04-16,-1.2453
2010-04-19,-0.932
2010-04-20,0.3874
2010-04-21,0.0551
2010-04-22,-0.4408
2010-04-23,0.332
2010-04-26,-0.2206
2010-04-27,-0.6633
2010-04-28,0.6121
2010-04-29,-0.2212
2010-04-30,-0.1663
2010-05-03,0.6663
2010-05-04,-0.8274
2010-05-05,-0.5006
2010-05-06,-1.1179000000000001
2010-05-07,-1.5828
2010-05-10,0.5169
2010-05-11,0.0
2010-05-12,1.1429
2010-05-13,-1.0169
2010-05-14,-0.8562
2010-05-17,0.0576
2010-05-18,-0.5754
2010-05-19,-1.0417
2010-05-20,-2.5731
2010-05-21,1.7407
2010-05-24,-1.0619
2010-05-25,-0.7752
2010-05-26,-0.2404
2010-05-27,2.8313
2010-05-28,-0.7616
2010-06-01,-2.4203
2010-06-02,1.9359
2010-06-03,-0.2374
2010-06-04,-1.2493
2010-06-07,-0.9036
2010-06-08,-2.0061
2010-06-09,-0.1861
2010-06-10,1.8645
2010-06-11,1.5253
2010-06-14,0.2404
2010-06-15,1.7986
2010-06-16,-1.3545
2010-06-17,0.8358
2010-06-18,0.7697
2010-06-21,0.9988
2010-06-22,-1.3961999999999999
2010-06-23,-0.059
2010-06-24,-1.0626
2010-06-25,3.8186
2010-06-28,-0.6322
2010-06-29,-3.0106
2010-06-30,0.1826
2010-07-01,-0.243
2010-07-02,-0.3045
2010-07-06,-0.8552
2010-07-07,1.8484
2010-07-08,0.484
2010-07-09,1.0836999999999999
2010-07-12,-0.7147
2010-07-13,1.8596
2010-07-14,-0.9423
2010-07-15,-0.7729
2010-07-16,-2.2169
2010-07-19,0.1225
2010-07-20,0.0612
2010-07-21,0.0612
2010-07-22,2.3839
2010-07-23,0.8358
2010-07-26,0.4737
2010-07-27,0.0
2010-07-28,-0.7661
2010-07-29,-0.2969
2010-07-30,0.6552
2010-08-02,0.4142
2010-08-03,-0.2357
2010-08-04,0.8269
2010-08-05,-0.703
2010-08-06,-1.1209
2010-08-09,2.0286
2010-08-10,-1.462
2010-08-11,-0.5935
2010-08-12,1.194
2010-08-13,-0.295
2010-08-16,0.5325
2010-08-17,0.4709
2010-08-18,-0.0586
2010-08-19,-0.9965
2010-08-20,0.0592
2010-08-23,-0.4734
2010-08-24,-0.2378
2010-08-25,-0.1788
2010-08-26,-0.2985
2010-08-27,1.1377
2010-08-30,0.8289
2010-08-31,0.0
2010-09-01,1.1743999999999999
2010-09-02,0.1161
2010-09-03,0.8116
2010-09-07,-1.3226
2010-09-08,0.1748
2010-09-09,0.349
2010-09-10,1.5072
2010-09-13,0.1142
2010-09-14,-0.7416
2010-09-15,-4.5402000000000005
2010-09-16,-3.0704
2010-09-17,2.1739
2010-09-20,1.155
2010-09-21,-2.2236
2010-09-22,0.0615
2010-09-23,-0.9214
2010-09-24,1.5499
2010-09-27,0.3053
2010-09-28,0.913
2010-09-29,0.4326
2010-09-30,-1.1077
2010-10-01,0.8712
2010-10-04,0.0617
2010-10-05,0.185
2010-10-06,0.3692
2010-10-07,-0.4905
2010-10-08,1.2323
2010-10-11,0.0609
2010-10-12,-0.1217
2010-10-13,0.2436
2010-10-14,0.486
2010-10-15,-2.3579
2010-10-18,1.1764999999999999
2010-10-19,-1.1016
2010-10-20,1.4233
2010-10-21,-0.6711
2010-10-22,-0.4914
2010-10-25,1.0493999999999999
2010-10-26,-0.1833
2010-10-27,-0.2448
2010-10-28,0.2454
2010-10-29,-0.306
2010-11-01,0.2455
2010-11-02,0.7348
2010-11-03,-0.4255
2010-11-04,1.0379
2010-11-05,2.4773
2010-11-08,0.4127
2010-11-09,-0.4698
2010-11-10,-0.472
2010-11-11,-0.2371
2010-11-12,-0.1188
2010-11-15,-1.4277
2010-11-16,-1.6898
2010-11-17,-0.5525
2010-11-18,0.4938
2010-11-19,0.0
2010-11-22,-0.1229
2010-11-23,-0.369
2010-11-24,0.8025
2010-11-26,0.2449
2010-11-29,0.4887
2010-11-30,-0.1824
2010-12-01,0.6699
2010-12-02,-0.9074
2010-12-03,0.1221
2010-12-06,1.3415
2010-12-07,0.0602
2010-12-08,-0.2405
2010-12-09,-0.6631
2010-12-10,0.7888
2010-12-13,-0.3612
2010-12-14,-0.7855
2010-12-15,-0.3045
2010-12-16,0.2443
2010-12-17,1.1578
2010-12-20,-0.5422
2010-12-21,0.6663
2010-12-22,0.2407
2010-12-23,0.7203
2010-12-27,0.4172
2010-12-28,0.0
2010-12-29,-0.8309
2010-12-30,0.3066
2010-12-31,-0.0611
2011-01-03,1.1009
2011-01-04,-0.9074
2011-01-05,0.4274
2011-01-06,-0.4255
2011-01-07,0.3663
2011-01-10,0.3041
2011-01-11,-0.7884
2011-01-12,-0.2445
2011-01-13,0.0613
2011-01-14,0.3674
2011-01-18,0.2441
2011-01-19,-0.426
2011-01-20,-0.2445
2011-01-21,0.0
2011-01-24,0.674
2011-01-25,-0.8521
2011-01-26,0.4297
2011-01-27,0.3667
2011-01-28,-0.7308
2011-01-31,0.7975
2011-02-01,1.2781
2011-02-02,-0.1202
2011-02-03,0.4212
2011-02-04,-1.6777
2011-02-07,1.2797
2011-02-08,0.4813
2011-02-09,0.1198
2011-02-10,0.1196
2011-02-11,0.0597
2011-02-14,0.7164
2011-02-15,-0.5335
2011-02-16,1.2515
2011-02-17,0.412
2011-02-18,-0.1172
2011-02-22,-1.7019
2011-02-23,-1.0746
2011-02-24,0.7846
2011-02-25,1.1377
2011-02-28,0.7697
2011-03-01,-1.1163
2011-03-02,0.3565
2011-03-03,-0.7105
2011-03-04,0.477
2011-03-07,-0.4154
2011-03-08,1.5495
2011-03-09,-0.1761
2011-03-10,-0.8818
2011-03-11,0.0593
2011-03-14,-0.2371
2011-03-15,-1.1289
2011-03-16,-0.2404
2011-03-17,0.6024
2011-03-18,0.0
2011-03-21,0.1796
2011-03-22,0.1195
2011-03-23,0.0597
2011-03-24,0.0
2011-03-25,0.5967
2011-03-28,-0.3559
2011-03-29,-0.3571
2011-03-30,0.0612
2011-03-31,0.0
2011-04-01,-0.3058
2011-04-04,0.3681
2011-04-05,-0.489
2011-04-06,-0.1229
2011-04-07,-0.4305
2011-04-08,-0.3088
2011-04-11,-0.5576
2011-04-12,-0.4361
2011-04-13,-0.5006
2011-04-14,0.1887
2011-04-15,1.3183
2011-04-18,-0.7435
2011-04-19,-0.4994
2011-04-20,0.6901
2011-04-21,-0.1246
2011-04-25,0.811
2011-04-26,0.3094
2011-04-27,0.4318
2011-04-28,0.5528
2011-04-29,-0.1833
2011-05-02,-0.8568
2011-05-03,0.1852
2011-05-04,0.0
2011-05-05,-0.2465
2011-05-06,0.6177
2011-05-09,0.4911
2011-05-10,0.3665
2011-05-11,-1.8258999999999999
2011-05-12,-0.248
2011-05-13,0.7458
2011-05-16,-0.7403
2011-05-17,-0.3108
2011-05-18,1.1222
2011-05-19,0.0
2011-05-20,-0.185
2011-05-23,-0.2471
2011-05-24,-0.3715
2011-05-25,0.4972
2011-05-26,0.3711
2011-05-27,0.0616
2011-05-31,0.5542
2011-06-01,-0.9798
2011-06-02,0.4947
2011-06-03,-0.4308
2011-06-06,-0.5562
2011-06-07,0.3108
2011-06-08,-0.6815
2011-06-09,-0.0624
2011-06-10,-0.6866
2011-06-13,0.1257
2011-06-14,0.8161
2011-06-15,-0.934
2011-06-16,0.3143
2011-06-17,0.3759
2011-06-20,0.437
2011-06-21,1.4295
2011-06-22,-0.1225
2011-06-23,0.6135
2011-06-24,0.4268
2011-06-27,-0.1821
2011-06-28,0.1825
2011-06-29,0.0622
2011-06-30,0.2488
2011-07-01,0.7444
2011-07-05,-0.4926
2011-07-06,0.2475
2011-07-07,0.8025
2011-07-08,-0.2449
2011-07-11,-1.105
2011-07-12,-0.6828
2011-07-13,0.625
2011-07-14,-1.1179999999999999
2011-07-15,0.0628
2011-07-18,-0.565
2011-07-19,0.8207
2011-07-20,-0.1252
2011-07-21,1.5047000000000001
2011-07-22,-0.3088
2011-07-25,-1.3631
2011-07-26,1.1935
2011-07-27,-1.9243000000000001
2011-07-28,0.2532
2011-07-29,-1.7677
2011-08-01,2.1851
2011-08-02,-2.6414999999999997
2011-08-03,2.907
2011-08-04,-4.1431000000000004
2011-08-05,-1.2443
2011-08-08,-8.8196
2011-08-09,11.2
2011-08-10,-4.1857
2011-08-11,2.0478
2011-08-12,0.602
2011-08-15,0.8644
2011-08-16,0.5274
2011-08-17,2.0328
2011-08-18,-3.7275
2011-08-19,-2.2029
2011-08-22,-2.1843
2011-08-23,1.2561
2011-08-24,0.2757
2011-08-25,-0.756
2011-08-26,1.4543
2011-08-29,3.7542999999999997
2011-08-30,-2.0395
2011-08-31,0.9402
2011-09-01,-1.7299
2011-09-02,-2.5728
2011-09-06,0.139
2011-09-07,3.4698
2011-09-08,-1.8779
2011-09-09,-2.3923
2011-09-12,-0.1401
2011-09-13,0.4208
2011-09-14,0.2793
2011-09-15,1.2535
2011-09-16,3.7138999999999998
2011-09-19,-3.1167
2011-09-20,-1.3005
2011-09-21,-1.8723999999999998
2011-09-22,-1.6961
2011-09-23,0.5751
2011-09-26,0.8578
2011-09-27,2.0553
2011-09-28,-4.4444
2011-09-29,0.0749
2011-09-30,-1.4959
2011-10-03,-7.2134
2011-10-04,5.1555
2011-10-05,-2.4903
2011-10-06,1.7558
2011-10-07,-2.5882
2011-10-10,3.7037
2011-10-11,0.7764
2011-10-12,0.8475
2011-10-13,-0.6875
2011-10-14,2.6923
2011-10-17,-3.1461
2011-10-18,3.0162
2011-10-19,-1.6517
2011-10-20,1.9083999999999999
2011-10-21,2.8464
2011-10-24,0.5827
2011-10-25,-1.0138
2011-10-26,-1.3168
2011-10-27,5.7821
2011-10-28,-1.4015
2011-10-31,-0.4264
2011-11-01,-2.9265
2011-11-02,1.9853
2011-11-03,0.5047
2011-11-04,-1.7934
2011-11-07,-0.6574
2011-11-08,2.7206
2011-11-09,-2.3622
2011-11-10,0.4399
2011-11-11,1.9708
2011-11-14,-2.9349
2011-11-15,0.9587
2011-11-16,0.5844
2011-11-17,-0.2905
2011-11-18,0.5098
2011-11-21,-0.7246
2011-11-22,-0.5839
2011-11-23,-2.4963
2011-11-25,-1.2048
2011-11-28,4.4207
2011-11-29,-2.1168
2011-11-30,1.4169
2011-12-01,-1.1029
2011-12-02,0.2974
2011-12-05,1.5567
2011-12-06,-0.146
2011-12-07,0.1462
2011-12-08,-1.5328
2011-12-09,1.1118999999999999
2011-12-12,0.0
2011-12-13,-1.393
2011-12-14,0.0
2011-12-15,0.3717
2011-12-16,3.2593
2011-12-19,-4.089
2011-12-20,2.2438
2011-12-21,1.6094
2011-12-22,0.8639
2011-12-23,-1.4989
2011-12-27,1.4493
2011-12-28,-3.4286
2011-12-29,-0.0762
2011-12-30,0.1526
2012-01-03,2.5895
2012-01-04,-1.3363
2012-01-05,-0.8277
2012-01-06,0.8346
2012-01-09,0.4515
2012-01-10,1.3483
2012-01-11,1.8477000000000001
2012-01-12,-0.4354
2012-01-13,0.2187
2012-01-17,-0.1455
2012-01-18,2.4763
2012-01-19,2.914
2012-01-20,1.6575
2012-01-23,-0.0679
2012-01-24,0.8838
2012-01-25,0.876
2012-01-26,-0.5344
2012-01-27,-0.6716
2012-01-30,-2.096
2012-01-31,1.6575
2012-02-01,1.9022000000000001
2012-02-02,0.3333
2012-02-03,1.794
2012-02-06,-1.1749
2012-02-07,-1.1229
2012-02-08,0.2672
2012-02-09,-0.5996
2012-02-10,0.2681
2012-02-13,1.0027
2012-02-14,-0.1324
2012-02-15,-1.5242
2012-02-16,0.9421
2012-02-17,-0.2
2012-02-21,1.67
2012-02-22,-1.9710999999999999
2012-02-23,1.2735
2012-02-24,-0.9265
2012-02-27,1.1356
2012-02-28,0.1982
2012-02-29,-1.4502
2012-03-01,0.1338
2012-03-02,-1.0688
2012-03-05,2.7683999999999997
2012-03-06,-1.1827
2012-03-07,2.1277
2012-03-08,-0.5208
2012-03-09,1.1126
2012-03-12,0.9709
2012-03-13,1.0897000000000001
2012-03-14,-0.5073
2012-03-15,0.4461
2012-03-16,-0.8883
2012-03-19,1.9205999999999999
2012-03-20,-0.1884
2012-03-21,0.0
2012-03-22,1.3845
2012-03-23,0.3724
2012-03-26,-0.0618
2012-03-27,-0.3094
2012-03-28,-0.1241
2012-03-29,-0.2549
2012-03-30,0.0
2012-04-02,0.7668
2012-04-03,-1.2682
2012-04-04,0.2569
2012-04-05,0.1281
2012-04-09,-0.1919
2012-04-10,-1.0897000000000001
2012-04-11,0.8425
2012-04-12,1.5424
2012-04-13,-1.3291
2012-04-16,1.4112
2012-04-17,0.0
2012-04-18,-0.1898
2012-04-19,-0.2535
2012-04-20,0.3812
2012-04-23,-0.0633
2012-04-24,0.95
2012-04-25,0.0627
2012-04-26,0.0
2012-04-27,0.1254
2012-04-30,1.0019
2012-05-01,-0.9299
2012-05-02,-0.6884
2012-05-03,0.4411
2012-05-04,-1.192
2012-05-07,1.9048
2012-05-08,1.0592
2012-05-09,-0.4316
2012-05-10,0.805
2012-05-11,0.43
2012-05-14,-1.3456000000000001
2012-05-15,0.186
2012-05-16,-0.8045
2012-05-17,-1.4971999999999999
2012-05-18,-1.0133
2012-05-21,2.1753
2012-05-22,-0.9393
2012-05-23,0.6953
2012-05-24,0.5022
2012-05-25,-0.7495
2012-05-29,0.3147
2012-05-30,-0.4391
2012-05-31,0.063
2012-06-01,-0.1259
2012-06-04,0.7566
2012-06-05,0.8761
2012-06-06,0.1861
2012-06-07,1.2384
2012-06-08,0.7951
2012-06-11,-2.0024
2012-06-12,-0.4954
2012-06-13,-0.9956
2012-06-14,-0.1886
2012-06-15,1.5112999999999999
2012-06-18,0.8065
2012-06-19,-0.4308
2012-06-20,0.1854
2012-06-21,-0.6169
2012-06-22,1.6139000000000001
2012-06-25,0.0
2012-06-26,-0.1222
2012-06-27,0.7951
2012-06-28,1.2438
2012-06-29,-1.2899
2012-07-02,2.1157
2012-07-03,-0.1828
2012-07-05,0.0611
2012-07-06,0.0
2012-07-09,0.8542
2012-07-10,-0.605
2012-07-11,0.3043
2012-07-12,0.9709
2012-07-13,-0.0601
2012-07-16,0.8419
2012-07-17,-0.1789
2012-07-18,-0.2987
2012-07-19,-0.7789
2012-07-20,1.2077
2012-07-23,-0.8353
2012-07-24,-0.1203
2012-07-25,0.8434
2012-07-26,-0.1195
2012-07-27,0.3589
2012-07-30,0.298
2012-07-31,-0.7724
2012-08-01,-0.9581
2012-08-02,1.2696
2012-08-03,0.0
2012-08-06,-0.5373
2012-08-07,0.8403
2012-08-08,-1.7262
2012-08-09,1.3325
2012-08-10,1.5541
2012-08-13,0.1177
2012-08-14,0.3527
2012-08-15,0.1172
2012-08-16,-0.2926
2012-08-17,0.6455
2012-08-20,0.0583
2012-08-21,1.3986
2012-08-22,-0.7471
2012-08-23,-0.2316
2012-08-24,0.2322
2012-08-27,1.216
2012-08-28,-0.0572
2012-08-29,0.4007
2012-08-30,-0.171
2012-08-31,0.0571
2012-09-04,0.4566
2012-09-05,0.7955
2012-09-06,0.451
2012-09-07,-0.1122
2012-09-10,0.618
2012-09-11,0.0558
2012-09-12,-0.1116
2012-09-13,-0.4469
2012-09-14,0.6734
2012-09-17,-0.1115
2012-09-18,0.2232
2012-09-19,0.2784
2012-09-20,-0.3331
2012-09-21,0.4457
2012-09-24,0.4437
2012-09-25,0.1104
2012-09-26,-2.7579000000000002
2012-09-27,0.5223
2012-09-28,0.1155
2012-10-01,0.4614
2012-10-02,0.5166
2012-10-03,-3.7693
2012-10-04,-0.5935
2012-10-05,0.0
2012-10-08,0.6567
2012-10-09,0.3559
2012-10-10,-0.8865
2012-10-11,-0.4174
2012-10-12,-0.5389
2012-10-15,-1.2041
2012-10-16,1.2187999999999999
2012-10-17,0.6623
2012-10-18,-0.1196
2012-10-19,-0.3593
2012-10-22,-0.2404
2012-10-23,0.3012
2012-10-24,0.1802
2012-10-25,-0.1199
2012-10-26,1.9207999999999998
2012-10-31,-0.4122
2012-11-01,-0.2365
2012-11-02,-2.8453
2012-11-05,-0.2441
2012-11-06,0.1223
2012-11-07,-2.8711
2012-11-08,-1.6352
2012-11-09,0.7033
2012-11-12,2.0952
2012-11-13,-0.7463
2012-11-14,-2.9449
2012-11-15,-0.581
2012-11-16,4.6104
2012-11-19,-0.1862
2012-11-20,0.6219
2012-11-21,0.8653
2012-11-23,0.7966
2012-11-26,1.155
2012-11-27,-0.1803
2012-11-28,0.4816
2012-11-29,-0.1797
2012-11-30,0.1801
2012-12-03,-0.2397
2012-12-04,-0.3604
2012-12-05,-1.085
2012-12-06,-0.1219
2012-12-07,0.3051
2012-12-10,1.4599
2012-12-11,0.7794
2012-12-12,-0.9518
2012-12-13,-0.0601
2012-12-14,-0.1202
2012-12-17,1.3839000000000001
2012-12-18,0.6528
2012-12-19,-0.2358
2012-12-20,0.3546
2012-12-21,-0.6478
2012-12-24,0.1778
2012-12-26,-0.5917
2012-12-27,-0.5357
2012-12-28,-0.7971
2012-12-31,0.309
2013-01-02,3.7584999999999997
2013-01-03,0.6532
2013-01-04,0.059
2013-01-07,0.6486
2013-01-08,-0.1172
2013-01-09,1.4663
2013-01-10,0.1734
2013-01-11,0.5193
2013-01-14,-0.1722
2013-01-15,-0.6325
2013-01-16,0.0579
2013-01-17,0.2313
2013-01-18,0.4039
2013-01-22,0.9195
2013-01-23,-0.1708
2013-01-24,-0.5705
2013-01-25,-0.2295
2013-01-28,0.0575
2013-01-29,0.4023
2013-01-30,-0.9731
2013-01-31,0.9249
2013-02-01,0.7446
2013-02-04,-0.4548
2013-02-05,0.3427
2013-02-06,-0.0569
2013-02-07,-0.5695
2013-02-08,-0.0573
2013-02-11,0.0573
2013-02-12,-0.4582
2013-02-13,1.496
2013-02-14,-0.1701
2013-02-15,0.0
2013-02-19,0.5111
2013-02-20,-1.0734
2013-02-21,-1.9989
2013-02-22,1.2238
2013-02-25,-0.7484
2013-02-26,0.6961
2013-02-27,1.3249
2013-02-28,-1.9329
2013-03-01,0.0
2013-03-04,1.2174
2013-03-05,0.7446
2013-03-06,-3.0699
2013-03-07,0.8211
2013-03-08,-1.2216
2013-03-11,1.2955999999999999
2013-03-12,0.2907
2013-03-13,-0.1159
2013-03-14,0.058
2013-03-15,-0.348
2013-03-18,-0.1164
2013-03-19,-0.4079
2013-03-20,-0.2341
2013-03-21,-0.176
2013-03-22,1.4689
2013-03-25,-0.4053
2013-03-26,2.4419
2013-03-27,0.9872
2013-03-28,1.1501000000000001
2013-04-01,0.5685
2013-04-02,-0.4522
2013-04-03,-1.4764
2013-04-04,0.5764
2013-04-05,0.5158
2013-04-08,1.0832
2013-04-09,-1.2972000000000001
2013-04-10,0.0
2013-04-11,-0.1714
2013-04-12,-0.3434
2013-04-15,-2.6996
2013-04-16,1.7119
2013-04-17,-0.4643
2013-04-18,-0.6414
2013-04-19,0.0
2013-04-22,0.2347
2013-04-23,0.4684
2013-04-24,0.7576
2013-04-25,0.4049
2013-04-26,0.6912
2013-04-29,0.8581
2013-04-30,0.6239
2013-05-01,-1.2401
2013-05-02,1.5981999999999998
2013-05-03,-0.3371
2013-05-06,1.0147
2013-05-07,1.2835
2013-05-08,0.6612
2013-05-09,-0.7663
2013-05-10,0.0552
2013-05-13,-0.6615
2013-05-14,-2.1088
2013-05-15,0.3401
2013-05-16,1.8643999999999998
2013-05-17,0.5546
2013-05-20,0.1103
2013-05-21,-0.6612
2013-05-22,-1.6084
2013-05-23,-0.7892
2013-05-24,0.5682
2013-05-28,-0.3955
2013-05-29,-1.3046
2013-05-30,-1.0345
2013-05-31,-3.194
2013-06-03,-0.06
2013-06-04,-0.06
2013-06-05,-1.3213
2013-06-06,1.5825
2013-06-07,-0.1198
2013-06-10,-0.4799
2013-06-11,-1.085
2013-06-12,-1.2797
2013-06-13,3.0864
2013-06-14,-0.2395
2013-06-17,0.12
2013-06-18,1.7986
2013-06-19,-1.649
2013-06-20,-5.0898
2013-06-21,2.3344
2013-06-24,-1.5413000000000001
2013-06-25,1.6280999999999999
2013-06-26,0.6161
2013-06-27,0.6905
2013-06-28,-0.9975
2013-07-01,0.1259
2013-07-02,-0.5031
2013-07-03,0.0
2013-07-05,0.0
2013-07-08,-0.3161
2013-07-09,1.078
2013-07-10,0.3137
2013-07-11,2.2514
2013-07-12,-1.5901999999999998
2013-07-15,0.808
2013-07-16,0.0
2013-07-17,0.0
2013-07-18,0.1233
2013-07-19,-0.1232
2013-07-22,-0.2466
2013-07-23,0.1236
2013-07-24,-0.1852
2013-07-25,0.0
2013-07-26,0.1855
2013-07-29,-0.0617
2013-07-30,-1.2971
2013-07-31,0.3129
2013-08-01,-2.4953
2013-08-02,0.2559
2013-08-05,-0.3829
2013-08-06,-0.0641
2013-08-07,0.1923
2013-08-08,-0.3839
2013-08-09,0.1285
2013-08-12,-0.1283
2013-08-13,-0.8349
2013-08-14,0.4534
2013-08-15,-0.8382
2013-08-16,-0.9103
2013-08-19,-3.1496
2013-08-20,0.9485
2013-08-21,-0.3356
2013-08-22,1.1448
2013-08-23,1.5312999999999999
2013-08-26,-1.2459
2013-08-27,0.3984
2013-08-28,-1.455
2013-08-29,1.4094
2013-08-30,-0.5956
2013-09-03,-1.1984
2013-09-04,-0.2695
2013-09-05,0.5405
2013-09-06,1.4113
2013-09-09,0.2651
2013-09-10,-0.0661
2013-09-11,2.3810000000000002
2013-09-12,-0.4522
2013-09-13,0.0
2013-09-16,0.9085
2013-09-17,0.3215
2013-09-18,1.0256
2013-09-19,-0.2538
2013-09-20,1.145
2013-09-23,0.566
2013-09-24,-1.8761999999999999
2013-09-25,-0.4461
2013-09-26,0.8963
2013-09-27,-1.3672
2013-09-30,0.7921
2013-10-01,0.3929
2013-10-02,0.6523
2013-10-03,-0.324
2013-10-04,-0.2601
2013-10-07,0.3911
2013-10-08,-0.7143
2013-10-09,0.7848
2013-10-10,1.5574
2013-10-11,0.8946
2013-10-14,0.19
2013-10-15,-0.8217
2013-10-16,-0.956
2013-10-17,2.0592
2013-10-18,-0.6305
2013-10-21,-0.1904
2013-10-22,0.7629
2013-10-23,2.1451000000000002
2013-10-24,0.6794
2013-10-25,-0.1227
2013-10-28,0.9214
2013-10-29,-1.3999
2013-10-30,-0.8642
2013-10-31,0.3113
2013-11-01,0.3724
2013-11-04,0.0618
2013-11-05,-0.1854
2013-11-06,1.3622
2013-11-07,-0.6109
2013-11-08,-0.4917
2013-11-11,-0.3088
2013-11-12,0.3717
2013-11-13,0.4938
2013-11-14,2.3342
2013-11-15,-0.6603
2013-11-18,-0.8459
2013-11-19,-0.8531
2013-11-20,0.0
2013-11-21,0.1844
2013-11-22,0.4908
2013-11-25,0.7937
2013-11-26,0.0
2013-11-27,0.848
2013-11-29,-0.1201
2013-12-02,-1.3229
2013-12-03,-0.9141
2013-12-04,0.738
2013-12-05,0.4884
2013-12-06,0.243
2013-12-09,0.9697
2013-12-10,0.6603
2013-12-11,-0.6559
2013-12-12,-0.9604
2013-12-13,0.3636
2013-12-16,0.0
2013-12-17,0.1208
2013-12-18,1.3269
2013-12-19,-1.8452
2013-12-20,2.0012
2013-12-23,-0.8918
2013-12-24,1.1398
2013-12-26,-0.6524
2013-12-27,0.4179
2013-12-30,-0.609
2013-12-31,-0.4289
2014-01-02,0.7385
2014-01-03,0.4276
2014-01-06,0.9732
2014-01-07,0.6024
2014-01-08,-0.7186
2014-01-09,-0.1809
2014-01-10,0.2417
2014-01-13,0.4822
2014-01-14,-0.3599
2014-01-15,0.1204
2014-01-16,-0.4811
2014-01-17,0.3625
2014-01-21,0.602
2014-01-22,0.1197
2014-01-23,-0.2989
2014-01-24,-0.4796
2014-01-27,-0.4217
2014-01-28,0.121
2014-01-29,0.1208
2014-01-30,0.4225
2014-01-31,1.0817
2014-02-03,-2.6159
2014-02-04,-0.7937
2014-02-05,-0.1231
2014-02-06,0.1848
2014-02-07,1.0455
2014-02-10,0.426
2014-02-11,-0.5455
2014-02-12,-0.0609
2014-02-13,1.4024
2014-02-14,0.1804
2014-02-18,1.4405999999999999
2014-02-19,-1.6568
2014-02-20,0.5415
2014-02-21,0.2394
2014-02-24,-0.9552
2014-02-25,0.0
2014-02-26,-0.1206
2014-02-27,0.4828
