ticker,FCUV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-03-24,300.0
2015-03-25,0.0
2015-03-30,-50.0
2015-03-31,100.0
2015-04-01,0.0
2015-04-13,50.0
2015-04-14,-41.6625
2015-04-30,-0.0071
2015-05-21,14.2857
2015-05-29,-12.5
2015-06-01,14.2857
2015-06-02,0.0
2015-06-04,-25.0
2015-06-12,0.0
2015-06-17,13.3333
2015-06-18,0.0
2015-06-22,76.4706
2015-09-10,1.6667
2016-01-20,31.1475
2016-02-18,-56.25
2016-04-01,-14.2857
2016-04-04,0.0
2017-09-01,-23.3333
2017-09-27,-56.5217
2017-09-28,300.0
2017-09-29,-87.5
2017-10-18,700.0
2017-10-23,0.0
2017-12-22,24.5
2018-03-26,-39.759
2018-03-28,66.0
2018-05-16,20.4819
2018-06-07,3.3333
2018-06-11,3.2258
2018-06-21,25.0
2018-06-22,25.0
2018-06-25,20.0
2018-06-26,16.6667
2018-06-28,28.5714
2018-06-29,0.0
2018-07-30,-11.1111
2018-07-31,6.125
2018-08-01,-0.1178
2018-08-02,0.0
2018-08-03,0.0
2018-08-06,0.2358
2018-08-07,-0.2353
2018-08-08,-17.4528
2018-08-09,21.1429
2018-08-10,0.2358
2018-08-13,-5.8824
2018-08-15,5.625
2018-08-16,1.7751000000000001
2018-08-20,0.0
2018-08-21,-18.6047
2018-08-22,2.1429
2018-08-23,-29.3706
2018-08-24,43.5644
2018-08-28,3.4483
2018-08-31,-20.0
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-07,14.6667
2018-09-11,0.2907
2018-09-12,0.0
2018-09-13,-5.7971
2018-09-14,18.9231
2018-09-17,-22.3803
2018-09-18,0.0
2018-09-19,8.3333
2018-09-20,0.0
2018-09-21,15.2308
2018-09-24,0.0
2018-09-25,-3.8718
2018-09-27,0.0
2018-09-28,-2.7778
2018-10-01,0.0
2018-10-02,0.7143
2018-10-03,-0.7092
2018-10-05,0.0
2018-10-08,0.0
2018-10-09,0.2857
2018-10-10,0.1425
2018-10-11,0.2845
2018-10-15,0.0
2018-10-17,-7.8014
2018-10-18,7.6923
2018-10-19,0.0
2018-10-22,-0.1429
2018-10-23,-3.4335
2018-10-24,3.7037
2018-10-26,0.0
2018-10-29,-0.2857
2018-10-31,0.2865
2018-11-01,0.7143
2018-11-02,0.0
2018-11-05,0.0
2018-11-06,-0.7092
2018-11-07,0.2857
2018-11-08,0.8547
2018-11-09,0.2825
2018-11-12,0.0
2018-11-13,3.5211
2018-11-14,0.4082
2018-11-15,0.0
2018-11-16,0.271
2018-11-19,0.2703
2018-11-20,0.1348
2018-11-26,0.2692
2018-11-27,0.5369
2018-11-28,-1.2016
2018-11-29,-0.5405
2018-11-30,0.5435
2018-12-03,0.6757
2018-12-06,0.0
2018-12-07,-0.6711
2019-04-03,-28.3784
2019-04-15,0.0
2019-05-08,-0.1887
2019-05-10,0.189
2019-06-20,-0.1887
2019-07-16,-14.9338
2019-07-17,21.1111
2019-07-18,0.0
2019-07-19,-3.6696999999999997
2019-07-25,3.8095
2019-07-30,4.5872
2019-08-01,114.9123
2019-08-12,-59.1837
2020-01-29,-50.0
2020-02-04,68.0
2020-02-06,8.3333
2020-02-24,-1.0989
2020-02-27,2.2222
2020-04-03,-13.0435
2020-04-07,0.0
2020-04-08,0.0
2020-04-13,7.5
2020-04-22,4.6512
2020-06-09,-11.1111
2020-06-15,-10.0
2020-06-16,2.0833
2020-07-02,-45.5755
2020-07-08,79.491
2020-07-15,0.2786
2020-07-23,0.0
2020-07-30,0.0
