ticker,PCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-01-05,12.5
2004-02-12,-9.2593
2004-06-04,4.0816
2004-07-09,-3.9215999999999998
2004-07-21,4.0816
2004-08-31,-1.9607999999999999
2004-09-03,3.6
2004-09-27,4.2471
2004-09-29,-3.7037
2004-09-30,3.8462
2004-10-01,0.0
2004-10-05,5.5556
2005-01-05,15.7895
2005-02-09,6.6667
2005-05-11,3.4091
2005-05-12,0.0
2005-07-14,9.8901
2005-07-15,1.25
2005-07-18,0.4938
2005-08-08,2.2113
2005-08-11,5.7692
2005-10-07,1.1364
2005-10-17,-0.6742
2005-10-18,1.81
2005-10-19,8.8889
2005-10-21,4.0816
2005-10-25,0.0
2005-11-10,-0.5882
2006-01-19,0.0
2006-01-23,4.5365
2006-02-03,5.6604
2006-02-13,-1.7856999999999998
2006-02-15,1.8182
2006-02-16,0.8929
2006-02-17,2.6549
2006-03-01,-0.1724
2006-03-30,2.2453
2006-05-09,-1.5203
2006-05-12,0.3431
2006-05-15,-0.8547
2006-05-22,4.3103
2006-07-05,-1.6529
2006-07-06,2.521
2006-08-29,3.2787
2006-09-21,-0.6349
2006-09-27,3.8339
2006-09-28,0.0
2006-10-10,0.0
2006-10-16,-2.3077
2006-10-17,0.0
2006-10-27,3.9370000000000003
2006-10-31,-4.2424
2006-12-29,2.057
2007-01-08,-3.876
2007-01-11,3.2258
2007-01-12,0.0
2007-01-18,0.7812
2007-01-19,-3.1008
2007-01-25,-0.8
2007-01-31,3.2258
2007-02-02,-2.9688
2007-02-05,1.9324
2007-02-06,-0.4739
2007-02-13,1.5873
2007-02-14,-1.5625
2007-02-21,0.0
2007-02-26,-1.5873
2007-02-27,-1.6129
2007-02-28,0.3279
2007-03-09,-1.9607999999999999
2007-03-12,3.1667
2007-03-19,-0.6462
2007-03-21,-2.439
2007-03-23,-1.6667
2007-03-27,1.6949
2007-04-03,1.6667
2007-04-11,-3.2787
2007-04-12,-1.6949
2007-04-17,5.1724
2007-04-19,3.2787
2007-04-20,-1.5873
2007-04-27,-9.6774
2007-04-30,1.7856999999999998
2007-05-02,0.0
2007-05-07,-1.4035
2007-05-10,1.4235
2007-05-11,0.7018
2007-05-14,-0.6969
2007-05-21,0.0
2007-05-22,0.0
2007-05-23,0.0
2007-05-29,-1.7544
2007-06-05,-1.7856999999999998
2007-06-07,0.0
2007-06-13,0.0
2007-06-22,2.5455
2007-06-26,-0.7092
2007-06-28,0.0
2007-07-16,0.0
2007-07-18,0.0
