ticker,SUGR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-12,0.4762
2007-04-13,1.8957000000000002
2007-04-16,-1.3953
2007-04-17,0.4717
2007-04-18,0.4695
2007-04-19,-1.4019
2007-04-20,0.4739
2007-04-26,0.0
2007-05-09,-0.9434
2007-05-10,0.0
2007-05-14,0.0
2007-05-15,0.0
2007-05-16,0.0
2007-05-17,-0.9524
2007-05-18,0.9615
2007-05-23,0.9524
2007-05-25,0.0
2007-05-30,0.566
2007-06-04,0.3752
2007-06-11,0.0
2007-06-14,0.0
2007-06-25,-0.9346
2007-07-12,-1.4151
2007-07-13,0.0
2007-07-16,0.0
2007-07-18,-0.9569
2007-07-20,-1.4493
2007-07-27,0.7843
2007-07-30,-2.7237
2007-07-31,-8.5
2007-08-01,1.0929
2007-08-02,-1.6216
2007-08-03,0.0
2007-08-06,0.0
2007-09-04,8.2418
2007-10-29,4.0609
2007-11-02,-7.3171
2007-12-03,-2.6316
2007-12-18,-1.6216
2007-12-24,1.0989
2007-12-28,-7.6087
2008-01-04,7.0588
2008-04-21,0.5495
2008-05-30,-7.1038
2008-06-02,-5.8824
2008-06-04,0.0
2008-06-13,-0.125
2008-07-07,-1.1264
2008-07-30,0.0
2008-08-04,0.0
2008-08-18,0.6329
2008-09-02,-0.6289
2008-09-04,0.0
2008-09-17,4.4304
2008-09-19,22.4242
2008-10-10,-10.8911
2008-10-14,10.0
2008-12-04,-21.7172
2008-12-08,9.6774
2008-12-15,0.0
2009-03-02,-14.1176
2009-04-16,16.4384
2009-05-13,-14.7059
2009-07-23,-1.3793
2009-11-05,0.7092
2010-04-05,-14.7887
2010-04-06,-0.8264
2010-04-09,0.0
2010-04-20,0.0
2010-04-22,-5.0
2010-09-13,2.1053
2010-09-15,-0.1718
2011-03-08,3.2702
2011-03-30,-11.6667
2011-05-05,-0.9434
2011-06-13,-2.9126
2011-06-20,0.0
2011-06-24,20.0
2011-07-11,-15.0
2011-10-14,-4.902
2011-12-12,-5.1546
2012-03-14,8.6957
2012-07-10,0.0
2012-07-19,0.0
2012-10-01,10.0
2013-05-20,3.6364
2013-07-17,14.0351
2013-07-19,-10.7692
2013-12-04,84.0351
2013-12-05,-4.6711
2013-12-06,0.0
2013-12-09,-10.0
2013-12-11,8.3333
2014-01-07,-4.6154
2014-01-14,4.8387
2014-02-28,0.0
2014-03-04,0.0
2014-03-07,0.0
2014-03-17,0.0
2014-03-21,-6.6667
2014-03-25,-0.989
2014-03-26,-4.5504999999999995
