ticker,BOOT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-30,9.0625
2014-10-31,1.7191999999999998
2014-11-03,-1.0704
2014-11-04,-1.0251
2014-11-05,-1.9563000000000001
2014-11-06,1.2324
2014-11-07,-0.1739
2014-11-10,4.5296
2014-11-11,4.3333
2014-11-12,0.426
2014-11-13,2.1209
2014-11-14,3.8422
2014-11-17,0.95
2014-11-18,-2.6746
2014-11-19,0.458
2014-11-20,2.7356
2014-11-21,-1.3807
2014-11-24,3.25
2014-11-25,3.4867
2014-11-26,0.5147
2014-11-28,0.5587
2014-12-01,-3.2407
2014-12-02,0.3828
2014-12-03,5.2431
2014-12-04,0.4076
2014-12-05,0.1353
2014-12-08,-0.4955
2014-12-09,-2.1729
2014-12-10,1.4344999999999999
2014-12-11,-4.2427
2014-12-12,-0.5241
2014-12-15,-2.2031
2014-12-16,-3.0852
2014-12-17,-3.0824
2014-12-18,-1.9811999999999999
2014-12-19,4.0426
2014-12-22,-1.8405
2014-12-23,0.5208
2014-12-24,-3.1088
2014-12-26,-1.4973
2014-12-29,-0.38
2014-12-30,-0.2725
2014-12-31,-0.5464
2015-01-02,-1.4285999999999999
2015-01-05,0.3344
2015-01-06,1.6111
2015-01-07,1.3669
2015-01-08,4.0992
2015-01-09,2.1244
2015-01-12,6.2912
2015-01-13,-2.2434
2015-01-14,0.3418
2015-01-15,-5.8881
2015-01-16,-1.0341
2015-01-20,-4.9112
2015-01-21,1.978
2015-01-22,2.4246
2015-01-23,1.6307
2015-01-26,-0.1035
2015-01-27,0.1554
2015-01-28,0.0
2015-01-29,1.3451
2015-01-30,3.0117
2015-02-02,7.3835
2015-02-03,-1.3383
2015-02-04,1.6838
2015-02-05,9.7976
2015-02-06,1.9689999999999999
2015-02-09,0.493
2015-02-10,0.6132
2015-02-11,-3.9415
2015-02-12,-0.3384
2015-02-13,-2.2071
2015-02-17,-3.4722
2015-02-18,1.6187
2015-02-19,2.0796
2015-02-20,-3.0342
2015-02-23,-0.447
2015-02-24,3.3678
2015-02-25,4.4309
2015-02-26,-3.7022
2015-02-27,6.3067
2015-03-02,-0.1625
2015-03-03,-0.8954
2015-03-04,1.8891
2015-03-05,-0.0403
2015-03-06,-4.0725999999999996
2015-03-09,2.0177
2015-03-10,1.9365
2015-03-11,-2.4252000000000002
2015-03-12,0.8699
2015-03-13,-1.5194999999999999
2015-03-16,-0.1668
2015-03-17,3.1746
2015-03-18,-0.5668
2015-03-19,3.7866
2015-03-20,0.0392
