ticker,HEPA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-11,146.6667
2014-02-12,8.1081
2014-02-13,-5.0
2014-02-14,-10.526299999999999
2014-02-18,-8.2353
2014-02-19,-4.4872
2014-02-20,-19.4631
2014-02-21,16.6667
2014-02-24,-10.7143
2014-02-25,-4.0
2014-02-26,1.6667
2014-02-27,8.1967
2014-02-28,18.1818
2014-03-03,-3.8462
2014-03-04,0.6667
2014-03-05,9.2715
2014-03-06,9.0909
2014-03-07,5.0
2014-03-10,37.5661
2014-03-11,-8.8462
2014-03-12,-4.6414
2014-03-13,1.7699
2014-03-14,0.5217
2014-03-17,-0.0865
2014-03-18,0.0
2014-03-19,2.1645
2014-03-20,5.0847
2014-03-21,16.9355
2014-03-24,2.069
2014-03-25,-6.0811
2014-03-26,-8.2734
2014-03-27,-11.7647
2014-03-28,0.0
2014-03-31,0.0
2014-04-01,4.4444
2014-04-02,0.0
2014-04-03,-2.9787
2014-04-04,-1.3158
2014-04-07,-1.3333
2014-04-08,-2.2523
2014-04-09,1.3825
2014-04-10,-6.8182
2014-04-11,-1.9512
2014-04-14,4.4776
2014-04-15,-6.1905
2014-04-16,0.5076
2014-04-17,1.0101
2014-04-21,-2.5
2014-04-22,-3.5897
2014-04-23,-1.5957
2014-04-24,2.7027
2014-04-25,-7.8947
2014-04-28,5.7143
2014-04-29,2.7027
2014-04-30,-1.5789
2014-05-01,1.6042999999999998
2014-05-02,6.3158
2014-05-05,1.4851
2014-05-06,-2.439
2014-05-07,-12.5
2014-05-08,-8.5714
2014-05-09,-9.375
2014-05-12,-10.3448
2014-05-13,21.5385
2014-05-14,-5.0633
2014-05-15,-0.6667
2014-05-16,0.6711
2014-05-19,0.0
2014-05-20,-6.0
2014-05-21,2.8369
2014-05-22,-0.6897
2014-05-23,6.9444
2014-05-27,1.9481000000000002
2014-05-28,7.0064
2014-05-29,0.5952
2014-05-30,-8.8757
2014-06-02,2.5974
2014-06-03,-3.1646
2014-06-04,17.647100000000002
2014-06-05,11.6667
2014-06-06,-0.4975
2014-06-09,-7.5
2014-06-10,-1.6216
2014-06-11,0.5495
2014-06-12,-6.0109
2014-06-13,-4.0698
2014-06-16,0.6061
2014-06-17,-0.6024
2014-06-18,-6.6667
2014-06-19,7.1429
2014-06-20,3.0303
2014-06-23,-5.8824
2014-06-24,-4.375
2014-06-25,-18.9542
2014-06-26,-3.2258
2014-06-27,-7.5
2014-06-30,0.0
2014-07-01,7.2072
2014-07-02,-2.521
