ticker,CELH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-22,1225.5814
2007-01-23,-20.3008
2007-01-24,12.5786
2007-01-25,11.7318
2007-01-26,-4.75
2007-01-29,25.9843
2007-01-30,12.5
2007-01-31,3.7037
2007-02-01,16.0714
2007-02-02,-2.7692
2007-02-05,4.1139
2007-02-06,-13.3739
2007-02-07,-3.5088
2007-02-08,10.9091
2007-02-09,0.0
2007-02-12,8.1967
2007-02-13,-0.9091
2007-02-14,-3.6696999999999997
2007-02-15,-1.9048
2007-02-16,8.4142
2007-02-20,6.2687
2007-02-21,-3.0899
2007-02-22,4.058
2007-02-23,-1.1142
2007-02-26,2.8169
2007-02-27,-19.1781
2007-02-28,6.7797
2007-03-01,-3.4920999999999998
2007-03-02,5.2632
2007-03-05,-3.125
2007-03-06,-9.6774
2007-03-07,8.2143
2007-03-08,2.3102
2007-03-09,0.3226
2007-03-12,3.2154
2007-03-13,-4.0498
2007-03-14,-5.8442
2007-03-15,-17.2414
2007-03-16,-13.3333
2007-03-19,-19.2308
2007-03-20,10.7143
2007-03-21,4.3011
2007-03-22,-7.2165
2007-03-23,-10.5556
2007-03-26,-16.1491
2007-03-27,10.3704
2007-03-28,2.0134
2007-03-29,-8.5526
2007-03-30,-11.5108
2007-04-02,-14.6341
2007-04-03,7.619
2007-04-04,-3.5398
2007-04-05,-1.8349
2007-04-09,10.2804
2007-04-10,-3.3898
2007-04-11,-3.5088
2007-04-12,-3.6364
2007-04-13,0.9434
2007-04-16,4.6729
2007-04-17,8.9286
2007-04-18,7.377
2007-04-19,-1.5267
2007-04-20,0.7752
2007-04-23,-11.538499999999999
2007-04-24,-0.8696
2007-04-25,-3.5088
2007-04-26,-2.7273
2007-04-27,2.8037
2007-04-30,1.8182
2007-05-01,-8.9286
2007-05-02,-1.9607999999999999
2007-05-03,-3.0
2007-05-04,-4.1237
2007-05-07,-18.2796
2007-05-08,0.0
2007-05-09,-3.9474
2007-05-10,1.3699
2007-05-11,-2.7027
2007-05-14,1.3889
2007-05-15,16.4384
2007-05-16,-12.9412
2007-05-17,5.4054
2007-05-18,16.6667
2007-05-21,2.1978
2007-05-22,-11.828
2007-05-23,0.0
2007-05-24,-2.439
2007-05-25,6.25
2007-05-29,4.7059
2007-05-30,-2.2472
2007-05-31,4.5977
2007-06-01,-1.0989
2007-06-04,-3.3333
2007-06-05,-2.2989
2007-06-06,5.8824
2007-06-07,11.1111
2007-06-08,28.0
2007-06-11,33.5937
2007-06-12,-11.1111
