ticker,TTCF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-09-13,0.1045
2018-09-17,-0.1044
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,0.0
2018-09-24,-0.2194
2018-09-25,0.0105
2018-09-26,0.0
2018-09-27,-0.1047
2018-09-28,0.1048
2018-10-01,-0.1047
2018-10-02,0.0
2018-10-03,-0.2096
2018-10-04,0.4202
2018-10-05,0.0
2018-10-08,-0.1046
2018-10-09,0.0
2018-10-11,0.0
2018-10-15,0.0
2018-10-17,-0.2094
2018-10-18,0.1626
2018-10-23,0.5709
2018-10-24,0.5208
2018-10-25,-0.2073
2018-10-26,1.0384
2018-10-29,-1.0277
2018-11-07,-0.2077
2018-11-08,0.2081
2018-11-12,0.0
2018-11-13,0.0
2018-11-14,0.0
2018-11-16,0.0519
2018-11-19,0.1546
2018-11-20,-0.3098
2018-11-21,0.0
2018-11-26,0.104
2018-11-27,0.2077
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,0.1036
2018-12-03,0.1035
2018-12-06,0.3102
2018-12-07,-0.1031
2018-12-10,0.0
2018-12-12,0.0
2018-12-13,-0.3096
2018-12-14,-0.1035
2018-12-17,0.2073
2018-12-18,0.3102
2018-12-20,-0.2062
2018-12-21,-0.3099
2018-12-24,0.2062
2018-12-26,0.001
2018-12-27,0.0052
2018-12-28,-0.212
2018-12-31,0.0
2019-01-04,0.3109
2019-01-07,0.2066
2019-01-08,0.4124
2019-01-09,0.1027
2019-01-10,0.0
2019-01-11,-0.1026
2019-01-15,-0.308
2019-01-16,0.7209
2019-01-18,0.1022
2019-01-22,0.1021
2019-01-24,-0.2041
2019-01-25,0.0
2019-01-28,0.5112
2019-02-01,0.4069
2019-02-04,-0.2026
2019-02-05,0.0
2019-02-07,0.0
2019-02-08,0.1015
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,-0.1014
2019-02-21,0.203
2019-02-22,-0.001
2019-02-26,0.1023
2019-02-27,-0.1012
2019-02-28,-0.2026
2019-03-01,0.203
2019-03-04,-0.1013
2019-03-05,0.0
2019-03-11,0.2028
2019-03-13,0.1012
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,0.1011
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.101
2019-03-25,0.0
2019-03-26,-0.7064
2019-03-27,0.813
2019-03-28,0.0
2019-03-29,-0.1018
2019-04-01,0.1019
2019-04-02,0.0
2019-04-03,0.1008
2019-04-05,0.2014
2019-04-08,-0.1005
