ticker,TTCF US Equity
2019-04-10,-0.1006
2019-04-11,0.0
2019-04-15,0.4028
2019-04-17,-0.2006
2019-04-18,0.0
2019-04-22,0.1005
2019-04-23,-0.1004
2019-04-24,0.0
2019-04-25,0.0
2019-04-29,0.0
2019-04-30,0.3015
2019-05-01,0.0
2019-05-03,-0.1002
2019-05-08,0.1003
2019-05-09,0.0
2019-05-13,0.0
2019-05-14,0.1002
2019-05-17,-0.2002
2019-05-22,0.3009
2019-05-23,0.0
2019-05-24,0.0
2019-05-28,0.1
2019-05-29,-0.0999
2019-06-05,0.3
2019-06-07,-0.1994
2019-06-11,0.0999
2019-06-12,0.2994
2019-06-14,-0.2985
2019-06-18,-0.0998
2019-06-19,0.0
2019-06-20,0.0999
2019-06-24,0.3992
2019-06-25,0.0994
2019-06-26,0.0
2019-06-27,-0.0993
2019-07-01,0.0
2019-07-02,0.0
2019-07-09,-0.1988
2019-07-12,0.0996
2019-07-15,0.199
2019-07-16,0.0993
2019-07-17,-0.0992
2019-07-18,-0.0993
2019-07-19,0.0
2019-07-22,0.3976
2019-07-23,-0.099
2019-07-24,0.0
2019-07-25,0.2973
2019-07-26,0.0988
2019-07-29,-0.2962
2019-07-31,0.0
2019-08-07,0.0
2019-08-12,-0.099
2019-08-13,0.1734
2019-08-14,-0.1731
2019-08-16,-0.0991
2019-08-19,0.2976
2019-08-20,-0.1978
2019-08-21,0.0
2019-08-22,0.0426
2019-08-26,0.3537
2019-08-27,-0.0987
2019-08-28,-0.2964
2019-08-29,0.2973
2019-08-30,-0.1976
2019-09-05,0.099
2019-09-06,0.0
2019-09-09,0.0989
2019-09-19,-0.1976
2019-09-24,0.099
2019-10-04,0.0
2019-10-07,0.3956
2019-10-09,-0.197
2019-10-14,0.0987
2019-10-17,-0.1972
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,0.249
2019-10-24,0.0473
2019-10-29,-0.2946
2019-10-30,0.413
2019-10-31,-0.0187
2019-11-05,0.0
2019-11-08,0.0
2019-11-12,-0.0984
2019-11-13,0.0
2019-11-18,0.3941
2019-11-19,0.0981
2019-11-20,-0.098
2019-11-21,0.0981
2019-11-22,0.0
2019-11-25,0.0
2019-11-26,0.1961
2019-11-27,-0.2935
2019-12-02,0.3925
2019-12-04,0.0
2019-12-06,0.0
2019-12-09,0.0
2019-12-11,-0.0215
2019-12-12,0.0215
2019-12-13,-0.1466
2019-12-16,0.1468
2019-12-27,0.0
2019-12-31,-0.1955
2020-01-06,0.3918
2020-01-07,-0.0976
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.5859
2020-01-17,0.0
2020-01-21,0.0971
2020-01-22,-0.097
2020-01-23,0.1942
2020-01-24,-0.0969
2020-01-27,-0.1455
2020-01-28,-0.1457
2020-01-29,0.5837
2020-01-30,0.0
2020-01-31,0.0
2020-02-03,-0.0967
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,-0.0968
2020-02-07,0.1657
2020-02-10,-0.0687
2020-02-11,0.2904
2020-02-12,0.3861
2020-02-13,-0.4808
2020-02-14,-0.1932
2020-02-18,0.1936
2020-02-20,0.0
2020-02-21,0.0
2020-02-24,0.4831
2020-02-25,-0.4808
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.4831
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,-0.0365
2020-03-05,-0.4444
2020-03-06,-0.0966
2020-03-09,-0.3868
2020-03-10,-0.1942
2020-03-11,0.1946
2020-03-12,-0.1942
2020-03-13,0.0
2020-03-16,-1.751
2020-03-17,0.198
2020-03-19,-0.6917
2020-03-20,0.597
2020-03-23,0.3956
2020-03-24,0.9852
2020-03-25,0.0
2020-03-26,0.4878
2020-03-27,-0.2913
2020-03-31,0.1947
2020-04-01,0.2915
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,0.0969
2020-04-07,0.0
2020-04-08,0.1936
2020-04-09,-0.0966
2020-04-13,0.0967
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.4831
2020-04-17,-0.1923
2020-04-20,0.0963
2020-04-21,0.385
2020-04-22,-0.0959
2020-04-23,0.0
2020-04-24,-0.4798
2020-04-27,0.2893
2020-04-28,0.2885
2020-04-29,-0.5753
2020-04-30,-0.1929
2020-05-01,0.1932
2020-05-04,0.2893
2020-05-05,0.0962
2020-05-07,0.0
2020-05-08,-0.0961
2020-05-13,-0.4808
2020-05-14,4.1546
2020-05-15,-1.1132
2020-05-18,-0.469
2020-05-19,1.3195000000000001
2020-05-20,0.8372
2020-05-21,0.0
2020-05-22,-0.6365
2020-05-26,-0.195
2020-05-27,0.3721
2020-05-28,6.0241
2020-05-29,12.8497
2020-06-01,-5.732
2020-06-02,-6.9022
2020-06-03,4.5013
2020-06-04,4.223
2020-06-05,0.5673
2020-06-08,14.8268
2020-06-09,1.7544
2020-06-10,1.5171999999999999
2020-06-11,-8.6957
2020-06-12,-2.2321
2020-06-15,13.0137
2020-06-16,16.2963
2020-06-17,7.9328
2020-06-18,-1.6631
2020-06-19,-5.0736
2020-06-22,2.3563
2020-06-23,-7.4677
2020-06-24,-7.767
2020-06-25,18.0921
2020-06-26,-4.624
2020-06-29,1.0514000000000001
2020-06-30,-4.9133
2020-07-01,3.2218999999999998
2020-07-02,0.4122
2020-07-06,-3.2845
2020-07-07,-4.1844
2020-07-08,1.1392
2020-07-09,0.5632
2020-07-10,1.8046
2020-07-13,-11.5526
2020-07-14,-0.8293
2020-07-15,-1.0453
2020-07-16,-1.4788999999999999
2020-07-17,2.7877
2020-07-20,4.242
2020-07-21,-1.6011
2020-07-22,-4.7458
2020-07-23,-5.1957
2020-07-24,-1.5015
2020-07-27,16.6159
2020-07-28,2.6797
2020-07-29,-2.4188
2020-07-30,-4.1096
2020-07-31,0.0
