ticker,ELMA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-14,-10.0
2000-05-09,6.6667
2000-05-12,4.1667
2000-08-16,0.0
2000-08-17,0.0
2000-11-29,-5.0
2001-01-03,-3.1579
2001-01-08,3.5326
2001-01-10,0.0
2001-10-03,-2.2031
2001-10-09,9.8901
2001-11-21,2.459
2001-11-26,-15.88
2001-12-03,0.4517
2001-12-05,18.3432
2001-12-10,-15.5
2001-12-12,18.3432
2001-12-17,-15.5
2001-12-19,18.3432
2002-01-04,-4.0
2002-01-07,4.1667
2002-01-08,0.0
2002-01-15,0.0
2002-04-25,-7.4949
2002-05-03,1.7758
2002-05-07,8.506
2002-05-08,4.9849
2002-05-16,-0.4404
2002-07-15,-1.9231
2003-06-16,-1.8367
2003-06-19,3.9501
2003-07-02,-2.5
2003-07-10,2.5641
2003-11-24,0.0
2003-11-25,1.0417
2004-03-05,0.0
2004-04-06,3.0928
2004-04-30,-1.5352999999999999
2004-05-06,55.9252
2004-05-07,-13.3333
2004-05-10,10.3846
2004-05-11,-5.2265
2004-06-22,2.9412000000000003
2004-10-06,-2.8571
2004-11-19,16.6966
2005-01-06,0.0
2005-02-02,0.0
2005-02-16,0.0
2005-02-23,-0.641
2005-03-02,-7.0968
2005-03-04,6.25
2005-03-21,-3.9215999999999998
2005-03-22,0.0
2005-03-31,-4.7619
2005-05-17,1.4493
2005-05-19,-4.2857
2005-05-25,-9.7015
2005-05-26,2.4793
2005-05-27,-3.2258
2005-06-02,11.6667
2005-06-22,0.0
2005-06-27,1.4925
2005-07-07,5.8824
2005-07-12,-6.25
2005-08-02,6.0741
2005-08-25,1.9553
2005-11-07,-7.6389
2005-11-08,-0.6015
2005-12-05,0.0
2005-12-12,-0.1513
2006-02-21,0.1515
2006-02-22,2.8744
2006-04-04,-2.6471
2006-05-05,4.2945
2006-05-23,2.9412000000000003
2006-05-30,0.0
2006-05-31,-5.1429
2006-06-02,-0.3012
2006-06-06,-3.3233
2006-06-07,-1.5625
2006-06-13,7.9365
2006-07-26,-11.7647
2006-07-27,0.0
2006-07-28,0.0
2006-07-31,0.0
2006-08-15,0.0
2006-08-28,-3.0
2006-08-29,-0.3436
2006-09-08,0.0
2006-09-11,0.0
2006-09-18,-0.8621
2006-09-27,1.3913
2006-10-03,0.0
2006-10-04,1.2006999999999999
2006-10-09,-2.5423999999999998
2006-10-20,0.0
2006-10-26,-2.3009
2006-10-30,4.1667
2006-10-31,-0.1739
2006-11-09,0.0
