ticker,VER US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-09-07,2.0
2011-09-08,-1.9607999999999999
2011-09-09,2.0
2011-09-12,-0.1569
2011-09-13,-1.0212
2011-09-14,-0.1587
2011-09-15,0.0
2011-09-16,-7.7901
2011-09-19,-0.8621
2011-09-20,0.1739
2011-09-21,3.8194
2011-09-22,-1.4214
2011-09-23,-0.933
2011-09-26,-4.6233
2011-09-27,-9.3357
2011-09-28,14.3564
2011-09-29,-3.8095
2011-09-30,4.8605
2011-10-03,-1.2876
2011-10-04,0.0
2011-10-05,2.1739
2011-10-06,0.0
2011-10-07,1.1064
2011-10-10,0.1673
2011-10-11,0.8414
2011-10-12,0.0
2011-10-13,-0.1667
2011-10-14,0.0
2011-10-17,0.0835
2011-10-18,0.0
2011-10-19,-0.4806
2011-10-20,0.4829
2011-10-21,0.0
2011-10-24,-6.1718
2011-10-25,-1.6631
2011-10-26,-1.7288000000000001
2011-10-27,-2.5
2011-10-28,-0.2849
2011-10-31,-1.0476
2011-11-01,1.0587
2011-11-02,-1.0476
2011-11-03,-0.2887
2011-11-04,1.0898
2011-11-07,0.0
2011-11-08,-0.0962
2011-11-09,-0.385
2011-11-10,-0.1932
2011-11-11,0.8712
2011-11-14,-0.1919
2011-11-15,0.0
2011-11-16,-0.4808
2011-11-17,-0.2899
2011-11-18,-0.1938
2011-11-21,-1.8447
2011-11-22,1.3848
2011-11-23,0.2927
2011-11-25,0.1946
2011-11-28,-1.4563
2011-11-29,0.9852
2011-11-30,0.0
2011-12-01,-0.4878
2011-12-02,0.4902
2011-12-05,-0.4878
2011-12-06,1.2049
2011-12-07,0.0
2011-12-08,-1.4634
2011-12-09,0.495
2011-12-12,0.9852
2011-12-13,1.2683
2011-12-14,-1.2524
2011-12-15,-0.4878
2011-12-16,-0.9804
2011-12-19,-0.495
2011-12-20,0.995
2011-12-21,-0.2956
2011-12-22,-0.6917
2011-12-23,0.796
2011-12-27,0.691
2011-12-28,0.0
2011-12-29,0.098
2011-12-30,1.8609
2012-01-03,0.0
2012-01-04,0.6048
2012-01-05,0.4812
2012-01-06,0.3831
2012-01-09,-0.6679
2012-01-10,0.4803
2012-01-11,0.7648
2012-01-12,0.0
2012-01-13,0.5693
2012-01-17,2.8302
2012-01-18,0.4587
2012-01-19,-3.5616
2012-01-20,1.9886
2012-01-23,-3.4355
2012-01-24,-0.0962
2012-01-25,2.3099
2012-01-26,2.0696
2012-01-27,-0.0922
2012-01-30,-1.845
2012-01-31,2.4906
