ticker,TLGN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-12,-62.3762
2007-09-13,-2.6316
2007-09-14,-18.9189
2007-09-17,-30.0
2007-09-18,19.0476
2007-09-19,0.0
2007-09-20,0.0
2007-09-21,0.0
2007-09-24,12.0
2007-09-25,-17.8571
2007-09-26,0.0
2007-09-27,13.0435
2007-09-28,3.8462
2007-10-01,-11.1111
2007-10-02,6.25
2007-10-03,-9.8039
2007-10-04,-8.6957
2007-10-05,0.0
2007-10-08,4.7619
2007-10-09,63.6364
2007-10-10,-11.1111
2007-10-11,-6.25
2007-10-12,-6.6667
2007-10-15,-7.1429
2007-10-16,17.3077
2007-10-17,-1.6393
2007-10-18,-1.6667
2007-10-19,-8.4746
2007-10-22,7.4074
2007-10-23,-13.7931
2007-10-24,0.0
2007-10-25,-4.0
2007-10-26,-4.1667
2007-10-29,15.2174
2007-10-30,-9.434
2007-10-31,-16.6667
2007-11-01,0.0
2007-11-02,0.0
2007-11-05,-12.5
2007-11-06,0.0
2007-11-07,-20.0
2007-11-08,-10.7143
2007-11-09,12.0
2007-11-12,-7.1429
2007-11-13,0.0
2007-11-14,0.0
2007-11-15,-7.6923
2007-11-16,8.3333
2007-11-19,-7.6923
2007-11-20,-8.3333
2007-11-21,0.0
2007-11-23,18.1818
2007-11-26,-23.0769
2007-11-27,10.0
2007-11-28,-9.0909
2007-11-29,10.0
2007-11-30,-9.0909
2007-12-03,-5.0
2007-12-04,5.2632
2007-12-05,-5.0
2007-12-06,5.2632
2007-12-07,-10.0
2007-12-10,0.0
2007-12-11,11.1111
2007-12-12,-5.0
2007-12-13,-5.2632
2007-12-14,-5.5556
2007-12-17,11.7647
2007-12-18,-5.2632
2007-12-19,0.0
2007-12-20,0.0
2007-12-21,-11.1111
2007-12-24,0.0
2007-12-26,0.0
2007-12-27,-11.25
2007-12-28,-1.4085
2007-12-31,7.1429
2008-01-02,6.6667
2008-01-03,12.5
2008-01-04,-11.1111
2008-01-07,-12.5
2008-01-08,0.0
2008-01-09,14.2857
2008-01-10,-12.5
2008-01-11,0.0
2008-01-14,7.1429
2008-01-15,6.6667
2008-01-16,0.0
2008-01-17,0.0
2008-01-18,12.5
2008-01-22,-22.2222
2008-01-23,14.2857
2008-01-24,-6.25
2008-01-25,6.6667
2008-01-28,0.0
2008-01-29,12.5
2008-01-30,-11.1111
2008-01-31,22.5
2008-02-01,-3.0612
2008-02-04,3.1579
2008-02-05,-3.0612
2008-02-06,-10.526299999999999
