ticker,HENI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-10-19,0.0
2011-12-07,0.0
2011-12-21,10.0
2011-12-23,6.0606
2012-01-19,-57.1429
2012-01-20,126.6667
2012-01-31,-32.3529
2012-02-01,0.0
2012-02-03,47.8261
2012-02-16,-40.5882
2012-02-17,48.5149
2012-02-24,0.0
2012-02-29,-34.0
2012-03-02,51.5152
2012-04-03,-40.0
2012-04-05,0.0
2012-04-09,66.6667
2012-04-17,-46.6667
2012-04-20,56.25
2012-05-08,-24.0
2012-05-10,0.0
2012-05-11,-15.7895
2012-05-14,55.0
2012-05-15,0.8065
2012-05-25,-24.0
2012-06-22,-31.5789
2012-07-24,0.0
2012-07-25,46.1538
2012-07-26,6.3158
2012-09-06,0.0
2012-10-01,58.4158
2012-10-02,-31.25
2012-10-17,-40.9091
2012-10-18,53.8462
2012-11-20,-40.0
2012-11-26,0.0
2012-11-29,-50.0
2012-12-05,0.0
2012-12-11,0.0
2012-12-13,-13.3333
2012-12-20,0.0
2012-12-21,15.3846
2012-12-24,63.3333
2012-12-26,-38.7755
2012-12-28,0.0
2013-01-02,0.0
2013-01-08,0.0
2013-01-11,0.0
2013-01-22,0.0
2013-01-24,0.0
2013-01-25,16.6667
2013-01-28,0.0
2013-01-31,0.0
2013-02-04,28.5714
2013-02-05,-31.1111
2013-02-07,22.5806
2013-02-08,5.2632
2013-02-11,0.0
2013-02-13,-12.5
2013-02-15,-8.5714
2013-02-20,-6.25
2013-02-21,6.6667
2013-02-22,25.0
2013-02-25,12.5
2013-02-26,-4.4444
2013-03-01,13.9535
2013-03-07,4.0816
2013-03-11,37.2549
2013-03-13,0.0
2013-03-14,12.857099999999999
2013-03-18,7.5949
2013-03-20,2.3529
2013-03-21,0.0
2013-03-22,13.7931
2013-03-26,-5.0505
2013-03-28,5.3191
2013-04-03,-7.0707
2013-04-04,-7.6087
2013-04-05,7.0588
2013-04-08,4.3956
2013-04-09,6.3158
2013-04-11,-2.9703
2013-04-15,-13.2653
2013-04-16,14.1176
2013-04-18,-4.1237
2013-04-19,3.2258
2013-04-22,-2.0833
2013-04-23,1.0638
2013-04-25,2.1053
2013-04-26,-2.0619
2013-04-30,-5.2632
2013-05-01,-5.5556
2013-05-02,10.5882
2013-05-07,-3.1915
2013-05-08,2.1978
2013-05-09,-3.2258
2013-05-10,0.0
2013-05-13,5.5556
2013-05-14,1.0526
2013-05-17,-6.25
2013-05-20,7.7778
2013-05-21,-9.2784
2013-05-23,0.0
