ticker,USTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-30,20.0
2013-06-11,0.0
2013-06-12,-16.6667
2013-06-13,0.0
2013-06-17,0.0
2013-06-18,0.0
2013-06-19,0.0
2013-06-20,40.0
2013-06-21,257.1429
2013-06-24,20.0
2013-06-25,0.0
2013-06-28,16.6667
2013-07-01,11.4286
2013-07-02,10.2564
2013-07-03,-9.3023
2013-07-05,17.9487
2013-09-17,-78.2609
2013-09-19,310.0
2013-09-24,24.3902
2013-10-17,-41.1765
2013-11-14,70.0
2013-11-21,0.0
2013-12-31,-60.7843
2014-01-28,300.0
2014-02-04,0.0
2014-02-18,0.0
2014-02-24,-68.75
2014-02-25,-60.0
2014-03-07,0.0
2014-03-10,-40.0
2014-03-11,28.3333
2014-03-12,2.5974
2014-03-13,-6.3291
2014-03-14,-16.2162
2014-03-17,12.9032
2014-03-18,-14.2857
2014-03-19,-1.6667
2014-03-20,-6.7797
2014-03-21,0.0
2014-03-24,7.2727
2014-03-25,-5.0847
2014-03-26,16.0714
2014-03-27,-21.3462
2014-03-28,-51.1002
2014-03-31,-8.0
2014-04-02,26.087
2014-04-03,-13.7931
2014-04-04,0.0
2014-04-09,0.0
2014-04-10,-16.0
2014-04-11,-4.7619
2014-04-14,40.0
2014-04-15,-17.8571
2014-04-16,-12.5
2014-04-17,-88.1988
2014-04-21,-57.8947
2014-04-22,37.5
2014-04-23,-4.5455
2014-04-24,-9.5238
2014-04-25,-5.2632
2014-04-28,0.0
2014-04-29,-11.1111
2014-04-30,12.5
2014-05-01,-11.1111
2014-05-02,-12.5
2014-05-05,14.2857
2014-05-06,37.5
2014-05-07,45.4545
2014-05-08,65.625
2014-05-09,-24.5283
2014-05-12,-47.5
2014-05-13,-14.2857
2014-05-14,0.0
2014-05-15,0.0
2014-05-16,-11.1111
2014-05-19,-12.5
2014-05-20,-28.5714
2014-05-21,0.0
2014-05-22,0.0
2014-05-23,10.0
2014-05-27,0.0
2014-05-28,45.4545
2014-05-29,-31.25
2014-05-30,27.2727
2014-06-02,14.2857
2014-06-03,-12.5
2014-06-04,14.2857
2014-06-05,-12.5
2014-06-06,-7.1429
2014-06-09,7.6923
2014-06-10,-28.5714
2014-06-11,10.0
2014-06-12,18.1818
2014-06-13,-15.3846
2014-06-16,0.0
2014-06-17,0.0
2014-06-18,-9.0909
2014-06-19,10.0
2014-06-20,18.1818
2014-06-23,0.0
2014-06-24,-23.0769
2014-06-25,10.0
2014-06-26,0.0
2014-06-27,0.0
