ticker,QBAN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-06-15,57.1429
2009-06-16,-18.1818
2009-06-17,124.4444
2009-06-18,88.1188
2009-06-19,13.1579
2009-06-22,16.2791
2009-06-23,60.0
2009-06-24,0.0
2009-06-25,12.5
2009-06-26,0.0
2009-06-29,-5.5556
2009-06-30,5.8824
2009-07-01,5.5556
2009-07-06,0.0
2009-07-08,0.0
2009-07-22,-5.2632
2009-07-28,-11.1111
2009-07-29,0.0
2009-07-31,0.0
2009-08-20,87.5
2009-08-21,33.3333
2009-08-24,-2.5
2009-08-25,-10.2564
2009-08-26,12.0
2009-08-27,-5.6122
2009-08-28,-2.7027
2009-08-31,-16.6667
2009-09-01,20.0
2009-09-02,5.5556
2009-09-03,0.0
2009-09-04,26.3158
2009-09-08,-6.6667
2009-09-09,-37.5
2009-09-10,-14.2857
2009-09-11,1.6667
2009-09-14,-1.6393
2009-09-15,-4.1667
2009-09-16,-13.913
2009-09-17,-9.0909
2009-09-18,0.0
2009-09-21,-5.5556
2009-09-22,-11.7647
2009-09-23,-20.0
2009-09-24,68.3333
2009-09-28,0.0
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,-40.5941
2009-10-06,58.3333
2009-10-07,0.0
2009-10-09,-2.1053
2009-10-13,8.6022
2009-10-15,-5.9406
2009-10-16,-24.2105
2009-10-19,31.9444
2009-10-20,15.7895
2009-10-21,-27.2727
2009-10-22,18.75
2009-10-26,-31.5789
2009-10-27,55.3846
2009-10-30,0.0
2009-11-05,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-19,0.0
2009-11-23,-6.9307
2009-11-27,7.4468
2009-12-01,0.0
2009-12-02,-30.6931
2009-12-03,40.0
2009-12-04,-38.7755
2009-12-07,-15.0
2009-12-08,98.0392
2009-12-09,0.0
2009-12-10,48.5149
2009-12-11,13.3333
2009-12-14,-10.5882
2009-12-15,-17.7632
2009-12-16,4.0
2009-12-17,-19.2308
2009-12-18,-1.9048
2009-12-21,16.5049
2009-12-23,-18.3333
2009-12-24,16.3265
2009-12-28,0.8772
2009-12-29,0.0
2009-12-31,0.0
2010-01-04,46.087
2010-01-05,0.0
2010-01-06,-10.7143
2010-01-07,-16.0
2010-01-08,17.4603
2010-01-11,-12.8378
2010-01-12,11.6279
2010-01-13,13.8889
2010-01-14,-14.6341
2010-01-15,-1.4285999999999999
2010-01-19,18.8406
2010-01-20,-23.7805
2010-01-21,4.0
