ticker,NYCB US Equity
2000-05-24,4.4983
2000-05-25,-4.3046
2000-05-26,0.346
2000-05-30,9.6552
2000-05-31,-0.6289
2000-06-01,-1.5823
2000-06-02,1.2862
2000-06-05,0.0
2000-06-06,-4.127
2000-06-07,-0.9934
2000-06-08,0.3344
2000-06-09,-1.3333
2000-06-12,-0.3378
2000-06-13,-1.3559
2000-06-14,-0.3436
2000-06-15,2.4138
2000-06-16,2.3569
2000-06-19,0.6579
2000-06-20,-1.9607999999999999
2000-06-21,-0.3333
2000-06-22,-4.0134
2000-06-23,1.2195
2000-06-26,1.8933
2000-06-27,-2.027
2000-06-28,2.069
2000-06-29,0.6757
2000-06-30,-1.0067
2000-07-03,1.6949
2000-07-05,-0.3333
2000-07-06,1.6722000000000001
2000-07-07,-0.3289
2000-07-10,0.6601
2000-07-11,2.9508
2000-07-12,3.8217
2000-07-13,0.3067
2000-07-14,-3.6696999999999997
2000-07-17,2.2222
2000-07-18,-0.3106
2000-07-19,1.2461
2000-07-20,5.2308
2000-07-21,2.0468
2000-07-24,2.8653
2000-07-25,0.2786
2000-07-26,-0.5556
2000-07-27,2.2346
2000-07-28,0.5464
2000-07-31,1.6484
2000-08-01,-0.8108
2000-08-02,0.0
2000-08-03,0.2725
2000-08-04,0.5435
2000-08-07,0.5405
2000-08-08,0.5376
2000-08-09,0.2674
2000-08-10,-0.2667
2000-08-11,0.8021
2000-08-14,0.2653
2000-08-15,1.5873
2000-08-16,1.3021
2000-08-17,2.0566
2000-08-18,2.0151
2000-08-21,1.2346
2000-08-22,0.4878
2000-08-23,0.4854
2000-08-24,3.1401
2000-08-25,-0.2342
2000-08-28,-0.2347
2000-08-29,-0.9412
2000-08-30,-0.2375
2000-08-31,0.4762
2000-09-01,-0.237
2000-09-05,0.2375
2000-09-06,0.4739
2000-09-07,-0.2358
2000-09-08,1.6548
2000-09-11,3.9535
2000-09-12,0.4474
2000-09-13,0.6682
2000-09-14,-0.2212
2000-09-15,1.1086
2000-09-18,-1.7544
2000-09-19,-0.8929
2000-09-20,-2.2523
2000-09-21,-3.2258
2000-09-22,3.3333
2000-09-25,1.1521
2000-09-26,0.0
2000-09-27,1.139
2000-09-28,2.2523
2000-09-29,1.7621
2000-10-02,-2.3810000000000002
2000-10-03,1.1086
2000-10-04,-1.0965
2000-10-05,0.2217
2000-10-06,0.4425
2000-10-09,-1.1013
2000-10-10,-1.3363
2000-10-11,-0.4515
2000-10-12,-1.8141
2000-10-13,0.9238
2000-10-16,-0.6865
2000-10-17,-1.3825
2000-10-18,0.4673
2000-10-19,1.1628
2000-10-20,-0.4598
2000-10-23,-0.2309
2000-10-24,-2.3148
2000-10-25,0.0
2000-10-26,-0.237
2000-10-27,2.6128
2000-10-30,1.1574
2000-10-31,3.4642
2000-11-01,-0.2232
2000-11-02,0.8949
2000-11-03,0.2217
2000-11-06,-1.3274
2000-11-07,-0.2242
2000-11-08,1.7978
2000-11-09,-2.4283
2000-11-10,2.2624
2000-11-13,-1.5487
2000-11-14,1.1236
2000-11-15,0.2222
2000-11-16,-0.8869
2000-11-17,1.1186
2000-11-20,0.2212
2000-11-21,-0.6623
2000-11-22,-1.5556
2000-11-24,0.4515
2000-11-27,2.2472
2000-11-28,0.2198
2000-11-29,3.2895
2000-11-30,5.0955
2000-12-01,0.0
2000-12-04,1.4141
2000-12-05,-0.7968
2000-12-06,-3.6145
2000-12-07,0.625
2000-12-08,4.9689
2000-12-11,1.1834
2000-12-12,-2.5341
2000-12-13,2.0
2000-12-14,0.0
2000-12-15,-0.3922
2000-12-18,1.1811
2000-12-19,4.2802
2000-12-20,0.0
2000-12-21,2.2388
2000-12-22,1.4599
2000-12-26,2.6978
2000-12-27,4.7285
2000-12-28,0.3344
2000-12-29,-2.0
2001-01-02,-1.7006999999999999
2001-01-03,-1.7301
2001-01-04,-0.5282
2001-01-05,-2.6549
2001-01-08,-2.0
2001-01-09,2.2263
2001-01-10,1.0889
2001-01-11,-0.4039
2001-01-12,0.0451
2001-01-16,0.1802
2001-01-17,-0.3597
2001-01-18,-0.1805
2001-01-19,-0.7233
2001-01-22,-0.5464
2001-01-23,1.0989
2001-01-24,1.9928
2001-01-25,1.5986
2001-01-26,3.4965
2001-01-29,1.8580999999999999
2001-01-30,0.995
2001-01-31,0.0
2001-02-01,1.4778
2001-02-02,0.4886
2001-02-05,3.5656
2001-02-06,-2.3474
2001-02-07,5.1282
2001-02-08,1.6768
2001-02-09,0.1499
2001-02-12,0.2994
2001-02-13,0.4478
2001-02-14,-0.8915
2001-02-15,-0.5997
2001-02-16,-2.8658
2001-02-20,-0.4658
2001-02-21,-3.5881
2001-02-22,-2.2654
2001-02-23,3.3113
2001-02-26,1.1218
2001-02-27,0.317
2001-02-28,-0.9479
2001-03-01,0.0
2001-03-02,0.638
2001-03-05,-0.9509
2001-03-06,0.96
2001-03-07,-0.9509
2001-03-08,0.16
2001-03-09,0.3195
2001-03-12,0.0
2001-03-13,3.9809
2001-03-14,-4.6325
2001-03-15,0.6825
2001-03-16,2.2329
2001-03-19,0.156
2001-03-20,0.3115
2001-03-21,-3.9596
2001-03-22,-0.8892
2001-03-23,4.1599
2001-03-26,2.2396
2001-03-27,0.6127
2001-03-28,3.0451
2001-03-29,0.7092
2001-03-30,2.1127
2001-04-02,1.3793
2001-04-03,0.2381
2001-04-04,-0.5429
2001-04-05,2.1836
2001-04-06,-1.0351
2001-04-09,2.1592000000000002
2001-04-10,1.3871
2001-04-11,-1.1726
2001-04-12,-0.5933
2001-04-16,-2.6525
2001-04-17,0.3065
2001-04-18,3.2258
2001-04-19,1.6447
2001-04-20,-0.5502
2001-04-23,0.8461
2001-04-24,0.3872
2001-04-25,2.7644
2001-04-26,2.0019
2001-04-27,0.736
2001-04-30,2.7397
2001-05-01,-0.7111
2001-05-02,0.4476
2001-05-03,0.1783
2001-05-04,-0.8652
2001-05-07,1.7755
2001-05-08,0.207
2001-05-09,-0.2656
2001-05-10,0.5917
2001-05-11,-1.2059
2001-05-14,0.387
2001-05-15,-1.5421
2001-05-16,1.0542
2001-05-17,-1.0432
2001-05-18,0.0
2001-05-21,0.1506
2001-05-22,-0.7519
2001-05-23,-0.5455
2001-05-24,0.3352
2001-05-25,-0.1822
2001-05-29,-0.3651
2001-05-30,1.1602999999999999
2001-05-31,-0.2717
2001-06-01,0.1211
2001-06-04,0.0605
2001-06-05,3.0211
2001-06-06,-1.0557
2001-06-07,1.1855
2001-06-08,0.0586
2001-06-11,0.8489
2001-06-12,0.5806
2001-06-13,0.6926
2001-06-14,-0.9458
2001-06-15,0.1736
2001-06-18,2.022
2001-06-19,3.1993
2001-06-20,1.1248
2001-06-21,0.5426
2001-06-22,0.6206
2001-06-25,-2.8158
2001-06-26,1.8212000000000002
2001-06-27,-1.1653
2001-06-28,0.4387
2001-06-29,2.7846
2001-07-02,-1.4343
2001-07-03,-0.3234
2001-07-05,-1.1895
2001-07-06,0.0
2001-07-09,-0.4378
2001-07-10,0.8519
2001-07-11,1.2262
2001-07-12,4.4145
2001-07-13,2.1655
2001-07-16,-1.3878
2001-07-17,2.5077
2001-07-18,1.4229
2001-07-19,-0.886
2001-07-20,-0.2732
2001-07-23,0.0498
2001-07-24,-0.7715
2001-07-25,1.831
2001-07-26,1.6995
2001-07-27,0.4359
2001-07-30,0.9163
2001-07-31,1.6249
2001-08-01,-0.3292
2001-08-02,-1.0852
2001-08-03,-0.024
2001-08-06,0.0719
2001-08-07,1.8443
2001-08-08,0.5409
2001-08-09,1.5439
2001-08-10,0.3916
2001-08-13,2.7077
2001-08-14,1.1171
2001-08-15,1.635
2001-08-16,2.2826
2001-08-17,-1.1902
2001-08-20,-0.7744
2001-08-21,1.5391
2001-08-22,-0.8753
2001-08-23,-4.1568
2001-08-24,-12.6067
2001-08-27,-5.0656
2001-08-28,4.7941
2001-08-29,-2.352
2001-08-30,0.2382
2001-08-31,-1.9541
2001-09-04,-1.8582999999999998
2001-09-05,-7.7936
2001-09-06,-0.8929
2001-09-07,0.0
2001-09-10,-0.961
2001-09-17,0.9703
2001-09-18,3.6936999999999998
2001-09-19,-5.0681
2001-09-20,-4.6675
2001-09-21,-8.224
2001-09-24,5.3347
2001-09-25,1.5889
2001-09-26,2.2483
2001-09-27,5.6405
2001-09-28,5.0226
2001-10-01,3.6191
2001-10-02,5.3222
2001-10-03,5.2902000000000005
2001-10-04,-6.0742
2001-10-05,1.1976
2001-10-08,-2.3669000000000002
2001-10-09,2.8283
2001-10-10,2.1611
2001-10-11,-0.8077
2001-10-12,1.6284999999999998
2001-10-15,3.7772
2001-10-16,4.4485
2001-10-17,-8.6589
2001-10-18,-4.2389
2001-10-19,-1.2072
2001-10-22,1.2627
2001-10-23,0.6838
2001-10-24,1.8777
2001-10-25,1.3725
2001-10-26,0.9671
2001-10-29,-3.2184
2001-10-30,-0.7522
2001-10-31,0.0
2001-11-01,-1.1568
2001-11-02,-1.5028000000000001
2001-11-05,3.5052
2001-11-06,1.992
2001-11-07,-1.25
2001-11-08,-1.4636
2001-11-09,1.4452
2001-11-12,0.1187
2001-11-13,-1.0672
2001-11-14,0.3196
2001-11-15,0.9558
2001-11-16,-0.1972
2001-11-19,-0.9881
2001-11-20,-2.515
2001-11-21,-1.8837000000000002
2001-11-23,0.793
2001-11-26,-1.3251
2001-11-27,-3.441
2001-11-28,0.6084
2001-11-29,1.5983
2001-11-30,-2.6361
2001-12-03,0.262
2001-12-04,1.3502
2001-12-05,0.2149
2001-12-06,-1.072
2001-12-07,1.4738
2001-12-10,-1.1534
2001-12-11,-0.6914
2001-12-12,-0.5657
2001-12-13,-0.0875
2001-12-14,-0.2628
2001-12-17,1.054
2001-12-18,-0.8692
2001-12-19,0.1754
2001-12-20,-0.8753
2001-12-21,-3.6203
2001-12-24,2.153
2001-12-26,0.7175
2001-12-27,0.6233
2001-12-28,0.2655
2001-12-31,0.9267
2002-01-02,0.8745
2002-01-03,3.3377
2002-01-04,1.4262000000000001
2002-01-07,-1.3648
2002-01-08,-0.2516
2002-01-09,3.615
2002-01-10,1.4199
2002-01-11,-1.16
2002-01-14,-2.7923999999999998
2002-01-15,2.2481
2002-01-16,-0.7736
2002-01-17,1.9696
2002-01-18,-0.2012
2002-01-22,0.8863
2002-01-23,8.474
2002-01-24,1.2307
2002-01-25,-0.8153
2002-01-28,-0.4404
2002-01-29,-0.7741
2002-01-30,3.6404
2002-01-31,-0.721
2002-02-01,0.1816
2002-02-04,-2.6096
2002-02-05,0.856
2002-02-06,-0.5904
2002-02-07,0.7424
2002-02-08,2.3581
2002-02-11,1.7639
2002-02-12,0.1769
2002-02-13,0.7062
2002-02-14,0.0351
2002-02-15,-0.3505
2002-02-19,-1.1959
2002-02-20,2.314
2002-02-21,-2.888
2002-02-22,0.1433
2002-02-25,1.2522
2002-02-26,0.3887
2002-02-27,1.0208
2002-02-28,2.23
2002-03-01,0.3749
2002-03-04,0.034
2002-03-05,-0.2376
2002-03-06,0.8847
2002-03-07,-1.5514000000000001
2002-03-08,-3.8712
2002-03-11,-0.4277
2002-03-12,-0.179
2002-03-13,-0.3944
2002-03-14,-0.072
2002-03-15,2.3775
2002-03-18,0.3871
2002-03-19,-1.4020000000000001
2002-03-20,-1.9552
2002-03-21,0.0725
2002-03-22,0.8696
2002-03-25,-2.9813
2002-03-26,-0.1111
2002-03-27,3.447
2002-03-28,-0.9316
2002-04-01,-0.5787
2002-04-02,-0.2546
2002-04-03,-0.547
2002-04-04,1.9435
2002-04-05,-0.1799
2002-04-08,1.2612999999999999
2002-04-09,-0.5694
2002-04-10,1.8253
2002-04-11,-0.3515
2002-04-12,3.739
2002-04-15,-1.4281
2002-04-16,2.2077
2002-04-17,-1.4512
2002-04-18,-0.4452
2002-04-19,1.4447999999999999
2002-04-22,-3.2553
2002-04-23,-0.0351
2002-04-24,0.9818
2002-04-25,2.1875
2002-04-26,-0.068
2002-04-29,0.9861
2002-04-30,0.5424
2002-05-01,-0.5394
2002-05-02,0.6441
2002-05-03,1.3473
2002-05-06,-1.3626
2002-05-07,0.6065
2002-05-08,-1.3396
2002-05-09,2.2403
2002-05-10,-1.9256
2002-05-13,0.2031
2002-05-14,0.6419
2002-05-15,-0.2014
2002-05-16,-0.1682
2002-05-17,0.3706
2002-05-20,-0.6378
2002-05-21,-1.1149
2002-05-22,-0.9566
2002-05-23,0.0345
2002-05-24,-2.0655
2002-05-28,-1.764
2002-05-29,0.681
2002-05-30,0.4984
2002-05-31,0.6376
2002-06-03,-1.4432
2002-06-04,-2.5357
2002-06-05,0.2199
2002-06-06,-2.4132
2002-06-07,2.4728
2002-06-10,-1.0969
2002-06-11,-1.5527
2002-06-12,-2.0278
2002-06-13,-3.4879
2002-06-14,6.4734
2002-06-17,4.1775
2002-06-18,-0.6445
2002-06-19,-0.1802
2002-06-20,0.6859
2002-06-21,-2.0437
2002-06-24,-2.1596
2002-06-25,-0.8605
2002-06-26,0.2264
2002-06-27,-1.8824999999999998
2002-06-28,2.3791
2002-07-01,3.4483
2002-07-02,-3.3333
2002-07-03,-2.3613
2002-07-05,3.1478
2002-07-08,1.6002999999999998
2002-07-09,-1.4652
2002-07-10,-1.1896
2002-07-11,0.2634
2002-07-12,0.2627
2002-07-15,-0.2246
2002-07-16,3.1883
2002-07-17,-0.3272
2002-07-18,-5.9081
2002-07-19,0.7364
2002-07-22,1.0004
2002-07-23,-5.5619
2002-07-24,6.2122
2002-07-25,1.899
2002-07-26,0.6336
2002-07-29,6.5556
2002-07-30,-1.4251
2002-07-31,1.5514999999999999
2002-08-01,-1.9792
2002-08-02,-1.8552
2002-08-05,-1.3813
2002-08-06,5.0498
2002-08-07,3.4386
2002-08-08,4.8507
2002-08-09,0.0971
2002-08-12,0.7434
2002-08-13,-2.342
2002-08-14,4.3364
2002-08-15,-1.8577
2002-08-16,0.1604
2002-08-19,2.4343
2002-08-20,-2.5328
2002-08-21,0.8983
2002-08-22,-1.0493
2002-08-23,-2.3779
2002-08-26,2.2054
2002-08-27,-0.0322
2002-08-28,-0.1289
2002-08-29,2.4194
2002-08-30,-1.7008
2002-09-03,-3.3002000000000002
2002-09-04,1.5573000000000001
2002-09-05,-1.1746
2002-09-06,2.4761
2002-09-09,-2.2229
2002-09-10,-3.4596
2002-09-11,-1.2287
2002-09-12,-4.6303
2002-09-13,1.9928
2002-09-16,-0.3552
2002-09-17,-1.0339
2002-09-18,-0.5403
2002-09-19,-2.1369
2002-09-20,3.664
2002-09-23,-1.2852999999999999
2002-09-24,-1.5190000000000001
2002-09-25,1.5791
2002-09-26,2.7477
2002-09-27,-1.3019
2002-09-30,0.4278
2002-10-01,3.6919
2002-10-02,-3.9028
2002-10-03,-3.8119
2002-10-04,-2.2963
2002-10-07,-4.6626
2002-10-08,3.212
2002-10-09,-2.7268
2002-10-10,3.7228
2002-10-11,5.231
2002-10-14,3.8824
2002-10-15,1.3971
2002-10-16,0.0689
2002-10-17,2.5129
2002-10-18,0.3022
2002-10-21,-0.3013
2002-10-22,-0.403
2002-10-23,0.9777
2002-10-24,-2.1035
2002-10-25,2.3192
2002-10-28,-6.5
2002-10-29,2.4955
2002-10-30,0.4522
2002-10-31,0.6233
2002-11-01,2.2023
2002-11-04,-2.6441
2002-11-05,1.3578999999999999
2002-11-06,-1.6489
2002-11-07,-3.6326
2002-11-08,-0.5437
2002-11-11,-3.1305
2002-11-12,2.1406
2002-11-13,0.4788
2002-11-14,3.2698
2002-11-15,0.5963
2002-11-18,-1.8700999999999999
2002-11-19,0.2877
2002-11-20,1.721
2002-11-21,2.2207
2002-11-22,0.5172
2002-11-25,-0.8576
2002-11-26,-2.3183
2002-11-27,0.6057
2002-11-29,-1.8344
2002-12-02,-0.6815
2002-12-03,-1.9863
2002-12-04,1.7686
2002-12-05,-0.4345
2002-12-06,2.5091
2002-12-09,-1.2770000000000001
2002-12-10,2.5871
2002-12-11,0.1751
2002-12-12,-0.4895
2002-12-13,-0.5622
2002-12-16,1.7668
2002-12-17,0.7292
2002-12-18,-2.1027
2002-12-19,-0.1761
2002-12-20,4.0564
2002-12-23,-0.9492
2002-12-24,-0.7187
2002-12-26,-0.7239
2002-12-27,-0.5903
2002-12-30,1.2924
2002-12-31,-0.4138
2003-01-02,2.1468
2003-01-03,-0.6441
2003-01-06,1.7741
2003-01-07,-0.6034
2003-01-08,-2.4621
2003-01-09,1.2448
2003-01-10,-1.1954
2003-01-13,0.0346
2003-01-14,0.1728
2003-01-15,-0.6554
2003-01-16,0.0
2003-01-17,-0.3125
2003-01-21,-0.9056
2003-01-22,0.703
2003-01-23,2.0942
2003-01-24,-0.6496
2003-01-27,0.4474
2003-01-28,0.137
2003-01-29,1.0606
2003-01-30,-0.9817
2003-01-31,1.7931
2003-02-03,0.3388
2003-02-04,-0.4051
2003-02-05,-0.9492
2003-02-06,0.7871
2003-02-07,-0.6452
2003-02-10,1.5721
2003-02-11,-0.4038
2003-02-12,-0.9797
2003-02-13,-0.6824
2003-02-14,0.4809
2003-02-18,1.4701
2003-02-19,-0.9434
2003-02-20,-1.2245
2003-02-21,0.7231
2003-02-24,-1.9144999999999999
2003-02-25,0.5577
2003-02-26,-2.0104
2003-02-27,1.0612
2003-02-28,0.14
2003-03-03,-0.9088
2003-03-04,-0.5996
2003-03-05,0.3903
2003-03-06,-0.6363
2003-03-07,1.0317
2003-03-10,-2.1479
2003-03-11,-1.0435
2003-03-12,-0.2545
2003-03-13,3.1717
2003-03-14,-0.742
2003-03-17,2.314
2003-03-18,-0.3132
2003-03-19,0.6632
2003-03-20,0.9709
2003-03-21,2.7816
2003-03-24,-1.871
2003-03-25,0.5107
2003-03-26,-0.3049
2003-03-27,0.2379
2003-03-28,1.1864
2003-03-31,-0.1675
2003-04-01,-0.5705
2003-04-02,2.7675
2003-04-03,0.4269
2003-04-04,2.4199
2003-04-07,0.5109
2003-04-08,-0.0953
2003-04-09,-0.4769
2003-04-10,0.7668
2003-04-11,0.0317
2003-04-14,0.9192
2003-04-15,1.3505
2003-04-16,1.9523000000000001
2003-04-17,-0.8511
2003-04-21,1.8394
2003-04-22,1.8963999999999999
2003-04-23,1.0931
2003-04-24,-0.9643
2003-04-25,-0.059
2003-04-28,0.8562
2003-04-29,1.2002
2003-04-30,0.4339
2003-05-01,-0.0576
2003-05-02,1.9756
2003-05-05,-0.057
2003-05-06,0.171
2003-05-07,-0.683
2003-05-08,-0.086
2003-05-09,1.1184
2003-05-12,-0.6239
2003-05-13,0.1998
2003-05-14,0.2563
2003-05-15,0.2273
2003-05-16,-0.2834
2003-05-19,-0.5117
2003-05-20,0.8
2003-05-21,-1.1338
2003-05-22,1.8731
2003-05-23,-0.3002
2003-05-27,0.3387
2003-05-28,0.9002
2003-05-29,1.8216
2003-05-30,1.1318
2003-06-02,-0.5054
2003-06-03,0.2903
2003-06-04,0.5789
2003-06-05,1.5468
2003-06-06,-0.0354
2003-06-09,-2.3388
2003-06-10,1.0885
2003-06-11,1.5793
2003-06-12,1.8728
2003-06-13,-2.0118
2003-06-16,1.0265
2003-06-17,-0.876
2003-06-18,-0.3181
2003-06-19,-3.0142
2003-06-20,0.5484
2003-06-23,-0.7636
2003-06-24,-0.6229
2003-06-25,2.5442
2003-06-26,-2.553
2003-06-27,7.3063
2003-06-30,0.0344
2003-07-01,-0.1031
2003-07-02,4.0606
2003-07-03,1.3228
2003-07-07,0.8159
2003-07-08,3.2049
2003-07-09,-0.941
2003-07-10,-0.475
2003-07-11,1.5272000000000001
2003-07-14,2.6951
2003-07-15,-0.9765
2003-07-16,-3.7904
2003-07-17,-0.7687
2003-07-18,0.0323
2003-07-21,-0.1936
2003-07-22,-1.0669
2003-07-23,-0.3268
2003-07-24,-0.623
2003-07-25,0.7258
2003-07-28,0.131
2003-07-29,-0.2617
2003-07-30,-0.7871
2003-07-31,-1.157
2003-08-01,-2.6756
2003-08-04,0.3464
2003-08-05,0.1726
2003-08-06,1.654
2003-08-07,1.0847
2003-08-08,1.8444
2003-08-11,-0.1317
2003-08-12,0.2308
2003-08-13,-0.2632
2003-08-14,1.1873
2003-08-15,1.206
2003-08-18,0.2576
2003-08-19,-0.4819
2003-08-20,-0.4519
2003-08-21,0.0
2003-08-22,-0.3567
2003-08-25,0.2603
2003-08-26,-0.7141
2003-08-27,-0.7846
2003-08-28,0.659
2003-08-29,0.6874
2003-09-02,0.7152
2003-09-03,0.3551
2003-09-04,-0.0322
2003-09-05,-0.5792
2003-09-08,0.1942
2003-09-09,0.323
2003-09-10,-2.2859
2003-09-11,-0.3295
2003-09-12,1.8182
2003-09-15,0.4221
2003-09-16,2.2955
2003-09-17,-0.6005
2003-09-18,1.876
2003-09-19,-0.1248
2003-09-22,-0.0625
2003-09-23,3.8148999999999997
2003-09-24,-2.1084
2003-09-25,-1.6923
2003-09-26,-0.3756
2003-09-29,-0.5341
2003-09-30,-0.4738
2003-10-01,1.2694
2003-10-02,-0.0313
2003-10-03,0.627
2003-10-06,1.4953
2003-10-07,0.6753
2003-10-08,-0.1829
2003-10-09,-1.1912
2003-10-10,0.0
2003-10-13,1.8237999999999999
2003-10-14,0.6982
2003-10-15,-0.7537
2003-10-16,1.3973
2003-10-17,-2.846
2003-10-20,1.1718
2003-10-21,1.0363
2003-10-22,-1.086
2003-10-23,3.7511
2003-10-24,0.7937
2003-10-27,3.1788
2003-10-28,0.8197
2003-10-29,-0.4486
2003-10-30,0.8167
2003-10-31,1.1173
2003-11-03,0.5525
2003-11-04,0.1099
2003-11-05,2.9638
2003-11-06,0.1599
2003-11-07,0.0532
2003-11-10,-1.6867
2003-11-11,-0.6808
2003-11-12,0.9871
2003-11-13,-0.896
2003-11-14,1.3699
2003-11-17,-1.2973
2003-11-18,-1.4239
2003-11-19,0.4167
2003-11-20,-1.5213999999999999
2003-11-21,0.7865
2003-11-24,1.728
2003-11-25,3.5068
2003-11-26,2.2763
2003-11-28,0.5435
2003-12-01,0.7722
2003-12-02,0.281
2003-12-03,-1.5792000000000002
2003-12-04,-0.9058
2003-12-05,-1.1491
2003-12-08,1.321
2003-12-09,-1.9557
2003-12-10,-1.9149
2003-12-11,0.3254
2003-12-12,0.5405
2003-12-15,-0.3763
2003-12-16,0.6746
2003-12-17,1.0185
2003-12-18,0.1061
2003-12-19,-0.7421
2003-12-22,-1.0414
2003-12-23,0.6476
2003-12-24,0.2681
2003-12-26,0.5348
2003-12-29,0.9574
2003-12-30,-0.0263
2003-12-31,0.2635
2004-01-02,-1.498
2004-01-05,-0.4803
2004-01-06,0.8043
2004-01-07,0.0
2004-01-08,0.5319
2004-01-09,-0.3175
2004-01-12,1.0085
2004-01-13,0.1314
2004-01-14,3.3849
2004-01-15,0.7107
2004-01-16,0.7308
2004-01-20,0.3252
2004-01-21,1.1721
2004-01-22,-0.493
2004-01-23,1.6101
2004-01-26,1.1945000000000001
2004-01-27,-0.4818
2004-01-28,-2.1302
2004-01-29,-0.8162
2004-01-30,3.5911999999999997
2004-02-02,0.7273
2004-02-03,-0.1203
2004-02-04,-1.8554
2004-02-05,-0.5647
2004-02-06,3.6048999999999998
2004-02-09,0.143
2004-02-10,0.8091
2004-02-11,2.4551
2004-02-12,-0.1382
2004-02-13,0.0692
2004-02-17,1.8446
2004-02-18,0.3698
2004-02-19,-0.1805
2004-02-20,-0.5725
2004-02-23,0.0
2004-02-24,1.7576
2004-02-25,-0.1787
2004-02-26,0.6862
2004-02-27,4.0593
2004-03-01,-0.7688
2004-03-02,-5.165
2004-03-03,-0.9985
2004-03-04,-1.4364
2004-03-05,2.4806
2004-03-08,0.9077
2004-03-09,-0.7796
2004-03-10,-0.9368
2004-03-11,-1.9219
2004-03-12,1.2442
2004-03-15,-2.1505
2004-03-16,0.471
2004-03-17,0.0625
2004-03-18,0.0625
2004-03-19,-0.6866
2004-03-22,-0.0629
2004-03-23,1.5723
2004-03-24,-0.774
2004-03-25,1.5913
2004-03-26,2.0885
2004-03-29,1.0229
2004-03-30,0.9529
2004-03-31,1.1209
2004-04-01,-0.4959
2004-04-02,-7.2706
2004-04-05,-1.8969
2004-04-06,1.8369
2004-04-07,0.1899
2004-04-08,-2.0846
2004-04-12,-2.3548
2004-04-13,-3.0393
2004-04-14,-2.7257
2004-04-15,1.4711
2004-04-16,1.8295
2004-04-19,0.8136
2004-04-20,-2.5891
2004-04-21,-9.2855
2004-04-22,1.1796
2004-04-23,-1.3538999999999999
2004-04-26,-1.0675
2004-04-27,-0.4239
2004-04-28,-3.4443
2004-04-29,0.2806
2004-04-30,1.2111
2004-05-03,-0.1994
2004-05-04,0.5596
2004-05-05,2.9412000000000003
2004-05-06,-3.8609999999999998
2004-05-07,-3.0924
2004-05-10,-5.5118
2004-05-11,4.386
2004-05-12,-3.1513
2004-05-13,3.9478999999999997
2004-05-14,-1.5025
2004-05-17,-4.7034
2004-05-18,0.1779
2004-05-19,-1.5979
2004-05-20,-2.2102
2004-05-21,1.845
2004-05-24,2.1739
2004-05-25,1.0638
2004-05-26,2.4561
2004-05-27,2.8682
2004-05-28,-2.5385
2004-06-01,-1.1956
2004-06-02,-0.2593
2004-06-03,-3.3795
2004-06-04,-1.0314
2004-06-07,1.6312
2004-06-08,-0.2675
2004-06-09,-1.654
