ticker,HLX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.3774
2000-01-04,-1.8797000000000001
2000-01-05,-0.7663
2000-01-06,-2.4131
2000-01-07,6.0336
2000-01-10,-3.7313
2000-01-11,0.5814
2000-01-12,0.1927
2000-01-13,3.0769
2000-01-14,-4.8507
2000-01-18,0.3922
2000-01-19,2.2461
2000-01-20,-2.9608
2000-01-21,5.9055
2000-01-24,0.4182
2000-01-25,0.6941
2000-01-26,-2.9412000000000003
2000-01-27,-1.1364
2000-01-28,-0.8621
2000-01-31,-5.7005
2000-02-01,3.8933999999999997
2000-02-02,0.9862
2000-02-03,1.9531
2000-02-04,0.9579
2000-02-07,2.0873
2000-02-08,-0.1859
2000-02-09,0.1862
2000-02-10,0.0
2000-02-11,6.3197
2000-02-14,11.3636
2000-02-15,0.2355
2000-02-16,2.8974
2000-02-17,-2.5875
2000-02-18,-9.6875
2000-02-22,3.8062
2000-02-23,7.0
2000-02-24,-4.9844
2000-02-25,-0.3279
2000-02-28,-1.2336
2000-02-29,-4.0799
2000-03-01,5.5556
2000-03-02,5.4276
2000-03-03,2.3401
2000-03-06,-1.6768
2000-03-07,2.6357
2000-03-08,-1.8127
2000-03-09,-6.1538
2000-03-10,2.2951
2000-03-13,6.4103
2000-03-14,3.7651
2000-03-15,-1.8868
2000-03-16,11.8343
2000-03-17,4.3651
2000-03-20,1.1407
2000-03-21,-1.7544
2000-03-22,-0.1276
2000-03-23,0.1277
2000-03-24,1.5306
2000-03-27,-0.1256
2000-03-28,1.6352
2000-03-29,1.1139000000000001
2000-03-30,0.7344
2000-03-31,-1.3366
2000-04-03,0.6158
2000-04-04,-2.0808
2000-04-05,0.5
2000-04-06,-0.7463
2000-04-07,0.0
2000-04-10,0.0
2000-04-11,-1.3158
2000-04-12,-3.4920999999999998
2000-04-13,1.1842
2000-04-14,-5.0715
2000-04-17,-14.5205
2000-04-18,12.9808
2000-04-19,-2.9787
2000-04-20,2.924
2000-04-24,9.233
2000-04-25,-6.1118
2000-04-26,6.6482
2000-04-27,0.0
2000-04-28,3.3766
2000-05-01,-2.2613
2000-05-02,-0.5784
2000-05-03,0.0646
2000-05-04,-1.5504
2000-05-05,0.5249
2000-05-08,-0.5222
2000-05-09,3.4121
2000-05-10,0.0
2000-05-11,2.7919
2000-05-12,-0.7407
2000-05-15,7.4627
2000-05-16,-4.6296
2000-05-17,0.8799
2000-05-18,-5.5639
2000-05-19,-3.4395
2000-05-22,-7.124
