ticker,JMIA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-04-12,75.5862
2019-04-15,25.3339
2019-04-16,34.8793
2019-04-17,-6.9006
2019-04-18,-12.2785
2019-04-22,-5.064
2019-04-23,7.9113
2019-04-24,3.2213
2019-04-25,-3.4167
2019-04-26,12.0056
2019-04-29,12.5591
2019-04-30,-5.0597
2019-05-01,9.3554
2019-05-02,-13.2369
2019-05-03,-4.6848
2019-05-06,-2.9336
2019-05-07,-5.0901
2019-05-08,-7.514
2019-05-09,-18.7859
2019-05-10,-8.8881
2019-05-13,8.5714
2019-05-14,-3.7594
2019-05-15,-8.4375
2019-05-16,-9.4283
2019-05-17,-6.1705
2019-05-20,2.6104000000000003
2019-05-21,13.943200000000001
2019-05-22,-4.0361
2019-05-23,0.6264
2019-05-24,4.0462
2019-05-28,-1.453
2019-05-29,5.7676
2019-05-30,3.854
2019-05-31,5.0928
2019-06-03,-3.0428
2019-06-04,2.8284000000000002
2019-06-05,-0.6782
2019-06-06,-1.6313
2019-06-07,-4.9749
2019-06-10,-4.8295
2019-06-11,-3.71
2019-06-12,9.6103
2019-06-13,-3.4747
2019-06-14,1.4232
2019-06-17,-3.7144
2019-06-18,-0.8573
2019-06-19,-0.2162
2019-06-20,4.1594
2019-06-21,6.5724
2019-06-24,-0.3513
2019-06-25,0.47
2019-06-26,1.8324
2019-06-27,0.5743
2019-06-28,0.571
2019-07-01,-1.5897000000000001
2019-07-02,-3.3077
2019-07-03,-1.1535
2019-07-05,4.9094999999999995
2019-07-08,-0.3452
2019-07-09,4.542
2019-07-10,-3.056
2019-07-11,-5.545
2019-07-12,-1.3269
2019-07-15,-2.8117
2019-07-16,-3.2704
2019-07-17,-1.5171000000000001
2019-07-18,-2.7289
2019-07-19,2.8054
2019-07-22,-5.0176
2019-07-23,-1.9926
2019-07-24,1.0875
2019-07-25,-6.0804
2019-07-26,-2.0916
2019-07-29,-3.1027
2019-07-30,-6.4042
2019-07-31,-4.5429
2019-08-01,-4.5241
2019-08-02,-3.6308
2019-08-05,-6.9604
2019-08-06,-5.2162
2019-08-07,-2.5343999999999998
2019-08-08,-1.5602
2019-08-09,-6.7925
2019-08-12,-7.0445
2019-08-13,14.3728
2019-08-14,-2.5133
2019-08-15,3.6719
2019-08-16,-1.5072
2019-08-19,17.9036
2019-08-20,-4.2829
2019-08-21,-16.8136
2019-08-22,8.475999999999999
2019-08-23,-4.0571
2019-08-26,-7.361
2019-08-27,-6.5089
2019-08-28,-4.792
