ticker,PFIE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-05-16,0.0
2007-05-25,500.0
2007-06-26,0.0
2007-07-09,0.0
2007-07-24,-0.6667
2007-08-15,-26.1745
2007-08-23,-45.4545
2007-09-04,-8.3333
2007-09-21,-7.2727
2007-12-04,66.6667
2007-12-05,-5.8824
2008-03-19,-31.25
2008-06-13,-45.4545
2008-07-29,0.0
2008-08-15,-16.6667
2008-09-09,100.0
2008-10-10,-40.0
2008-11-19,50.0
2008-11-20,-33.3333
2008-11-21,-26.6667
2009-01-05,-9.0909
2009-01-20,405.0
2009-02-24,-45.5446
2009-03-16,-54.5455
2009-04-01,-20.0
2009-04-03,125.0
2009-04-15,-48.8889
2009-04-27,-13.0435
2009-05-20,100.0
2009-05-28,-35.0
2009-07-09,53.8462
2009-11-13,-30.0
2009-11-19,0.0
2009-11-23,-3.5714
2009-11-25,-18.5185
2009-11-30,0.0
2009-12-08,0.0
2009-12-15,22.7273
2009-12-17,22.2222
2009-12-21,0.0
2009-12-29,0.0
2010-01-06,0.0
2010-01-13,0.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-29,0.0
2010-02-11,-6.0606
2010-02-12,-22.5806
2010-02-16,12.5
2010-02-17,3.7037
2010-02-19,-8.9286
2010-02-23,-5.8824
2010-02-24,0.0
2010-03-01,4.1667
2010-03-02,4.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-08,-7.6923
2010-03-09,8.3333
2010-03-10,0.0
2010-03-11,0.0
2010-03-15,23.0769
2010-03-17,3.125
2010-03-18,0.0
2010-03-26,-6.0606
2010-03-30,0.0
2010-04-06,6.4516
2010-04-13,0.0
2010-04-14,54.5455
2010-04-15,-3.9215999999999998
2010-04-20,-8.1633
2010-04-27,0.0
2010-05-03,0.0
2010-05-11,0.0
2010-06-30,-33.3333
2010-07-01,-6.6667
2010-07-02,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-15,0.0
2010-07-22,14.2857
2010-09-15,9.375
2010-09-23,-57.1429
2010-09-24,33.3333
2010-10-05,25.0
2010-11-01,-60.0
2010-11-02,100.0
2010-11-09,20.0
2010-11-16,-8.3333
2010-11-17,0.0
2010-11-18,13.6364
2010-11-19,-12.0
2010-11-22,13.6364
2010-11-24,0.0
2010-11-26,0.0
2010-11-29,0.0
2010-12-09,0.0
2010-12-10,0.0
2010-12-15,0.0
2010-12-17,0.0
2010-12-22,0.0
2011-01-04,40.0
2011-01-07,-28.5714
