ticker,ZAGG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-26,-5.6
2007-07-27,10.1695
2007-07-30,11.538499999999999
2007-07-31,17.2414
2007-08-01,9.4118
2007-08-02,1.6129
2007-08-03,-1.5873
2007-08-06,7.5269
2007-08-07,0.0
2007-08-08,-0.5
2007-08-09,-3.0151
2007-08-10,3.6269
2007-08-14,-5.0
2007-08-15,5.2632
2007-08-16,-15.0
2007-08-17,0.0
2007-08-20,11.7647
2007-08-21,1.5789
2007-08-22,6.2176
2007-08-23,2.439
2007-08-24,0.0
2007-08-27,-11.4286
2007-08-28,8.0645
2007-08-29,4.4776
2007-08-30,-28.5714
2007-08-31,-24.6667
2007-09-04,-7.0796
2007-09-05,0.0
2007-09-06,0.0
2007-09-07,-2.8571
2007-09-10,-6.8627
2007-09-11,-9.473700000000001
2007-09-12,-1.1628
2007-09-14,11.7647
2007-09-17,-10.526299999999999
2007-09-18,11.7647
2007-09-19,-21.0526
2007-09-20,18.6667
2007-09-21,1.1236
2007-09-24,-5.5556
2007-09-25,0.0
2007-09-26,0.0
2007-09-27,0.0
2007-09-28,0.0
2007-10-01,0.0
2007-10-02,0.0
2007-10-03,0.0
2007-10-04,0.0
2007-10-05,0.0
2007-10-08,-5.8824
2007-10-09,7.5
2007-10-10,-1.1628
2007-10-11,-10.5882
2007-10-12,11.8421
2007-10-15,-10.5882
2007-10-16,0.0
2007-10-17,5.2632
2007-10-19,0.0
2007-10-22,-6.25
2007-10-23,6.6667
2007-10-24,0.0
2007-10-25,0.0
2007-10-26,0.0
2007-10-29,0.0
2007-10-30,-6.25
2007-10-31,6.6667
2007-11-01,-6.25
2007-11-02,0.0
2007-11-05,0.0
2007-11-06,0.0
2007-11-07,0.0
2007-11-09,-2.6667
2007-11-12,2.7397
2007-11-15,0.0
2007-11-16,6.6667
2007-11-19,-6.25
2007-11-20,-5.3333
2007-11-21,7.0423
2007-11-23,-1.3158
2007-11-26,0.0
2007-11-27,-6.6667
2007-11-28,5.7143
2007-11-29,0.0
2007-11-30,10.8108
2007-12-03,2.439
2007-12-04,1.1905000000000001
2007-12-05,-3.5294
2007-12-06,1.2195
2007-12-07,2.4096
2007-12-10,0.0
2007-12-11,-3.5294
2007-12-12,2.439
2007-12-13,-4.7619
2007-12-14,-3.75
2007-12-17,-2.5974
2007-12-18,0.0
2007-12-19,0.0
2007-12-21,0.0
2007-12-24,0.0
2007-12-26,0.0
2007-12-27,0.0
2007-12-28,0.0
2007-12-31,0.0
